WP_004753574.1	lcl|NZ_AOWF01000155.1_cds_WP_000340715.1_3478	94.186	86	106
WP_004755091.1	lcl|NZ_AOWF01000155.1_cds_WP_000410273.1_3479	96.815	314	314
WP_004755091.1	lcl|NZ_AOWF01000155.1_cds_WP_000093099.1_3499	57.143	63	314
WP_004755091.1	lcl|NZ_AOWF01000050.1_cds_WP_000744700.1_941	24.471	331	314
WP_004755091.1	lcl|NZ_AOWF01000155.1_cds_WP_000646250.1_3482	27.239	268	314
WP_004755091.1	lcl|NZ_AOWF01000155.1_cds_WP_000723090.1_3561	22.917	288	314
WP_004755091.1	lcl|NZ_AOWF01000155.1_cds_WP_017857197.1_3508	24.194	186	314
WP_004777161.1	lcl|NZ_AOWF01000155.1_cds_WP_000604524.1_3480	94.247	365	365
WP_004766667.1	lcl|NZ_AOWF01000155.1_cds_WP_000884059.1_3481	96.757	185	185
WP_004766667.1	lcl|NZ_AOWF01000102.1_cds_WP_000351733.1_1914	40.714	140	185
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_000646250.1_3482	97.568	329	329
WP_004755430.1	lcl|NZ_AOWF01000050.1_cds_WP_000744700.1_941	32.381	315	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_000723090.1_3561	31.045	335	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_017857197.1_3508	31.366	322	329
WP_004755430.1	lcl|NZ_AOWF01000083.1_cds_WP_001984071.1_1522	31.935	310	329
WP_004755430.1	lcl|NZ_AOWF01000031.1_cds_WP_000649925.1_672	29.573	328	329
WP_004755430.1	lcl|NZ_AOWF01000025.1_cds_WP_000709511.1_415	29.730	333	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_000601375.1_3535	25.000	300	329
WP_004755430.1	lcl|NZ_AOWF01000064.1_cds_WP_000688695.1_1218	29.091	275	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_001067557.1_3485	27.541	305	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_000475904.1_3544	27.372	274	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_000410273.1_3479	26.101	318	329
WP_004755430.1	lcl|NZ_AOWF01000063.1_cds_WP_001074785.1_1184	29.057	265	329
WP_004755430.1	lcl|NZ_AOWF01000111.1_cds_WP_001003555.1_2182	25.148	338	329
WP_004755430.1	lcl|NZ_AOWF01000155.1_cds_WP_000487322.1_3533	26.994	326	329
WP_004758405.1	lcl|NZ_AOWF01000155.1_cds_WP_000774262.1_3483	93.633	267	267
WP_004758405.1	lcl|NZ_AOWF01000155.1_cds_WP_000859505.1_3532	26.693	251	267
WP_004758405.1	lcl|NZ_AOWF01000155.1_cds_WP_000800438.1_3513	25.630	238	267
WP_004758405.1	lcl|NZ_AOWF01000155.1_cds_WP_000842260.1_3562	26.842	190	267
WP_004758405.1	lcl|NZ_AOWF01000160.1_cds_WP_000667727.1_3715	30.909	110	267
WP_004758405.1	lcl|NZ_AOWF01000105.1_cds_WP_000805357.1_2030	27.660	188	267
WP_016748627.1	lcl|NZ_AOWF01000155.1_cds_WP_000612797.1_3484	96.267	509	509
WP_016748627.1	lcl|NZ_AOWF01000121.1_cds_WP_000291591.1_2538	27.469	324	509
WP_016748627.1	lcl|NZ_AOWF01000121.1_cds_WP_000364507.1_2539	31.111	90	509
WP_016748627.1	lcl|NZ_AOWF01000155.1_cds_WP_000612797.1_3484	96.267	509	509
WP_016748627.1	lcl|NZ_AOWF01000121.1_cds_WP_000291591.1_2538	27.469	324	509
WP_016748627.1	lcl|NZ_AOWF01000121.1_cds_WP_000364507.1_2539	31.111	90	509
WP_004755319.1	lcl|NZ_AOWF01000155.1_cds_WP_001067557.1_3485	96.667	330	330
WP_004755319.1	lcl|NZ_AOWF01000155.1_cds_WP_000646250.1_3482	28.990	307	330
WP_004755319.1	lcl|NZ_AOWF01000155.1_cds_WP_017857197.1_3508	27.068	266	330
WP_004755319.1	lcl|NZ_AOWF01000083.1_cds_WP_001984071.1_1522	24.632	272	330
WP_004755319.1	lcl|NZ_AOWF01000050.1_cds_WP_000744700.1_941	26.266	316	330
WP_004755319.1	lcl|NZ_AOWF01000111.1_cds_WP_001003555.1_2182	28.287	251	330
WP_004755319.1	lcl|NZ_AOWF01000155.1_cds_WP_000723090.1_3561	24.925	333	330
WP_004755319.1	lcl|NZ_AOWF01000031.1_cds_WP_000649925.1_672	29.644	253	330
WP_004755319.1	lcl|NZ_AOWF01000064.1_cds_WP_000688695.1_1218	25.792	221	330
WP_004755319.1	lcl|NZ_AOWF01000155.1_cds_WP_000601375.1_3535	25.362	276	330
WP_004755319.1	lcl|NZ_AOWF01000155.1_cds_WP_000487322.1_3533	26.855	283	330
WP_004754883.1	lcl|NZ_AOWF01000155.1_cds_WP_001198107.1_3486	95.902	366	366
WP_004754883.1	lcl|NZ_AOWF01000155.1_cds_WP_000608295.1_3487	40.000	365	366
WP_004754883.1	lcl|NZ_AOWF01000155.1_cds_WP_000575178.1_3555	34.262	359	366
WP_004754883.1	lcl|NZ_AOWF01000080.1_cds_WP_001281953.1_1463	28.232	379	366
WP_004754883.1	lcl|NZ_AOWF01000155.1_cds_WP_000346036.1_3516	28.090	356	366
WP_004754883.1	lcl|NZ_AOWF01000155.1_cds_WP_000582222.1_3497	32.958	355	366
WP_004754883.1	lcl|NZ_AOWF01000023.1_cds_WP_000538752.1_350	29.412	357	366
WP_004754883.1	lcl|NZ_AOWF01000155.1_cds_WP_000947844.1_3509	26.957	345	366
WP_004754883.1	lcl|NZ_AOWF01000134.1_cds_WP_001982414.1_2846	31.579	190	366
WP_016560370.1	lcl|NZ_AOWF01000155.1_cds_WP_000608295.1_3487	96.458	367	367
WP_016560370.1	lcl|NZ_AOWF01000155.1_cds_WP_001198107.1_3486	39.178	365	367
WP_016560370.1	lcl|NZ_AOWF01000155.1_cds_WP_000575178.1_3555	36.043	369	367
WP_016560370.1	lcl|NZ_AOWF01000023.1_cds_WP_000538752.1_350	31.649	376	367
WP_016560370.1	lcl|NZ_AOWF01000155.1_cds_WP_000582222.1_3497	35.692	325	367
WP_016560370.1	lcl|NZ_AOWF01000080.1_cds_WP_001281953.1_1463	30.423	378	367
WP_016560370.1	lcl|NZ_AOWF01000155.1_cds_WP_000346036.1_3516	24.665	373	367
WP_016560370.1	lcl|NZ_AOWF01000155.1_cds_WP_000947844.1_3509	26.404	356	367
WP_016560370.1	lcl|NZ_AOWF01000134.1_cds_WP_001982414.1_2846	25.140	358	367
