WP_004753574.1	lcl|NZ_AFJN02000018.1_cds_WP_004462903.1_2121	93.023	86	106
WP_004755091.1	lcl|NZ_AFJN02000018.1_cds_WP_004464977.1_2122	92.903	310	314
WP_004755091.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	24.691	324	314
WP_004755091.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	23.656	279	314
WP_004755091.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	24.398	332	314
WP_004755091.1	lcl|NZ_AFJN02000018.1_cds_WP_004465002.1_2174	25.294	170	314
WP_004755091.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	23.488	281	314
WP_004766667.1	lcl|NZ_AFJN02000005.1_cds_WP_004460143.1_3276	35.714	154	185
WP_004766667.1	lcl|NZ_AFJN02000018.1_cds_WP_004465162.1_2155	35.028	177	185
WP_004755430.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	32.087	321	329
WP_004755430.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	29.841	315	329
WP_004755430.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	31.343	335	329
WP_004755430.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	32.476	311	329
WP_004755430.1	lcl|NZ_AFJN02000018.1_cds_WP_004465002.1_2174	30.164	305	329
WP_004755430.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	30.154	325	329
WP_004755430.1	lcl|NZ_AFJN02000038.1_cds_WP_004467290.1_470	28.882	322	329
WP_004755430.1	lcl|NZ_AFJN02000030.1_cds_WP_004466638.1_1138	27.010	311	329
WP_004755430.1	lcl|NZ_AFJN02000021.1_cds_WP_032914955.1_1988	26.087	345	329
WP_004755430.1	lcl|NZ_AFJN02000018.1_cds_WP_004464977.1_2122	25.633	316	329
WP_004755430.1	lcl|NZ_AFJN02000013.1_cds_WP_004464543.1_2755	27.273	264	329
WP_004755430.1	lcl|NZ_AFJN02000018.1_cds_WP_004465101.1_2176	27.854	219	329
WP_004755430.1	lcl|NZ_AFJN02000032.1_cds_WP_004467130.1_572	27.273	286	329
WP_004755430.1	lcl|NZ_AFJN02000032.1_cds_WP_004467180.1_666	25.305	328	329
WP_004758405.1	lcl|NZ_AFJN02000018.1_cds_WP_004465114.1_2173	26.724	232	267
WP_004758405.1	lcl|NZ_AFJN02000030.1_cds_WP_004466848.1_1177	30.808	198	267
WP_004758405.1	lcl|NZ_AFJN02000018.1_cds_WP_004462154.1_2194	26.316	190	267
WP_004758405.1	lcl|NZ_AFJN02000038.1_cds_WP_016754360.1_437	26.882	186	267
WP_004758405.1	lcl|NZ_AFJN02000030.1_cds_WP_004466593.1_1137	25.789	190	267
WP_016748627.1	lcl|NZ_AFJN02000005.1_cds_WP_004463881.1_3371	27.607	326	509
WP_016748627.1	lcl|NZ_AFJN02000005.1_cds_WP_004460640.1_3370	33.333	90	509
WP_016748627.1	lcl|NZ_AFJN02000005.1_cds_WP_004463881.1_3371	27.607	326	509
WP_016748627.1	lcl|NZ_AFJN02000005.1_cds_WP_004460640.1_3370	33.333	90	509
WP_004755319.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	24.908	273	330
WP_004755319.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	22.909	275	330
WP_004755319.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	28.261	276	330
WP_004755319.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	27.246	334	330
WP_004755319.1	lcl|NZ_AFJN02000021.1_cds_WP_032914955.1_1988	26.126	222	330
WP_004755319.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	29.675	246	330
WP_004755319.1	lcl|NZ_AFJN02000032.1_cds_WP_004467180.1_666	24.280	243	330
WP_004755319.1	lcl|NZ_AFJN02000030.1_cds_WP_004466638.1_1138	27.143	140	330
WP_004755319.1	lcl|NZ_AFJN02000013.1_cds_WP_004464543.1_2755	28.462	130	330
WP_004754883.1	lcl|NZ_AFJN02000018.1_cds_WP_004462146.1_2186	32.558	344	366
WP_004754883.1	lcl|NZ_AFJN02000030.1_cds_WP_004466571.1_1183	28.989	376	366
WP_004754883.1	lcl|NZ_AFJN02000018.1_cds_WP_004464961.1_2132	33.876	307	366
WP_004754883.1	lcl|NZ_AFJN02000018.1_cds_WP_004465299.1_2150	29.668	391	366
WP_004754883.1	lcl|NZ_AFJN02000024.1_cds_WP_004465893.1_1555	31.025	361	366
WP_004754883.1	lcl|NZ_AFJN02000018.1_cds_WP_004465250.1_2129	37.379	206	366
WP_004754883.1	lcl|NZ_AFJN02000021.1_cds_WP_004460480.1_1989	32.447	188	366
WP_016560370.1	lcl|NZ_AFJN02000018.1_cds_WP_004462146.1_2186	35.429	350	367
WP_016560370.1	lcl|NZ_AFJN02000024.1_cds_WP_004465893.1_1555	32.982	379	367
WP_016560370.1	lcl|NZ_AFJN02000018.1_cds_WP_004465299.1_2150	31.452	372	367
WP_016560370.1	lcl|NZ_AFJN02000030.1_cds_WP_004466571.1_1183	30.423	378	367
WP_016560370.1	lcl|NZ_AFJN02000018.1_cds_WP_004464961.1_2132	32.872	289	367
WP_016560370.1	lcl|NZ_AFJN02000018.1_cds_WP_004465250.1_2129	28.249	354	367
WP_016560370.1	lcl|NZ_AFJN02000021.1_cds_WP_004460480.1_1989	26.257	358	367
WP_002740998.1	lcl|NZ_AFJN02000024.1_cds_WP_004457662.1_1610	46.091	243	265
WP_004777170.1	lcl|NZ_AFJN02000005.1_cds_WP_004463516.1_3490	37.627	295	310
WP_004777170.1	lcl|NZ_AFJN02000027.1_cds_WP_004466126.1_1241	26.623	308	310
WP_004777170.1	lcl|NZ_AFJN02000013.1_cds_WP_004462208.1_2720	24.434	221	310
WP_004777170.1	lcl|NZ_AFJN02000005.1_cds_WP_004463516.1_3490	37.627	295	310
WP_004777170.1	lcl|NZ_AFJN02000027.1_cds_WP_004466126.1_1241	26.623	308	310
WP_004777170.1	lcl|NZ_AFJN02000013.1_cds_WP_004462208.1_2720	24.434	221	310
WP_004777149.1	lcl|NZ_AFJN02000025.1_cds_WP_004462594.1_1506	27.723	101	221
WP_162833666.1	lcl|NZ_AFJN02000013.1_cds_WP_196219300.1_2804	89.811	265	265
WP_162833666.1	lcl|NZ_AFJN02000032.1_cds_WP_082295821.1_673	89.434	265	265
WP_162833666.1	lcl|NZ_AFJN02000022.1_cds_LEP1GSC040_RS22235_1833	52.273	88	265
WP_162833666.1	lcl|NZ_AFJN02000005.1_cds_LEP1GSC040_RS22495_3532	92.308	26	265
