WP_004753574.1	lcl|NZ_ANCE01000179.1_cds_WP_004753574.1_2885	100.000	86	106
WP_004755091.1	lcl|NZ_ANCE01000179.1_cds_WP_004766657.1_2884	97.771	314	314
WP_004755091.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	24.471	331	314
WP_004755091.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	25.472	318	314
WP_004755091.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	23.132	281	314
WP_004777161.1	lcl|NZ_ANCE01000179.1_cds_WP_004766736.1_2883	98.630	365	365
WP_004766667.1	lcl|NZ_ANCE01000179.1_cds_WP_004766667.1_2882	100.000	185	185
WP_004766667.1	lcl|NZ_ANCE01000190.1_cds_WP_004752075.1_3164	41.429	140	185
WP_004755430.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	99.696	329	329
WP_004755430.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	31.746	315	329
WP_004755430.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	31.045	335	329
WP_004755430.1	lcl|NZ_ANCE01000090.1_cds_WP_004766600.1_1424	32.686	309	329
WP_004755430.1	lcl|NZ_ANCE01000007.1_cds_WP_020762466.1_120	30.218	321	329
WP_004755430.1	lcl|NZ_ANCE01000090.1_cds_WP_004766610.1_1434	30.154	325	329
WP_004755430.1	lcl|NZ_ANCE01000185.1_cds_WP_004766589.1_2930	27.566	341	329
WP_004755430.1	lcl|NZ_ANCE01000179.1_cds_WP_004755319.1_2878	28.710	310	329
WP_004755430.1	lcl|NZ_ANCE01000179.1_cds_WP_004766657.1_2884	24.843	318	329
WP_004755430.1	lcl|NZ_ANCE01000068.1_cds_WP_020762909.1_952	26.277	274	329
WP_004755430.1	lcl|NZ_ANCE01000006.1_cds_WP_025183403.1_108	30.000	180	329
WP_004755430.1	lcl|NZ_ANCE01000221.1_cds_WP_004766127.1_3743	28.839	267	329
WP_004755430.1	lcl|NZ_ANCE01000106.1_cds_WP_004766563.1_1762	26.255	259	329
WP_004755430.1	lcl|NZ_ANCE01000193.1_cds_WP_020764095.1_3264	27.984	243	329
WP_004758405.1	lcl|NZ_ANCE01000179.1_cds_WP_020763884.1_2880	98.876	267	267
WP_004758405.1	lcl|NZ_ANCE01000068.1_cds_WP_004766678.1_934	26.455	189	267
WP_004758405.1	lcl|NZ_ANCE01000102.1_cds_WP_020763320.1_1663	27.807	187	267
WP_004758405.1	lcl|NZ_ANCE01000142.1_cds_WP_016761591.1_2305	36.047	86	267
WP_016748627.1	lcl|NZ_ANCE01000179.1_cds_WP_016753424.1_2879	99.804	509	509
WP_016748627.1	lcl|NZ_ANCE01000221.1_cds_WP_004751764.1_3814	26.364	330	509
WP_016748627.1	lcl|NZ_ANCE01000221.1_cds_WP_004766128.1_3813	31.111	90	509
WP_016748627.1	lcl|NZ_ANCE01000179.1_cds_WP_016753424.1_2879	99.804	509	509
WP_016748627.1	lcl|NZ_ANCE01000221.1_cds_WP_004751764.1_3814	26.364	330	509
WP_016748627.1	lcl|NZ_ANCE01000221.1_cds_WP_004766128.1_3813	31.111	90	509
WP_004755319.1	lcl|NZ_ANCE01000179.1_cds_WP_004755319.1_2878	99.697	330	330
WP_004755319.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	28.710	310	330
WP_004755319.1	lcl|NZ_ANCE01000090.1_cds_WP_004766600.1_1424	25.461	271	330
WP_004755319.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	26.048	334	330
WP_004755319.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	26.812	276	330
WP_004755319.1	lcl|NZ_ANCE01000006.1_cds_WP_025183403.1_108	26.721	247	330
WP_004755319.1	lcl|NZ_ANCE01000007.1_cds_WP_020762466.1_120	29.644	253	330
WP_004755319.1	lcl|NZ_ANCE01000185.1_cds_WP_004766589.1_2930	25.551	227	330
WP_004754883.1	lcl|NZ_ANCE01000179.1_cds_WP_020763889.1_2877	99.727	366	366
WP_004754883.1	lcl|NZ_ANCE01000179.1_cds_WP_020763897.1_2876	39.726	365	366
WP_004754883.1	lcl|NZ_ANCE01000068.1_cds_WP_020762944.1_941	34.384	349	366
WP_004754883.1	lcl|NZ_ANCE01000102.1_cds_WP_004754030.1_1657	28.760	379	366
WP_004754883.1	lcl|NZ_ANCE01000068.1_cds_WP_020762896.1_981	32.199	382	366
WP_004754883.1	lcl|NZ_ANCE01000179.1_cds_WP_002733587.1_2866	32.869	359	366
WP_004754883.1	lcl|NZ_ANCE01000192.1_cds_WP_004778370.1_3253	29.692	357	366
WP_004754883.1	lcl|NZ_ANCE01000018.1_cds_WP_016761831.1_223	24.929	353	366
WP_016560370.1	lcl|NZ_ANCE01000179.1_cds_WP_020763897.1_2876	98.365	367	367
