WP_004753574.1	lcl|NZ_AFJQ01000026.1_cds_WP_000340715.1_3219	94.186	86	106
WP_004755091.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	96.815	314	314
WP_004755091.1	lcl|NZ_AFJQ01000026.1_cds_WP_000093099.1_3240	57.143	63	314
WP_004755091.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	24.471	331	314
WP_004755091.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	27.239	268	314
WP_004755091.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	22.917	288	314
WP_004755091.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	24.194	186	314
WP_004777161.1	lcl|NZ_AFJQ01000026.1_cds_WP_000604524.1_3221	94.247	365	365
WP_004766667.1	lcl|NZ_AFJQ01000026.1_cds_WP_000884059.1_3222	96.757	185	185
WP_004766667.1	lcl|NZ_AFJQ01000019.1_cds_WP_000351733.1_3486	40.714	140	185
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	97.568	329	329
WP_004755430.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	32.381	315	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	31.045	335	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	31.677	322	329
WP_004755430.1	lcl|NZ_AFJQ01000052.1_cds_WP_001984071.1_2513	31.935	310	329
WP_004755430.1	lcl|NZ_AFJQ01000108.1_cds_WP_000649925.1_1832	29.573	328	329
WP_004755430.1	lcl|NZ_AFJQ01000323.1_cds_WP_000709511.1_51	29.730	333	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000601375.1_3276	25.000	300	329
WP_004755430.1	lcl|NZ_AFJQ01000052.1_cds_WP_000688695.1_2534	29.091	275	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_001067557.1_3226	27.541	305	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000475904.1_3285	27.372	274	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	26.101	318	329
WP_004755430.1	lcl|NZ_AFJQ01000020.1_cds_WP_001074785.1_3451	29.057	265	329
WP_004755430.1	lcl|NZ_AFJQ01000203.1_cds_WP_001003555.1_745	25.148	338	329
WP_004755430.1	lcl|NZ_AFJQ01000026.1_cds_WP_000487322.1_3274	26.994	326	329
WP_004758405.1	lcl|NZ_AFJQ01000026.1_cds_WP_000774262.1_3224	93.633	267	267
WP_004758405.1	lcl|NZ_AFJQ01000026.1_cds_WP_000859505.1_3273	26.693	251	267
WP_004758405.1	lcl|NZ_AFJQ01000026.1_cds_WP_000800438.1_3254	25.630	238	267
WP_004758405.1	lcl|NZ_AFJQ01000026.1_cds_WP_000842260.1_3303	26.842	190	267
WP_004758405.1	lcl|NZ_AFJQ01000157.1_cds_WP_000667727.1_1328	30.909	110	267
WP_004758405.1	lcl|NZ_AFJQ01000074.1_cds_WP_000805357.1_2192	27.660	188	267
WP_016748627.1	lcl|NZ_AFJQ01000026.1_cds_WP_000612797.1_3225	96.267	509	509
WP_016748627.1	lcl|NZ_AFJQ01000307.1_cds_WP_000291591.1_280	27.469	324	509
