WP_004753574.1	lcl|NZ_JADDWM010000006.1_cds_WP_002725873.1_3009	89.535	86	106
WP_004755091.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733579.1_3008	92.994	314	314
WP_004755091.1	lcl|NZ_JADDWM010000018.1_cds_WP_002722638.1_675	22.936	327	314
WP_004755091.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733534.1_3005	26.493	268	314
WP_004755091.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740024.1_2914	23.843	281	314
WP_004755091.1	lcl|NZ_JADDWM010000013.1_cds_WP_002743770.1_358	22.941	170	314
WP_004755091.1	lcl|NZ_JADDWM010000005.1_cds_WP_002728309.1_2650	27.586	203	314
WP_004755091.1	lcl|NZ_JADDWM010000006.1_cds_WP_016749081.1_2976	24.503	151	314
WP_004777161.1	lcl|NZ_JADDWM010000006.1_cds_WP_026054882.1_3007	86.575	365	365
WP_004766667.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733646.1_3006	96.757	185	185
WP_004766667.1	lcl|NZ_JADDWM010000003.1_cds_WP_002721790.1_2021	34.337	166	185
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733534.1_3005	97.872	329	329
WP_004755430.1	lcl|NZ_JADDWM010000018.1_cds_WP_002722638.1_675	30.159	315	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740024.1_2914	31.157	337	329
WP_004755430.1	lcl|NZ_JADDWM010000005.1_cds_WP_002728309.1_2650	30.868	311	329
WP_004755430.1	lcl|NZ_JADDWM010000013.1_cds_WP_002743770.1_358	27.566	341	329
WP_004755430.1	lcl|NZ_JADDWM010000005.1_cds_WP_002728316.1_2653	28.485	330	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733638.1_2968	27.941	340	329
WP_004755430.1	lcl|NZ_JADDWM010000079.1_cds_WP_002741146.1_3097	29.487	312	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733546.1_2939	26.667	270	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740721.1_3002	28.387	310	329
WP_004755430.1	lcl|NZ_JADDWM010000007.1_cds_WP_002732331.1_3113	26.254	339	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002744551.1_2974	29.889	271	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733698.1_2931	26.642	274	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733579.1_3008	27.309	249	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_016749081.1_2976	23.975	317	329
WP_004755430.1	lcl|NZ_JADDWM010000060.1_cds_WP_002740236.1_2774	26.217	267	329
WP_004755430.1	lcl|NZ_JADDWM010000004.1_cds_WP_002721725.1_2326	25.223	337	329
WP_004755430.1	lcl|NZ_JADDWM010000004.1_cds_WP_002739935.1_2414	27.869	244	329
WP_004755430.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733757.1_2941	31.034	174	329
WP_004758405.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733627.1_3004	97.004	267	267
WP_004758405.1	lcl|NZ_JADDWM010000006.1_cds_WP_002738295.1_2942	24.701	251	267
WP_004758405.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740926.1_2963	24.790	238	267
WP_004758405.1	lcl|NZ_JADDWM010000006.1_cds_WP_002727921.1_2913	26.455	189	267
WP_004758405.1	lcl|NZ_JADDWM010000052.1_cds_WP_002729040.1_2506	32.727	110	267
WP_004758405.1	lcl|NZ_JADDWM010000002.1_cds_WP_002766579.1_1462	26.882	186	267
WP_004758405.1	lcl|NZ_JADDWM010000013.1_cds_WP_002729513.1_359	25.806	186	267
WP_016748627.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740779.1_3003	99.411	509	509
WP_016748627.1	lcl|NZ_JADDWM010000010.1_cds_WP_002728536.1_72	27.217	327	509
WP_016748627.1	lcl|NZ_JADDWM010000010.1_cds_WP_002728534.1_71	31.111	90	509
WP_016748627.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740779.1_3003	99.411	509	509
WP_016748627.1	lcl|NZ_JADDWM010000010.1_cds_WP_002728536.1_72	27.217	327	509
WP_016748627.1	lcl|NZ_JADDWM010000010.1_cds_WP_002728534.1_71	31.111	90	509
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740721.1_3002	98.485	330	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002744551.1_2974	28.522	291	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733534.1_3005	29.316	307	330
WP_004755319.1	lcl|NZ_JADDWM010000005.1_cds_WP_002728309.1_2650	25.641	273	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740024.1_2914	26.814	317	330
WP_004755319.1	lcl|NZ_JADDWM010000018.1_cds_WP_002722638.1_675	28.369	282	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_016749081.1_2976	29.864	221	330
WP_004755319.1	lcl|NZ_JADDWM010000007.1_cds_WP_002732331.1_3113	26.754	228	330
WP_004755319.1	lcl|NZ_JADDWM010000079.1_cds_WP_002741146.1_3097	29.268	287	330
WP_004755319.1	lcl|NZ_JADDWM010000004.1_cds_WP_002721725.1_2326	24.898	245	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733546.1_2939	24.723	271	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733638.1_2968	25.773	291	330
WP_004755319.1	lcl|NZ_JADDWM010000013.1_cds_WP_002743770.1_358	26.056	142	330
WP_004755319.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733579.1_3008	25.223	337	330
WP_004755319.1	lcl|NZ_JADDWM010000060.1_cds_WP_002740236.1_2774	25.417	240	330
WP_004754883.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740826.1_3001	98.907	366	366
WP_004754883.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740861.1_3000	39.726	365	366
WP_004754883.1	lcl|NZ_JADDWM010000006.1_cds_WP_002733737.1_2980	33.051	354	366
WP_004754883.1	lcl|NZ_JADDWM010000006.1_cds_WP_002740294.1_2920	34.278	353	366
WP_004754883.1	lcl|NZ_JADDWM010000052.1_cds_WP_002728994.1_2500	28.307	378	366
WP_004754883.1	lcl|NZ_JADDWM010000005.1_cds_WP_002738884.1_2699	29.917	361	366
