WP_004753574.1	lcl|NZ_AHOP02000001.1_cds_WP_004421256.1_3879	93.023	86	106
WP_004755091.1	lcl|NZ_AHOP02000001.1_cds_WP_004421326.1_3878	96.497	314	314
WP_004755091.1	lcl|NZ_AHOP02000001.1_cds_WP_004434477.1_3851	21.852	270	314
WP_004755091.1	lcl|NZ_AHOP02000031.1_cds_WP_004419974.1_1550	24.923	325	314
WP_004755091.1	lcl|NZ_AHOP02000001.1_cds_WP_004421375.1_3875	25.472	318	314
WP_004755091.1	lcl|NZ_AHOP02000001.1_cds_WP_004421482.1_3784	23.448	290	314
WP_004755091.1	lcl|NZ_AHOP02000036.1_cds_WP_004439553.1_1318	23.188	276	314
WP_004777161.1	lcl|NZ_AHOP02000001.1_cds_WP_004421179.1_3877	92.329	365	365
WP_004766667.1	lcl|NZ_AHOP02000001.1_cds_WP_004421442.1_3876	95.135	185	185
WP_004766667.1	lcl|NZ_AHOP02000021.1_cds_WP_002148948.1_2443	41.429	140	185
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004421375.1_3875	97.264	329	329
WP_004755430.1	lcl|NZ_AHOP02000031.1_cds_WP_004419974.1_1550	31.111	315	329
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004421482.1_3784	31.454	337	329
WP_004755430.1	lcl|NZ_AHOP02000036.1_cds_WP_004439553.1_1318	31.833	311	329
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004434771.1_3861	29.254	335	329
WP_004755430.1	lcl|NZ_AHOP02000010.1_cds_WP_004435813.1_3353	28.698	338	329
WP_004755430.1	lcl|NZ_AHOP02000036.1_cds_WP_002148036.1_1417	30.154	325	329
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004421253.1_3872	27.541	305	329
WP_004755430.1	lcl|NZ_AHOP02000036.1_cds_WP_004439356.1_1297	26.686	341	329
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004421326.1_3878	24.843	318	329
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004421384.1_3801	26.642	274	329
WP_004755430.1	lcl|NZ_AHOP02000001.1_cds_WP_004434477.1_3851	26.384	307	329
WP_004755430.1	lcl|NZ_AHOP02000021.1_cds_WP_004436914.1_2694	28.464	267	329
WP_004755430.1	lcl|NZ_AHOP02000008.1_cds_WP_004435656.1_3407	25.869	259	329
WP_004755430.1	lcl|NZ_AHOP02000025.1_cds_WP_004432019.1_1949	24.924	329	329
WP_004755430.1	lcl|NZ_AHOP02000063.1_cds_WP_004441988.1_73	26.667	285	329
WP_004758405.1	lcl|NZ_AHOP02000001.1_cds_WP_004421408.1_3874	94.757	267	267
WP_004758405.1	lcl|NZ_AHOP02000001.1_cds_WP_004434622.1_3783	26.984	189	267
WP_004758405.1	lcl|NZ_AHOP02000062.1_cds_WP_004441888.1_145	26.804	194	267
WP_004758405.1	lcl|NZ_AHOP02000011.1_cds_WP_002146975.1_3274	36.047	86	267
WP_016748627.1	lcl|NZ_AHOP02000001.1_cds_WP_004420971.1_3873	95.882	510	509
WP_016748627.1	lcl|NZ_AHOP02000016.1_cds_WP_004436360.1_2944	27.469	324	509
WP_016748627.1	lcl|NZ_AHOP02000016.1_cds_WP_002148203.1_2943	31.111	90	509
WP_016748627.1	lcl|NZ_AHOP02000001.1_cds_WP_004420971.1_3873	95.882	510	509
WP_016748627.1	lcl|NZ_AHOP02000016.1_cds_WP_004436360.1_2944	27.469	324	509
WP_016748627.1	lcl|NZ_AHOP02000016.1_cds_WP_002148203.1_2943	31.111	90	509
WP_004755319.1	lcl|NZ_AHOP02000001.1_cds_WP_004421253.1_3872	96.667	330	330
WP_004755319.1	lcl|NZ_AHOP02000001.1_cds_WP_004421375.1_3875	29.316	307	330
WP_004755319.1	lcl|NZ_AHOP02000001.1_cds_WP_004421482.1_3784	26.934	349	330
WP_004755319.1	lcl|NZ_AHOP02000036.1_cds_WP_004439553.1_1318	25.461	271	330
WP_004755319.1	lcl|NZ_AHOP02000031.1_cds_WP_004419974.1_1550	27.517	298	330
WP_004755319.1	lcl|NZ_AHOP02000025.1_cds_WP_004432019.1_1949	27.888	251	330
WP_004755319.1	lcl|NZ_AHOP02000001.1_cds_WP_004434771.1_3861	28.837	215	330
WP_004755319.1	lcl|NZ_AHOP02000010.1_cds_WP_004435813.1_3353	28.627	255	330
WP_004755319.1	lcl|NZ_AHOP02000036.1_cds_WP_004439356.1_1297	25.561	223	330
WP_004755319.1	lcl|NZ_AHOP02000021.1_cds_WP_004436914.1_2694	29.032	155	330
WP_004755319.1	lcl|NZ_AHOP02000001.1_cds_WP_232417457.1_3832	25.292	257	330
WP_004754883.1	lcl|NZ_AHOP02000001.1_cds_WP_004421210.1_3790	34.384	349	366
WP_004754883.1	lcl|NZ_AHOP02000001.1_cds_WP_004434466.1_3840	33.058	363	366
WP_004754883.1	lcl|NZ_AHOP02000050.1_cds_WP_004440490.1_843	27.778	378	366
WP_004754883.1	lcl|NZ_AHOP02000057.1_cds_WP_004422087.1_430	30.641	359	366
WP_004754883.1	lcl|NZ_AHOP02000001.1_cds_WP_004434568.1_3847	30.748	361	366
WP_004754883.1	lcl|NZ_AHOP02000063.1_cds_WP_036034116.1_59	32.632	190	366
WP_016560370.1	lcl|NZ_AHOP02000001.1_cds_WP_004421210.1_3790	35.817	349	367
WP_016560370.1	lcl|NZ_AHOP02000001.1_cds_WP_004434568.1_3847	35.799	338	367
WP_016560370.1	lcl|NZ_AHOP02000057.1_cds_WP_004422087.1_430	30.851	376	367
WP_016560370.1	lcl|NZ_AHOP02000001.1_cds_WP_004434466.1_3840	30.623	369	367
WP_016560370.1	lcl|NZ_AHOP02000050.1_cds_WP_004440490.1_843	30.933	375	367
WP_016560370.1	lcl|NZ_AHOP02000063.1_cds_WP_036034116.1_59	24.302	358	367
WP_004755296.1	lcl|NZ_AHOP02000001.1_cds_WP_004435000.1_3871	37.269	542	544
WP_004755296.1	lcl|NZ_AHOP02000001.1_cds_WP_004435000.1_3871	37.269	542	544
WP_002740998.1	lcl|NZ_AHOP02000001.1_cds_WP_004434729.1_3870	66.415	265	265
WP_002740998.1	lcl|NZ_AHOP02000054.1_cds_WP_004440901.1_622	46.502	243	265
WP_004777170.1	lcl|NZ_AHOP02000001.1_cds_WP_004434524.1_3869	87.097	310	310
WP_004777170.1	lcl|NZ_AHOP02000022.1_cds_WP_004421354.1_2216	36.486	296	310
WP_004777170.1	lcl|NZ_AHOP02000049.1_cds_WP_004440385.1_925	26.144	306	310
WP_004777170.1	lcl|NZ_AHOP02000021.1_cds_WP_004436791.1_2371	22.901	262	310
WP_004777170.1	lcl|NZ_AHOP02000001.1_cds_WP_004434524.1_3869	87.097	310	310
WP_004777170.1	lcl|NZ_AHOP02000022.1_cds_WP_004421354.1_2216	36.486	296	310
WP_004777170.1	lcl|NZ_AHOP02000049.1_cds_WP_004440385.1_925	26.144	306	310
WP_004777170.1	lcl|NZ_AHOP02000021.1_cds_WP_004436791.1_2371	22.901	262	310
WP_004754589.1	lcl|NZ_AHOP02000001.1_cds_WP_004434516.1_3868	96.970	264	264
WP_002733551.1	lcl|NZ_AHOP02000001.1_cds_WP_004421278.1_3867	96.154	130	130
WP_004777167.1	lcl|NZ_AHOP02000001.1_cds_WP_004434893.1_3866	94.444	144	144
WP_004777149.1	lcl|NZ_AHOP02000001.1_cds_WP_004421361.1_3865	95.475	221	221
WP_004777149.1	lcl|NZ_AHOP02000031.1_cds_WP_004439187.1_1522	29.487	78	221
WP_004777149.1	lcl|NZ_AHOP02000022.1_cds_WP_004437382.1_2193	29.358	109	221
WP_162833666.1	lcl|NZ_AHOP02000043.1_cds_WP_196229200.1_1146	91.321	265	265
WP_162833666.1	lcl|NZ_AHOP02000044.1_cds_WP_232417527.1_1005	90.943	265	265
WP_162833666.1	lcl|NZ_AHOP02000062.1_cds_LEP1GSC186_RS23930_163	82.895	152	265
WP_162833666.1	lcl|NZ_AHOP02000062.1_cds_LEP1GSC186_RS23930_163	89.167	120	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_LEP1GSC186_RS25485_542	69.231	273	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_LEP1GSC186_RS25485_542	91.549	71	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS25220_2269	62.736	212	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS25220_2269	80.282	71	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_WP_004440910.1_521	94.167	120	265
WP_162833666.1	lcl|NZ_AHOP02000023.1_cds_WP_157435023.1_2120	48.828	256	265
WP_162833666.1	lcl|NZ_AHOP02000063.1_cds_WP_157435023.1_58	48.828	256	265
WP_162833666.1	lcl|NZ_AHOP02000019.1_cds_WP_157435007.1_2790	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000029.1_cds_WP_157435007.1_1690	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000045.1_cds_WP_157435007.1_996	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000062.1_cds_WP_157435007.1_119	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000068.1_cds_WP_157435007.1_2	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_WP_232417539.1_522	96.226	106	265
WP_162833666.1	lcl|NZ_AHOP02000001.1_cds_WP_004434442.1_3859	97.297	74	265
WP_162833666.1	lcl|NZ_AHOP02000023.1_cds_LEP1GSC186_RS09255_2050	47.059	153	265
WP_162833666.1	lcl|NZ_AHOP02000023.1_cds_LEP1GSC186_RS09255_2050	48.889	45	265
WP_162833666.1	lcl|NZ_AHOP02000044.1_cds_LEP1GSC186_RS23830_1044	34.091	264	265
WP_162833666.1	lcl|NZ_AHOP02000044.1_cds_LEP1GSC186_RS23830_1044	51.429	70	265
WP_162833666.1	lcl|NZ_AHOP02000001.1_cds_WP_004434909.1_3858	87.500	56	265
WP_162833666.1	lcl|NZ_AHOP02000001.1_cds_WP_004434909.1_3858	82.692	52	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS23690_2608	53.125	64	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS24805_2391	56.410	39	265
WP_162833666.1	lcl|NZ_AHOP02000043.1_cds_WP_196229200.1_1146	91.321	265	265
WP_162833666.1	lcl|NZ_AHOP02000044.1_cds_WP_232417527.1_1005	90.943	265	265
WP_162833666.1	lcl|NZ_AHOP02000062.1_cds_LEP1GSC186_RS23930_163	82.895	152	265
WP_162833666.1	lcl|NZ_AHOP02000062.1_cds_LEP1GSC186_RS23930_163	89.167	120	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_LEP1GSC186_RS25485_542	69.231	273	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_LEP1GSC186_RS25485_542	91.549	71	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS25220_2269	62.736	212	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS25220_2269	80.282	71	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_WP_004440910.1_521	94.167	120	265
WP_162833666.1	lcl|NZ_AHOP02000023.1_cds_WP_157435023.1_2120	48.828	256	265
WP_162833666.1	lcl|NZ_AHOP02000063.1_cds_WP_157435023.1_58	48.828	256	265
WP_162833666.1	lcl|NZ_AHOP02000019.1_cds_WP_157435007.1_2790	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000029.1_cds_WP_157435007.1_1690	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000045.1_cds_WP_157435007.1_996	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000062.1_cds_WP_157435007.1_119	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000068.1_cds_WP_157435007.1_2	48.438	256	265
WP_162833666.1	lcl|NZ_AHOP02000054.1_cds_WP_232417539.1_522	96.226	106	265
WP_162833666.1	lcl|NZ_AHOP02000001.1_cds_WP_004434442.1_3859	97.297	74	265
WP_162833666.1	lcl|NZ_AHOP02000023.1_cds_LEP1GSC186_RS09255_2050	47.059	153	265
WP_162833666.1	lcl|NZ_AHOP02000023.1_cds_LEP1GSC186_RS09255_2050	48.889	45	265
WP_162833666.1	lcl|NZ_AHOP02000044.1_cds_LEP1GSC186_RS23830_1044	34.091	264	265
WP_162833666.1	lcl|NZ_AHOP02000044.1_cds_LEP1GSC186_RS23830_1044	51.429	70	265
WP_162833666.1	lcl|NZ_AHOP02000001.1_cds_WP_004434909.1_3858	87.500	56	265
WP_162833666.1	lcl|NZ_AHOP02000001.1_cds_WP_004434909.1_3858	82.692	52	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS23690_2608	53.125	64	265
WP_162833666.1	lcl|NZ_AHOP02000021.1_cds_LEP1GSC186_RS24805_2391	56.410	39	265
WP_016748629.1	lcl|NZ_AHOP02000024.1_cds_WP_004438059.1_1992	23.677	359	682
WP_016748630.1	lcl|NZ_AHOP02000054.1_cds_WP_004441095.1_486	26.222	225	333
WP_016748630.1	lcl|NZ_AHOP02000054.1_cds_WP_004441095.1_486	26.222	225	333
