WP_004753574.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725873.1_2675	89.535	86	106
WP_004755091.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	93.226	310	314
WP_004755091.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	22.630	327	314
WP_004755091.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	22.302	278	314
WP_004755091.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	25.294	170	314
WP_004755091.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	23.488	281	314
WP_004755091.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	22.941	170	314
WP_004755091.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	27.586	203	314
WP_004766667.1	lcl|NZ_JADHZV010000001.1_cds_WP_002750963.1_1140	34.337	166	185
WP_004766667.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669938.1_159	34.463	177	185
WP_004755430.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	31.153	321	329
WP_004755430.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	30.794	315	329
WP_004755430.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	31.642	335	329
WP_004755430.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	31.190	311	329
WP_004755430.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	28.852	305	329
WP_004755430.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	27.566	341	329
WP_004755430.1	lcl|NZ_JADHZV010000012.1_cds_WP_002754065.1_436	28.485	330	329
WP_004755430.1	lcl|NZ_JADHZV010000009.1_cds_WP_193817147.1_3665	30.032	313	329
WP_004755430.1	lcl|NZ_JADHZV010000003.1_cds_ISU82_RS01310_2151	25.347	288	329
WP_004755430.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	27.309	249	329
WP_004755430.1	lcl|NZ_JADHZV010000089.1_cds_WP_002751102.1_3433	26.217	267	329
WP_004755430.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669959.1_138	27.854	219	329
WP_004755430.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	24.629	337	329
WP_004755430.1	lcl|NZ_JADHZV010000147.1_cds_WP_193817227.1_637	27.049	244	329
WP_004758405.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816901.1_141	26.840	231	267
WP_004758405.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669974.1_119	26.455	189	267
WP_004758405.1	lcl|NZ_JADHZV010000151.1_cds_ISU82_RS17180_700	34.066	91	267
WP_004758405.1	lcl|NZ_JADHZV010000077.1_cds_WP_002766579.1_3189	26.882	186	267
WP_004758405.1	lcl|NZ_JADHZV010000111.1_cds_WP_193816742.1_200	25.806	186	267
WP_016748627.1	lcl|NZ_JADHZV010000005.1_cds_WP_193817070.1_2745	27.217	327	509
WP_016748627.1	lcl|NZ_JADHZV010000005.1_cds_WP_002751286.1_2746	31.111	90	509
WP_016748627.1	lcl|NZ_JADHZV010000005.1_cds_WP_193817070.1_2745	27.217	327	509
WP_016748627.1	lcl|NZ_JADHZV010000005.1_cds_WP_002751286.1_2746	31.111	90	509
WP_004755319.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	26.007	273	330
WP_004755319.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	23.273	275	330
WP_004755319.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	28.369	282	330
WP_004755319.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	26.814	317	330
WP_004755319.1	lcl|NZ_JADHZV010000009.1_cds_WP_193817147.1_3665	27.640	322	330
WP_004755319.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	24.898	245	330
WP_004755319.1	lcl|NZ_JADHZV010000003.1_cds_ISU82_RS01310_2151	27.273	165	330
WP_004755319.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	26.761	142	330
WP_004755319.1	lcl|NZ_JADHZV010000089.1_cds_WP_002751102.1_3433	25.417	240	330
WP_004754883.1	lcl|NZ_JADHZV010000010.1_cds_WP_061208080.1_126	34.561	353	366
WP_004754883.1	lcl|NZ_JADHZV010000068.1_cds_WP_193816865.1_2927	27.968	379	366
WP_004754883.1	lcl|NZ_JADHZV010000059.1_cds_WP_011669926.1_2686	36.667	270	366
WP_004754883.1	lcl|NZ_JADHZV010000010.1_cds_WP_193817014.1_165	29.412	391	366
WP_004754883.1	lcl|NZ_JADHZV010000007.1_cds_WP_002753888.1_3293	29.917	361	366
WP_004754883.1	lcl|NZ_JADHZV010000059.1_cds_WP_011669923.1_2683	37.379	206	366
