WP_004753574.1	lcl|NZ_AHPT01000133.1_cds_WP_000340715.1_1727	94.186	86	106
WP_004755091.1	lcl|NZ_AHPT01000133.1_cds_WP_000712240.1_1726	96.178	314	314
WP_004755091.1	lcl|NZ_AHPT01000047.1_cds_WP_000744700.1_3237	24.471	331	314
WP_004755091.1	lcl|NZ_AHPT01000133.1_cds_WP_000646251.1_1723	26.866	268	314
WP_004755091.1	lcl|NZ_AHPT01000068.1_cds_WP_000723084.1_2752	23.264	288	314
WP_004755091.1	lcl|NZ_AHPT01000133.1_cds_WP_000600886.1_1695	24.194	186	314
WP_004755091.1	lcl|NZ_AHPT01000133.1_cds_WP_000025488.1_1701	23.179	151	314
WP_004777161.1	lcl|NZ_AHPT01000133.1_cds_WP_000604524.1_1725	94.247	365	365
WP_004766667.1	lcl|NZ_AHPT01000133.1_cds_WP_000884057.1_1724	96.216	185	185
WP_004766667.1	lcl|NZ_AHPT01000176.1_cds_WP_000351733.1_792	40.714	140	185
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000646251.1_1723	98.176	329	329
WP_004755430.1	lcl|NZ_AHPT01000047.1_cds_WP_000744700.1_3237	32.381	315	329
WP_004755430.1	lcl|NZ_AHPT01000068.1_cds_WP_000723084.1_2752	31.157	337	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000600886.1_1695	31.034	319	329
WP_004755430.1	lcl|NZ_AHPT01000056.1_cds_WP_001984071.1_2946	31.935	310	329
WP_004755430.1	lcl|NZ_AHPT01000129.1_cds_WP_000649927.1_1882	29.573	328	329
WP_004755430.1	lcl|NZ_AHPT01000253.1_cds_WP_000709512.1_195	30.030	333	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000601375.1_1666	25.000	300	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_001067556.1_1720	27.541	305	329
WP_004755430.1	lcl|NZ_AHPT01000056.1_cds_WP_000688700.1_2926	29.091	275	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000025488.1_1701	25.392	319	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000707057.1_1699	29.670	273	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000475906.1_1656	26.642	274	329
WP_004755430.1	lcl|NZ_AHPT01000133.1_cds_WP_000712240.1_1726	25.786	318	329
