WP_004753574.1	lcl|NZ_MVAE01000001.1_cds_WP_000340715.1_1581	94.186	86	106
WP_004755091.1	lcl|NZ_MVAE01000001.1_cds_WP_000410275.1_1580	96.774	310	314
WP_004755091.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	24.471	331	314
WP_004755091.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	23.656	279	314
WP_004755091.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	22.917	288	314
WP_004755091.1	lcl|NZ_MVAE01000001.1_cds_WP_000567887.1_1528	23.364	214	314
WP_004766667.1	lcl|NZ_MVAE01000012.1_cds_WP_000351733.1_736	40.714	140	185
WP_004766667.1	lcl|NZ_MVAE01000001.1_cds_WP_001047905.1_1548	34.463	177	185
WP_004755430.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	30.841	321	329
WP_004755430.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	32.381	315	329
WP_004755430.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	31.045	335	329
WP_004755430.1	lcl|NZ_MVAE01000002.1_cds_WP_001984071.1_351	31.935	310	329
WP_004755430.1	lcl|NZ_MVAE01000001.1_cds_WP_000567887.1_1528	29.508	305	329
WP_004755430.1	lcl|NZ_MVAE01000002.1_cds_WP_000649923.1_243	29.573	328	329
WP_004755430.1	lcl|NZ_MVAE01000021.1_cds_WP_000709511.1_1346	29.730	333	329
WP_004755430.1	lcl|NZ_MVAE01000002.1_cds_WP_000688696.1_331	29.455	275	329
WP_004755430.1	lcl|NZ_MVAE01000001.1_cds_WP_000410275.1_1580	26.426	333	329
WP_004755430.1	lcl|NZ_MVAE01000007.1_cds_WP_001074785.1_3494	29.057	265	329
WP_004755430.1	lcl|NZ_MVAE01000001.1_cds_WP_000460023.1_1526	27.397	219	329
WP_004755430.1	lcl|NZ_MVAE01000004.1_cds_WP_001003557.1_2382	25.000	332	329
WP_004758405.1	lcl|NZ_MVAE01000001.1_cds_WP_000043898.1_1529	26.016	246	267
WP_004758405.1	lcl|NZ_MVAE01000001.1_cds_WP_000842260.1_1508	26.842	190	267
