WP_004753574.1	lcl|NZ_JAMQPV010000001.1_cds_WP_135663333.1_2561	64.865	74	106
WP_004755091.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375788.1_2560	83.871	310	314
WP_004755091.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375785.1_2557	26.101	318	314
WP_004755091.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374012.1_363	22.840	324	314
WP_004755091.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375762.1_2534	22.747	233	314
WP_004755091.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375714.1_2485	26.316	171	314
WP_004755091.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376671.1_3530	24.118	170	314
WP_004777161.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375787.1_2559	53.501	357	365
WP_004766667.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375786.1_2558	89.730	185	185
WP_004766667.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375422.1_2085	31.783	129	185
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375785.1_2557	88.685	327	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375762.1_2534	30.094	319	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374012.1_363	30.573	314	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374464.1_911	30.744	309	329
WP_004755430.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376671.1_3530	29.326	341	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375714.1_2485	25.507	345	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374035.1_390	31.290	310	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_100725525.1_736	28.125	320	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375782.1_2554	28.852	305	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375788.1_2560	27.044	318	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375766.1_2538	29.151	271	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375730.1_2501	27.308	260	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375768.1_2540	25.397	315	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375737.1_2509	27.857	140	329
WP_004755430.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374292.1_692	23.985	271	329
