WP_004753574.1	lcl|NZ_AHMX02000071.1_cds_WP_000340715.1_1306	94.186	86	106
WP_004755091.1	lcl|NZ_AHMX02000071.1_cds_WP_000410275.1_1305	96.774	310	314
WP_004755091.1	lcl|NZ_AHMX02000033.1_cds_WP_000744700.1_3410	24.471	331	314
WP_004755091.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	23.656	279	314
WP_004755091.1	lcl|NZ_AHMX02000071.1_cds_WP_000723092.1_1237	22.837	289	314
WP_004755091.1	lcl|NZ_AHMX02000071.1_cds_WP_000567887.1_1255	23.364	214	314
WP_004766667.1	lcl|NZ_AHMX02000077.1_cds_WP_000351733.1_809	40.714	140	185
WP_004766667.1	lcl|NZ_AHMX02000071.1_cds_WP_001047905.1_1274	34.463	177	185
WP_004755430.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	30.841	321	329
WP_004755430.1	lcl|NZ_AHMX02000033.1_cds_WP_000744700.1_3410	32.381	315	329
WP_004755430.1	lcl|NZ_AHMX02000071.1_cds_WP_000723092.1_1237	30.448	335	329
WP_004755430.1	lcl|NZ_AHMX02000008.1_cds_WP_001984071.1_3930	31.935	310	329
WP_004755430.1	lcl|NZ_AHMX02000033.1_cds_WP_000649924.1_3249	29.573	328	329
WP_004755430.1	lcl|NZ_AHMX02000071.1_cds_WP_000567887.1_1255	29.508	305	329
WP_004755430.1	lcl|NZ_AHMX02000008.1_cds_WP_000709511.1_3920	29.730	333	329
WP_004755430.1	lcl|NZ_AHMX02000008.1_cds_WP_000688696.1_3950	29.455	275	329
WP_004755430.1	lcl|NZ_AHMX02000071.1_cds_WP_000410275.1_1305	26.426	333	329
WP_004755430.1	lcl|NZ_AHMX02000071.1_cds_WP_000460023.1_1253	27.397	219	329
WP_004755430.1	lcl|NZ_AHMX02000077.1_cds_WP_001074781.1_601	29.323	266	329
WP_004755430.1	lcl|NZ_AHMX02000029.1_cds_WP_001003557.1_3559	25.000	332	329
WP_004758405.1	lcl|NZ_AHMX02000071.1_cds_WP_000043898.1_1256	26.016	246	267
WP_004758405.1	lcl|NZ_AHMX02000071.1_cds_WP_000842260.1_1236	26.842	190	267
WP_004758405.1	lcl|NZ_AHMX02000008.1_cds_WP_000667727.1_3973	30.909	110	267
WP_004758405.1	lcl|NZ_AHMX02000066.1_cds_WP_000805357.1_1538	27.660	188	267
WP_016748627.1	lcl|NZ_AHMX02000077.1_cds_WP_000291575.1_528	27.469	324	509
WP_016748627.1	lcl|NZ_AHMX02000077.1_cds_WP_000364507.1_529	31.111	90	509
WP_016748627.1	lcl|NZ_AHMX02000077.1_cds_WP_000291575.1_528	27.469	324	509
WP_016748627.1	lcl|NZ_AHMX02000077.1_cds_WP_000364507.1_529	31.111	90	509
WP_004755319.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	22.545	275	330
WP_004755319.1	lcl|NZ_AHMX02000008.1_cds_WP_001984071.1_3930	24.632	272	330
WP_004755319.1	lcl|NZ_AHMX02000033.1_cds_WP_000744700.1_3410	26.266	316	330
WP_004755319.1	lcl|NZ_AHMX02000071.1_cds_WP_000723092.1_1237	24.925	333	330
WP_004755319.1	lcl|NZ_AHMX02000029.1_cds_WP_001003557.1_3559	28.287	251	330
WP_004755319.1	lcl|NZ_AHMX02000033.1_cds_WP_000649924.1_3249	29.644	253	330
WP_004755319.1	lcl|NZ_AHMX02000008.1_cds_WP_000688696.1_3950	25.792	221	330
WP_004754883.1	lcl|NZ_AHMX02000071.1_cds_WP_000575178.1_1243	34.262	359	366
WP_004754883.1	lcl|NZ_AHMX02000071.1_cds_WP_000041233.1_1295	33.876	307	366
WP_004754883.1	lcl|NZ_AHMX02000008.1_cds_WP_001281953.1_3967	28.232	379	366
WP_004754883.1	lcl|NZ_AHMX02000071.1_cds_WP_002078520.1_1280	29.156	391	366
WP_004754883.1	lcl|NZ_AHMX02000056.1_cds_WP_000538757.1_1670	29.412	357	366
WP_004754883.1	lcl|NZ_AHMX02000071.1_cds_WP_001117632.1_1298	37.379	206	366
WP_004754883.1	lcl|NZ_AHMX02000037.1_cds_WP_001982414.1_2774	31.579	190	366
WP_016560370.1	lcl|NZ_AHMX02000071.1_cds_WP_000575178.1_1243	36.043	369	367
WP_016560370.1	lcl|NZ_AHMX02000071.1_cds_WP_002078520.1_1280	31.183	372	367
WP_016560370.1	lcl|NZ_AHMX02000056.1_cds_WP_000538757.1_1670	31.649	376	367
WP_016560370.1	lcl|NZ_AHMX02000071.1_cds_WP_000041233.1_1295	33.564	289	367
WP_016560370.1	lcl|NZ_AHMX02000008.1_cds_WP_001281953.1_3967	30.423	378	367
WP_016560370.1	lcl|NZ_AHMX02000071.1_cds_WP_001117632.1_1298	33.475	236	367
WP_016560370.1	lcl|NZ_AHMX02000037.1_cds_WP_001982414.1_2774	25.140	358	367
WP_002740998.1	lcl|NZ_AHMX02000037.1_cds_WP_001002663.1_2794	46.091	243	265
WP_004777170.1	lcl|NZ_AHMX02000039.1_cds_WP_000501205.1_2595	36.513	304	310
WP_004777170.1	lcl|NZ_AHMX02000043.1_cds_WP_001183718.1_2345	26.471	306	310
WP_004777170.1	lcl|NZ_AHMX02000077.1_cds_WP_000279894.1_879	23.282	262	310
WP_004777170.1	lcl|NZ_AHMX02000039.1_cds_WP_000501205.1_2595	36.513	304	310
WP_004777170.1	lcl|NZ_AHMX02000043.1_cds_WP_001183718.1_2345	26.471	306	310
WP_004777170.1	lcl|NZ_AHMX02000077.1_cds_WP_000279894.1_879	23.282	262	310
WP_004777149.1	lcl|NZ_AHMX02000033.1_cds_WP_001082178.1_3381	29.487	78	221
WP_004777149.1	lcl|NZ_AHMX02000039.1_cds_WP_001069828.1_2576	28.440	109	221
WP_004777149.1	lcl|NZ_AHMX02000071.1_cds_WP_001075146.1_1289	31.731	104	221
WP_162833666.1	lcl|NZ_AHMX02000077.1_cds_WP_232428235.1_941	90.476	126	265
WP_162833666.1	lcl|NZ_AHMX02000077.1_cds_WP_002071328.1_940	96.552	58	265
WP_162833666.1	lcl|NZ_AHMX02000039.1_cds_LEP1GSC080_RS25890_2504	96.875	32	265
WP_162833666.1	lcl|NZ_AHMX02000034.1_cds_LEP1GSC080_RS22370_3188	37.374	99	265
WP_162833666.1	lcl|NZ_AHMX02000034.1_cds_LEP1GSC080_RS26255_3187	55.814	43	265
WP_162833666.1	lcl|NZ_AHMX02000034.1_cds_LEP1GSC080_RS26255_3187	45.000	20	265
WP_162833666.1	lcl|NZ_AHMX02000014.1_cds_LEP1GSC080_RS21900_3817	29.787	94	265
WP_162833666.1	lcl|NZ_AHMX02000014.1_cds_LEP1GSC080_RS21900_3817	46.429	56	265
WP_162833666.1	lcl|NZ_AHMX02000077.1_cds_WP_232428235.1_941	90.476	126	265
WP_162833666.1	lcl|NZ_AHMX02000077.1_cds_WP_002071328.1_940	96.552	58	265
WP_162833666.1	lcl|NZ_AHMX02000039.1_cds_LEP1GSC080_RS25890_2504	96.875	32	265
WP_162833666.1	lcl|NZ_AHMX02000034.1_cds_LEP1GSC080_RS22370_3188	37.374	99	265
WP_162833666.1	lcl|NZ_AHMX02000034.1_cds_LEP1GSC080_RS26255_3187	55.814	43	265
WP_162833666.1	lcl|NZ_AHMX02000034.1_cds_LEP1GSC080_RS26255_3187	45.000	20	265
WP_162833666.1	lcl|NZ_AHMX02000014.1_cds_LEP1GSC080_RS21900_3817	29.787	94	265
WP_162833666.1	lcl|NZ_AHMX02000014.1_cds_LEP1GSC080_RS21900_3817	46.429	56	265
WP_016748629.1	lcl|NZ_AHMX02000074.1_cds_WP_001237998.1_1142	23.836	365	682
WP_016748630.1	lcl|NZ_AHMX02000034.1_cds_WP_002067912.1_3162	25.778	225	333
WP_016748630.1	lcl|NZ_AHMX02000034.1_cds_WP_002067912.1_3162	25.778	225	333
WP_016560406.1	lcl|NZ_AHMX02000039.1_cds_WP_000347685.1_2575	23.926	163	392
WP_016560406.1	lcl|NZ_AHMX02000036.1_cds_WP_000402847.1_2832	23.629	237	392
WP_016560406.1	lcl|NZ_AHMX02000071.1_cds_LEP1GSC080_RS23425_1265	27.885	104	392
WP_016560441.1	lcl|NZ_AHMX02000033.1_cds_WP_001206947.1_3373	32.283	127	174
WP_016560449.1	lcl|NZ_AHMX02000039.1_cds_WP_000347685.1_2575	22.488	209	405
WP_016560426.1	lcl|NZ_AHMX02000071.1_cds_WP_002078520.1_1280	31.351	370	362
WP_016560426.1	lcl|NZ_AHMX02000008.1_cds_WP_001281953.1_3967	29.551	379	362
WP_016560426.1	lcl|NZ_AHMX02000071.1_cds_WP_001117632.1_1298	35.565	239	362
WP_016560426.1	lcl|NZ_AHMX02000071.1_cds_WP_000041233.1_1295	37.264	212	362
WP_016560426.1	lcl|NZ_AHMX02000071.1_cds_WP_000575178.1_1243	32.143	280	362
WP_016560426.1	lcl|NZ_AHMX02000037.1_cds_WP_001982414.1_2774	24.384	365	362
WP_016560426.1	lcl|NZ_AHMX02000056.1_cds_WP_000538757.1_1670	29.457	258	362
WP_099046747.1	lcl|NZ_AHMX02000077.1_cds_WP_002071328.1_940	44.681	47	256
WP_099046747.1	lcl|NZ_AHMX02000077.1_cds_WP_002071328.1_940	44.681	47	256
WP_016560501.1	lcl|NZ_AHMX02000055.1_cds_WP_000172203.1_1738	34.309	376	595
WP_016560501.1	lcl|NZ_AHMX02000056.1_cds_WP_000667646.1_1695	34.884	258	595
WP_016560501.1	lcl|NZ_AHMX02000033.1_cds_WP_000828456.1_3319	33.061	245	595
WP_016560501.1	lcl|NZ_AHMX02000071.1_cds_WP_000614938.1_1279	31.604	212	595
WP_016560501.1	lcl|NZ_AHMX02000036.1_cds_WP_000510777.1_3026	33.636	220	595
WP_016560501.1	lcl|NZ_AHMX02000044.1_cds_WP_002097923.1_2323	28.169	213	595
WP_016560501.1	lcl|NZ_AHMX02000077.1_cds_WP_000047473.1_534	26.471	238	595
WP_016560501.1	lcl|NZ_AHMX02000036.1_cds_WP_001161020.1_2878	30.000	220	595
WP_016560501.1	lcl|NZ_AHMX02000029.1_cds_WP_001052495.1_3538	22.568	257	595
WP_016560501.1	lcl|NZ_AHMX02000077.1_cds_WP_000666552.1_788	28.049	246	595
