WP_004753574.1	lcl|NZ_JQRD01000006.1_cds_WP_000340715.1_59	94.186	86	106
WP_004755091.1	lcl|NZ_JQRD01000006.1_cds_WP_004421326.1_60	96.497	314	314
WP_004755091.1	lcl|NZ_JQRD01000006.1_cds_WP_004434477.1_86	21.852	270	314
WP_004755091.1	lcl|NZ_JQRD01000001.1_cds_WP_004419974.1_32	24.923	325	314
WP_004755091.1	lcl|NZ_JQRD01000006.1_cds_WP_061231970.1_63	25.705	319	314
WP_004755091.1	lcl|NZ_JQRD01000187.1_cds_WP_004421482.1_2203	23.448	290	314
WP_004755091.1	lcl|NZ_JQRD01000164.1_cds_WP_198289136.1_2032	23.188	276	314
WP_004777161.1	lcl|NZ_JQRD01000006.1_cds_WP_004421179.1_61	92.329	365	365
WP_004766667.1	lcl|NZ_JQRD01000006.1_cds_WP_004421442.1_62	95.135	185	185
WP_004766667.1	lcl|NZ_JQRD01000136.1_cds_WP_004424034.1_1751	41.429	140	185
WP_004755430.1	lcl|NZ_JQRD01000006.1_cds_WP_061231970.1_63	96.657	329	329
WP_004755430.1	lcl|NZ_JQRD01000001.1_cds_WP_004419974.1_32	31.111	315	329
WP_004755430.1	lcl|NZ_JQRD01000187.1_cds_WP_004421482.1_2203	31.454	337	329
WP_004755430.1	lcl|NZ_JQRD01000164.1_cds_WP_198289136.1_2032	32.154	311	329
WP_004755430.1	lcl|NZ_JQRD01000006.1_cds_WP_004434771.1_77	29.254	335	329
WP_004755430.1	lcl|NZ_JQRD01000066.1_cds_WP_061232257.1_846	28.698	338	329
WP_004755430.1	lcl|NZ_JQRD01000299.1_cds_WP_061233374.1_2973	30.154	325	329
WP_004755430.1	lcl|NZ_JQRD01000006.1_cds_WP_004421253.1_66	27.541	305	329
WP_004755430.1	lcl|NZ_JQRD01000033.1_cds_WP_061232122.1_448	27.174	276	329
WP_004755430.1	lcl|NZ_JQRD01000006.1_cds_WP_004421326.1_60	24.843	318	329
WP_004755430.1	lcl|NZ_JQRD01000187.1_cds_WP_061233014.1_2186	26.642	274	329
WP_004755430.1	lcl|NZ_JQRD01000006.1_cds_WP_004434477.1_86	26.384	307	329
WP_004755430.1	lcl|NZ_JQRD01000009.1_cds_WP_004436914.1_123	28.464	267	329
WP_004755430.1	lcl|NZ_JQRD01000107.1_cds_WP_061232642.1_1400	25.869	259	329
WP_004755430.1	lcl|NZ_JQRD01000369.1_cds_WP_004432019.1_3311	24.924	329	329
WP_004755430.1	lcl|NZ_JQRD01000144.1_cds_WP_061232868.1_1875	27.160	243	329
WP_004758405.1	lcl|NZ_JQRD01000006.1_cds_WP_004421408.1_64	94.757	267	267
WP_004758405.1	lcl|NZ_JQRD01000187.1_cds_WP_004430538.1_2204	26.984	189	267
WP_004758405.1	lcl|NZ_JQRD01000312.1_cds_WP_061233395.1_3033	27.320	194	267
WP_004758405.1	lcl|NZ_JQRD01000038.1_cds_WP_004456362.1_513	36.047	86	267
WP_016748627.1	lcl|NZ_JQRD01000006.1_cds_WP_004420971.1_65	95.882	510	509
WP_016748627.1	lcl|NZ_JQRD01000076.1_cds_WP_061232297.1_954	27.469	324	509
WP_016748627.1	lcl|NZ_JQRD01000076.1_cds_WP_002148203.1_955	31.111	90	509
WP_016748627.1	lcl|NZ_JQRD01000006.1_cds_WP_004420971.1_65	95.882	510	509
WP_016748627.1	lcl|NZ_JQRD01000076.1_cds_WP_061232297.1_954	27.469	324	509
WP_016748627.1	lcl|NZ_JQRD01000076.1_cds_WP_002148203.1_955	31.111	90	509
WP_004755319.1	lcl|NZ_JQRD01000006.1_cds_WP_004421253.1_66	96.667	330	330
WP_004755319.1	lcl|NZ_JQRD01000006.1_cds_WP_061231970.1_63	29.316	307	330
WP_004755319.1	lcl|NZ_JQRD01000187.1_cds_WP_004421482.1_2203	26.934	349	330
