WP_004753574.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268201.1_2456	64.103	78	106
WP_004755091.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268200.1_2455	80.968	310	314
WP_004755091.1	lcl|NZ_JAFFPS010000053.1_cds_WP_205270607.1_2005	27.019	322	314
WP_004755091.1	lcl|NZ_JAFFPS010000053.1_cds_WP_205270580.1_1978	24.402	209	314
WP_004755091.1	lcl|NZ_JAFFPS010000008.1_cds_WP_205268263.1_880	26.667	180	314
WP_004755091.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268167.1_2419	26.744	172	314
WP_004755091.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268194.1_2449	22.744	277	314
WP_004755091.1	lcl|NZ_JAFFPS010000031.1_cds_WP_205269865.1_827	23.529	170	314
WP_004766667.1	lcl|NZ_JAFFPS010000010.1_cds_WP_205268539.1_1388	31.452	124	185
WP_004755430.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268194.1_2449	31.875	320	329
WP_004755430.1	lcl|NZ_JAFFPS010000053.1_cds_WP_205270580.1_1978	31.210	314	329
WP_004755430.1	lcl|NZ_JAFFPS010000008.1_cds_WP_205268263.1_880	27.928	333	329
WP_004755430.1	lcl|NZ_JAFFPS010000031.1_cds_WP_205269865.1_827	29.032	341	329
WP_004755430.1	lcl|NZ_JAFFPS010000039.1_cds_WP_205270162.1_1799	29.618	314	329
WP_004755430.1	lcl|NZ_JAFFPS010000053.1_cds_WP_205270607.1_2005	28.435	313	329
WP_004755430.1	lcl|NZ_JAFFPS010000023.1_cds_WP_205269211.1_2113	30.620	258	329
WP_004755430.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268200.1_2455	26.415	318	329
WP_004755430.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268167.1_2419	26.506	332	329
WP_004755430.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268158.1_2409	26.891	238	329
WP_004755430.1	lcl|NZ_JAFFPS010000008.1_cds_WP_205268278.1_895	25.283	265	329
WP_004755430.1	lcl|NZ_JAFFPS010000015.1_cds_WP_205268828.1_3093	24.903	257	329
WP_004755430.1	lcl|NZ_JAFFPS010000031.1_cds_WP_205269855.1_816	26.840	231	329
WP_004755430.1	lcl|NZ_JAFFPS010000071.1_cds_WP_205271411.1_193	27.451	255	329
WP_004755430.1	lcl|NZ_JAFFPS010000071.1_cds_WP_205271411.1_184	27.451	255	329
WP_004758405.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268189.1_2444	26.971	241	267
WP_004758405.1	lcl|NZ_JAFFPS010000008.1_cds_WP_205268311.1_956	24.904	261	267
WP_004758405.1	lcl|NZ_JAFFPS010000041.1_cds_WP_205270362.1_2260	35.897	117	267
WP_004758405.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268172.1_2424	23.671	207	267
WP_004758405.1	lcl|NZ_JAFFPS010000013.1_cds_WP_205268768.1_3980	28.070	171	267
WP_004758405.1	lcl|NZ_JAFFPS010000008.1_cds_WP_205268264.1_881	25.764	229	267
WP_004758405.1	lcl|NZ_JAFFPS010000031.1_cds_WP_205269866.1_828	26.842	190	267
WP_016748627.1	lcl|NZ_JAFFPS010000010.1_cds_WP_205268518.1_1366	23.765	324	509
WP_016748627.1	lcl|NZ_JAFFPS010000010.1_cds_WP_205268517.1_1365	28.302	106	509
WP_016748627.1	lcl|NZ_JAFFPS010000010.1_cds_WP_205268518.1_1366	23.765	324	509
WP_016748627.1	lcl|NZ_JAFFPS010000010.1_cds_WP_205268517.1_1365	28.302	106	509
WP_004755319.1	lcl|NZ_JAFFPS010000007.1_cds_WP_205268194.1_2449	26.073	303	330
