WP_004753574.1	262222	93.023	86	106
WP_004755091.1	262222	92.675	314	314
WP_004755091.1	262222	21.014	276	314
WP_004755091.1	262222	25.414	181	314
WP_004755091.1	262219	24.691	324	314
WP_004755091.1	262211	25.455	220	314
WP_004755091.1	262214	22.941	170	314
WP_004766667.1	262238	35.714	154	185
WP_004755430.1	262222	31.503	346	329
WP_004755430.1	262222	31.438	299	329
WP_004755430.1	262222	30.564	337	329
WP_004755430.1	262222	24.907	269	329
WP_004755430.1	262222	25.633	316	329
WP_004755430.1	262222	26.050	238	329
WP_004755430.1	262222	33.884	121	329
WP_004755430.1	262219	29.841	315	329
WP_004755430.1	262241	32.476	311	329
WP_004755430.1	262241	28.882	322	329
WP_004755430.1	262214	27.381	336	329
WP_004755430.1	262211	30.154	325	329
WP_004755430.1	262179	25.797	345	329
WP_004755430.1	262179	25.797	345	329
WP_004755430.1	262179	24.773	331	329
WP_004755430.1	262179	24.773	331	329
WP_004755430.1	262179	27.869	244	329
WP_004755430.1	262179	27.869	244	329
WP_004755430.1	262190	26.894	264	329
WP_004758405.1	262222	25.692	253	267
WP_004758405.1	262222	26.630	184	267
WP_004758405.1	262222	26.842	190	267
WP_004758405.1	262214	30.808	198	267
WP_004758405.1	262214	25.789	190	267
WP_004758405.1	262241	26.882	186	267
WP_016748627.1	262206	27.607	326	509
WP_016748627.1	262206	33.333	90	509
WP_016748627.1	262206	27.607	326	509
WP_016748627.1	262206	33.333	90	509
WP_004755319.1	262241	24.908	273	330
WP_004755319.1	262219	28.261	276	330
WP_004755319.1	262222	25.540	278	330
WP_004755319.1	262222	27.463	335	330
WP_004755319.1	262222	27.586	232	330
WP_004755319.1	262222	24.164	269	330
WP_004755319.1	262222	24.332	337	330
WP_004755319.1	262179	25.103	243	330
WP_004755319.1	262179	25.103	243	330
WP_004755319.1	262179	26.126	222	330
WP_004755319.1	262179	26.126	222	330
WP_004755319.1	262211	29.675	246	330
WP_004755319.1	262214	26.846	149	330
WP_004755319.1	262190	28.462	130	330
WP_004754883.1	262222	32.558	344	366
WP_004754883.1	262222	32.768	354	366
WP_004754883.1	262222	25.843	356	366
WP_004754883.1	262214	28.989	376	366
WP_004754883.1	262202	31.025	361	366
WP_004754883.1	262199	31.025	361	366
WP_004754883.1	262179	32.447	188	366
WP_004754883.1	262179	32.447	188	366
WP_016560370.1	262222	35.429	350	367
WP_016560370.1	262222	33.514	370	367
WP_016560370.1	262222	27.463	335	367
WP_016560370.1	262202	32.982	379	367
WP_016560370.1	262199	32.982	379	367
WP_016560370.1	262214	30.423	378	367
WP_016560370.1	262179	26.257	358	367
WP_016560370.1	262179	26.257	358	367
WP_016560370.1	262238	34.884	86	367
WP_002740998.1	262202	46.091	243	265
WP_002740998.1	262199	46.091	243	265
WP_004777170.1	262206	37.966	295	310
WP_004777170.1	262195	26.623	308	310
WP_004777170.1	262190	24.434	221	310
WP_004777170.1	262206	37.966	295	310
WP_004777170.1	262195	26.623	308	310
WP_004777170.1	262190	24.434	221	310
WP_004777149.1	262196	27.723	101	221
WP_162833666.1	262233	86.364	110	265
WP_162833666.1	262233	84.444	45	265
WP_162833666.1	262233	79.339	121	265
WP_162833666.1	262222	52.381	126	265
WP_162833666.1	262222	40.909	88	265
WP_162833666.1	262222	63.158	38	265
WP_162833666.1	262222	39.062	64	265
WP_162833666.1	262239	52.326	86	265
WP_162833666.1	262237	92.308	26	265
WP_162833666.1	262190	37.736	53	265
WP_162833666.1	262258	56.757	37	265
WP_162833666.1	262260	53.125	32	265
WP_162833666.1	262233	86.364	110	265
WP_162833666.1	262233	84.444	45	265
WP_162833666.1	262233	79.339	121	265
WP_162833666.1	262222	52.381	126	265
WP_162833666.1	262222	40.909	88	265
WP_162833666.1	262222	63.158	38	265
WP_162833666.1	262222	39.062	64	265
WP_162833666.1	262239	52.326	86	265
WP_162833666.1	262237	92.308	26	265
WP_162833666.1	262190	37.736	53	265
WP_162833666.1	262258	56.757	37	265
WP_162833666.1	262260	53.125	32	265
WP_016748629.1	262179	21.951	328	682
WP_016748629.1	262179	21.951	328	682
WP_016748630.1	262180	26.606	218	333
WP_016748630.1	262180	26.606	218	333
WP_016748630.1	262180	26.606	218	333
WP_016748630.1	262180	26.606	218	333
WP_016560406.1	262222	27.778	198	392
WP_016560406.1	262222	27.200	125	392
WP_016560406.1	262196	26.316	114	392
WP_016560406.1	262260	22.083	240	392
WP_016560406.1	262211	24.706	170	392
WP_016560441.1	262211	28.571	133	174
WP_016560426.1	262214	29.659	381	362
WP_016560426.1	262222	29.545	396	362
WP_016560426.1	262222	32.906	234	362
WP_016560426.1	262222	28.319	339	362
WP_016560426.1	262179	26.158	367	362
WP_016560426.1	262179	26.158	367	362
WP_016560426.1	262202	33.333	252	362
WP_016560426.1	262199	33.333	252	362
WP_016560426.1	262238	31.092	119	362
WP_099046747.1	262190	57.823	147	256
WP_099046747.1	262190	49.180	61	256
WP_099046747.1	262233	74.576	59	256
WP_099046747.1	262233	57.692	26	256
WP_099046747.1	262233	33.333	108	256
WP_099046747.1	262233	70.455	44	256
WP_099046747.1	262233	58.537	41	256
WP_099046747.1	262205	88.095	42	256
