WP_004753574.1	lcl|NZ_AOVP01000111.1_cds_WP_000340715.1_2904	94.186	86	106
WP_004755091.1	lcl|NZ_AOVP01000111.1_cds_WP_000410273.1_2905	96.815	314	314
WP_004755091.1	lcl|NZ_AOVP01000111.1_cds_WP_000093099.1_2925	57.143	63	314
WP_004755091.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	24.471	331	314
WP_004755091.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	27.239	268	314
WP_004755091.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	22.917	288	314
WP_004755091.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	24.194	186	314
WP_004777161.1	lcl|NZ_AOVP01000111.1_cds_WP_000604524.1_2906	94.247	365	365
WP_004766667.1	lcl|NZ_AOVP01000111.1_cds_WP_000884059.1_2907	96.757	185	185
WP_004766667.1	lcl|NZ_AOVP01000016.1_cds_WP_000351733.1_401	40.714	140	185
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	97.568	329	329
WP_004755430.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	32.381	315	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	31.045	335	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	31.677	322	329
WP_004755430.1	lcl|NZ_AOVP01000125.1_cds_WP_001984071.1_3385	31.935	310	329
WP_004755430.1	lcl|NZ_AOVP01000006.1_cds_WP_000649925.1_53	29.573	328	329
WP_004755430.1	lcl|NZ_AOVP01000025.1_cds_WP_000709511.1_961	29.730	333	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000601375.1_2961	25.000	300	329
WP_004755430.1	lcl|NZ_AOVP01000125.1_cds_WP_000688695.1_3365	29.091	275	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_001067557.1_2911	27.541	305	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000475904.1_2970	27.372	274	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000410273.1_2905	26.101	318	329
WP_004755430.1	lcl|NZ_AOVP01000021.1_cds_WP_001074785.1_868	29.057	265	329
WP_004755430.1	lcl|NZ_AOVP01000030.1_cds_WP_001003555.1_994	25.148	338	329
WP_004755430.1	lcl|NZ_AOVP01000111.1_cds_WP_000487322.1_2959	26.994	326	329
WP_004758405.1	lcl|NZ_AOVP01000111.1_cds_WP_000774262.1_2909	93.633	267	267
WP_004758405.1	lcl|NZ_AOVP01000111.1_cds_WP_000859505.1_2958	26.693	251	267
WP_004758405.1	lcl|NZ_AOVP01000111.1_cds_WP_000800438.1_2939	25.630	238	267
WP_004758405.1	lcl|NZ_AOVP01000111.1_cds_WP_000842260.1_2988	26.842	190	267
WP_004758405.1	lcl|NZ_AOVP01000099.1_cds_WP_000667727.1_2475	30.909	110	267
WP_004758405.1	lcl|NZ_AOVP01000094.1_cds_WP_000805357.1_2269	27.660	188	267
WP_016748627.1	lcl|NZ_AOVP01000111.1_cds_WP_000612797.1_2910	96.267	509	509
WP_016748627.1	lcl|NZ_AOVP01000098.1_cds_WP_000291591.1_2389	27.469	324	509
WP_016748627.1	lcl|NZ_AOVP01000098.1_cds_WP_000364507.1_2390	31.111	90	509
WP_016748627.1	lcl|NZ_AOVP01000111.1_cds_WP_000612797.1_2910	96.267	509	509
WP_016748627.1	lcl|NZ_AOVP01000098.1_cds_WP_000291591.1_2389	27.469	324	509
WP_016748627.1	lcl|NZ_AOVP01000098.1_cds_WP_000364507.1_2390	31.111	90	509
WP_004755319.1	lcl|NZ_AOVP01000111.1_cds_WP_001067557.1_2911	96.667	330	330
WP_004755319.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	28.990	307	330
WP_004755319.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	27.068	266	330
WP_004755319.1	lcl|NZ_AOVP01000125.1_cds_WP_001984071.1_3385	24.632	272	330
WP_004755319.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	26.266	316	330
WP_004755319.1	lcl|NZ_AOVP01000030.1_cds_WP_001003555.1_994	28.287	251	330
WP_004755319.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	24.925	333	330
WP_004755319.1	lcl|NZ_AOVP01000006.1_cds_WP_000649925.1_53	29.644	253	330
WP_004755319.1	lcl|NZ_AOVP01000125.1_cds_WP_000688695.1_3365	25.792	221	330
WP_004755319.1	lcl|NZ_AOVP01000111.1_cds_WP_000601375.1_2961	25.362	276	330
WP_004755319.1	lcl|NZ_AOVP01000111.1_cds_WP_000487322.1_2959	26.855	283	330
WP_004754883.1	lcl|NZ_AOVP01000111.1_cds_WP_001198107.1_2912	95.902	366	366
WP_004754883.1	lcl|NZ_AOVP01000111.1_cds_WP_000608295.1_2913	40.000	365	366
WP_004754883.1	lcl|NZ_AOVP01000111.1_cds_WP_000575178.1_2981	34.262	359	366
WP_004754883.1	lcl|NZ_AOVP01000132.1_cds_WP_001281953.1_3621	28.232	379	366
WP_004754883.1	lcl|NZ_AOVP01000111.1_cds_WP_000346036.1_2942	28.090	356	366
WP_004754883.1	lcl|NZ_AOVP01000111.1_cds_WP_000582222.1_2923	32.958	355	366
WP_004754883.1	lcl|NZ_AOVP01000019.1_cds_WP_000538752.1_667	29.412	357	366
WP_004754883.1	lcl|NZ_AOVP01000111.1_cds_WP_000947844.1_2935	26.957	345	366
WP_004754883.1	lcl|NZ_AOVP01000108.1_cds_WP_001982414.1_2746	31.579	190	366
WP_016560370.1	lcl|NZ_AOVP01000111.1_cds_WP_000608295.1_2913	96.458	367	367
WP_016560370.1	lcl|NZ_AOVP01000111.1_cds_WP_001198107.1_2912	39.178	365	367
WP_016560370.1	lcl|NZ_AOVP01000111.1_cds_WP_000575178.1_2981	36.043	369	367
WP_016560370.1	lcl|NZ_AOVP01000019.1_cds_WP_000538752.1_667	31.649	376	367
WP_016560370.1	lcl|NZ_AOVP01000111.1_cds_WP_000582222.1_2923	35.692	325	367
