WP_004753574.1	lcl|NZ_JADDWH010000005.1_cds_WP_002725873.1_2680	89.535	86	106
WP_004755091.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733579.1_2681	92.994	314	314
WP_004755091.1	lcl|NZ_JADDWH010000018.1_cds_WP_002722638.1_701	22.936	327	314
WP_004755091.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733534.1_2684	26.493	268	314
WP_004755091.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740024.1_2775	23.843	281	314
WP_004755091.1	lcl|NZ_JADDWH010000014.1_cds_WP_002743770.1_452	22.941	170	314
WP_004755091.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728309.1_2933	27.586	203	314
WP_004755091.1	lcl|NZ_JADDWH010000005.1_cds_WP_016749081.1_2713	24.503	151	314
WP_004777161.1	lcl|NZ_JADDWH010000005.1_cds_WP_026054882.1_2682	86.575	365	365
WP_004766667.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733646.1_2683	96.757	185	185
WP_004766667.1	lcl|NZ_JADDWH010000003.1_cds_WP_002721790.1_1940	34.337	166	185
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733534.1_2684	97.872	329	329
WP_004755430.1	lcl|NZ_JADDWH010000018.1_cds_WP_002722638.1_701	30.159	315	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740024.1_2775	31.157	337	329
WP_004755430.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728309.1_2933	30.868	311	329
WP_004755430.1	lcl|NZ_JADDWH010000014.1_cds_WP_002743770.1_452	27.566	341	329
WP_004755430.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728316.1_2936	28.485	330	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733638.1_2721	27.941	340	329
WP_004755430.1	lcl|NZ_JADDWH010000076.1_cds_WP_002741146.1_3100	29.487	312	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733546.1_2750	26.667	270	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740721.1_2687	28.387	310	329
WP_004755430.1	lcl|NZ_JADDWH010000007.1_cds_WP_002732331.1_3200	26.254	339	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002744551.1_2715	29.889	271	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733698.1_2758	26.642	274	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733579.1_2681	27.309	249	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_016749081.1_2713	23.975	317	329
WP_004755430.1	lcl|NZ_JADDWH010000059.1_cds_WP_002740236.1_2659	26.217	267	329
WP_004755430.1	lcl|NZ_JADDWH010000004.1_cds_WP_002721725.1_2455	25.223	337	329
WP_004755430.1	lcl|NZ_JADDWH010000004.1_cds_WP_002739935.1_2367	27.869	244	329
WP_004755430.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733757.1_2748	31.034	174	329
WP_004758405.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733627.1_2685	97.004	267	267
WP_004758405.1	lcl|NZ_JADDWH010000005.1_cds_WP_002738295.1_2747	24.701	251	267
WP_004758405.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740926.1_2726	24.790	238	267
WP_004758405.1	lcl|NZ_JADDWH010000005.1_cds_WP_002727921.1_2776	26.455	189	267
WP_004758405.1	lcl|NZ_JADDWH010000024.1_cds_WP_002729040.1_1183	32.727	110	267
WP_004758405.1	lcl|NZ_JADDWH010000002.1_cds_WP_002766579.1_1553	26.882	186	267
WP_004758405.1	lcl|NZ_JADDWH010000014.1_cds_WP_002729513.1_453	25.806	186	267
WP_016748627.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740779.1_2686	99.411	509	509
WP_016748627.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728536.1_36	27.217	327	509
WP_016748627.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728534.1_37	31.111	90	509
WP_016748627.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740779.1_2686	99.411	509	509
WP_016748627.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728536.1_36	27.217	327	509
WP_016748627.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728534.1_37	31.111	90	509
WP_004755319.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740721.1_2687	98.485	330	330
WP_004755319.1	lcl|NZ_JADDWH010000005.1_cds_WP_002744551.1_2715	28.522	291	330
WP_004755319.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733534.1_2684	29.316	307	330
WP_004755319.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728309.1_2933	25.641	273	330
WP_004755319.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740024.1_2775	26.814	317	330
WP_004755319.1	lcl|NZ_JADDWH010000018.1_cds_WP_002722638.1_701	28.369	282	330
WP_004755319.1	lcl|NZ_JADDWH010000005.1_cds_WP_016749081.1_2713	29.864	221	330
WP_004755319.1	lcl|NZ_JADDWH010000007.1_cds_WP_002732331.1_3200	26.754	228	330
