WP_004753574.1	lcl|NZ_JQGU01000025.1_cds_WP_020985020.1_630	89.535	86	106
WP_004755091.1	lcl|NZ_JQGU01000025.1_cds_WP_010578412.1_631	91.083	314	314
WP_004755091.1	lcl|NZ_JQGU01000025.1_cds_JF85_RS21510_653	78.378	37	314
WP_004755091.1	lcl|NZ_JQGU01000025.1_cds_JF85_RS21510_653	76.667	30	314
WP_004755091.1	lcl|NZ_JQGU01000025.1_cds_JF85_RS21510_653	75.000	12	314
WP_004755091.1	lcl|NZ_JQGU01000011.1_cds_WP_010577394.1_277	25.000	324	314
WP_004755091.1	lcl|NZ_JQGU01000025.1_cds_WP_078127289.1_634	24.601	313	314
WP_004755091.1	lcl|NZ_JQGU01000175.1_cds_WP_078127709.1_3285	23.118	186	314
WP_004755091.1	lcl|NZ_JQGU01000057.1_cds_WP_078123854.1_1547	23.843	281	314
WP_004755091.1	lcl|NZ_JQGU01000005.1_cds_WP_078127178.1_118	24.925	333	314
WP_004755091.1	lcl|NZ_JQGU01000009.1_cds_WP_020983205.1_195	26.577	222	314
WP_004755091.1	lcl|NZ_JQGU01000157.1_cds_WP_010576694.1_3061	22.353	170	314
WP_004755091.1	lcl|NZ_JQGU01000175.1_cds_WP_078127713.1_3291	23.077	156	314
WP_004777161.1	lcl|NZ_JQGU01000025.1_cds_WP_020984893.1_632	85.205	365	365
WP_004766667.1	lcl|NZ_JQGU01000025.1_cds_WP_010578411.1_633	95.135	185	185
WP_004766667.1	lcl|NZ_JQGU01000083.1_cds_WP_010578083.1_2021	32.530	166	185
WP_004755430.1	lcl|NZ_JQGU01000025.1_cds_WP_078127289.1_634	94.225	329	329
WP_004755430.1	lcl|NZ_JQGU01000057.1_cds_WP_078123854.1_1547	31.751	337	329
WP_004755430.1	lcl|NZ_JQGU01000175.1_cds_WP_078127709.1_3285	31.132	318	329
WP_004755430.1	lcl|NZ_JQGU01000011.1_cds_WP_010577394.1_277	30.476	315	329
WP_004755430.1	lcl|NZ_JQGU01000009.1_cds_WP_020983205.1_195	31.511	311	329
WP_004755430.1	lcl|NZ_JQGU01000157.1_cds_WP_010576694.1_3061	28.060	335	329
WP_004755430.1	lcl|NZ_JQGU01000005.1_cds_WP_078127178.1_118	30.769	312	329
WP_004755430.1	lcl|NZ_JQGU01000009.1_cds_WP_039940969.1_198	28.882	322	329
WP_004755430.1	lcl|NZ_JQGU01000057.1_cds_WP_020984967.1_1522	26.296	270	329
WP_004755430.1	lcl|NZ_JQGU01000184.1_cds_WP_010577666.1_3367	26.331	338	329
WP_004755430.1	lcl|NZ_JQGU01000025.1_cds_WP_010578407.1_637	27.869	305	329
WP_004755430.1	lcl|NZ_JQGU01000175.1_cds_WP_176082411.1_3289	29.259	270	329
WP_004755430.1	lcl|NZ_JQGU01000175.1_cds_WP_078127713.1_3291	24.839	310	329
WP_004755430.1	lcl|NZ_JQGU01000025.1_cds_WP_010578412.1_631	27.778	252	329
WP_004755430.1	lcl|NZ_JQGU01000057.1_cds_WP_020984891.1_1530	24.790	238	329
WP_004755430.1	lcl|NZ_JQGU01000098.1_cds_WP_010578958.1_2297	26.616	263	329
WP_004755430.1	lcl|NZ_JQGU01000058.1_cds_WP_010577477.1_1591	24.471	331	329
WP_004755430.1	lcl|NZ_JQGU01000109.1_cds_WP_020983113.1_2486	27.869	244	329
WP_004755430.1	lcl|NZ_JQGU01000057.1_cds_WP_010578343.1_1520	30.460	174	329
WP_004758405.1	lcl|NZ_JQGU01000025.1_cds_WP_020984930.1_635	90.262	267	267
WP_004758405.1	lcl|NZ_JQGU01000057.1_cds_WP_010578344.1_1519	25.100	251	267
WP_004758405.1	lcl|NZ_JQGU01000175.1_cds_WP_078127704.1_3280	25.751	233	267
WP_004758405.1	lcl|NZ_JQGU01000057.1_cds_WP_010578324.1_1548	26.842	190	267
WP_004758405.1	lcl|NZ_JQGU01000017.1_cds_WP_020985037.1_444	29.293	198	267
WP_004758405.1	lcl|NZ_JQGU01000115.1_cds_WP_078123690.1_2604	26.882	186	267
WP_004758405.1	lcl|NZ_JQGU01000157.1_cds_WP_176082408.1_3062	26.064	188	267
WP_016748627.1	lcl|NZ_JQGU01000025.1_cds_WP_020984935.1_636	88.189	508	509
WP_016748627.1	lcl|NZ_JQGU01000061.1_cds_WP_010579017.1_1676	27.217	327	509
