WP_004753574.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725873.1_2956	89.535	86	106
WP_004755091.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	93.226	310	314
WP_004755091.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	22.630	327	314
WP_004755091.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	22.302	278	314
WP_004755091.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	25.294	170	314
WP_004755091.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	23.488	281	314
WP_004755091.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	22.941	170	314
WP_004755091.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	27.586	203	314
WP_004766667.1	lcl|NZ_JADHZX010000001.1_cds_WP_002750963.1_1207	34.337	166	185
WP_004766667.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669938.1_1691	34.463	177	185
WP_004755430.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	31.153	321	329
WP_004755430.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	30.794	315	329
WP_004755430.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	31.642	335	329
WP_004755430.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	31.190	311	329
WP_004755430.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	28.852	305	329
WP_004755430.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	27.566	341	329
WP_004755430.1	lcl|NZ_JADHZX010000008.1_cds_WP_002754065.1_3550	28.485	330	329
WP_004755430.1	lcl|NZ_JADHZX010000006.1_cds_WP_061221126.1_3103	30.032	313	329
WP_004755430.1	lcl|NZ_JADHZX010000003.1_cds_WP_011671074.1_2317	25.148	338	329
WP_004755430.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	27.309	249	329
WP_004755430.1	lcl|NZ_JADHZX010000038.1_cds_WP_002751102.1_2222	26.217	267	329
WP_004755430.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669959.1_3045	27.854	219	329
WP_004755430.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	24.629	337	329
WP_004755430.1	lcl|NZ_JADHZX010000169.1_cds_WP_194492166.1_856	27.459	244	329
WP_004758405.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816901.1_3042	26.840	231	267
WP_004758405.1	lcl|NZ_JADHZX010000079.1_cds_WP_011669974.1_3310	26.455	189	267
WP_004758405.1	lcl|NZ_JADHZX010000024.1_cds_WP_061208961.1_1569	32.727	110	267
WP_004758405.1	lcl|NZ_JADHZX010000047.1_cds_WP_002766579.1_2503	26.882	186	267
WP_004758405.1	lcl|NZ_JADHZX010000015.1_cds_WP_061221462.1_792	25.806	186	267
WP_016748627.1	lcl|NZ_JADHZX010000002.1_cds_WP_061220661.1_1855	27.217	327	509
WP_016748627.1	lcl|NZ_JADHZX010000002.1_cds_WP_002751286.1_1856	31.111	90	509
WP_016748627.1	lcl|NZ_JADHZX010000002.1_cds_WP_061220661.1_1855	27.217	327	509
WP_016748627.1	lcl|NZ_JADHZX010000002.1_cds_WP_002751286.1_1856	31.111	90	509
WP_004755319.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	26.007	273	330
WP_004755319.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	23.273	275	330
WP_004755319.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	28.369	282	330
WP_004755319.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	26.814	317	330
WP_004755319.1	lcl|NZ_JADHZX010000003.1_cds_WP_011671074.1_2317	27.074	229	330
WP_004755319.1	lcl|NZ_JADHZX010000006.1_cds_WP_061221126.1_3103	27.950	322	330
WP_004755319.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	24.898	245	330
WP_004755319.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	26.761	142	330
WP_004755319.1	lcl|NZ_JADHZX010000038.1_cds_WP_002751102.1_2222	25.417	240	330
WP_004754883.1	lcl|NZ_JADHZX010000079.1_cds_WP_061208080.1_3303	34.561	353	366
WP_004754883.1	lcl|NZ_JADHZX010000077.1_cds_WP_194491992.1_3261	28.042	378	366
WP_004754883.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669926.1_1712	36.667	270	366
WP_004754883.1	lcl|NZ_JADHZX010000027.1_cds_WP_194491766.1_1697	29.668	391	366
WP_004754883.1	lcl|NZ_JADHZX010000014.1_cds_WP_061220870.1_655	29.640	361	366
WP_004754883.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669923.1_1715	37.379	206	366
WP_004754883.1	lcl|NZ_JADHZX010000003.1_cds_WP_061208874.1_2316	32.086	187	366
WP_016560370.1	lcl|NZ_JADHZX010000079.1_cds_WP_061208080.1_3303	36.314	369	367
WP_016560370.1	lcl|NZ_JADHZX010000014.1_cds_WP_061220870.1_655	33.509	379	367
WP_016560370.1	lcl|NZ_JADHZX010000027.1_cds_WP_194491766.1_1697	31.989	372	367
WP_016560370.1	lcl|NZ_JADHZX010000077.1_cds_WP_194491992.1_3261	30.319	376	367
WP_016560370.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669926.1_1712	33.103	290	367
WP_016560370.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669923.1_1715	33.475	236	367
WP_016560370.1	lcl|NZ_JADHZX010000003.1_cds_WP_061208874.1_2316	25.698	358	367
WP_002740998.1	lcl|NZ_JADHZX010000105.1_cds_WP_011669455.1_70	46.091	243	265
WP_004777170.1	lcl|NZ_JADHZX010000178.1_cds_WP_061207877.1_951	38.158	304	310
WP_004777170.1	lcl|NZ_JADHZX010000026.1_cds_WP_002750067.1_1638	27.241	290	310
WP_004777170.1	lcl|NZ_JADHZX010000001.1_cds_WP_002727177.1_1157	24.887	221	310
WP_004777170.1	lcl|NZ_JADHZX010000178.1_cds_WP_061207877.1_951	38.158	304	310
WP_004777170.1	lcl|NZ_JADHZX010000026.1_cds_WP_002750067.1_1638	27.241	290	310
WP_004777170.1	lcl|NZ_JADHZX010000001.1_cds_WP_002727177.1_1157	24.887	221	310
WP_004777149.1	lcl|NZ_JADHZX010000027.1_cds_WP_004779550.1_1706	33.654	104	221
WP_004777149.1	lcl|NZ_JADHZX010000040.1_cds_WP_061208385.1_2345	28.205	78	221
WP_004777149.1	lcl|NZ_JADHZX010000069.1_cds_WP_194491963.1_3057	28.037	107	221
WP_162833666.1	lcl|NZ_JADHZX010000089.1_cds_WP_323741315.1_3497	90.226	133	265
WP_162833666.1	lcl|NZ_JADHZX010000278.1_cds_WP_323741323.1_1679	92.742	124	265
