WP_004753574.1	lcl|NZ_JADDVF010000006.1_cds_WP_002725873.1_2940	89.535	86	106
WP_004755091.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733579.1_2941	92.994	314	314
WP_004755091.1	lcl|NZ_JADDVF010000019.1_cds_WP_002722638.1_774	22.936	327	314
WP_004755091.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733534.1_2944	26.493	268	314
WP_004755091.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740024.1_3035	23.843	281	314
WP_004755091.1	lcl|NZ_JADDVF010000014.1_cds_WP_002743770.1_428	22.941	170	314
WP_004755091.1	lcl|NZ_JADDVF010000007.1_cds_WP_002728309.1_3206	27.586	203	314
WP_004755091.1	lcl|NZ_JADDVF010000006.1_cds_WP_016749081.1_2973	24.503	151	314
WP_004777161.1	lcl|NZ_JADDVF010000006.1_cds_WP_026054882.1_2942	86.575	365	365
WP_004766667.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733646.1_2943	96.757	185	185
WP_004766667.1	lcl|NZ_JADDVF010000003.1_cds_WP_002721790.1_2091	34.337	166	185
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733534.1_2944	97.872	329	329
WP_004755430.1	lcl|NZ_JADDVF010000019.1_cds_WP_002722638.1_774	30.159	315	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740024.1_3035	31.157	337	329
WP_004755430.1	lcl|NZ_JADDVF010000007.1_cds_WP_002728309.1_3206	30.868	311	329
WP_004755430.1	lcl|NZ_JADDVF010000014.1_cds_WP_002743770.1_428	27.566	341	329
WP_004755430.1	lcl|NZ_JADDVF010000007.1_cds_WP_002728316.1_3203	28.485	330	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733638.1_2981	27.941	340	329
WP_004755430.1	lcl|NZ_JADDVF010000075.1_cds_WP_002741146.1_3085	29.487	312	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733546.1_3010	26.667	270	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740721.1_2947	28.387	310	329
WP_004755430.1	lcl|NZ_JADDVF010000008.1_cds_WP_002732331.1_3314	26.254	339	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002744551.1_2975	29.889	271	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733698.1_3018	26.642	274	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733579.1_2941	27.309	249	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_016749081.1_2973	23.975	317	329
WP_004755430.1	lcl|NZ_JADDVF010000058.1_cds_WP_002740236.1_2639	26.217	267	329
WP_004755430.1	lcl|NZ_JADDVF010000005.1_cds_WP_002721725.1_2679	25.223	337	329
WP_004755430.1	lcl|NZ_JADDVF010000005.1_cds_WP_002739935.1_2767	27.869	244	329
WP_004755430.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733757.1_3008	31.034	174	329
WP_004758405.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733627.1_2945	97.004	267	267
WP_004758405.1	lcl|NZ_JADDVF010000006.1_cds_WP_002738295.1_3007	24.701	251	267
WP_004758405.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740926.1_2986	24.790	238	267
WP_004758405.1	lcl|NZ_JADDVF010000006.1_cds_WP_002727921.1_3036	26.455	189	267
WP_004758405.1	lcl|NZ_JADDVF010000049.1_cds_WP_002729040.1_2340	32.727	110	267
WP_004758405.1	lcl|NZ_JADDVF010000002.1_cds_WP_002766579.1_1526	26.882	186	267
WP_004758405.1	lcl|NZ_JADDVF010000014.1_cds_WP_002729513.1_427	25.806	186	267
WP_016748627.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740779.1_2946	99.411	509	509
WP_016748627.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728536.1_77	27.217	327	509
WP_016748627.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728534.1_76	31.111	90	509
WP_016748627.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740779.1_2946	99.411	509	509
WP_016748627.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728536.1_77	27.217	327	509
WP_016748627.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728534.1_76	31.111	90	509
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740721.1_2947	98.485	330	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002744551.1_2975	28.522	291	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733534.1_2944	29.316	307	330
WP_004755319.1	lcl|NZ_JADDVF010000007.1_cds_WP_002728309.1_3206	25.641	273	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740024.1_3035	26.814	317	330
WP_004755319.1	lcl|NZ_JADDVF010000019.1_cds_WP_002722638.1_774	28.369	282	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_016749081.1_2973	29.864	221	330
WP_004755319.1	lcl|NZ_JADDVF010000008.1_cds_WP_002732331.1_3314	26.754	228	330
WP_004755319.1	lcl|NZ_JADDVF010000075.1_cds_WP_002741146.1_3085	29.268	287	330
WP_004755319.1	lcl|NZ_JADDVF010000005.1_cds_WP_002721725.1_2679	24.898	245	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733546.1_3010	24.723	271	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733638.1_2981	25.773	291	330
WP_004755319.1	lcl|NZ_JADDVF010000014.1_cds_WP_002743770.1_428	26.056	142	330
WP_004755319.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733579.1_2941	25.223	337	330
WP_004755319.1	lcl|NZ_JADDVF010000058.1_cds_WP_002740236.1_2639	25.417	240	330
WP_004754883.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740826.1_2948	98.907	366	366
WP_004754883.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740861.1_2949	39.726	365	366
WP_004754883.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733737.1_2969	33.051	354	366
WP_004754883.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740294.1_3029	34.278	353	366
WP_004754883.1	lcl|NZ_JADDVF010000049.1_cds_WP_002728994.1_2346	28.307	378	366
WP_004754883.1	lcl|NZ_JADDVF010000007.1_cds_WP_002738884.1_3159	29.917	361	366
WP_004754883.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733599.1_2982	27.374	358	366
WP_004754883.1	lcl|NZ_JADDVF010000008.1_cds_WP_002724641.1_3313	32.086	187	366
WP_016560370.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740861.1_2949	98.910	367	367
WP_016560370.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740826.1_2948	39.452	365	367
WP_016560370.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733737.1_2969	40.111	359	367
WP_016560370.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740294.1_3029	36.043	369	367
WP_016560370.1	lcl|NZ_JADDVF010000007.1_cds_WP_002738884.1_3159	33.596	381	367
WP_016560370.1	lcl|NZ_JADDVF010000049.1_cds_WP_002728994.1_2346	30.319	376	367
WP_016560370.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733599.1_2982	29.944	354	367
WP_016560370.1	lcl|NZ_JADDVF010000008.1_cds_WP_002724641.1_3313	25.698	358	367
WP_004755296.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740729.1_2950	98.897	544	544
WP_004755296.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740729.1_2950	98.897	544	544
WP_002740998.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740998.1_2951	100.000	265	265
WP_002740998.1	lcl|NZ_JADDVF010000002.1_cds_WP_002742191.1_1495	45.679	243	265
WP_004777170.1	lcl|NZ_JADDVF010000006.1_cds_WP_032853071.1_2952	99.677	310	310
WP_004777170.1	lcl|NZ_JADDVF010000034.1_cds_WP_002741402.1_1778	37.500	304	310
WP_004777170.1	lcl|NZ_JADDVF010000021.1_cds_WP_002727287.1_1067	27.586	290	310
WP_004777170.1	lcl|NZ_JADDVF010000003.1_cds_WP_002727177.1_2041	24.887	221	310
WP_004777170.1	lcl|NZ_JADDVF010000006.1_cds_WP_032853071.1_2952	99.677	310	310
WP_004777170.1	lcl|NZ_JADDVF010000034.1_cds_WP_002741402.1_1778	37.500	304	310
WP_004777170.1	lcl|NZ_JADDVF010000021.1_cds_WP_002727287.1_1067	27.586	290	310
WP_004777170.1	lcl|NZ_JADDVF010000003.1_cds_WP_002727177.1_2041	24.887	221	310
WP_004754589.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740848.1_2953	98.864	264	264
WP_002733551.1	lcl|NZ_JADDVF010000006.1_cds_WP_032853450.1_2954	99.231	130	130
WP_004777167.1	lcl|NZ_JADDVF010000006.1_cds_WP_004777167.1_2955	100.000	144	144
WP_004777149.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740917.1_2956	99.548	221	221
WP_004777149.1	lcl|NZ_JADDVF010000019.1_cds_WP_011671435.1_803	28.205	78	221
WP_004777149.1	lcl|NZ_JADDVF010000015.1_cds_WP_002727076.1_504	28.037	107	221
WP_162833666.1	lcl|NZ_JADDVF010000067.1_cds_WP_228003619.1_2902	93.519	108	265
WP_162833666.1	lcl|NZ_JADDVF010000006.1_cds_WP_139363593.1_2991	45.703	256	265
WP_162833666.1	lcl|NZ_JADDVF010000006.1_cds_WP_193810172.1_3041	85.047	107	265
WP_162833666.1	lcl|NZ_JADDVF010000067.1_cds_WP_134771539.1_2896	45.312	256	265
WP_162833666.1	lcl|NZ_JADDVF010000011.1_cds_WP_016762595.1_122	68.966	87	265
WP_162833666.1	lcl|NZ_JADDVF010000092.1_cds_IQA75_RS16870_3328	52.294	109	265
WP_162833666.1	lcl|NZ_JADDVF010000092.1_cds_IQA75_RS16870_3328	42.308	78	265
WP_162833666.1	lcl|NZ_JADDVF010000138.1_cds_WP_322619329.1_306	91.071	56	265
WP_162833666.1	lcl|NZ_JADDVF010000004.1_cds_IQA75_RS02325_2375	43.363	113	265
WP_162833666.1	lcl|NZ_JADDVF010000014.1_cds_IQA75_RS07400_441	28.175	252	265
WP_162833666.1	lcl|NZ_JADDVF010000114.1_cds_WP_193820920.1_115	43.333	90	265
WP_162833666.1	lcl|NZ_JADDVF010000004.1_cds_IQA75_RS02330_2376	56.818	44	265
WP_162833666.1	lcl|NZ_JADDVF010000009.1_cds_IQA75_RS17215_3355	44.186	43	265
WP_162833666.1	lcl|NZ_JADDVF010000067.1_cds_WP_228003619.1_2902	93.519	108	265
WP_162833666.1	lcl|NZ_JADDVF010000006.1_cds_WP_139363593.1_2991	45.703	256	265
WP_162833666.1	lcl|NZ_JADDVF010000006.1_cds_WP_193810172.1_3041	85.047	107	265
WP_162833666.1	lcl|NZ_JADDVF010000067.1_cds_WP_134771539.1_2896	45.312	256	265
WP_162833666.1	lcl|NZ_JADDVF010000011.1_cds_WP_016762595.1_122	68.966	87	265
WP_162833666.1	lcl|NZ_JADDVF010000092.1_cds_IQA75_RS16870_3328	52.294	109	265
WP_162833666.1	lcl|NZ_JADDVF010000092.1_cds_IQA75_RS16870_3328	42.308	78	265
WP_162833666.1	lcl|NZ_JADDVF010000138.1_cds_WP_322619329.1_306	91.071	56	265
WP_162833666.1	lcl|NZ_JADDVF010000004.1_cds_IQA75_RS02325_2375	43.363	113	265
WP_162833666.1	lcl|NZ_JADDVF010000014.1_cds_IQA75_RS07400_441	28.175	252	265
WP_162833666.1	lcl|NZ_JADDVF010000114.1_cds_WP_193820920.1_115	43.333	90	265
WP_162833666.1	lcl|NZ_JADDVF010000004.1_cds_IQA75_RS02330_2376	56.818	44	265
WP_162833666.1	lcl|NZ_JADDVF010000009.1_cds_IQA75_RS17215_3355	44.186	43	265
WP_016748629.1	lcl|NZ_JADDVF010000008.1_cds_WP_002741274.1_3324	20.552	326	682
WP_016748630.1	lcl|NZ_JADDVF010000056.1_cds_WP_002740697.1_2598	26.147	218	333
WP_016748630.1	lcl|NZ_JADDVF010000056.1_cds_WP_002740697.1_2598	26.147	218	333
WP_016560406.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740977.1_2968	26.389	360	392
WP_016560406.1	lcl|NZ_JADDVF010000006.1_cds_WP_230456811.1_2959	27.429	175	392
WP_016560406.1	lcl|NZ_JADDVF010000015.1_cds_WP_002740458.1_503	27.193	114	392
WP_016560406.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740041.1_2992	21.973	223	392
WP_016560406.1	lcl|NZ_JADDVF010000067.1_cds_WP_016749152.1_2905	21.201	283	392
WP_016560406.1	lcl|NZ_JADDVF010000006.1_cds_IQA75_RS03750_3000	26.667	90	392
WP_016560406.1	lcl|NZ_JADDVF010000002.1_cds_WP_032853239.1_1535	23.144	229	392
WP_016560441.1	lcl|NZ_JADDVF010000019.1_cds_WP_002727846.1_809	31.250	128	174
WP_016560449.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740977.1_2968	31.510	384	405
WP_016560426.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740861.1_2949	40.175	229	362
WP_016560426.1	lcl|NZ_JADDVF010000049.1_cds_WP_002728994.1_2346	28.496	379	362
WP_016560426.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733737.1_2969	33.887	301	362
WP_016560426.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740826.1_2948	30.585	376	362
WP_016560426.1	lcl|NZ_JADDVF010000006.1_cds_WP_002733599.1_2982	27.606	355	362
WP_016560426.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740294.1_3029	28.657	335	362
WP_016560426.1	lcl|NZ_JADDVF010000008.1_cds_WP_002724641.1_3313	24.932	365	362
WP_016560426.1	lcl|NZ_JADDVF010000007.1_cds_WP_002738884.1_3159	31.746	252	362
WP_016560426.1	lcl|NZ_JADDVF010000027.1_cds_WP_002741550.1_1378	29.412	119	362
WP_016560417.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728407.1_63	28.030	132	308
WP_016560417.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728407.1_63	28.030	132	308
WP_099046747.1	lcl|NZ_JADDVF010000006.1_cds_WP_139363593.1_2991	29.167	264	256
WP_099046747.1	lcl|NZ_JADDVF010000067.1_cds_WP_134771539.1_2896	28.788	264	256
WP_099046747.1	lcl|NZ_JADDVF010000018.1_cds_IQA75_RS17340_710	88.372	43	256
WP_099046747.1	lcl|NZ_JADDVF010000006.1_cds_WP_193810172.1_3041	31.683	101	256
WP_099046747.1	lcl|NZ_JADDVF010000092.1_cds_IQA75_RS16870_3328	33.036	112	256
WP_099046747.1	lcl|NZ_JADDVF010000011.1_cds_WP_016762595.1_122	43.077	65	256
WP_099046747.1	lcl|NZ_JADDVF010000004.1_cds_IQA75_RS02325_2375	29.213	89	256
WP_099046747.1	lcl|NZ_JADDVF010000114.1_cds_WP_193820920.1_115	27.174	92	256
WP_099046747.1	lcl|NZ_JADDVF010000006.1_cds_WP_139363593.1_2991	29.167	264	256
WP_099046747.1	lcl|NZ_JADDVF010000067.1_cds_WP_134771539.1_2896	28.788	264	256
WP_099046747.1	lcl|NZ_JADDVF010000018.1_cds_IQA75_RS17340_710	88.372	43	256
WP_099046747.1	lcl|NZ_JADDVF010000006.1_cds_WP_193810172.1_3041	31.683	101	256
WP_099046747.1	lcl|NZ_JADDVF010000092.1_cds_IQA75_RS16870_3328	33.036	112	256
WP_099046747.1	lcl|NZ_JADDVF010000011.1_cds_WP_016762595.1_122	43.077	65	256
WP_099046747.1	lcl|NZ_JADDVF010000004.1_cds_IQA75_RS02325_2375	29.213	89	256
WP_099046747.1	lcl|NZ_JADDVF010000114.1_cds_WP_193820920.1_115	27.174	92	256
WP_016560398.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740804.1_2965	28.877	374	413
WP_016560501.1	lcl|NZ_JADDVF010000066.1_cds_WP_002742222.1_2888	32.190	379	595
WP_016560501.1	lcl|NZ_JADDVF010000006.1_cds_IQA75_RS03635_2977	35.498	231	595
WP_016560501.1	lcl|NZ_JADDVF010000006.1_cds_WP_002740724.1_2966	29.101	378	595
WP_016560501.1	lcl|NZ_JADDVF010000001.1_cds_WP_002723347.1_821	28.415	366	595
WP_016560501.1	lcl|NZ_JADDVF010000029.1_cds_WP_002741286.1_1455	33.197	244	595
WP_016560501.1	lcl|NZ_JADDVF010000004.1_cds_WP_002739451.1_2461	31.818	220	595
WP_016560501.1	lcl|NZ_JADDVF010000010.1_cds_WP_002728388.1_71	26.891	238	595
WP_016560501.1	lcl|NZ_JADDVF010000009.1_cds_WP_002726143.1_3374	30.909	220	595
WP_016560501.1	lcl|NZ_JADDVF010000004.1_cds_WP_002725984.1_2429	28.889	225	595
WP_016560501.1	lcl|NZ_JADDVF010000051.1_cds_WP_002738485.1_2518	30.097	206	595
WP_016560501.1	lcl|NZ_JADDVF010000002.1_cds_WP_002734207.1_1568	28.169	213	595
WP_016560501.1	lcl|NZ_JADDVF010000027.1_cds_WP_002729296.1_1392	28.571	245	595
WP_016560501.1	lcl|NZ_JADDVF010000005.1_cds_WP_002724285.1_2728	26.721	247	595
WP_016560501.1	lcl|NZ_JADDVF010000014.1_cds_WP_032853264.1_458	26.577	222	595
