WP_004753574.1	lcl|NZ_AFKL01000419.1_cds_WP_000340715.1_2	94.186	86	106
WP_004755091.1	lcl|NZ_AFKL01000180.1_cds_WP_001073474.1_1419	97.073	205	314
WP_004755091.1	lcl|NZ_AFKL01000419.1_cds_WP_000410265.1_1	96.460	113	314
WP_004755091.1	lcl|NZ_AFKL01000286.1_cds_WP_000093099.1_447	57.143	63	314
WP_004755091.1	lcl|NZ_AFKL01000056.1_cds_WP_000744700.1_3187	24.471	331	314
WP_004755091.1	lcl|NZ_AFKL01000180.1_cds_WP_000646250.1_1416	27.239	268	314
WP_004755091.1	lcl|NZ_AFKL01000026.1_cds_WP_000597065.1_3532	22.917	288	314
WP_004755091.1	lcl|NZ_AFKL01000008.1_cds_WP_000600889.1_3698	24.194	186	314
WP_004777161.1	lcl|NZ_AFKL01000180.1_cds_WP_000604524.1_1418	94.247	365	365
WP_004766667.1	lcl|NZ_AFKL01000180.1_cds_WP_000884059.1_1417	96.757	185	185
WP_004766667.1	lcl|NZ_AFKL01000155.1_cds_WP_000351733.1_1621	40.714	140	185
WP_004755430.1	lcl|NZ_AFKL01000180.1_cds_WP_000646250.1_1416	97.568	329	329
WP_004755430.1	lcl|NZ_AFKL01000056.1_cds_WP_000744700.1_3187	32.381	315	329
WP_004755430.1	lcl|NZ_AFKL01000008.1_cds_WP_000600889.1_3698	31.677	322	329
WP_004755430.1	lcl|NZ_AFKL01000294.1_cds_WP_001984071.1_402	31.935	310	329
WP_004755430.1	lcl|NZ_AFKL01000026.1_cds_WP_000597065.1_3532	29.433	282	329
WP_004755430.1	lcl|NZ_AFKL01000080.1_cds_WP_000649925.1_2534	29.573	328	329
WP_004755430.1	lcl|NZ_AFKL01000387.1_cds_WP_000709511.1_105	29.730	333	329
WP_004755430.1	lcl|NZ_AFKL01000008.1_cds_WP_000601375.1_3725	25.000	300	329
WP_004755430.1	lcl|NZ_AFKL01000148.1_cds_WP_000688695.1_1744	29.091	275	329
WP_004755430.1	lcl|NZ_AFKL01000180.1_cds_WP_001067557.1_1413	27.541	305	329
WP_004755430.1	lcl|NZ_AFKL01000073.1_cds_WP_000475904.1_2718	27.372	274	329
WP_004755430.1	lcl|NZ_AFKL01000180.1_cds_WP_001073474.1_1419	28.994	169	329
WP_004755430.1	lcl|NZ_AFKL01000006.1_cds_WP_001074785.1_3747	29.057	265	329
WP_004755430.1	lcl|NZ_AFKL01000264.1_cds_WP_001003555.1_592	25.148	338	329
WP_004755430.1	lcl|NZ_AFKL01000008.1_cds_WP_000487322.1_3723	26.994	326	329
WP_004755430.1	lcl|NZ_AFKL01000073.1_cds_WP_141567160.1_2701	51.429	35	329
WP_004758405.1	lcl|NZ_AFKL01000180.1_cds_WP_000774262.1_1415	93.633	267	267
WP_004758405.1	lcl|NZ_AFKL01000008.1_cds_WP_000859505.1_3722	26.693	251	267
WP_004758405.1	lcl|NZ_AFKL01000008.1_cds_WP_000800438.1_3703	25.630	238	267
WP_004758405.1	lcl|NZ_AFKL01000123.1_cds_WP_000667727.1_1895	30.909	110	267
WP_004758405.1	lcl|NZ_AFKL01000026.1_cds_WP_000842256.1_3531	26.786	168	267
WP_004758405.1	lcl|NZ_AFKL01000077.1_cds_WP_000805357.1_2597	27.660	188	267
WP_016748627.1	lcl|NZ_AFKL01000180.1_cds_WP_000612797.1_1414	96.267	509	509
WP_016748627.1	lcl|NZ_AFKL01000051.1_cds_WP_000291591.1_3356	27.469	324	509
WP_016748627.1	lcl|NZ_AFKL01000051.1_cds_WP_000364507.1_3355	31.111	90	509
WP_016748627.1	lcl|NZ_AFKL01000180.1_cds_WP_000612797.1_1414	96.267	509	509
WP_016748627.1	lcl|NZ_AFKL01000051.1_cds_WP_000291591.1_3356	27.469	324	509
WP_016748627.1	lcl|NZ_AFKL01000051.1_cds_WP_000364507.1_3355	31.111	90	509
WP_004755319.1	lcl|NZ_AFKL01000180.1_cds_WP_001067557.1_1413	96.667	330	330
WP_004755319.1	lcl|NZ_AFKL01000180.1_cds_WP_000646250.1_1416	28.990	307	330
WP_004755319.1	lcl|NZ_AFKL01000008.1_cds_WP_000600889.1_3698	27.068	266	330
WP_004755319.1	lcl|NZ_AFKL01000294.1_cds_WP_001984071.1_402	24.632	272	330
WP_004755319.1	lcl|NZ_AFKL01000056.1_cds_WP_000744700.1_3187	26.266	316	330
WP_004755319.1	lcl|NZ_AFKL01000264.1_cds_WP_001003555.1_592	28.287	251	330
WP_004755319.1	lcl|NZ_AFKL01000080.1_cds_WP_000649925.1_2534	29.644	253	330
WP_004755319.1	lcl|NZ_AFKL01000148.1_cds_WP_000688695.1_1744	25.792	221	330
WP_004755319.1	lcl|NZ_AFKL01000008.1_cds_WP_000601375.1_3725	25.362	276	330
WP_004755319.1	lcl|NZ_AFKL01000008.1_cds_WP_000487322.1_3723	26.855	283	330
WP_004754883.1	lcl|NZ_AFKL01000180.1_cds_WP_001198107.1_1412	95.902	366	366
WP_004754883.1	lcl|NZ_AFKL01000180.1_cds_WP_000608295.1_1411	40.000	365	366
WP_004754883.1	lcl|NZ_AFKL01000073.1_cds_WP_000575178.1_2707	34.262	359	366
WP_004754883.1	lcl|NZ_AFKL01000266.1_cds_WP_001281953.1_589	28.232	379	366
WP_004754883.1	lcl|NZ_AFKL01000008.1_cds_WP_000346036.1_3706	28.090	356	366
WP_004754883.1	lcl|NZ_AFKL01000286.1_cds_WP_000582222.1_449	32.958	355	366
WP_004754883.1	lcl|NZ_AFKL01000287.1_cds_WP_000538752.1_439	29.412	357	366
WP_004754883.1	lcl|NZ_AFKL01000008.1_cds_WP_000947844.1_3699	26.957	345	366
WP_004754883.1	lcl|NZ_AFKL01000399.1_cds_WP_000316144.1_48	31.579	190	366
WP_016560370.1	lcl|NZ_AFKL01000180.1_cds_WP_000608295.1_1411	96.458	367	367
WP_016560370.1	lcl|NZ_AFKL01000180.1_cds_WP_001198107.1_1412	39.178	365	367
WP_016560370.1	lcl|NZ_AFKL01000073.1_cds_WP_000575178.1_2707	36.043	369	367
WP_016560370.1	lcl|NZ_AFKL01000287.1_cds_WP_000538752.1_439	31.649	376	367
WP_016560370.1	lcl|NZ_AFKL01000286.1_cds_WP_000582222.1_449	35.692	325	367
WP_016560370.1	lcl|NZ_AFKL01000266.1_cds_WP_001281953.1_589	30.423	378	367
WP_016560370.1	lcl|NZ_AFKL01000008.1_cds_WP_000346036.1_3706	24.665	373	367
WP_016560370.1	lcl|NZ_AFKL01000008.1_cds_WP_000947844.1_3699	26.404	356	367
WP_016560370.1	lcl|NZ_AFKL01000399.1_cds_WP_000316144.1_48	25.140	358	367
WP_004755296.1	lcl|NZ_AFKL01000180.1_cds_WP_000689743.1_1410	91.544	544	544
WP_004755296.1	lcl|NZ_AFKL01000180.1_cds_WP_000689743.1_1410	91.544	544	544
WP_002740998.1	lcl|NZ_AFKL01000180.1_cds_WP_000342713.1_1409	94.340	265	265
WP_002740998.1	lcl|NZ_AFKL01000106.1_cds_WP_001002663.1_2120	46.091	243	265
WP_004777170.1	lcl|NZ_AFKL01000180.1_cds_WP_001246618.1_1408	92.581	310	310
WP_004777170.1	lcl|NZ_AFKL01000219.1_cds_WP_000501205.1_1154	36.513	304	310
WP_004777170.1	lcl|NZ_AFKL01000112.1_cds_WP_001183723.1_2056	26.471	306	310
WP_004777170.1	lcl|NZ_AFKL01000074.1_cds_WP_000279894.1_2676	23.282	262	310
WP_004777170.1	lcl|NZ_AFKL01000180.1_cds_WP_001246618.1_1408	92.581	310	310
WP_004777170.1	lcl|NZ_AFKL01000219.1_cds_WP_000501205.1_1154	36.513	304	310
WP_004777170.1	lcl|NZ_AFKL01000112.1_cds_WP_001183723.1_2056	26.471	306	310
WP_004777170.1	lcl|NZ_AFKL01000074.1_cds_WP_000279894.1_2676	23.282	262	310
WP_004754589.1	lcl|NZ_AFKL01000180.1_cds_WP_000479982.1_1407	94.318	264	264
WP_002733551.1	lcl|NZ_AFKL01000180.1_cds_WP_000715958.1_1406	96.124	129	130
WP_004777167.1	lcl|NZ_AFKL01000180.1_cds_WP_001088866.1_1405	97.222	144	144
WP_004777149.1	lcl|NZ_AFKL01000180.1_cds_WP_000517242.1_1404	95.023	221	221
