WP_004753574.1	lcl|NZ_JADHZR010000023.1_cds_WP_002725873.1_1124	89.535	86	106
WP_004755091.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	92.903	310	314
WP_004755091.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	22.630	327	314
WP_004755091.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	22.302	278	314
WP_004755091.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	25.294	170	314
WP_004755091.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	23.488	281	314
WP_004755091.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	22.941	170	314
WP_004755091.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	27.586	203	314
WP_004766667.1	lcl|NZ_JADHZR010000001.1_cds_WP_002750963.1_882	34.337	166	185
WP_004766667.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669938.1_1156	34.463	177	185
WP_004755430.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	31.153	321	329
WP_004755430.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	30.794	315	329
WP_004755430.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	31.642	335	329
WP_004755430.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	31.190	311	329
WP_004755430.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	28.852	305	329
WP_004755430.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	27.566	341	329
WP_004755430.1	lcl|NZ_JADHZR010000035.1_cds_WP_002754065.1_1666	28.485	330	329
WP_004755430.1	lcl|NZ_JADHZR010000022.1_cds_WP_011671143.1_1078	30.351	313	329
WP_004755430.1	lcl|NZ_JADHZR010000002.1_cds_WP_011671074.1_1452	25.148	338	329
WP_004755430.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	27.711	249	329
WP_004755430.1	lcl|NZ_JADHZR010000014.1_cds_WP_017859386.1_449	26.217	267	329
WP_004755430.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669959.1_320	27.854	219	329
WP_004755430.1	lcl|NZ_JADHZR010000056.1_cds_WP_011669202.1_2445	24.629	337	329
WP_004758405.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669956.1_323	26.840	231	267
WP_004758405.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669974.1_2489	26.455	189	267
WP_004758405.1	lcl|NZ_JADHZR010000034.1_cds_WP_011670832.1_1626	32.727	110	267
WP_004758405.1	lcl|NZ_JADHZR010000083.1_cds_WP_002766579.1_3135	26.882	186	267
WP_004758405.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670812.1_3282	25.806	186	267
WP_016748627.1	lcl|NZ_JADHZR010000019.1_cds_WP_011670269.1_779	27.217	327	509
WP_016748627.1	lcl|NZ_JADHZR010000019.1_cds_WP_002751286.1_780	31.111	90	509
WP_016748627.1	lcl|NZ_JADHZR010000019.1_cds_WP_011670269.1_779	27.217	327	509
WP_016748627.1	lcl|NZ_JADHZR010000019.1_cds_WP_002751286.1_780	31.111	90	509
WP_004755319.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	26.007	273	330
WP_004755319.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	23.273	275	330
WP_004755319.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	28.369	282	330
WP_004755319.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	26.814	317	330
WP_004755319.1	lcl|NZ_JADHZR010000002.1_cds_WP_011671074.1_1452	27.074	229	330
WP_004755319.1	lcl|NZ_JADHZR010000022.1_cds_WP_011671143.1_1078	27.640	322	330
WP_004755319.1	lcl|NZ_JADHZR010000056.1_cds_WP_011669202.1_2445	24.898	245	330
WP_004755319.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	26.761	142	330
WP_004755319.1	lcl|NZ_JADHZR010000014.1_cds_WP_017859386.1_449	25.417	240	330
WP_004754883.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669968.1_2496	34.844	353	366
WP_004754883.1	lcl|NZ_JADHZR010000070.1_cds_WP_002753028.1_2883	28.307	378	366
WP_004754883.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669926.1_1135	36.667	270	366
WP_004754883.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669932.1_1150	29.412	391	366
WP_004754883.1	lcl|NZ_JADHZR010000003.1_cds_WP_002753888.1_1908	29.917	361	366
WP_004754883.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669923.1_1132	37.379	206	366
WP_004754883.1	lcl|NZ_JADHZR010000002.1_cds_WP_002750680.1_1453	32.086	187	366
WP_016560370.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669968.1_2496	36.314	369	367
WP_016560370.1	lcl|NZ_JADHZR010000003.1_cds_WP_002753888.1_1908	33.773	379	367
WP_016560370.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669932.1_1150	31.720	372	367
WP_016560370.1	lcl|NZ_JADHZR010000070.1_cds_WP_002753028.1_2883	30.319	376	367
WP_016560370.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669926.1_1135	33.103	290	367
WP_016560370.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669923.1_1132	33.475	236	367
WP_016560370.1	lcl|NZ_JADHZR010000002.1_cds_WP_002750680.1_1453	25.698	358	367
WP_002740998.1	lcl|NZ_JADHZR010000087.1_cds_WP_011669455.1_3183	46.091	243	265
WP_004777170.1	lcl|NZ_JADHZR010000076.1_cds_WP_011670400.1_2986	38.158	304	310
WP_004777170.1	lcl|NZ_JADHZR010000043.1_cds_WP_011669757.1_2014	27.241	290	310
WP_004777170.1	lcl|NZ_JADHZR010000001.1_cds_WP_011670034.1_831	24.887	221	310
WP_004777170.1	lcl|NZ_JADHZR010000076.1_cds_WP_011670400.1_2986	38.158	304	310
WP_004777170.1	lcl|NZ_JADHZR010000043.1_cds_WP_011669757.1_2014	27.241	290	310
WP_004777170.1	lcl|NZ_JADHZR010000001.1_cds_WP_011670034.1_831	24.887	221	310
WP_004777149.1	lcl|NZ_JADHZR010000023.1_cds_WP_004779550.1_1141	33.654	104	221
WP_004777149.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671228.1_1239	28.205	78	221
WP_004777149.1	lcl|NZ_JADHZR010000033.1_cds_WP_011669877.1_1600	28.037	107	221
WP_162833666.1	lcl|NZ_JADHZR010000058.1_cds_WP_308431313.1_2483	87.730	163	265
WP_162833666.1	lcl|NZ_JADHZR010000012.1_cds_WP_307917589.1_311	91.729	133	265
WP_162833666.1	lcl|NZ_JADHZR010000052.1_cds_WP_307898217.1_2372	88.722	133	265
