WP_004753574.1	lcl|NZ_AHMQ02000037.1_cds_WP_000340715.1_378	94.186	86	106
WP_004755091.1	lcl|NZ_AHMQ02000037.1_cds_WP_000410273.1_379	96.815	314	314
WP_004755091.1	lcl|NZ_AHMQ02000035.1_cds_WP_000744696.1_551	24.471	331	314
WP_004755091.1	lcl|NZ_AHMQ02000037.1_cds_WP_000646253.1_382	27.239	268	314
WP_004755091.1	lcl|NZ_AHMQ02000037.1_cds_WP_000723090.1_455	22.917	288	314
WP_004755091.1	lcl|NZ_AHMQ02000037.1_cds_WP_001033107.1_405	21.245	273	314
WP_004777161.1	lcl|NZ_AHMQ02000037.1_cds_WP_000604524.1_380	94.247	365	365
WP_004766667.1	lcl|NZ_AHMQ02000037.1_cds_WP_000884060.1_381	96.757	185	185
WP_004766667.1	lcl|NZ_AHMQ02000012.1_cds_WP_000351733.1_3161	40.714	140	185
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_000646253.1_382	97.872	329	329
WP_004755430.1	lcl|NZ_AHMQ02000035.1_cds_WP_000744696.1_551	32.381	315	329
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_000723090.1_455	31.045	335	329
WP_004755430.1	lcl|NZ_AHMQ02000020.1_cds_WP_001984071.1_2505	31.935	310	329
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_000699346.1_396	29.762	336	329
WP_004755430.1	lcl|NZ_AHMQ02000031.1_cds_WP_000649924.1_967	29.573	328	329
WP_004755430.1	lcl|NZ_AHMQ02000020.1_cds_WP_000709511.1_2515	29.730	333	329
WP_004755430.1	lcl|NZ_AHMQ02000020.1_cds_WP_000688696.1_2485	29.455	275	329
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_001067558.1_385	27.869	305	329
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_000475901.1_439	27.132	258	329
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_000410273.1_379	26.101	318	329
WP_004755430.1	lcl|NZ_AHMQ02000024.1_cds_WP_001074783.1_1904	28.302	265	329
WP_004755430.1	lcl|NZ_AHMQ02000037.1_cds_WP_001033107.1_405	26.045	311	329
WP_004755430.1	lcl|NZ_AHMQ02000023.1_cds_WP_001003562.1_2202	24.850	334	329
WP_004758405.1	lcl|NZ_AHMQ02000037.1_cds_WP_000774261.1_383	94.007	267	267
WP_004758405.1	lcl|NZ_AHMQ02000037.1_cds_WP_000842258.1_456	26.984	189	267
WP_004758405.1	lcl|NZ_AHMQ02000022.1_cds_WP_000667727.1_2289	30.909	110	267
WP_004758405.1	lcl|NZ_AHMQ02000040.1_cds_WP_000805357.1_174	27.660	188	267
WP_016748627.1	lcl|NZ_AHMQ02000037.1_cds_WP_000612798.1_384	97.446	509	509
WP_016748627.1	lcl|NZ_AHMQ02000007.1_cds_WP_000291586.1_3372	27.469	324	509
WP_016748627.1	lcl|NZ_AHMQ02000007.1_cds_WP_000364507.1_3371	31.111	90	509
WP_016748627.1	lcl|NZ_AHMQ02000037.1_cds_WP_000612798.1_384	97.446	509	509
WP_016748627.1	lcl|NZ_AHMQ02000007.1_cds_WP_000291586.1_3372	27.469	324	509
WP_016748627.1	lcl|NZ_AHMQ02000007.1_cds_WP_000364507.1_3371	31.111	90	509
WP_004755319.1	lcl|NZ_AHMQ02000037.1_cds_WP_001067558.1_385	96.667	330	330
WP_004755319.1	lcl|NZ_AHMQ02000037.1_cds_WP_000646253.1_382	28.990	307	330
WP_004755319.1	lcl|NZ_AHMQ02000020.1_cds_WP_001984071.1_2505	24.632	272	330
WP_004755319.1	lcl|NZ_AHMQ02000035.1_cds_WP_000744696.1_551	26.266	316	330
WP_004755319.1	lcl|NZ_AHMQ02000037.1_cds_WP_000723090.1_455	24.925	333	330
WP_004755319.1	lcl|NZ_AHMQ02000023.1_cds_WP_001003562.1_2202	27.888	251	330
WP_004755319.1	lcl|NZ_AHMQ02000037.1_cds_WP_000699346.1_396	27.907	215	330
WP_004755319.1	lcl|NZ_AHMQ02000031.1_cds_WP_000649924.1_967	29.644	253	330
WP_004755319.1	lcl|NZ_AHMQ02000020.1_cds_WP_000688696.1_2485	25.792	221	330
WP_004754883.1	lcl|NZ_AHMQ02000022.1_cds_WP_001281954.1_2297	27.968	379	366
WP_004754883.1	lcl|NZ_AHMQ02000037.1_cds_WP_000172654.1_414	31.300	377	366
WP_004754883.1	lcl|NZ_AHMQ02000037.1_cds_WP_000331752.1_409	32.961	358	366
WP_004754883.1	lcl|NZ_AHMQ02000028.1_cds_WP_000538749.1_1280	29.412	357	366
WP_004754883.1	lcl|NZ_AHMQ02000020.1_cds_WP_001982414.1_2401	31.579	190	366
WP_004754883.1	lcl|NZ_AHMQ02000037.1_cds_LEP1GSC053_RS209210_449	30.435	115	366
WP_016560370.1	lcl|NZ_AHMQ02000037.1_cds_WP_000172654.1_414	32.295	353	367
WP_016560370.1	lcl|NZ_AHMQ02000028.1_cds_WP_000538749.1_1280	31.649	376	367
WP_016560370.1	lcl|NZ_AHMQ02000037.1_cds_WP_000331752.1_409	35.692	325	367
WP_016560370.1	lcl|NZ_AHMQ02000022.1_cds_WP_001281954.1_2297	30.688	378	367
WP_016560370.1	lcl|NZ_AHMQ02000020.1_cds_WP_001982414.1_2401	25.140	358	367
WP_016560370.1	lcl|NZ_AHMQ02000037.1_cds_LEP1GSC053_RS209210_449	33.108	148	367
WP_004755296.1	lcl|NZ_AHMQ02000037.1_cds_WP_000776640.1_386	37.912	546	544
WP_004755296.1	lcl|NZ_AHMQ02000037.1_cds_WP_000776640.1_386	37.912	546	544
WP_002740998.1	lcl|NZ_AHMQ02000037.1_cds_WP_000424609.1_387	67.045	264	265
WP_002740998.1	lcl|NZ_AHMQ02000044.1_cds_WP_001002663.1_41	46.091	243	265
WP_004777170.1	lcl|NZ_AHMQ02000037.1_cds_WP_002074065.1_388	89.032	310	310
WP_004777170.1	lcl|NZ_AHMQ02000025.1_cds_WP_000501208.1_1524	36.842	304	310
WP_004777170.1	lcl|NZ_AHMQ02000018.1_cds_WP_001183723.1_2685	26.471	306	310
WP_004777170.1	lcl|NZ_AHMQ02000016.1_cds_WP_000279894.1_2900	23.282	262	310
WP_004777170.1	lcl|NZ_AHMQ02000037.1_cds_WP_002074065.1_388	89.032	310	310
WP_004777170.1	lcl|NZ_AHMQ02000025.1_cds_WP_000501208.1_1524	36.842	304	310
WP_004777170.1	lcl|NZ_AHMQ02000018.1_cds_WP_001183723.1_2685	26.471	306	310
WP_004777170.1	lcl|NZ_AHMQ02000016.1_cds_WP_000279894.1_2900	23.282	262	310
WP_004754589.1	lcl|NZ_AHMQ02000037.1_cds_WP_000479988.1_389	94.318	264	264
WP_002733551.1	lcl|NZ_AHMQ02000037.1_cds_WP_000715958.1_390	96.124	129	130
WP_004777167.1	lcl|NZ_AHMQ02000037.1_cds_WP_001088862.1_391	97.917	144	144
WP_004777149.1	lcl|NZ_AHMQ02000037.1_cds_WP_000517241.1_392	95.475	221	221
WP_004777149.1	lcl|NZ_AHMQ02000035.1_cds_WP_001082178.1_580	29.487	78	221
WP_004777149.1	lcl|NZ_AHMQ02000025.1_cds_WP_001069834.1_1544	28.440	109	221
WP_162833666.1	lcl|NZ_AHMQ02000037.1_cds_WP_100221562.1_399	47.036	253	265
WP_162833666.1	lcl|NZ_AHMQ02000025.1_cds_LEP1GSC053_RS2000000229640_1621	96.774	31	265
WP_162833666.1	lcl|NZ_AHMQ02000025.1_cds_LEP1GSC053_RS2000000229640_1621	86.667	15	265
WP_162833666.1	lcl|NZ_AHMQ02000026.1_cds_LEP1GSC053_RS0206605_1429	38.384	99	265
WP_162833666.1	lcl|NZ_AHMQ02000026.1_cds_LEP1GSC053_RS2000000229290_1428	53.488	43	265
WP_162833666.1	lcl|NZ_AHMQ02000026.1_cds_LEP1GSC053_RS2000000229290_1428	45.000	20	265
WP_162833666.1	lcl|NZ_AHMQ02000037.1_cds_WP_100221562.1_399	47.036	253	265
WP_162833666.1	lcl|NZ_AHMQ02000025.1_cds_LEP1GSC053_RS2000000229640_1621	96.774	31	265
WP_162833666.1	lcl|NZ_AHMQ02000025.1_cds_LEP1GSC053_RS2000000229640_1621	86.667	15	265
WP_162833666.1	lcl|NZ_AHMQ02000026.1_cds_LEP1GSC053_RS0206605_1429	38.384	99	265
WP_162833666.1	lcl|NZ_AHMQ02000026.1_cds_LEP1GSC053_RS2000000229290_1428	53.488	43	265
WP_162833666.1	lcl|NZ_AHMQ02000026.1_cds_LEP1GSC053_RS2000000229290_1428	45.000	20	265
WP_016748629.1	lcl|NZ_AHMQ02000023.1_cds_WP_001237996.1_1986	23.836	365	682
WP_016748630.1	lcl|NZ_AHMQ02000039.1_cds_LEP1GSC053_RS02000000225720_215	28.962	183	333
WP_016748630.1	lcl|NZ_AHMQ02000039.1_cds_LEP1GSC053_RS02000000225720_215	28.962	183	333
WP_016560406.1	lcl|NZ_AHMQ02000037.1_cds_WP_000795980.1_408	26.716	408	392
WP_016560406.1	lcl|NZ_AHMQ02000037.1_cds_WP_001028949.1_406	29.610	385	392
WP_016560406.1	lcl|NZ_AHMQ02000037.1_cds_WP_002097509.1_428	28.351	194	392
WP_016560406.1	lcl|NZ_AHMQ02000025.1_cds_WP_000347682.1_1545	23.926	163	392
WP_016560406.1	lcl|NZ_AHMQ02000025.1_cds_WP_000402846.1_1710	23.629	237	392
WP_016560441.1	lcl|NZ_AHMQ02000037.1_cds_WP_000697807.1_407	42.771	166	174
WP_016560441.1	lcl|NZ_AHMQ02000031.1_cds_WP_001206947.1_1089	32.283	127	174
WP_016560449.1	lcl|NZ_AHMQ02000037.1_cds_WP_000795980.1_408	37.186	398	405
WP_016560449.1	lcl|NZ_AHMQ02000037.1_cds_WP_001028949.1_406	21.212	363	405
WP_016560449.1	lcl|NZ_AHMQ02000025.1_cds_WP_000347682.1_1545	22.010	209	405
WP_016560426.1	lcl|NZ_AHMQ02000037.1_cds_WP_000331752.1_409	80.609	361	362
WP_016560426.1	lcl|NZ_AHMQ02000037.1_cds_WP_000172654.1_414	30.829	386	362
WP_016560426.1	lcl|NZ_AHMQ02000022.1_cds_WP_001281954.1_2297	29.288	379	362
WP_016560426.1	lcl|NZ_AHMQ02000020.1_cds_WP_001982414.1_2401	24.384	365	362
WP_016560426.1	lcl|NZ_AHMQ02000028.1_cds_WP_000538749.1_1280	29.457	258	362
WP_016560417.1	lcl|NZ_AHMQ02000037.1_cds_LEP1GSC053_RS2000000229400_410	86.667	45	308
WP_016560417.1	lcl|NZ_AHMQ02000037.1_cds_LEP1GSC053_RS2000000229400_410	86.667	45	308
WP_099046747.1	lcl|NZ_AHMQ02000037.1_cds_WP_100221562.1_399	26.236	263	256
WP_099046747.1	lcl|NZ_AHMQ02000037.1_cds_WP_100221562.1_399	26.236	263	256
WP_016560398.1	lcl|NZ_AHMQ02000037.1_cds_WP_002097498.1_412	32.964	361	413
WP_016560398.1	lcl|NZ_AHMQ02000037.1_cds_WP_000179391.1_403	33.865	251	413
WP_016560501.1	lcl|NZ_AHMQ02000037.1_cds_WP_001035839.1_411	59.792	577	595
WP_016560501.1	lcl|NZ_AHMQ02000028.1_cds_WP_000172203.1_1211	34.309	376	595
WP_016560501.1	lcl|NZ_AHMQ02000028.1_cds_WP_000667646.1_1254	34.884	258	595
WP_016560501.1	lcl|NZ_AHMQ02000031.1_cds_WP_000828458.1_1036	33.061	245	595
WP_016560501.1	lcl|NZ_AHMQ02000025.1_cds_WP_000510777.1_1854	33.636	220	595
WP_016560501.1	lcl|NZ_AHMQ02000028.1_cds_LEP1GSC053_RS06550_1197	28.169	213	595
WP_016560501.1	lcl|NZ_AHMQ02000007.1_cds_WP_000047473.1_3366	26.471	238	595
