WP_004753574.1	lcl|NZ_AFJT02000301.1_cds_WP_000340715.1_1529	94.186	86	106
WP_004755091.1	lcl|NZ_AFJT02000301.1_cds_WP_000410273.1_1530	96.815	314	314
WP_004755091.1	lcl|NZ_AFJT02000301.1_cds_WP_000093099.1_1550	57.143	63	314
WP_004755091.1	lcl|NZ_AFJT02000369.1_cds_WP_000744700.1_516	24.471	331	314
WP_004755091.1	lcl|NZ_AFJT02000301.1_cds_WP_000646250.1_1533	27.239	268	314
WP_004755091.1	lcl|NZ_AFJT02000301.1_cds_WP_000723090.1_1612	22.917	288	314
WP_004755091.1	lcl|NZ_AFJT02000301.1_cds_WP_000600889.1_1559	24.194	186	314
WP_004777161.1	lcl|NZ_AFJT02000301.1_cds_WP_000604524.1_1531	94.247	365	365
WP_004766667.1	lcl|NZ_AFJT02000301.1_cds_WP_000884059.1_1532	96.757	185	185
WP_004766667.1	lcl|NZ_AFJT02000010.1_cds_WP_000351733.1_3943	40.714	140	185
WP_004766667.1	lcl|NZ_AFJT02000096.1_cds_WP_000351733.1_3351	40.714	140	185
WP_004755430.1	lcl|NZ_AFJT02000301.1_cds_WP_000646250.1_1533	97.568	329	329
WP_004755430.1	lcl|NZ_AFJT02000369.1_cds_WP_000744700.1_516	32.381	315	329
WP_004755430.1	lcl|NZ_AFJT02000301.1_cds_WP_000723090.1_1612	31.045	335	329
WP_004755430.1	lcl|NZ_AFJT02000301.1_cds_WP_000600889.1_1559	31.677	322	329
WP_004755430.1	lcl|NZ_AFJT02000182.1_cds_WP_001984071.1_2743	31.935	310	329
WP_004755430.1	lcl|NZ_AFJT02000202.1_cds_WP_000649925.1_2636	29.573	328	329
WP_004755430.1	lcl|NZ_AFJT02000175.1_cds_WP_000709511.1_2843	29.730	333	329
WP_004755430.1	lcl|NZ_AFJT02000301.1_cds_WP_000601375.1_1586	25.000	300	329
WP_004755430.1	lcl|NZ_AFJT02000386.1_cds_WP_000688695.1_273	29.091	275	329
WP_004755430.1	lcl|NZ_AFJT02000301.1_cds_WP_001067557.1_1536	27.541	305	329
WP_004755430.1	lcl|NZ_AFJT02000301.1_cds_WP_000475904.1_1595	27.372	274	329
