WP_004753574.1	lcl|NZ_WNNH01000003.1_cds_WP_000340715.1_1904	94.186	86	106
WP_004755091.1	lcl|NZ_WNNH01000003.1_cds_WP_000410273.1_1905	96.815	314	314
WP_004755091.1	lcl|NZ_WNNH01000003.1_cds_WP_000093099.1_1925	57.143	63	314
WP_004755091.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	24.471	331	314
WP_004755091.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	27.239	268	314
WP_004755091.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	22.917	288	314
WP_004755091.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	24.194	186	314
WP_004777161.1	lcl|NZ_WNNH01000003.1_cds_WP_000604524.1_1906	94.247	365	365
WP_004766667.1	lcl|NZ_WNNH01000003.1_cds_WP_000884059.1_1907	96.757	185	185
WP_004766667.1	lcl|NZ_WNNH01000026.1_cds_WP_000351733.1_1692	40.714	140	185
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	97.568	329	329
WP_004755430.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	32.381	315	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	31.045	335	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	31.677	322	329
WP_004755430.1	lcl|NZ_WNNH01000051.1_cds_WP_001984071.1_2915	31.935	310	329
WP_004755430.1	lcl|NZ_WNNH01000006.1_cds_WP_000649925.1_3109	29.573	328	329
WP_004755430.1	lcl|NZ_WNNH01000066.1_cds_WP_000709511.1_3273	29.730	333	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000601375.1_1961	25.000	300	329
WP_004755430.1	lcl|NZ_WNNH01000075.1_cds_WP_000688695.1_3460	29.091	275	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_001067557.1_1911	27.541	305	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000475904.1_1970	27.372	274	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000410273.1_1905	26.101	318	329
WP_004755430.1	lcl|NZ_WNNH01000015.1_cds_WP_001074785.1_815	29.057	265	329
WP_004755430.1	lcl|NZ_WNNH01000022.1_cds_WP_001003555.1_1501	25.148	338	329
WP_004755430.1	lcl|NZ_WNNH01000003.1_cds_WP_000487322.1_1959	26.994	326	329
WP_004758405.1	lcl|NZ_WNNH01000003.1_cds_WP_000774262.1_1909	93.633	267	267
WP_004758405.1	lcl|NZ_WNNH01000003.1_cds_WP_000859505.1_1958	26.693	251	267
WP_004758405.1	lcl|NZ_WNNH01000003.1_cds_WP_000800438.1_1939	25.630	238	267
WP_004758405.1	lcl|NZ_WNNH01000003.1_cds_WP_000842260.1_1988	26.842	190	267
WP_004758405.1	lcl|NZ_WNNH01000028.1_cds_WP_000667727.1_1821	30.909	110	267
WP_004758405.1	lcl|NZ_WNNH01000027.1_cds_WP_000805357.1_1778	27.660	188	267
WP_016748627.1	lcl|NZ_WNNH01000003.1_cds_WP_000612797.1_1910	96.267	509	509
WP_016748627.1	lcl|NZ_WNNH01000016.1_cds_WP_000291591.1_893	27.469	324	509
WP_016748627.1	lcl|NZ_WNNH01000016.1_cds_WP_000364507.1_892	31.111	90	509
WP_016748627.1	lcl|NZ_WNNH01000003.1_cds_WP_000612797.1_1910	96.267	509	509
WP_016748627.1	lcl|NZ_WNNH01000016.1_cds_WP_000291591.1_893	27.469	324	509
WP_016748627.1	lcl|NZ_WNNH01000016.1_cds_WP_000364507.1_892	31.111	90	509
WP_004755319.1	lcl|NZ_WNNH01000003.1_cds_WP_001067557.1_1911	96.667	330	330
WP_004755319.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	28.990	307	330
WP_004755319.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	27.068	266	330
WP_004755319.1	lcl|NZ_WNNH01000051.1_cds_WP_001984071.1_2915	24.632	272	330
WP_004755319.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	26.266	316	330
WP_004755319.1	lcl|NZ_WNNH01000022.1_cds_WP_001003555.1_1501	28.287	251	330
WP_004755319.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	24.925	333	330
WP_004755319.1	lcl|NZ_WNNH01000006.1_cds_WP_000649925.1_3109	29.644	253	330
WP_004755319.1	lcl|NZ_WNNH01000075.1_cds_WP_000688695.1_3460	25.792	221	330
WP_004755319.1	lcl|NZ_WNNH01000003.1_cds_WP_000601375.1_1961	25.362	276	330
WP_004755319.1	lcl|NZ_WNNH01000003.1_cds_WP_000487322.1_1959	26.855	283	330
WP_004754883.1	lcl|NZ_WNNH01000003.1_cds_WP_001198107.1_1912	95.902	366	366
WP_004754883.1	lcl|NZ_WNNH01000003.1_cds_WP_000608295.1_1913	40.000	365	366
WP_004754883.1	lcl|NZ_WNNH01000003.1_cds_WP_000575178.1_1981	34.262	359	366
WP_004754883.1	lcl|NZ_WNNH01000028.1_cds_WP_001281953.1_1815	28.232	379	366
WP_004754883.1	lcl|NZ_WNNH01000003.1_cds_WP_000346036.1_1942	28.090	356	366
WP_004754883.1	lcl|NZ_WNNH01000003.1_cds_WP_000582222.1_1923	32.958	355	366
WP_004754883.1	lcl|NZ_WNNH01000018.1_cds_WP_000538752.1_1013	29.412	357	366
WP_004754883.1	lcl|NZ_WNNH01000003.1_cds_WP_000947844.1_1935	26.957	345	366
