WP_004753574.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000340715.1_116	94.186	86	106
WP_004755091.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000410273.1_115	96.815	314	314
WP_004755091.1	lcl|NZ_JAMKEN010000010.1_cds_WP_000744700.1_249	24.471	331	314
WP_004755091.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000646251.1_112	26.866	268	314
WP_004755091.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000723090.1_30	22.917	288	314
WP_004755091.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000600889.1_82	24.194	186	314
WP_004755091.1	lcl|NZ_JAMKEN010000001.1_cds_WP_250180907.1_88	23.841	151	314
WP_004777161.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000604524.1_114	94.247	365	365
WP_004766667.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000884059.1_113	96.757	185	185
WP_004766667.1	lcl|NZ_JAMKEN010000003.1_cds_WP_000351733.1_1905	40.714	140	185
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000646251.1_112	98.176	329	329
WP_004755430.1	lcl|NZ_JAMKEN010000010.1_cds_WP_000744700.1_249	32.381	315	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000723090.1_30	31.045	335	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000600889.1_82	31.677	322	329
WP_004755430.1	lcl|NZ_JAMKEN010000013.1_cds_WP_250181024.1_617	31.935	310	329
WP_004755430.1	lcl|NZ_JAMKEN010000012.1_cds_WP_000649923.1_538	29.573	328	329
WP_004755430.1	lcl|NZ_JAMKEN010000013.1_cds_WP_000709511.1_627	29.730	333	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_M9Y90_RS00280_56	25.000	300	329
WP_004755430.1	lcl|NZ_JAMKEN010000013.1_cds_WP_000688696.1_597	29.455	275	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_001067557.1_109	27.541	305	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_250180907.1_88	25.392	319	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_002079020.1_86	29.889	271	329
WP_004755430.1	lcl|NZ_JAMKEN010000001.1_cds_WP_000475904.1_47	27.372	274	329
