WP_004753574.1	lcl|NZ_AOVJ01000108.1_cds_WP_000340715.1_2485	94.186	86	106
WP_004755091.1	lcl|NZ_AOVJ01000108.1_cds_WP_000410273.1_2484	96.815	314	314
WP_004755091.1	lcl|NZ_AOVJ01000108.1_cds_WP_000093099.1_2464	57.143	63	314
WP_004755091.1	lcl|NZ_AOVJ01000135.1_cds_WP_000744700.1_3447	24.471	331	314
WP_004755091.1	lcl|NZ_AOVJ01000108.1_cds_WP_000646250.1_2481	27.239	268	314
WP_004755091.1	lcl|NZ_AOVJ01000108.1_cds_WP_000723090.1_2402	22.917	288	314
WP_004755091.1	lcl|NZ_AOVJ01000108.1_cds_WP_000600889.1_2455	24.194	186	314
WP_004777161.1	lcl|NZ_AOVJ01000108.1_cds_WP_000604524.1_2483	94.247	365	365
WP_004766667.1	lcl|NZ_AOVJ01000108.1_cds_WP_000884059.1_2482	96.757	185	185
WP_004766667.1	lcl|NZ_AOVJ01000127.1_cds_WP_000351733.1_3062	40.714	140	185
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000646250.1_2481	97.568	329	329
WP_004755430.1	lcl|NZ_AOVJ01000135.1_cds_WP_000744700.1_3447	32.381	315	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000723090.1_2402	31.045	335	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000600889.1_2455	31.677	322	329
WP_004755430.1	lcl|NZ_AOVJ01000103.1_cds_WP_001984071.1_2289	31.935	310	329
WP_004755430.1	lcl|NZ_AOVJ01000075.1_cds_WP_000649925.1_1462	29.573	328	329
WP_004755430.1	lcl|NZ_AOVJ01000061.1_cds_WP_000709511.1_1058	29.730	333	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000601375.1_2428	25.000	300	329
WP_004755430.1	lcl|NZ_AOVJ01000035.1_cds_WP_000688695.1_616	29.091	275	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_001067557.1_2478	27.541	305	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000475904.1_2419	27.372	274	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000410273.1_2484	26.101	318	329
WP_004755430.1	lcl|NZ_AOVJ01000040.1_cds_WP_001074785.1_722	29.057	265	329
WP_004755430.1	lcl|NZ_AOVJ01000078.1_cds_WP_001003555.1_1575	25.148	338	329
WP_004755430.1	lcl|NZ_AOVJ01000108.1_cds_WP_000487322.1_2430	26.994	326	329
WP_004758405.1	lcl|NZ_AOVJ01000108.1_cds_WP_000774262.1_2480	93.633	267	267
WP_004758405.1	lcl|NZ_AOVJ01000108.1_cds_WP_000859505.1_2431	26.693	251	267
WP_004758405.1	lcl|NZ_AOVJ01000108.1_cds_WP_000800438.1_2450	25.630	238	267
WP_004758405.1	lcl|NZ_AOVJ01000108.1_cds_WP_000842260.1_2401	26.842	190	267
WP_004758405.1	lcl|NZ_AOVJ01000084.1_cds_WP_000667727.1_1741	30.909	110	267
WP_004758405.1	lcl|NZ_AOVJ01000095.1_cds_WP_000805357.1_2091	27.660	188	267
WP_016748627.1	lcl|NZ_AOVJ01000108.1_cds_WP_000612797.1_2479	96.267	509	509
WP_016748627.1	lcl|NZ_AOVJ01000141.1_cds_WP_000291591.1_3683	27.469	324	509
WP_016748627.1	lcl|NZ_AOVJ01000141.1_cds_WP_000364507.1_3682	31.111	90	509
WP_016748627.1	lcl|NZ_AOVJ01000108.1_cds_WP_000612797.1_2479	96.267	509	509
WP_016748627.1	lcl|NZ_AOVJ01000141.1_cds_WP_000291591.1_3683	27.469	324	509
WP_016748627.1	lcl|NZ_AOVJ01000141.1_cds_WP_000364507.1_3682	31.111	90	509
WP_004755319.1	lcl|NZ_AOVJ01000108.1_cds_WP_001067557.1_2478	96.667	330	330
WP_004755319.1	lcl|NZ_AOVJ01000108.1_cds_WP_000646250.1_2481	28.990	307	330
WP_004755319.1	lcl|NZ_AOVJ01000108.1_cds_WP_000600889.1_2455	27.068	266	330
WP_004755319.1	lcl|NZ_AOVJ01000103.1_cds_WP_001984071.1_2289	24.632	272	330
WP_004755319.1	lcl|NZ_AOVJ01000135.1_cds_WP_000744700.1_3447	26.266	316	330
WP_004755319.1	lcl|NZ_AOVJ01000078.1_cds_WP_001003555.1_1575	28.287	251	330
WP_004755319.1	lcl|NZ_AOVJ01000108.1_cds_WP_000723090.1_2402	24.925	333	330
WP_004755319.1	lcl|NZ_AOVJ01000075.1_cds_WP_000649925.1_1462	29.644	253	330
WP_004755319.1	lcl|NZ_AOVJ01000035.1_cds_WP_000688695.1_616	25.792	221	330
