WP_004753574.1	lcl|NZ_RQHI01000027.1_cds_WP_035983633.1_2407	62.821	78	106
WP_004755091.1	lcl|NZ_RQHI01000027.1_cds_WP_100716953.1_2404	80.645	310	314
WP_004755091.1	lcl|NZ_RQHI01000053.1_cds_WP_135630011.1_518	27.707	314	314
WP_004755091.1	lcl|NZ_RQHI01000053.1_cds_WP_100718697.1_491	24.214	318	314
WP_004755091.1	lcl|NZ_RQHI01000027.1_cds_WP_135697848.1_2405	23.502	217	314
WP_004755091.1	lcl|NZ_RQHI01000050.1_cds_WP_004788049.1_3625	23.529	170	314
WP_004766667.1	lcl|NZ_RQHI01000027.1_cds_WP_004788859.1_1995	32.258	124	185
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_100718697.1_491	30.573	314	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_100719192.1_1092	30.990	313	329
WP_004755430.1	lcl|NZ_RQHI01000027.1_cds_WP_135697848.1_2405	27.485	342	329
WP_004755430.1	lcl|NZ_RQHI01000050.1_cds_WP_004788049.1_3625	29.032	341	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_004787140.1_905	27.187	320	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_135630011.1_518	27.157	313	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_135629813.1_833	31.496	254	329
WP_004755430.1	lcl|NZ_RQHI01000027.1_cds_WP_100716953.1_2404	25.157	318	329
WP_004755430.1	lcl|NZ_RQHI01000050.1_cds_WP_210412568.1_3636	26.840	231	329
WP_004755430.1	lcl|NZ_RQHI01000027.1_cds_WP_100734655.1_2352	26.217	267	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_135630297.1_159	25.275	182	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_135630056.1_437	27.823	248	329
WP_004755430.1	lcl|NZ_RQHI01000053.1_cds_WP_135629806.1_841	24.254	268	329
WP_004755430.1	lcl|NZ_RQHI01000027.1_cds_WP_020777698.1_2403	24.590	244	329
WP_004758405.1	lcl|NZ_RQHI01000027.1_cds_WP_020777677.1_2291	24.904	261	267
WP_004758405.1	lcl|NZ_RQHI01000027.1_cds_WP_100716951.1_2406	23.944	213	267
WP_004758405.1	lcl|NZ_RQHI01000053.1_cds_WP_100720616.1_984	27.485	171	267
WP_004758405.1	lcl|NZ_RQHI01000050.1_cds_WP_100719638.1_3624	28.042	189	267
WP_016748627.1	lcl|NZ_RQHI01000027.1_cds_WP_100734512.1_2017	23.913	322	509
WP_016748627.1	lcl|NZ_RQHI01000027.1_cds_WP_135610134.1_2018	28.302	106	509
WP_016748627.1	lcl|NZ_RQHI01000027.1_cds_WP_100734512.1_2017	23.913	322	509
WP_016748627.1	lcl|NZ_RQHI01000027.1_cds_WP_135610134.1_2018	28.302	106	509
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_100719192.1_1092	24.590	305	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_100718697.1_491	27.899	276	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_135629813.1_833	30.043	233	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_135630011.1_518	25.526	333	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_135629806.1_841	25.591	254	330
WP_004755319.1	lcl|NZ_RQHI01000027.1_cds_WP_135697848.1_2405	26.936	297	330
WP_004755319.1	lcl|NZ_RQHI01000027.1_cds_WP_020777698.1_2403	31.250	128	330
WP_004755319.1	lcl|NZ_RQHI01000050.1_cds_WP_004788049.1_3625	24.172	302	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_135630297.1_159	29.114	158	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_135630056.1_437	25.604	207	330
WP_004755319.1	lcl|NZ_RQHI01000053.1_cds_WP_004787140.1_905	28.000	150	330
WP_004754883.1	lcl|NZ_RQHI01000027.1_cds_WP_135697837.1_2379	33.427	356	366
WP_004754883.1	lcl|NZ_RQHI01000053.1_cds_WP_135630399.1_770	28.947	380	366
WP_004754883.1	lcl|NZ_RQHI01000027.1_cds_WP_210412541.1_2402	31.234	381	366
WP_004754883.1	lcl|NZ_RQHI01000027.1_cds_WP_100716963.1_2391	31.006	358	366
WP_004754883.1	lcl|NZ_RQHI01000010.1_cds_WP_100734244.1_3411	29.577	355	366
WP_004754883.1	lcl|NZ_RQHI01000053.1_cds_WP_100719471.1_1425	23.009	339	366
WP_016560370.1	lcl|NZ_RQHI01000027.1_cds_WP_135697837.1_2379	35.854	357	367
WP_016560370.1	lcl|NZ_RQHI01000027.1_cds_WP_210412541.1_2402	32.648	389	367
WP_016560370.1	lcl|NZ_RQHI01000027.1_cds_WP_100716963.1_2391	32.011	353	367
WP_016560370.1	lcl|NZ_RQHI01000010.1_cds_WP_100734244.1_3411	29.144	374	367
WP_016560370.1	lcl|NZ_RQHI01000053.1_cds_WP_135630399.1_770	27.513	378	367
WP_016560370.1	lcl|NZ_RQHI01000053.1_cds_WP_100719471.1_1425	26.331	357	367
WP_002740998.1	lcl|NZ_RQHI01000053.1_cds_WP_100718239.1_1370	42.798	243	265
WP_004777170.1	lcl|NZ_RQHI01000053.1_cds_WP_135630198.1_253	35.484	310	310
WP_004777170.1	lcl|NZ_RQHI01000035.1_cds_WP_135630573.1_3084	32.231	242	310
WP_004777170.1	lcl|NZ_RQHI01000027.1_cds_WP_100721131.1_1929	22.433	263	310
WP_004777170.1	lcl|NZ_RQHI01000053.1_cds_WP_135630198.1_253	35.484	310	310
WP_004777170.1	lcl|NZ_RQHI01000035.1_cds_WP_135630573.1_3084	32.231	242	310
WP_004777170.1	lcl|NZ_RQHI01000027.1_cds_WP_100721131.1_1929	22.433	263	310
WP_002733551.1	lcl|NZ_RQHI01000041.1_cds_WP_135630672.1_3757	26.667	105	130
WP_004777149.1	lcl|NZ_RQHI01000050.1_cds_WP_135631157.1_3691	30.303	99	221
WP_016748629.1	lcl|NZ_RQHI01000027.1_cds_WP_135697760.1_1635	25.995	377	682
WP_016748630.1	lcl|NZ_RQHI01000053.1_cds_WP_100734865.1_551	24.651	215	333
WP_016748630.1	lcl|NZ_RQHI01000053.1_cds_WP_246838486.1_944	24.627	134	333
WP_016748630.1	lcl|NZ_RQHI01000027.1_cds_WP_135630834.1_2270	24.870	193	333
WP_016748630.1	lcl|NZ_RQHI01000053.1_cds_WP_100734865.1_551	24.651	215	333
WP_016748630.1	lcl|NZ_RQHI01000053.1_cds_WP_246838486.1_944	24.627	134	333
WP_016748630.1	lcl|NZ_RQHI01000027.1_cds_WP_135630834.1_2270	24.870	193	333
WP_016560406.1	lcl|NZ_RQHI01000027.1_cds_WP_100716972.1_2381	27.559	127	392
WP_016560406.1	lcl|NZ_RQHI01000027.1_cds_WP_100721578.1_1631	25.105	239	392
WP_016560406.1	lcl|NZ_RQHI01000050.1_cds_WP_135631157.1_3691	26.178	191	392
WP_016560406.1	lcl|NZ_RQHI01000027.1_cds_WP_135697878.1_2500	26.429	140	392
WP_016560441.1	lcl|NZ_RQHI01000053.1_cds_WP_100720970.1_707	31.507	146	174
WP_016560426.1	lcl|NZ_RQHI01000027.1_cds_WP_100716963.1_2391	34.328	335	362
WP_016560426.1	lcl|NZ_RQHI01000027.1_cds_WP_135697837.1_2379	37.190	242	362
WP_016560426.1	lcl|NZ_RQHI01000027.1_cds_WP_210412541.1_2402	29.329	283	362
WP_016560426.1	lcl|NZ_RQHI01000053.1_cds_WP_135630399.1_770	27.676	383	362
WP_016560426.1	lcl|NZ_RQHI01000010.1_cds_WP_100734244.1_3411	31.008	258	362
WP_016560426.1	lcl|NZ_RQHI01000053.1_cds_WP_100719471.1_1425	23.161	367	362
WP_016560426.1	lcl|NZ_RQHI01000035.1_cds_WP_004786073.1_3154	26.364	110	362
WP_016560501.1	lcl|NZ_RQHI01000053.1_cds_WP_135629834.1_789	36.187	257	595
WP_016560501.1	lcl|NZ_RQHI01000010.1_cds_WP_035982890.1_3214	28.753	393	595
WP_016560501.1	lcl|NZ_RQHI01000053.1_cds_WP_135629873.1_726	31.646	316	595
WP_016560501.1	lcl|NZ_RQHI01000053.1_cds_WP_135629696.1_1097	35.622	233	595
WP_016560501.1	lcl|NZ_RQHI01000053.1_cds_WP_135629695.1_1099	34.498	229	595
WP_016560501.1	lcl|NZ_RQHI01000037.1_cds_WP_135631322.1_2825	28.354	328	595
WP_016560501.1	lcl|NZ_RQHI01000041.1_cds_WP_100719737.1_3721	30.876	217	595
WP_016560501.1	lcl|NZ_RQHI01000027.1_cds_WP_035983849.1_2023	25.455	220	595
WP_016560501.1	lcl|NZ_RQHI01000053.1_cds_WP_135629703.1_1074	30.455	220	595
WP_016560501.1	lcl|NZ_RQHI01000035.1_cds_WP_100721531.1_3037	28.636	220	595
WP_016560501.1	lcl|NZ_RQHI01000053.1_cds_WP_135629726.1_1009	27.854	219	595
WP_016560501.1	lcl|NZ_RQHI01000008.1_cds_WP_135630630.1_3885	29.557	203	595
WP_016560501.1	lcl|NZ_RQHI01000035.1_cds_WP_100719518.1_3123	28.972	214	595
WP_016560501.1	lcl|NZ_RQHI01000027.1_cds_WP_004789028.1_1860	27.928	222	595
WP_016560501.1	lcl|NZ_RQHI01000035.1_cds_WP_004784813.1_3115	27.197	239	595
WP_016560501.1	lcl|NZ_RQHI01000035.1_cds_WP_100717789.1_2965	24.800	250	595
WP_016560501.1	lcl|NZ_RQHI01000035.1_cds_WP_100717789.1_2965	25.806	155	595
WP_016560501.1	lcl|NZ_RQHI01000035.1_cds_WP_100717738.1_2966	26.126	222	595
WP_016560501.1	lcl|NZ_RQHI01000027.1_cds_WP_020777451.1_2237	27.477	222	595
