WP_004753574.1	lcl|NZ_RQHK01000002.1_cds_WP_135693724.1_2498	62.821	78	106
WP_004755091.1	lcl|NZ_RQHK01000002.1_cds_WP_135693723.1_2497	80.968	310	314
WP_004755091.1	lcl|NZ_RQHK01000017.1_cds_WP_135695383.1_260	27.707	314	314
WP_004755091.1	lcl|NZ_RQHK01000017.1_cds_WP_135695332.1_233	24.214	318	314
WP_004755091.1	lcl|NZ_RQHK01000005.1_cds_WP_135694503.1_3508	23.529	170	314
WP_004755091.1	lcl|NZ_RQHK01000002.1_cds_WP_135693719.1_2493	22.840	162	314
WP_004766667.1	lcl|NZ_RQHK01000002.1_cds_WP_135693705.1_2478	31.707	164	185
WP_004766667.1	lcl|NZ_RQHK01000002.1_cds_WP_135693213.1_2061	29.480	173	185
WP_004755430.1	lcl|NZ_RQHK01000002.1_cds_WP_135693719.1_2493	31.250	320	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135695332.1_233	30.892	314	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135696291.1_821	30.990	313	329
WP_004755430.1	lcl|NZ_RQHK01000005.1_cds_WP_135694503.1_3508	28.824	340	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135696004.1_640	27.187	320	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135695383.1_260	27.974	311	329
WP_004755430.1	lcl|NZ_RQHK01000002.1_cds_WP_135693695.1_2468	25.556	270	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135695908.1_579	30.315	254	329
WP_004755430.1	lcl|NZ_RQHK01000006.1_cds_WP_135694639.1_3655	24.514	257	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135695244.1_179	30.204	245	329
WP_004755430.1	lcl|NZ_RQHK01000005.1_cds_WP_208721757.1_3497	26.840	231	329
WP_004755430.1	lcl|NZ_RQHK01000002.1_cds_WP_135693659.1_2431	24.615	260	329
WP_004755430.1	lcl|NZ_RQHK01000017.1_cds_WP_135695922.1_587	22.344	273	329
WP_004758405.1	lcl|NZ_RQHK01000002.1_cds_WP_135693714.1_2488	28.804	184	267
WP_004758405.1	lcl|NZ_RQHK01000002.1_cds_WP_135693628.1_2370	24.904	261	267
WP_004758405.1	lcl|NZ_RQHK01000002.1_cds_WP_135693707.1_2481	28.889	180	267
WP_004758405.1	lcl|NZ_RQHK01000017.1_cds_WP_135695861.1_551	36.036	111	267
WP_004758405.1	lcl|NZ_RQHK01000017.1_cds_WP_135696102.1_712	28.488	172	267
WP_004758405.1	lcl|NZ_RQHK01000005.1_cds_WP_135694504.1_3509	27.895	190	267
