WP_000340715.1	lcl|NZ_AFLU02000062.1_cds_WP_000340715.1_412	100.000	86	106
WP_000410268.1	lcl|NZ_AFLU02000062.1_cds_WP_000410273.1_413	99.677	310	318
WP_000410268.1	lcl|NZ_AFLU02000062.1_cds_WP_000646250.1_416	25.680	331	318
WP_000410268.1	lcl|NZ_AFLU02000023.1_cds_WP_000744700.1_2391	24.611	321	318
WP_000410268.1	lcl|NZ_AFLU02000062.1_cds_WP_000723092.1_490	24.221	289	318
WP_000410268.1	lcl|NZ_AFLU02000062.1_cds_WP_001033107.1_438	20.000	265	318
WP_002076509.1	lcl|NZ_AFLU02000062.1_cds_WP_000282880.1_486	30.638	235	223
WP_002076509.1	lcl|NZ_AFLU02000022.1_cds_WP_001099028.1_2753	26.906	223	223
WP_002076509.1	lcl|NZ_AFLU02000046.1_cds_WP_000840860.1_1181	29.808	104	223
WP_002076509.1	lcl|NZ_AFLU02000062.1_cds_WP_001967899.1_427	30.928	97	223
WP_002076509.1	lcl|NZ_AFLU02000042.1_cds_WP_000868621.1_1561	29.670	91	223
WP_002076509.1	lcl|NZ_AFLU02000031.1_cds_WP_000262844.1_2038	24.638	207	223
WP_002076509.1	lcl|NZ_AFLU02000062.1_cds_WP_001114267.1_493	26.705	176	223
WP_001136119.1	lcl|NZ_AFLU02000062.1_cds_WP_001033783.1_453	32.386	352	354
WP_001136119.1	lcl|NZ_AFLU02000024.1_cds_WP_001011674.1_2357	33.898	295	354
WP_001136119.1	lcl|NZ_AFLU02000062.1_cds_WP_001033783.1_453	32.386	352	354
WP_001136119.1	lcl|NZ_AFLU02000024.1_cds_WP_001011674.1_2357	33.898	295	354
WP_000535865.1	lcl|NZ_AFLU02000062.1_cds_WP_000691020.1_450	42.771	166	234
WP_000535865.1	lcl|NZ_AFLU02000031.1_cds_WP_001014596.1_2078	28.365	208	234
WP_000535865.1	lcl|NZ_AFLU02000043.1_cds_WP_000721859.1_1416	33.333	111	234
WP_001117631.1	lcl|NZ_AFLU02000062.1_cds_WP_000331751.1_442	38.211	246	387
WP_001117631.1	lcl|NZ_AFLU02000009.1_cds_WP_001281953.1_3536	31.989	372	387
WP_001117631.1	lcl|NZ_AFLU02000062.1_cds_WP_000172653.1_448	32.016	253	387
WP_001117631.1	lcl|NZ_AFLU02000062.1_cds_WP_000575178.1_484	29.329	283	387
WP_001117631.1	lcl|NZ_AFLU02000043.1_cds_WP_000538750.1_1435	26.480	321	387
WP_001117631.1	lcl|NZ_AFLU02000016.1_cds_WP_001982414.1_2969	24.251	367	387
WP_029781911.1	lcl|NZ_AFLU02000062.1_cds_WP_000691020.1_450	35.391	243	572
WP_029781911.1	lcl|NZ_AFLU02000012.1_cds_WP_000613386.1_3230	21.538	130	572
WP_029781911.1	lcl|NZ_AFLU02000043.1_cds_WP_000721859.1_1416	34.188	117	572
WP_029781911.1	lcl|NZ_AFLU02000062.1_cds_WP_000691020.1_450	35.391	243	572
WP_029781911.1	lcl|NZ_AFLU02000012.1_cds_WP_000613386.1_3230	21.538	130	572
WP_029781911.1	lcl|NZ_AFLU02000043.1_cds_WP_000721859.1_1416	34.188	117	572
WP_000041234.1	lcl|NZ_AFLU02000062.1_cds_WP_000575178.1_484	32.573	307	417
WP_000041234.1	lcl|NZ_AFLU02000009.1_cds_WP_001281953.1_3536	28.354	328	417
WP_000041234.1	lcl|NZ_AFLU02000062.1_cds_WP_000331751.1_442	37.383	214	417
WP_000041234.1	lcl|NZ_AFLU02000062.1_cds_WP_000172653.1_448	30.395	329	417
WP_000041234.1	lcl|NZ_AFLU02000043.1_cds_WP_000538750.1_1435	25.581	387	417
WP_000041234.1	lcl|NZ_AFLU02000016.1_cds_WP_001982414.1_2969	24.206	252	417
