WP_000340715.1	lcl|NZ_JQOP01000028.1_cds_WP_000340715.1_1076	100.000	86	106
WP_000410268.1	lcl|NZ_JQOP01000028.1_cds_WP_000410273.1_1077	99.677	310	318
WP_000410268.1	lcl|NZ_JQOP01000028.1_cds_WP_000093099.1_1097	46.988	83	318
WP_000410268.1	lcl|NZ_JQOP01000028.1_cds_WP_000646250.1_1080	25.680	331	318
WP_000410268.1	lcl|NZ_JQOP01000001.1_cds_WP_000744700.1_44	24.611	321	318
WP_000410268.1	lcl|NZ_JQOP01000028.1_cds_WP_000723090.1_1160	24.306	288	318
WP_000410268.1	lcl|NZ_JQOP01000028.1_cds_WP_000600889.1_1106	23.636	275	318
WP_000020777.1	lcl|NZ_JQOP01000028.1_cds_WP_000202827.1_1116	42.493	353	361
WP_002076509.1	lcl|NZ_JQOP01000028.1_cds_WP_000282880.1_1156	30.638	235	223
WP_002076509.1	lcl|NZ_JQOP01000013.1_cds_WP_001099029.1_508	26.906	223	223
WP_002076509.1	lcl|NZ_JQOP01000028.1_cds_WP_001068986.1_1134	30.435	92	223
WP_002076509.1	lcl|NZ_JQOP01000005.1_cds_WP_000840858.1_168	29.808	104	223
WP_002076509.1	lcl|NZ_JQOP01000051.1_cds_WP_000868621.1_1918	29.670	91	223
WP_002076509.1	lcl|NZ_JQOP01000170.1_cds_WP_000262844.1_3650	24.638	207	223
WP_002076509.1	lcl|NZ_JQOP01000028.1_cds_WP_001114267.1_1163	26.705	176	223
WP_001136119.1	lcl|NZ_JQOP01000028.1_cds_WP_001230564.1_1109	36.578	339	354
WP_001136119.1	lcl|NZ_JQOP01000028.1_cds_WP_000582618.1_1113	34.356	326	354
WP_001136119.1	lcl|NZ_JQOP01000022.1_cds_WP_001011675.1_846	33.898	295	354
WP_001136119.1	lcl|NZ_JQOP01000028.1_cds_WP_001230564.1_1109	36.578	339	354
WP_001136119.1	lcl|NZ_JQOP01000028.1_cds_WP_000582618.1_1113	34.356	326	354
WP_001136119.1	lcl|NZ_JQOP01000022.1_cds_WP_001011675.1_846	33.898	295	354
WP_000535865.1	lcl|NZ_JQOP01000035.1_cds_WP_001014594.1_1431	28.365	208	234
WP_000535865.1	lcl|NZ_JQOP01000142.1_cds_WP_000721859.1_3487	33.333	111	234
WP_000535865.1	lcl|NZ_JQOP01000028.1_cds_WP_000848239.1_1124	28.571	126	234
WP_001117631.1	lcl|NZ_JQOP01000028.1_cds_WP_000582222.1_1095	38.211	246	387
WP_001117631.1	lcl|NZ_JQOP01000082.1_cds_WP_001281953.1_2641	31.989	372	387
WP_001117631.1	lcl|NZ_JQOP01000028.1_cds_WP_000608295.1_1085	28.448	348	387
WP_001117631.1	lcl|NZ_JQOP01000028.1_cds_WP_000947844.1_1107	32.700	263	387
