WP_000340715.1	lcl|NZ_AFJS01000382.1_cds_WP_000340715.1_26	100.000	86	106
WP_000410268.1	lcl|NZ_AFJS01000382.1_cds_WP_000410273.1_25	99.677	310	318
WP_000410268.1	lcl|NZ_AFJS01000048.1_cds_WP_000093099.1_3328	46.988	83	318
WP_000410268.1	lcl|NZ_AFJS01000048.1_cds_WP_000646252.1_3345	25.680	331	318
WP_000410268.1	lcl|NZ_AFJS01000043.1_cds_WP_000744700.1_3529	24.611	321	318
WP_000410268.1	lcl|NZ_AFJS01000070.1_cds_WP_000723090.1_2706	24.306	288	318
WP_000410268.1	lcl|NZ_AFJS01000007.1_cds_WP_000600889.1_3721	23.636	275	318
WP_000020777.1	lcl|NZ_AFJS01000007.1_cds_WP_000202830.1_3731	42.493	353	361
WP_002076509.1	lcl|NZ_AFJS01000070.1_cds_WP_000282880.1_2710	30.638	235	223
WP_002076509.1	lcl|NZ_AFJS01000014.1_cds_WP_001099029.1_3671	26.906	223	223
WP_002076509.1	lcl|NZ_AFJS01000007.1_cds_WP_001068986.1_3749	30.435	92	223
WP_002076509.1	lcl|NZ_AFJS01000091.1_cds_WP_000840858.1_2369	29.808	104	223
WP_002076509.1	lcl|NZ_AFJS01000068.1_cds_WP_000868621.1_2781	29.670	91	223
WP_002076509.1	lcl|NZ_AFJS01000190.1_cds_WP_000262844.1_1305	24.638	207	223
WP_002076509.1	lcl|NZ_AFJS01000376.1_cds_WP_001114267.1_34	26.705	176	223
WP_001136119.1	lcl|NZ_AFJS01000007.1_cds_WP_001230564.1_3724	36.578	339	354
WP_001136119.1	lcl|NZ_AFJS01000007.1_cds_WP_000582618.1_3728	34.356	326	354
WP_001136119.1	lcl|NZ_AFJS01000249.1_cds_WP_001011675.1_649	33.898	295	354
WP_001136119.1	lcl|NZ_AFJS01000007.1_cds_WP_001230564.1_3724	36.578	339	354
WP_001136119.1	lcl|NZ_AFJS01000007.1_cds_WP_000582618.1_3728	34.356	326	354
WP_001136119.1	lcl|NZ_AFJS01000249.1_cds_WP_001011675.1_649	33.898	295	354
WP_000535865.1	lcl|NZ_AFJS01000359.1_cds_WP_001014594.1_103	28.365	208	234
WP_000535865.1	lcl|NZ_AFJS01000246.1_cds_WP_000721859.1_683	33.333	111	234
WP_000535865.1	lcl|NZ_AFJS01000007.1_cds_WP_000848239.1_3739	28.571	126	234
WP_001117631.1	lcl|NZ_AFJS01000048.1_cds_WP_000582222.1_3330	38.211	246	387
WP_001117631.1	lcl|NZ_AFJS01000291.1_cds_WP_001281953.1_418	31.989	372	387
WP_001117631.1	lcl|NZ_AFJS01000048.1_cds_WP_000608295.1_3340	28.448	348	387
WP_001117631.1	lcl|NZ_AFJS01000007.1_cds_WP_000947844.1_3722	32.700	263	387
WP_001117631.1	lcl|NZ_AFJS01000048.1_cds_WP_001198107.1_3341	37.864	206	387
WP_001117631.1	lcl|NZ_AFJS01000070.1_cds_WP_000575178.1_2712	29.329	283	387
WP_001117631.1	lcl|NZ_AFJS01000007.1_cds_WP_000346036.1_3729	27.701	361	387
WP_001117631.1	lcl|NZ_AFJS01000121.1_cds_WP_000538752.1_1979	26.480	321	387
WP_001117631.1	lcl|NZ_AFJS01000273.1_cds_WP_000099381.1_512	25.207	242	387
WP_000697351.1	lcl|NZ_AFJS01000007.1_cds_WP_000698820.1_3734	27.636	626	583
WP_029781911.1	lcl|NZ_AFJS01000052.1_cds_WP_000613386.1_3166	21.538	130	572
WP_029781911.1	lcl|NZ_AFJS01000246.1_cds_WP_000721859.1_683	34.188	117	572
WP_029781911.1	lcl|NZ_AFJS01000052.1_cds_WP_000613386.1_3166	21.538	130	572
WP_029781911.1	lcl|NZ_AFJS01000246.1_cds_WP_000721859.1_683	34.188	117	572
WP_000041234.1	lcl|NZ_AFJS01000048.1_cds_WP_001198107.1_3341	34.161	322	417
WP_000041234.1	lcl|NZ_AFJS01000048.1_cds_WP_000608295.1_3340	33.677	291	417
WP_000041234.1	lcl|NZ_AFJS01000070.1_cds_WP_000575178.1_2712	32.573	307	417
WP_000041234.1	lcl|NZ_AFJS01000291.1_cds_WP_001281953.1_418	28.354	328	417
WP_000041234.1	lcl|NZ_AFJS01000007.1_cds_WP_000346036.1_3729	29.367	395	417
WP_000041234.1	lcl|NZ_AFJS01000048.1_cds_WP_000582222.1_3330	37.383	214	417
WP_000041234.1	lcl|NZ_AFJS01000007.1_cds_WP_000947844.1_3722	26.866	268	417
WP_000041234.1	lcl|NZ_AFJS01000121.1_cds_WP_000538752.1_1979	25.781	384	417
WP_000041234.1	lcl|NZ_AFJS01000273.1_cds_WP_000099381.1_512	24.206	252	417
WP_002108490.1	lcl|NZ_AFJS01000007.1_cds_WP_000698820.1_3734	43.987	607	588
WP_002108506.1	lcl|NZ_AFJS01000075.1_cds_WP_000012765.1_2627	35.385	130	216
WP_002108506.1	lcl|NZ_AFJS01000058.1_cds_WP_000230180.1_3017	30.061	163	216
WP_002108506.1	lcl|NZ_AFJS01000096.1_cds_WP_000914158.1_2294	25.714	105	216
WP_002108506.1	lcl|NZ_AFJS01000120.1_cds_WP_000602007.1_1992	26.712	146	216
WP_025180280.1	lcl|NZ_AFJS01000359.1_cds_WP_001014594.1_103	29.268	246	242
WP_025180280.1	lcl|NZ_AFJS01000007.1_cds_WP_000848239.1_3739	30.252	119	242
WP_002108525.1	lcl|NZ_AFJS01000043.1_cds_WP_000998676.1_3555	31.660	259	255
WP_002108525.1	lcl|NZ_AFJS01000058.1_cds_WP_000566240.1_2998	27.843	255	255
WP_002108525.1	lcl|NZ_AFJS01000108.1_cds_WP_000043153.1_2093	26.336	262	255
WP_002108525.1	lcl|NZ_AFJS01000058.1_cds_WP_001968389.1_3026	26.693	251	255
WP_002108525.1	lcl|NZ_AFJS01000071.1_cds_WP_000351752.1_2679	24.907	269	255
WP_002108525.1	lcl|NZ_AFJS01000206.1_cds_WP_000653653.1_1042	26.054	261	255
WP_002108525.1	lcl|NZ_AFJS01000347.1_cds_WP_000646914.1_316	26.230	183	255
WP_002108525.1	lcl|NZ_AFJS01000070.1_cds_WP_000723090.1_2706	29.851	201	255
WP_002108525.1	lcl|NZ_AFJS01000127.1_cds_WP_000800040.1_1927	26.289	194	255
WP_002108525.1	lcl|NZ_AFJS01000119.1_cds_WP_001074690.1_1995	25.389	193	255
WP_002108525.1	lcl|NZ_AFJS01000127.1_cds_WP_001069860.1_1921	26.220	164	255
WP_002108525.1	lcl|NZ_AFJS01000043.1_cds_WP_000744700.1_3529	34.722	72	255
WP_002108502.1	lcl|NZ_AFJS01000192.1_cds_WP_002185292.1_1265	29.091	330	314
WP_002108526.1	lcl|NZ_AFJS01000007.1_cds_WP_001230564.1_3724	36.957	276	282
WP_002108526.1	lcl|NZ_AFJS01000249.1_cds_WP_001011675.1_649	39.024	287	282
WP_002108526.1	lcl|NZ_AFJS01000007.1_cds_WP_000582618.1_3728	33.824	272	282
WP_002078520.1	lcl|NZ_AFJS01000291.1_cds_WP_001281953.1_418	37.905	401	401
WP_002078520.1	lcl|NZ_AFJS01000048.1_cds_WP_000582222.1_3330	33.333	375	401
WP_002078520.1	lcl|NZ_AFJS01000048.1_cds_WP_000608295.1_3340	31.452	372	401
WP_002078520.1	lcl|NZ_AFJS01000070.1_cds_WP_000575178.1_2712	28.142	366	401
WP_002078520.1	lcl|NZ_AFJS01000048.1_cds_WP_001198107.1_3341	30.579	363	401
WP_002078520.1	lcl|NZ_AFJS01000007.1_cds_WP_000947844.1_3722	27.321	377	401
WP_002078520.1	lcl|NZ_AFJS01000007.1_cds_WP_000346036.1_3729	27.034	381	401
WP_002078520.1	lcl|NZ_AFJS01000273.1_cds_WP_000099381.1_512	27.675	271	401
WP_002078520.1	lcl|NZ_AFJS01000121.1_cds_WP_000538752.1_1979	26.509	381	401
WP_025180279.1	lcl|NZ_AFJS01000284.1_cds_WP_000172202.1_442	30.163	368	568
WP_025180279.1	lcl|NZ_AFJS01000048.1_cds_WP_000834715.1_3325	28.500	400	568
WP_025180279.1	lcl|NZ_AFJS01000146.1_cds_WP_000667646.1_1665	32.381	210	568
WP_025180279.1	lcl|NZ_AFJS01000047.1_cds_WP_000828455.1_3357	31.858	226	568
WP_025180279.1	lcl|NZ_AFJS01000186.1_cds_WP_000942282.1_1364	33.663	202	568
WP_025180279.1	lcl|NZ_AFJS01000207.1_cds_WP_000666552.1_1022	30.811	185	568
WP_025180279.1	lcl|NZ_AFJS01000193.1_cds_WP_001161019.1_1223	31.088	193	568
WP_025180279.1	lcl|NZ_AFJS01000041.1_cds_WP_000675807.1_3593	30.570	193	568
WP_025180279.1	lcl|NZ_AFJS01000139.1_cds_WP_000047473.1_1815	33.505	194	568
WP_025180279.1	lcl|NZ_AFJS01000232.1_cds_WP_000510777.1_780	29.442	197	568
WP_025180279.1	lcl|NZ_AFJS01000086.1_cds_WP_000184524.1_2438	31.606	193	568
WP_025180279.1	lcl|NZ_AFJS01000096.1_cds_WP_000536762.1_2296	34.194	155	568
WP_025180279.1	lcl|NZ_AFJS01000125.1_cds_WP_001052498.1_1950	30.000	180	568
WP_025180279.1	lcl|NZ_AFJS01000198.1_cds_WP_000619175.1_1124	31.088	193	568
WP_025180279.1	lcl|NZ_AFJS01000055.1_cds_WP_000603361.1_3103	31.522	184	568
WP_025180279.1	lcl|NZ_AFJS01000197.1_cds_WP_000433117.1_1135	28.108	185	568
WP_025180279.1	lcl|NZ_AFJS01000280.1_cds_WP_000052667.1_472	27.638	199	568
WP_025180279.1	lcl|NZ_AFJS01000198.1_cds_WP_000218838.1_1125	29.680	219	568
WP_025180279.1	lcl|NZ_AFJS01000109.1_cds_WP_001982953.1_2084	26.943	193	568
WP_025180279.1	lcl|NZ_AFJS01000055.1_cds_WP_000054169.1_3087	30.000	190	568
WP_025180279.1	lcl|NZ_AFJS01000135.1_cds_WP_000590867.1_1876	25.654	191	568
WP_025180279.1	lcl|NZ_AFJS01000135.1_cds_WP_000590867.1_1876	25.668	187	568
WP_025180279.1	lcl|NZ_AFJS01000309.1_cds_WP_000626143.1_369	27.368	190	568
WP_025180279.1	lcl|NZ_AFJS01000309.1_cds_WP_000626143.1_369	23.462	260	568
WP_025180279.1	lcl|NZ_AFJS01000197.1_cds_WP_001089500.1_1167	28.293	205	568
WP_025180279.1	lcl|NZ_AFJS01000110.1_cds_WP_000598571.1_2075	26.061	165	568
WP_025180279.1	lcl|NZ_AFJS01000019.1_cds_WP_001049202.1_3641	30.872	149	568
WP_025180279.1	lcl|NZ_AFJS01000019.1_cds_WP_001049202.1_3641	25.822	213	568
WP_025180279.1	lcl|NZ_AFJS01000251.1_cds_WP_000431145.1_628	26.316	228	568
WP_025180279.1	lcl|NZ_AFJS01000246.1_cds_WP_000136057.1_677	26.904	197	568
WP_025180279.1	lcl|NZ_AFJS01000073.1_cds_WP_000481720.1_2665	24.138	203	568
WP_025180279.1	lcl|NZ_AFJS01000149.1_cds_WP_001141158.1_1587	24.413	213	568
WP_025180279.1	lcl|NZ_AFJS01000193.1_cds_WP_000281020.1_1207	31.944	72	568
WP_025180279.1	lcl|NZ_AFJS01000284.1_cds_WP_000172202.1_442	30.163	368	568
WP_025180279.1	lcl|NZ_AFJS01000048.1_cds_WP_000834715.1_3325	28.500	400	568
WP_025180279.1	lcl|NZ_AFJS01000146.1_cds_WP_000667646.1_1665	32.381	210	568
WP_025180279.1	lcl|NZ_AFJS01000047.1_cds_WP_000828455.1_3357	31.858	226	568
