WP_000340715.1	lcl|NZ_AOVP01000111.1_cds_WP_000340715.1_2904	100.000	86	106
WP_000410268.1	lcl|NZ_AOVP01000111.1_cds_WP_000410273.1_2905	99.677	310	318
WP_000410268.1	lcl|NZ_AOVP01000111.1_cds_WP_000093099.1_2925	46.988	83	318
WP_000410268.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	25.680	331	318
WP_000410268.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	24.611	321	318
WP_000410268.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	24.306	288	318
WP_000410268.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	23.636	275	318
WP_000020777.1	lcl|NZ_AOVP01000111.1_cds_WP_000202830.1_2944	42.493	353	361
WP_002076509.1	lcl|NZ_AOVP01000111.1_cds_WP_000282880.1_2983	30.638	235	223
WP_002076509.1	lcl|NZ_AOVP01000046.1_cds_WP_001099029.1_1300	26.906	223	223
WP_002076509.1	lcl|NZ_AOVP01000111.1_cds_WP_001068986.1_2962	30.435	92	223
WP_002076509.1	lcl|NZ_AOVP01000056.1_cds_WP_000840858.1_1484	29.808	104	223
WP_002076509.1	lcl|NZ_AOVP01000094.1_cds_WP_000868621.1_2291	29.670	91	223
WP_002076509.1	lcl|NZ_AOVP01000069.1_cds_WP_000262844.1_1678	24.638	207	223
WP_002076509.1	lcl|NZ_AOVP01000111.1_cds_WP_001114267.1_2990	26.705	176	223
WP_001136119.1	lcl|NZ_AOVP01000111.1_cds_WP_001230564.1_2937	36.578	339	354
WP_001136119.1	lcl|NZ_AOVP01000111.1_cds_WP_000582618.1_2941	34.356	326	354
WP_001136119.1	lcl|NZ_AOVP01000117.1_cds_WP_001011675.1_3201	33.898	295	354
WP_001136119.1	lcl|NZ_AOVP01000111.1_cds_WP_001230564.1_2937	36.578	339	354
WP_001136119.1	lcl|NZ_AOVP01000111.1_cds_WP_000582618.1_2941	34.356	326	354
WP_001136119.1	lcl|NZ_AOVP01000117.1_cds_WP_001011675.1_3201	33.898	295	354
WP_000535865.1	lcl|NZ_AOVP01000003.1_cds_WP_001014594.1_7	28.365	208	234
