WP_000340715.1	lcl|NZ_NPDM01000006.1_cds_WP_100727283.1_3164	63.514	74	106
WP_000410268.1	lcl|NZ_NPDM01000006.1_cds_WP_100727191.1_3165	83.758	314	318
WP_000410268.1	lcl|NZ_NPDM01000001.1_cds_WP_100725791.1_1270	23.333	330	318
WP_000410268.1	lcl|NZ_NPDM01000006.1_cds_WP_100727154.1_3202	23.708	329	318
WP_000410268.1	lcl|NZ_NPDM01000005.1_cds_WP_100715920.1_2900	24.118	170	318
WP_002076509.1	lcl|NZ_NPDM01000002.1_cds_WP_100726800.1_1758	22.917	240	223
WP_002076509.1	lcl|NZ_NPDM01000002.1_cds_WP_100726707.1_1840	48.000	50	223
WP_002076509.1	lcl|NZ_NPDM01000004.1_cds_WP_100727529.1_2774	28.421	95	223
WP_002076509.1	lcl|NZ_NPDM01000009.1_cds_WP_100727899.1_3574	31.915	94	223
WP_002076509.1	lcl|NZ_NPDM01000006.1_cds_WP_100727153.1_3203	31.579	95	223
WP_001136119.1	lcl|NZ_NPDM01000006.1_cds_WP_100727170.1_3186	35.241	332	354
WP_001136119.1	lcl|NZ_NPDM01000006.1_cds_WP_100727181.1_3175	30.966	352	354
WP_001136119.1	lcl|NZ_NPDM01000001.1_cds_WP_100726295.1_186	36.260	262	354
WP_001136119.1	lcl|NZ_NPDM01000006.1_cds_WP_100727170.1_3186	35.241	332	354
WP_001136119.1	lcl|NZ_NPDM01000006.1_cds_WP_100727181.1_3175	30.966	352	354
WP_001136119.1	lcl|NZ_NPDM01000001.1_cds_WP_100726295.1_186	36.260	262	354
WP_000535865.1	lcl|NZ_NPDM01000001.1_cds_WP_100766296.1_836	31.963	219	234
WP_000535865.1	lcl|NZ_NPDM01000001.1_cds_WP_100728663.1_821	27.966	118	234
WP_002183331.1	lcl|NZ_NPDM01000006.1_cds_WP_100727175.1_3181	24.402	209	204
WP_001117631.1	lcl|NZ_NPDM01000006.1_cds_WP_100727164.1_3192	48.187	386	387
WP_001117631.1	lcl|NZ_NPDM01000001.1_cds_WP_100725593.1_972	31.362	389	387
WP_001117631.1	lcl|NZ_NPDM01000006.1_cds_WP_100727172.1_3184	30.878	353	387
WP_001117631.1	lcl|NZ_NPDM01000006.1_cds_WP_100727185.1_3171	28.255	361	387
WP_001117631.1	lcl|NZ_NPDM01000001.1_cds_WP_100715612.1_361	23.647	351	387
WP_029781911.1	lcl|NZ_NPDM01000002.1_cds_WP_100726834.1_1708	24.545	220	572
WP_029781911.1	lcl|NZ_NPDM01000002.1_cds_WP_100726834.1_1708	24.545	220	572
WP_000041234.1	lcl|NZ_NPDM01000006.1_cds_WP_100727164.1_3192	36.328	256	417
WP_000041234.1	lcl|NZ_NPDM01000006.1_cds_WP_100727185.1_3171	30.854	363	417
WP_000041234.1	lcl|NZ_NPDM01000001.1_cds_WP_100725593.1_972	27.795	331	417
WP_000041234.1	lcl|NZ_NPDM01000006.1_cds_WP_100727172.1_3184	31.557	244	417
WP_000041234.1	lcl|NZ_NPDM01000001.1_cds_WP_100718929.1_21	31.132	212	417
WP_000041234.1	lcl|NZ_NPDM01000001.1_cds_WP_100715612.1_361	26.616	263	417
WP_002108506.1	lcl|NZ_NPDM01000001.1_cds_WP_243395993.1_1446	33.645	107	216
WP_002108506.1	lcl|NZ_NPDM01000005.1_cds_WP_100727959.1_2935	34.188	117	216
WP_002108506.1	lcl|NZ_NPDM01000005.1_cds_WP_100727689.1_2962	29.870	154	216
WP_002108506.1	lcl|NZ_NPDM01000001.1_cds_WP_100716314.1_209	46.154	52	216
WP_002108506.1	lcl|NZ_NPDM01000005.1_cds_WP_100727703.1_2984	27.500	120	216
WP_025180280.1	lcl|NZ_NPDM01000001.1_cds_WP_100766296.1_836	29.412	170	242
WP_025180280.1	lcl|NZ_NPDM01000001.1_cds_WP_100728663.1_821	29.464	112	242
WP_002108525.1	lcl|NZ_NPDM01000001.1_cds_WP_100725603.1_993	29.297	256	255
WP_002108525.1	lcl|NZ_NPDM01000005.1_cds_WP_100715851.1_2973	27.668	253	255
WP_002108525.1	lcl|NZ_NPDM01000003.1_cds_WP_100727124.1_2495	28.400	250	255
WP_002108525.1	lcl|NZ_NPDM01000003.1_cds_WP_100717658.1_2432	27.692	260	255
WP_002108525.1	lcl|NZ_NPDM01000002.1_cds_WP_100726665.1_1916	28.063	253	255
WP_002108525.1	lcl|NZ_NPDM01000001.1_cds_WP_004786786.1_965	25.651	269	255
WP_002108525.1	lcl|NZ_NPDM01000006.1_cds_WP_165780348.1_3199	24.691	243	255
WP_002108525.1	lcl|NZ_NPDM01000009.1_cds_WP_100727894.1_3568	25.000	268	255
