WP_000340715.1	lcl|NZ_RQEV01000012.1_cds_WP_135813931.1_774	63.529	85	106
WP_000410268.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	63.666	311	318
WP_000410268.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	25.460	326	318
WP_000410268.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	23.926	326	318
WP_000410268.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	25.237	317	318
WP_000410268.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	24.921	317	318
WP_002076509.1	lcl|NZ_RQEV01000012.1_cds_WP_135813969.1_817	31.915	94	223
WP_002076509.1	lcl|NZ_RQEV01000001.1_cds_WP_135811637.1_2286	35.484	93	223
WP_002076509.1	lcl|NZ_RQEV01000002.1_cds_WP_135811937.1_3137	30.682	88	223
WP_002076509.1	lcl|NZ_RQEV01000011.1_cds_WP_135766711.1_1166	28.571	91	223
WP_002076509.1	lcl|NZ_RQEV01000001.1_cds_WP_135811738.1_2428	23.267	202	223
WP_002076509.1	lcl|NZ_RQEV01000012.1_cds_WP_135814201.1_1103	29.032	93	223
WP_002076509.1	lcl|NZ_RQEV01000018.1_cds_WP_135814684.1_3205	29.126	103	223
WP_002076509.1	lcl|NZ_RQEV01000001.1_cds_WP_135811730.1_2417	31.915	94	223
WP_001136119.1	lcl|NZ_RQEV01000012.1_cds_WP_135813947.1_793	30.899	356	354
WP_001136119.1	lcl|NZ_RQEV01000012.1_cds_WP_135814064.1_932	33.007	306	354
WP_001136119.1	lcl|NZ_RQEV01000012.1_cds_WP_135813947.1_793	30.899	356	354
WP_001136119.1	lcl|NZ_RQEV01000012.1_cds_WP_135814064.1_932	33.007	306	354
WP_000535865.1	lcl|NZ_RQEV01000003.1_cds_WP_135812038.1_81	32.547	212	234
WP_000535865.1	lcl|NZ_RQEV01000012.1_cds_WP_135813957.1_804	35.211	71	234
WP_000535865.1	lcl|NZ_RQEV01000012.1_cds_WP_135813944.1_788	31.532	111	234
WP_001117631.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	29.429	350	387
WP_001117631.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	34.201	269	387
WP_001117631.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	29.973	367	387
WP_001117631.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	37.037	243	387
WP_001117631.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	36.694	248	387
WP_001117631.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	28.700	223	387
WP_001117631.1	lcl|NZ_RQEV01000011.1_cds_WP_135813573.1_1202	28.151	238	387
WP_029781911.1	lcl|NZ_RQEV01000010.1_cds_WP_135813456.1_2260	25.540	278	572
WP_029781911.1	lcl|NZ_RQEV01000003.1_cds_WP_135812038.1_81	27.660	235	572
WP_029781911.1	lcl|NZ_RQEV01000011.1_cds_WP_135813637.1_1281	27.103	107	572
WP_029781911.1	lcl|NZ_RQEV01000010.1_cds_WP_135813456.1_2260	25.540	278	572
WP_029781911.1	lcl|NZ_RQEV01000003.1_cds_WP_135812038.1_81	27.660	235	572
WP_029781911.1	lcl|NZ_RQEV01000011.1_cds_WP_135813637.1_1281	27.103	107	572
WP_000041234.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	33.564	289	417
WP_000041234.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	33.537	328	417
WP_000041234.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	30.000	360	417
WP_000041234.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	27.855	359	417
WP_000041234.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	32.946	258	417
WP_000041234.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	26.735	389	417
WP_000041234.1	lcl|NZ_RQEV01000011.1_cds_WP_135813573.1_1202	25.110	227	417
WP_002108506.1	lcl|NZ_RQEV01000007.1_cds_WP_135812671.1_1534	32.308	130	216
WP_002108506.1	lcl|NZ_RQEV01000013.1_cds_WP_246032149.1_3393	32.353	102	216
WP_002108506.1	lcl|NZ_RQEV01000012.1_cds_WP_342776068.1_1036	29.524	105	216
