WP_000340715.1	lcl|NZ_JADDVU010000005.1_cds_WP_002725873.1_2782	91.860	86	106
WP_000410268.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733579.1_2781	93.548	310	318
WP_000410268.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733534.1_2778	27.143	280	318
WP_000410268.1	lcl|NZ_JADDVU010000017.1_cds_WP_002722638.1_588	22.671	322	318
WP_000410268.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740024.1_2687	25.000	288	318
WP_000410268.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728309.1_3036	25.402	311	318
WP_000410268.1	lcl|NZ_JADDVU010000013.1_cds_WP_002743770.1_358	22.353	170	318
WP_000410268.1	lcl|NZ_JADDVU010000005.1_cds_WP_016749081.1_2749	24.342	152	318
WP_002076509.1	lcl|NZ_JADDVU010000033.1_cds_WP_032856387.1_1718	26.222	225	223
WP_002076509.1	lcl|NZ_JADDVU010000005.1_cds_WP_002742128.1_2691	30.579	121	223
WP_002076509.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733661.1_2711	33.696	92	223
WP_002076509.1	lcl|NZ_JADDVU010000018.1_cds_WP_002731944.1_653	30.769	104	223
WP_002076509.1	lcl|NZ_JADDVU010000009.1_cds_WP_002726501.1_3380	29.787	94	223
WP_002076509.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733618.1_2684	25.568	176	223
WP_001136119.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740722.1_2738	36.607	336	354
WP_001136119.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740726.1_2734	33.728	338	354
WP_001136119.1	lcl|NZ_JADDVU010000027.1_cds_WP_002730849.1_1285	34.375	288	354
WP_001136119.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740722.1_2738	36.607	336	354
WP_001136119.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740726.1_2734	33.728	338	354
WP_001136119.1	lcl|NZ_JADDVU010000027.1_cds_WP_002730849.1_1285	34.375	288	354
WP_000535865.1	lcl|NZ_JADDVU010000022.1_cds_WP_002738760.1_1032	30.952	210	234
WP_000535865.1	lcl|NZ_JADDVU010000019.1_cds_WP_002723863.1_708	29.091	110	234
