WP_000340715.1	lcl|NZ_AFLA01000081.1_cds_WP_000340715.1_1922	100.000	86	106
WP_000410268.1	lcl|NZ_AFLA01000081.1_cds_WP_000410273.1_1923	99.677	310	318
WP_000410268.1	lcl|NZ_AFLA01000081.1_cds_WP_000093099.1_1943	46.988	83	318
WP_000410268.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	25.680	331	318
WP_000410268.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	24.611	321	318
WP_000410268.1	lcl|NZ_AFLA01000081.1_cds_WP_000723090.1_2005	24.306	288	318
WP_000410268.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	23.636	275	318
WP_000020777.1	lcl|NZ_AFLA01000081.1_cds_WP_000202830.1_1962	42.493	353	361
WP_002076509.1	lcl|NZ_AFLA01000081.1_cds_WP_000282880.1_2001	30.638	235	223
WP_002076509.1	lcl|NZ_AFLA01000074.1_cds_WP_001099029.1_2094	26.906	223	223
WP_002076509.1	lcl|NZ_AFLA01000081.1_cds_WP_001068986.1_1980	30.435	92	223
WP_002076509.1	lcl|NZ_AFLA01000136.1_cds_WP_000840858.1_1167	29.808	104	223
WP_002076509.1	lcl|NZ_AFLA01000249.1_cds_WP_000868621.1_296	29.670	91	223
WP_002076509.1	lcl|NZ_AFLA01000181.1_cds_WP_000262844.1_576	24.638	207	223
WP_002076509.1	lcl|NZ_AFLA01000145.1_cds_WP_001114267.1_1018	26.705	176	223
WP_001136119.1	lcl|NZ_AFLA01000081.1_cds_WP_001230564.1_1955	36.578	339	354
WP_001136119.1	lcl|NZ_AFLA01000081.1_cds_WP_000582618.1_1959	34.356	326	354
WP_001136119.1	lcl|NZ_AFLA01000262.1_cds_WP_001011675.1_92	33.898	295	354
WP_001136119.1	lcl|NZ_AFLA01000081.1_cds_WP_001230564.1_1955	36.578	339	354
WP_001136119.1	lcl|NZ_AFLA01000081.1_cds_WP_000582618.1_1959	34.356	326	354
WP_001136119.1	lcl|NZ_AFLA01000262.1_cds_WP_001011675.1_92	33.898	295	354
WP_000535865.1	lcl|NZ_AFLA01000147.1_cds_WP_001014594.1_1006	28.365	208	234
WP_000535865.1	lcl|NZ_AFLA01000126.1_cds_WP_000721859.1_1292	33.333	111	234
WP_000535865.1	lcl|NZ_AFLA01000081.1_cds_WP_000848239.1_1970	28.571	126	234
WP_001117631.1	lcl|NZ_AFLA01000081.1_cds_WP_000582222.1_1941	38.211	246	387
WP_001117631.1	lcl|NZ_AFLA01000169.1_cds_WP_001281953.1_674	31.989	372	387
WP_001117631.1	lcl|NZ_AFLA01000081.1_cds_WP_000608295.1_1931	28.448	348	387
WP_001117631.1	lcl|NZ_AFLA01000081.1_cds_WP_000947844.1_1953	32.700	263	387
WP_001117631.1	lcl|NZ_AFLA01000081.1_cds_WP_001198107.1_1930	37.864	206	387
WP_001117631.1	lcl|NZ_AFLA01000081.1_cds_WP_000575178.1_1999	29.329	283	387
WP_001117631.1	lcl|NZ_AFLA01000081.1_cds_WP_000346036.1_1960	27.701	361	387
WP_001117631.1	lcl|NZ_AFLA01000130.1_cds_WP_000538752.1_1237	26.480	321	387
WP_001117631.1	lcl|NZ_AFLA01000054.1_cds_WP_001982414.1_2337	24.251	367	387
WP_000697351.1	lcl|NZ_AFLA01000081.1_cds_WP_000698816.1_1965	27.636	626	583
WP_029781911.1	lcl|NZ_AFLA01000035.1_cds_WP_000613386.1_2881	21.538	130	572
WP_029781911.1	lcl|NZ_AFLA01000126.1_cds_WP_000721859.1_1292	34.188	117	572
WP_029781911.1	lcl|NZ_AFLA01000035.1_cds_WP_000613386.1_2881	21.538	130	572
WP_029781911.1	lcl|NZ_AFLA01000126.1_cds_WP_000721859.1_1292	34.188	117	572
WP_000041234.1	lcl|NZ_AFLA01000081.1_cds_WP_001198107.1_1930	34.161	322	417
WP_000041234.1	lcl|NZ_AFLA01000081.1_cds_WP_000608295.1_1931	33.677	291	417
