WP_000340715.1	lcl|NZ_RQHI01000027.1_cds_WP_035983633.1_2407	61.538	78	106
WP_000410268.1	lcl|NZ_RQHI01000027.1_cds_WP_100716953.1_2404	81.029	311	318
WP_000410268.1	lcl|NZ_RQHI01000053.1_cds_WP_135630011.1_518	27.070	314	318
WP_000410268.1	lcl|NZ_RQHI01000053.1_cds_WP_100718697.1_491	23.333	330	318
WP_000410268.1	lcl|NZ_RQHI01000027.1_cds_WP_135697848.1_2405	22.848	302	318
WP_000410268.1	lcl|NZ_RQHI01000050.1_cds_WP_004788049.1_3625	23.404	188	318
WP_000410268.1	lcl|NZ_RQHI01000053.1_cds_WP_100719192.1_1092	22.430	321	318
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_100716986.1_2365	35.185	108	223
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_135630917.1_2075	27.632	152	223
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_135697824.1_2362	34.375	96	223
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_004783871.1_2364	32.990	97	223
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_100719349.1_1993	34.259	108	223
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_100716990.1_2358	32.258	93	223
WP_002076509.1	lcl|NZ_RQHI01000053.1_cds_WP_165780020.1_134	31.193	109	223
WP_002076509.1	lcl|NZ_RQHI01000027.1_cds_WP_100716976.1_2375	31.522	92	223
WP_001136119.1	lcl|NZ_RQHI01000027.1_cds_WP_100716960.1_2394	32.113	355	354
WP_001136119.1	lcl|NZ_RQHI01000010.1_cds_WP_135629476.1_3242	36.614	254	354
WP_001136119.1	lcl|NZ_RQHI01000027.1_cds_WP_100716960.1_2394	32.113	355	354
WP_001136119.1	lcl|NZ_RQHI01000010.1_cds_WP_135629476.1_3242	36.614	254	354
WP_000535865.1	lcl|NZ_RQHI01000027.1_cds_WP_135697846.1_2399	40.361	166	234
WP_000535865.1	lcl|NZ_RQHI01000027.1_cds_WP_100716961.1_2393	32.075	212	234
WP_000535865.1	lcl|NZ_RQHI01000053.1_cds_WP_135629763.1_927	29.439	214	234
WP_000535865.1	lcl|NZ_RQHI01000053.1_cds_WP_135629758.1_942	27.350	117	234
WP_001117631.1	lcl|NZ_RQHI01000053.1_cds_WP_135630399.1_770	29.156	391	387
WP_001117631.1	lcl|NZ_RQHI01000027.1_cds_WP_100716963.1_2391	37.387	222	387
WP_001117631.1	lcl|NZ_RQHI01000027.1_cds_WP_210412541.1_2402	25.905	359	387
WP_001117631.1	lcl|NZ_RQHI01000027.1_cds_WP_135697837.1_2379	29.545	220	387
WP_001117631.1	lcl|NZ_RQHI01000053.1_cds_WP_100719471.1_1425	23.362	351	387
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_100716961.1_2393	43.621	243	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_135697846.1_2399	38.174	241	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_100716962.1_2392	32.331	266	572
WP_029781911.1	lcl|NZ_RQHI01000053.1_cds_WP_135629763.1_927	28.676	272	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_100734559.1_2125	26.794	209	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_100716961.1_2393	43.621	243	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_135697846.1_2399	38.174	241	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_100716962.1_2392	32.331	266	572
WP_029781911.1	lcl|NZ_RQHI01000053.1_cds_WP_135629763.1_927	28.676	272	572
WP_029781911.1	lcl|NZ_RQHI01000027.1_cds_WP_100734559.1_2125	26.794	209	572
