WP_000340715.1	lcl|NZ_JADDXP010000007.1_cds_WP_002725873.1_3303	91.860	86	106
WP_000410268.1	lcl|NZ_JADDXP010000007.1_cds_WP_061209188.1_3302	93.548	310	318
WP_000410268.1	lcl|NZ_JADDXP010000092.1_cds_WP_061208146.1_3579	22.360	322	318
WP_000410268.1	lcl|NZ_JADDXP010000012.1_cds_WP_011671706.1_422	24.653	288	318
WP_000410268.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209097.1_3377	21.014	276	318
WP_000410268.1	lcl|NZ_JADDXP010000028.1_cds_WP_061208650.1_1612	25.152	330	318
WP_000410268.1	lcl|NZ_JADDXP010000100.1_cds_WP_002729504.1_4	22.353	170	318
WP_002076509.1	lcl|NZ_JADDXP010000007.1_cds_WP_061208757.1_3295	50.249	201	223
WP_002076509.1	lcl|NZ_JADDXP010000079.1_cds_WP_002759031.1_3282	26.577	222	223
WP_002076509.1	lcl|NZ_JADDXP010000012.1_cds_WP_011669970.1_418	30.579	121	223
WP_002076509.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208028.1_398	34.783	92	223
WP_002076509.1	lcl|NZ_JADDXP010000080.1_cds_WP_011669670.1_3360	30.769	104	223
WP_002076509.1	lcl|NZ_JADDXP010000127.1_cds_WP_002734441.1_362	29.787	94	223
WP_002076509.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208086.1_425	25.568	176	223
WP_001136119.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209100.1_3380	37.313	335	354
WP_001136119.1	lcl|NZ_JADDXP010000005.1_cds_WP_061208977.1_2856	34.375	288	354
WP_001136119.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208040.1_384	30.312	353	354
WP_001136119.1	lcl|NZ_JADDXP010000007.1_cds_WP_061208758.1_3294	26.754	228	354
WP_001136119.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209100.1_3380	37.313	335	354
WP_001136119.1	lcl|NZ_JADDXP010000005.1_cds_WP_061208977.1_2856	34.375	288	354
WP_001136119.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208040.1_384	30.312	353	354
WP_001136119.1	lcl|NZ_JADDXP010000007.1_cds_WP_061208758.1_3294	26.754	228	354
WP_000535865.1	lcl|NZ_JADDXP010000033.1_cds_WP_061208046.1_1943	30.952	210	234
WP_000535865.1	lcl|NZ_JADDXP010000025.1_cds_WP_061208097.1_1489	29.091	110	234
WP_002183331.1	lcl|NZ_JADDXP010000006.1_cds_WP_061208211.1_3081	26.776	183	204
WP_001117631.1	lcl|NZ_JADDXP010000134.1_cds_WP_061208571.1_464	30.914	372	387
WP_001117631.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208080.1_416	32.509	283	387
WP_001117631.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209098.1_3378	35.223	247	387
WP_001117631.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209108.1_3389	32.787	244	387
WP_001117631.1	lcl|NZ_JADDXP010000003.1_cds_WP_061208059.1_2201	26.480	321	387
WP_001117631.1	lcl|NZ_JADDXP010000004.1_cds_WP_061208874.1_2574	25.137	366	387
WP_000697351.1	lcl|NZ_JADDXP010000155.1_cds_WP_228039711.1_675	41.483	499	583
WP_000697351.1	lcl|NZ_JADDXP010000187.1_cds_IQA64_RS17375_902	50.000	68	583
WP_029781911.1	lcl|NZ_JADDXP010000109.1_cds_WP_061208919.1_105	22.047	127	572
WP_029781911.1	lcl|NZ_JADDXP010000109.1_cds_WP_061208919.1_105	22.047	127	572
WP_000041234.1	lcl|NZ_JADDXP010000134.1_cds_WP_061208571.1_464	27.794	349	417
WP_000041234.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209108.1_3389	31.389	360	417
WP_000041234.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208080.1_416	31.449	283	417
WP_000041234.1	lcl|NZ_JADDXP010000003.1_cds_WP_061208059.1_2201	28.685	251	417
WP_000041234.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209098.1_3378	29.289	239	417
WP_000041234.1	lcl|NZ_JADDXP010000004.1_cds_WP_061208874.1_2574	25.000	252	417
WP_002108490.1	lcl|NZ_JADDXP010000155.1_cds_WP_228039711.1_675	30.350	514	588
WP_002108490.1	lcl|NZ_JADDXP010000187.1_cds_IQA64_RS17375_902	51.562	64	588
WP_002108506.1	lcl|NZ_JADDXP010000120.1_cds_WP_026131201.1_307	27.485	171	216
WP_002108506.1	lcl|NZ_JADDXP010000024.1_cds_WP_002756542.1_1434	28.177	181	216
WP_002108506.1	lcl|NZ_JADDXP010000116.1_cds_WP_061208348.1_237	23.757	181	216
WP_002108506.1	lcl|NZ_JADDXP010000002.1_cds_WP_011670273.1_1731	24.571	175	216
WP_025180280.1	lcl|NZ_JADDXP010000033.1_cds_WP_061208046.1_1943	28.689	244	242
WP_002108525.1	lcl|NZ_JADDXP010000040.1_cds_WP_002756305.1_2266	32.819	259	255
WP_002108525.1	lcl|NZ_JADDXP010000150.1_cds_WP_002750258.1_653	27.451	255	255
WP_002108525.1	lcl|NZ_JADDXP010000024.1_cds_WP_002722237.1_1443	27.059	255	255
WP_002108525.1	lcl|NZ_JADDXP010000003.1_cds_WP_002735533.1_2189	28.148	270	255
WP_002108525.1	lcl|NZ_JADDXP010000041.1_cds_WP_011670174.1_2319	26.022	269	255
WP_002108525.1	lcl|NZ_JADDXP010000046.1_cds_WP_061207712.1_2432	26.054	261	255
WP_002108525.1	lcl|NZ_JADDXP010000047.1_cds_WP_061207988.1_2465	26.374	182	255
WP_002108525.1	lcl|NZ_JADDXP010000012.1_cds_WP_011671706.1_422	30.052	193	255
WP_002108525.1	lcl|NZ_JADDXP010000091.1_cds_WP_002755553.1_3571	25.907	193	255
WP_002108525.1	lcl|NZ_JADDXP010000091.1_cds_WP_061207957.1_3565	24.855	173	255
WP_002108525.1	lcl|NZ_JADDXP010000026.1_cds_WP_002727146.1_1528	26.396	197	255
WP_002108525.1	lcl|NZ_JADDXP010000092.1_cds_WP_061208146.1_3579	37.681	69	255
WP_002108525.1	lcl|NZ_JADDXP010000060.1_cds_WP_002739544.1_2867	23.469	196	255
WP_002108502.1	lcl|NZ_JADDXP010000002.1_cds_WP_061208710.1_1691	28.340	247	314
WP_002108526.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209100.1_3380	35.036	274	282
WP_002108526.1	lcl|NZ_JADDXP010000005.1_cds_WP_061208977.1_2856	39.350	277	282
WP_002108526.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208040.1_384	33.091	275	282
WP_002108526.1	lcl|NZ_JADDXP010000007.1_cds_WP_061208758.1_3294	29.545	264	282
WP_002078520.1	lcl|NZ_JADDXP010000134.1_cds_WP_061208571.1_464	38.000	400	401
WP_002078520.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209108.1_3389	33.333	390	401
WP_002078520.1	lcl|NZ_JADDXP010000012.1_cds_WP_061208080.1_416	29.722	360	401
WP_002078520.1	lcl|NZ_JADDXP010000082.1_cds_WP_061209098.1_3378	28.463	397	401
WP_002078520.1	lcl|NZ_JADDXP010000004.1_cds_WP_061208874.1_2574	26.042	384	401
WP_002078520.1	lcl|NZ_JADDXP010000003.1_cds_WP_061208059.1_2201	27.577	359	401
WP_025180279.1	lcl|NZ_JADDXP010000018.1_cds_WP_061207593.1_916	32.399	321	568
WP_025180279.1	lcl|NZ_JADDXP010000007.1_cds_WP_061208759.1_3300	34.649	228	568
WP_025180279.1	lcl|NZ_JADDXP010000014.1_cds_WP_061207469.1_646	31.579	209	568
WP_025180279.1	lcl|NZ_JADDXP010000078.1_cds_WP_011671171.1_3270	33.186	226	568
WP_025180279.1	lcl|NZ_JADDXP010000017.1_cds_WP_061207927.1_850	31.658	199	568
WP_025180279.1	lcl|NZ_JADDXP010000069.1_cds_WP_061208076.1_3056	31.313	198	568
WP_025180279.1	lcl|NZ_JADDXP010000020.1_cds_WP_061208601.1_1254	31.472	197	568
WP_025180279.1	lcl|NZ_JADDXP010000075.1_cds_WP_061209087.1_3221	29.032	217	568
WP_025180279.1	lcl|NZ_JADDXP010000002.1_cds_WP_002751341.1_1745	33.498	203	568
WP_025180279.1	lcl|NZ_JADDXP010000039.1_cds_WP_061209175.1_2165	31.405	242	568
WP_025180279.1	lcl|NZ_JADDXP010000001.1_cds_WP_061207856.1_1124	29.231	195	568
WP_025180279.1	lcl|NZ_JADDXP010000002.1_cds_WP_061207529.1_1729	33.333	171	568
WP_025180279.1	lcl|NZ_JADDXP010000061.1_cds_WP_002730493.1_2887	28.261	184	568
WP_025180279.1	lcl|NZ_JADDXP010000001.1_cds_WP_002721914.1_1073	29.189	185	568
WP_025180279.1	lcl|NZ_JADDXP010000019.1_cds_WP_002724311.1_1005	31.651	218	568
WP_025180279.1	lcl|NZ_JADDXP010000005.1_cds_WP_061208560.1_2827	28.155	206	568
WP_025180279.1	lcl|NZ_JADDXP010000005.1_cds_WP_061208560.1_2827	27.184	206	568
WP_025180279.1	lcl|NZ_JADDXP010000019.1_cds_WP_002724285.1_1006	30.964	197	568
WP_025180279.1	lcl|NZ_JADDXP010000006.1_cds_WP_061208213.1_3077	27.979	193	568
WP_025180279.1	lcl|NZ_JADDXP010000001.1_cds_WP_011670070.1_1105	29.245	212	568
WP_025180279.1	lcl|NZ_JADDXP010000013.1_cds_WP_002735056.1_542	26.471	204	568
WP_025180279.1	lcl|NZ_JADDXP010000097.1_cds_WP_002725984.1_3638	28.415	183	568
WP_025180279.1	lcl|NZ_JADDXP010000010.1_cds_WP_061208192.1_125	28.042	189	568
WP_025180279.1	lcl|NZ_JADDXP010000094.1_cds_WP_061209043.1_3609	26.154	195	568
WP_025180279.1	lcl|NZ_JADDXP010000094.1_cds_WP_061209043.1_3609	25.000	192	568
WP_025180279.1	lcl|NZ_JADDXP010000083.1_cds_WP_061208842.1_3396	27.368	190	568
WP_025180279.1	lcl|NZ_JADDXP010000083.1_cds_WP_061208842.1_3396	23.858	197	568
WP_025180279.1	lcl|NZ_JADDXP010000019.1_cds_WP_061208575.1_985	26.667	165	568
WP_025180279.1	lcl|NZ_JADDXP010000006.1_cds_WP_011670765.1_3065	29.050	179	568
WP_025180279.1	lcl|NZ_JADDXP010000006.1_cds_WP_061208218.1_3068	26.923	208	568
WP_025180279.1	lcl|NZ_JADDXP010000094.1_cds_WP_061209046.1_3600	26.531	196	568
WP_025180279.1	lcl|NZ_JADDXP010000118.1_cds_WP_061208303.1_253	26.012	173	568
WP_025180279.1	lcl|NZ_JADDXP010000015.1_cds_WP_061208851.1_693	31.944	72	568
WP_025180279.1	lcl|NZ_JADDXP010000018.1_cds_WP_061207593.1_916	32.399	321	568
WP_025180279.1	lcl|NZ_JADDXP010000007.1_cds_WP_061208759.1_3300	34.649	228	568
WP_025180279.1	lcl|NZ_JADDXP010000014.1_cds_WP_061207469.1_646	31.579	209	568
WP_025180279.1	lcl|NZ_JADDXP010000078.1_cds_WP_011671171.1_3270	33.186	226	568
WP_025180279.1	lcl|NZ_JADDXP010000017.1_cds_WP_061207927.1_850	31.658	199	568
WP_025180279.1	lcl|NZ_JADDXP010000069.1_cds_WP_061208076.1_3056	31.313	198	568
WP_025180279.1	lcl|NZ_JADDXP010000020.1_cds_WP_061208601.1_1254	31.472	197	568
WP_025180279.1	lcl|NZ_JADDXP010000075.1_cds_WP_061209087.1_3221	29.032	217	568
WP_025180279.1	lcl|NZ_JADDXP010000002.1_cds_WP_002751341.1_1745	33.498	203	568
WP_025180279.1	lcl|NZ_JADDXP010000039.1_cds_WP_061209175.1_2165	31.405	242	568
