WP_000340715.1	lcl|NZ_AHME02000036.1_cds_WP_000340715.1_1723	100.000	86	106
WP_000410268.1	lcl|NZ_AHME02000036.1_cds_WP_000712242.1_1722	99.355	310	318
WP_000410268.1	lcl|NZ_AHME02000036.1_cds_WP_000646251.1_1719	25.680	331	318
WP_000410268.1	lcl|NZ_AHME02000061.1_cds_WP_000744700.1_573	24.611	321	318
WP_000410268.1	lcl|NZ_AHME02000036.1_cds_WP_000723092.1_1638	24.221	289	318
WP_000410268.1	lcl|NZ_AHME02000036.1_cds_WP_000600890.1_1689	23.636	275	318
WP_000410268.1	lcl|NZ_AHME02000036.1_cds_WP_000025485.1_1695	21.296	324	318
WP_000020777.1	lcl|NZ_AHME02000036.1_cds_WP_000202827.1_1679	42.493	353	361
WP_002076509.1	lcl|NZ_AHME02000036.1_cds_WP_000282881.1_1642	30.213	235	223
WP_002076509.1	lcl|NZ_AHME02000032.1_cds_WP_001099034.1_2212	26.457	223	223
WP_002076509.1	lcl|NZ_AHME02000036.1_cds_WP_001068986.1_1662	30.435	92	223
WP_002076509.1	lcl|NZ_AHME02000013.1_cds_WP_000840860.1_3570	29.808	104	223
WP_002076509.1	lcl|NZ_AHME02000034.1_cds_WP_000868621.1_2071	29.670	91	223
WP_002076509.1	lcl|NZ_AHME02000036.1_cds_WP_001114264.1_1635	26.705	176	223
WP_002076509.1	lcl|NZ_AHME02000045.1_cds_WP_000262844.1_1227	24.638	207	223
WP_001136119.1	lcl|NZ_AHME02000036.1_cds_WP_001230565.1_1686	36.283	339	354
WP_001136119.1	lcl|NZ_AHME02000036.1_cds_WP_000582618.1_1682	34.356	326	354
WP_001136119.1	lcl|NZ_AHME02000030.1_cds_WP_001011675.1_2511	33.898	295	354
WP_001136119.1	lcl|NZ_AHME02000036.1_cds_WP_001230565.1_1686	36.283	339	354
WP_001136119.1	lcl|NZ_AHME02000036.1_cds_WP_000582618.1_1682	34.356	326	354
WP_001136119.1	lcl|NZ_AHME02000030.1_cds_WP_001011675.1_2511	33.898	295	354
WP_000535865.1	lcl|NZ_AHME02000031.1_cds_WP_000696060.1_2308	43.373	166	234
WP_000535865.1	lcl|NZ_AHME02000058.1_cds_WP_001014596.1_792	28.365	208	234
WP_000535865.1	lcl|NZ_AHME02000017.1_cds_WP_000721859.1_3372	33.333	111	234
WP_000535865.1	lcl|NZ_AHME02000036.1_cds_WP_000848239.1_1672	28.571	126	234
WP_001117631.1	lcl|NZ_AHME02000047.1_cds_WP_001281953.1_1176	31.989	372	387
WP_001117631.1	lcl|NZ_AHME02000036.1_cds_WP_000608287.1_1714	28.448	348	387
WP_001117631.1	lcl|NZ_AHME02000036.1_cds_WP_000947842.1_1688	32.700	263	387
WP_001117631.1	lcl|NZ_AHME02000036.1_cds_WP_001198107.1_1715	37.864	206	387
WP_001117631.1	lcl|NZ_AHME02000036.1_cds_WP_000575398.1_1699	31.963	219	387
WP_001117631.1	lcl|NZ_AHME02000036.1_cds_WP_000575178.1_1644	29.329	283	387
WP_001117631.1	lcl|NZ_AHME02000036.1_cds_WP_000346036.1_1681	27.701	361	387
WP_001117631.1	lcl|NZ_AHME02000017.1_cds_WP_000538752.1_3390	26.480	321	387
WP_001117631.1	lcl|NZ_AHME02000054.1_cds_WP_001982414.1_947	24.251	367	387
WP_029781911.1	lcl|NZ_AHME02000031.1_cds_WP_000696060.1_2308	36.327	245	572
WP_029781911.1	lcl|NZ_AHME02000025.1_cds_WP_000613391.1_2633	21.538	130	572
WP_029781911.1	lcl|NZ_AHME02000017.1_cds_WP_000721859.1_3372	34.188	117	572
WP_029781911.1	lcl|NZ_AHME02000031.1_cds_WP_000696060.1_2308	36.327	245	572
WP_029781911.1	lcl|NZ_AHME02000025.1_cds_WP_000613391.1_2633	21.538	130	572
WP_029781911.1	lcl|NZ_AHME02000017.1_cds_WP_000721859.1_3372	34.188	117	572
WP_000041234.1	lcl|NZ_AHME02000036.1_cds_WP_001198107.1_1715	34.161	322	417
WP_000041234.1	lcl|NZ_AHME02000036.1_cds_WP_000608287.1_1714	33.677	291	417
WP_000041234.1	lcl|NZ_AHME02000036.1_cds_WP_000575178.1_1644	32.573	307	417
WP_000041234.1	lcl|NZ_AHME02000047.1_cds_WP_001281953.1_1176	28.354	328	417
WP_000041234.1	lcl|NZ_AHME02000036.1_cds_WP_000346036.1_1681	29.367	395	417
WP_000041234.1	lcl|NZ_AHME02000036.1_cds_WP_000575398.1_1699	33.080	263	417
WP_000041234.1	lcl|NZ_AHME02000036.1_cds_WP_000947842.1_1688	26.866	268	417
WP_000041234.1	lcl|NZ_AHME02000017.1_cds_WP_000538752.1_3390	25.781	384	417
WP_000041234.1	lcl|NZ_AHME02000054.1_cds_WP_001982414.1_947	24.206	252	417
WP_002108506.1	lcl|NZ_AHME02000005.1_cds_WP_000012765.1_3699	35.385	130	216
WP_002108506.1	lcl|NZ_AHME02000017.1_cds_WP_000482996.1_3325	26.144	153	216
WP_002108506.1	lcl|NZ_AHME02000005.1_cds_WP_000230184.1_3792	30.061	163	216
