WP_000340715.1	lcl|NZ_AOWY01000120.1_cds_WP_000340715.1_2034	100.000	86	106
WP_000410268.1	lcl|NZ_AOWY01000120.1_cds_WP_000712242.1_2033	99.355	310	318
WP_000410268.1	lcl|NZ_AOWY01000120.1_cds_WP_000646251.1_2030	25.680	331	318
WP_000410268.1	lcl|NZ_AOWY01000150.1_cds_WP_000744700.1_2885	24.611	321	318
WP_000410268.1	lcl|NZ_AOWY01000120.1_cds_WP_000723092.1_1949	24.221	289	318
WP_000410268.1	lcl|NZ_AOWY01000120.1_cds_WP_000600890.1_2000	23.636	275	318
WP_000410268.1	lcl|NZ_AOWY01000120.1_cds_WP_000025485.1_2006	21.296	324	318
WP_000020777.1	lcl|NZ_AOWY01000120.1_cds_WP_000202827.1_1990	42.493	353	361
WP_002076509.1	lcl|NZ_AOWY01000120.1_cds_WP_000282881.1_1953	30.213	235	223
WP_002076509.1	lcl|NZ_AOWY01000190.1_cds_WP_001099034.1_3909	26.457	223	223
WP_002076509.1	lcl|NZ_AOWY01000120.1_cds_WP_001068986.1_1973	30.435	92	223
WP_002076509.1	lcl|NZ_AOWY01000119.1_cds_WP_000840860.1_1904	29.808	104	223
WP_002076509.1	lcl|NZ_AOWY01000144.1_cds_WP_000868621.1_2629	29.670	91	223
WP_002076509.1	lcl|NZ_AOWY01000120.1_cds_WP_001114264.1_1946	26.705	176	223
WP_002076509.1	lcl|NZ_AOWY01000166.1_cds_WP_000262844.1_3366	24.638	207	223
WP_001136119.1	lcl|NZ_AOWY01000120.1_cds_WP_001230565.1_1997	36.283	339	354
WP_001136119.1	lcl|NZ_AOWY01000120.1_cds_WP_000582618.1_1993	34.356	326	354
WP_001136119.1	lcl|NZ_AOWY01000015.1_cds_WP_001011675.1_123	33.898	295	354
WP_001136119.1	lcl|NZ_AOWY01000120.1_cds_WP_001230565.1_1997	36.283	339	354
WP_001136119.1	lcl|NZ_AOWY01000120.1_cds_WP_000582618.1_1993	34.356	326	354
WP_001136119.1	lcl|NZ_AOWY01000015.1_cds_WP_001011675.1_123	33.898	295	354
WP_000535865.1	lcl|NZ_AOWY01000030.1_cds_WP_000696060.1_285	43.373	166	234
WP_000535865.1	lcl|NZ_AOWY01000111.1_cds_WP_001014596.1_1581	28.365	208	234
WP_000535865.1	lcl|NZ_AOWY01000165.1_cds_WP_000721859.1_3348	33.333	111	234
WP_000535865.1	lcl|NZ_AOWY01000120.1_cds_WP_000848239.1_1983	28.571	126	234
WP_001117631.1	lcl|NZ_AOWY01000097.1_cds_WP_001281953.1_1451	31.989	372	387
WP_001117631.1	lcl|NZ_AOWY01000120.1_cds_WP_000608287.1_2025	28.448	348	387
WP_001117631.1	lcl|NZ_AOWY01000120.1_cds_WP_000947842.1_1999	32.700	263	387
WP_001117631.1	lcl|NZ_AOWY01000120.1_cds_WP_001198107.1_2026	37.864	206	387
WP_001117631.1	lcl|NZ_AOWY01000120.1_cds_WP_000575398.1_2010	31.963	219	387
WP_001117631.1	lcl|NZ_AOWY01000120.1_cds_WP_000575178.1_1955	29.329	283	387
WP_001117631.1	lcl|NZ_AOWY01000120.1_cds_WP_000346036.1_1992	27.701	361	387
WP_001117631.1	lcl|NZ_AOWY01000165.1_cds_WP_000538752.1_3330	26.480	321	387
WP_001117631.1	lcl|NZ_AOWY01000041.1_cds_WP_001982414.1_420	24.251	367	387
WP_029781911.1	lcl|NZ_AOWY01000030.1_cds_WP_000696060.1_285	36.327	245	572
WP_029781911.1	lcl|NZ_AOWY01000157.1_cds_WP_000613391.1_3008	21.538	130	572
WP_029781911.1	lcl|NZ_AOWY01000165.1_cds_WP_000721859.1_3348	34.188	117	572
WP_029781911.1	lcl|NZ_AOWY01000030.1_cds_WP_000696060.1_285	36.327	245	572
WP_029781911.1	lcl|NZ_AOWY01000157.1_cds_WP_000613391.1_3008	21.538	130	572
WP_029781911.1	lcl|NZ_AOWY01000165.1_cds_WP_000721859.1_3348	34.188	117	572
WP_000041234.1	lcl|NZ_AOWY01000120.1_cds_WP_001198107.1_2026	34.161	322	417
WP_000041234.1	lcl|NZ_AOWY01000120.1_cds_WP_000608287.1_2025	33.677	291	417
WP_000041234.1	lcl|NZ_AOWY01000120.1_cds_WP_000575178.1_1955	32.573	307	417
WP_000041234.1	lcl|NZ_AOWY01000097.1_cds_WP_001281953.1_1451	28.354	328	417
WP_000041234.1	lcl|NZ_AOWY01000120.1_cds_WP_000346036.1_1992	29.367	395	417
WP_000041234.1	lcl|NZ_AOWY01000120.1_cds_WP_000575398.1_2010	33.080	263	417
WP_000041234.1	lcl|NZ_AOWY01000120.1_cds_WP_000947842.1_1999	26.866	268	417
WP_000041234.1	lcl|NZ_AOWY01000165.1_cds_WP_000538752.1_3330	25.781	384	417
WP_000041234.1	lcl|NZ_AOWY01000041.1_cds_WP_001982414.1_420	24.206	252	417
WP_002108506.1	lcl|NZ_AOWY01000137.1_cds_WP_000012765.1_2470	35.385	130	216
WP_002108506.1	lcl|NZ_AOWY01000080.1_cds_WP_000482996.1_882	26.144	153	216
WP_002108506.1	lcl|NZ_AOWY01000128.1_cds_WP_000230184.1_2260	30.061	163	216
WP_002108506.1	lcl|NZ_AOWY01000073.1_cds_WP_000914159.1_764	25.714	105	216
WP_002108506.1	lcl|NZ_AOWY01000192.1_cds_WP_000602005.1_3944	26.712	146	216
WP_025180280.1	lcl|NZ_AOWY01000030.1_cds_WP_000696060.1_285	31.557	244	242
WP_025180280.1	lcl|NZ_AOWY01000111.1_cds_WP_001014596.1_1581	29.268	246	242
WP_025180280.1	lcl|NZ_AOWY01000120.1_cds_WP_000848239.1_1983	30.252	119	242
WP_002108525.1	lcl|NZ_AOWY01000045.1_cds_WP_000998675.1_493	31.274	259	255
WP_002108525.1	lcl|NZ_AOWY01000128.1_cds_WP_000566240.1_2279	27.843	255	255
WP_002108525.1	lcl|NZ_AOWY01000017.1_cds_WP_000043153.1_158	26.336	262	255
WP_002108525.1	lcl|NZ_AOWY01000189.1_cds_WP_000351753.1_3806	24.907	269	255
WP_002108525.1	lcl|NZ_AOWY01000032.1_cds_WP_000653653.1_322	26.054	261	255
WP_002108525.1	lcl|NZ_AOWY01000128.1_cds_WP_002094870.1_2250	26.693	251	255
WP_002108525.1	lcl|NZ_AOWY01000150.1_cds_WP_000646917.1_2736	26.230	183	255
WP_002108525.1	lcl|NZ_AOWY01000120.1_cds_WP_000723092.1_1949	29.851	201	255
WP_002108525.1	lcl|NZ_AOWY01000161.1_cds_WP_002067215.1_3135	26.289	194	255
WP_002108525.1	lcl|NZ_AOWY01000045.1_cds_WP_001074690.1_473	25.389	193	255
WP_002108525.1	lcl|NZ_AOWY01000151.1_cds_WP_001069862.1_2912	26.136	176	255
WP_002108525.1	lcl|NZ_AOWY01000150.1_cds_WP_000744700.1_2885	34.722	72	255
WP_002108525.1	lcl|NZ_AOWY01000060.1_cds_WP_000093664.1_648	23.500	200	255
WP_002108502.1	lcl|NZ_AOWY01000164.1_cds_WP_002185292.1_3261	29.091	330	314
WP_002108526.1	lcl|NZ_AOWY01000120.1_cds_WP_001230565.1_1997	36.957	276	282
WP_002108526.1	lcl|NZ_AOWY01000015.1_cds_WP_001011675.1_123	39.024	287	282
WP_002108526.1	lcl|NZ_AOWY01000120.1_cds_WP_000582618.1_1993	33.824	272	282
WP_002078520.1	lcl|NZ_AOWY01000097.1_cds_WP_001281953.1_1451	37.905	401	401
WP_002078520.1	lcl|NZ_AOWY01000120.1_cds_WP_000608287.1_2025	31.720	372	401
WP_002078520.1	lcl|NZ_AOWY01000120.1_cds_WP_000575398.1_2010	29.730	370	401
WP_002078520.1	lcl|NZ_AOWY01000120.1_cds_WP_000575178.1_1955	28.142	366	401
WP_002078520.1	lcl|NZ_AOWY01000120.1_cds_WP_001198107.1_2026	30.579	363	401
WP_002078520.1	lcl|NZ_AOWY01000120.1_cds_WP_000947842.1_1999	27.586	377	401
WP_002078520.1	lcl|NZ_AOWY01000120.1_cds_WP_000346036.1_1992	27.034	381	401
WP_002078520.1	lcl|NZ_AOWY01000041.1_cds_WP_001982414.1_420	25.521	384	401
WP_002078520.1	lcl|NZ_AOWY01000165.1_cds_WP_000538752.1_3330	26.509	381	401
WP_025180279.1	lcl|NZ_AOWY01000185.1_cds_WP_042710234.1_3769	30.163	368	568
WP_025180279.1	lcl|NZ_AOWY01000120.1_cds_WP_000797356.1_2002	33.491	212	568
WP_025180279.1	lcl|NZ_AOWY01000165.1_cds_WP_000667643.1_3302	32.381	210	568
