WP_000340715.1	lcl|NZ_AOGV02000016.1_cds_WP_000340715.1_2773	100.000	86	106
WP_000410268.1	lcl|NZ_AOGV02000016.1_cds_WP_000410273.1_2772	99.677	310	318
WP_000410268.1	lcl|NZ_AOGV02000016.1_cds_WP_000093099.1_2752	46.988	83	318
WP_000410268.1	lcl|NZ_AOGV02000016.1_cds_WP_000646250.1_2769	25.680	331	318
WP_000410268.1	lcl|NZ_AOGV02000026.1_cds_WP_000744700.1_1790	24.611	321	318
WP_000410268.1	lcl|NZ_AOGV02000016.1_cds_WP_000723090.1_2690	24.306	288	318
WP_000410268.1	lcl|NZ_AOGV02000016.1_cds_WP_000600889.1_2743	23.636	275	318
WP_000020777.1	lcl|NZ_AOGV02000016.1_cds_WP_000202830.1_2733	42.493	353	361
WP_002076509.1	lcl|NZ_AOGV02000016.1_cds_WP_000282880.1_2694	30.638	235	223
WP_002076509.1	lcl|NZ_AOGV02000049.1_cds_WP_001099029.1_351	26.906	223	223
WP_002076509.1	lcl|NZ_AOGV02000016.1_cds_WP_001068986.1_2715	30.435	92	223
WP_002076509.1	lcl|NZ_AOGV02000012.1_cds_WP_000840858.1_2980	29.808	104	223
WP_002076509.1	lcl|NZ_AOGV02000024.1_cds_WP_000868621.1_2212	29.670	91	223
WP_002076509.1	lcl|NZ_AOGV02000004.1_cds_WP_000262844.1_3648	24.638	207	223
WP_002076509.1	lcl|NZ_AOGV02000016.1_cds_WP_001114267.1_2687	26.705	176	223
WP_001136119.1	lcl|NZ_AOGV02000016.1_cds_WP_001230564.1_2740	36.578	339	354
WP_001136119.1	lcl|NZ_AOGV02000016.1_cds_WP_000582618.1_2736	34.356	326	354
WP_001136119.1	lcl|NZ_AOGV02000026.1_cds_WP_001011675.1_1710	33.898	295	354
WP_001136119.1	lcl|NZ_AOGV02000016.1_cds_WP_001230564.1_2740	36.578	339	354
WP_001136119.1	lcl|NZ_AOGV02000016.1_cds_WP_000582618.1_2736	34.356	326	354
WP_001136119.1	lcl|NZ_AOGV02000026.1_cds_WP_001011675.1_1710	33.898	295	354
WP_000535865.1	lcl|NZ_AOGV02000017.1_cds_WP_001014594.1_2621	28.365	208	234
WP_000535865.1	lcl|NZ_AOGV02000033.1_cds_WP_000721859.1_1269	33.333	111	234
WP_000535865.1	lcl|NZ_AOGV02000016.1_cds_WP_000848239.1_2725	28.571	126	234
WP_001117631.1	lcl|NZ_AOGV02000016.1_cds_WP_000582222.1_2754	38.211	246	387
WP_001117631.1	lcl|NZ_AOGV02000022.1_cds_WP_001281953.1_2347	31.989	372	387
WP_001117631.1	lcl|NZ_AOGV02000016.1_cds_WP_000608295.1_2764	28.448	348	387
WP_001117631.1	lcl|NZ_AOGV02000016.1_cds_WP_000947844.1_2742	32.700	263	387
WP_001117631.1	lcl|NZ_AOGV02000016.1_cds_WP_001198107.1_2765	37.864	206	387
WP_001117631.1	lcl|NZ_AOGV02000016.1_cds_WP_000575178.1_2696	29.329	283	387
WP_001117631.1	lcl|NZ_AOGV02000016.1_cds_WP_000346036.1_2735	27.701	361	387
WP_001117631.1	lcl|NZ_AOGV02000033.1_cds_WP_000538752.1_1251	26.480	321	387
WP_001117631.1	lcl|NZ_AOGV02000008.1_cds_WP_001982414.1_3444	24.251	367	387
WP_000697351.1	lcl|NZ_AOGV02000016.1_cds_WP_000698820.1_2730	27.636	626	583
WP_029781911.1	lcl|NZ_AOGV02000027.1_cds_WP_000613386.1_1432	21.538	130	572
WP_029781911.1	lcl|NZ_AOGV02000033.1_cds_WP_000721859.1_1269	34.188	117	572
WP_029781911.1	lcl|NZ_AOGV02000027.1_cds_WP_000613386.1_1432	21.538	130	572
WP_029781911.1	lcl|NZ_AOGV02000033.1_cds_WP_000721859.1_1269	34.188	117	572
WP_000041234.1	lcl|NZ_AOGV02000016.1_cds_WP_001198107.1_2765	34.161	322	417
WP_000041234.1	lcl|NZ_AOGV02000016.1_cds_WP_000608295.1_2764	33.677	291	417
WP_000041234.1	lcl|NZ_AOGV02000016.1_cds_WP_000575178.1_2696	32.573	307	417
WP_000041234.1	lcl|NZ_AOGV02000022.1_cds_WP_001281953.1_2347	28.354	328	417
WP_000041234.1	lcl|NZ_AOGV02000016.1_cds_WP_000346036.1_2735	29.367	395	417
WP_000041234.1	lcl|NZ_AOGV02000016.1_cds_WP_000582222.1_2754	37.383	214	417
WP_000041234.1	lcl|NZ_AOGV02000016.1_cds_WP_000947844.1_2742	26.866	268	417
WP_000041234.1	lcl|NZ_AOGV02000033.1_cds_WP_000538752.1_1251	25.781	384	417
WP_000041234.1	lcl|NZ_AOGV02000008.1_cds_WP_001982414.1_3444	24.206	252	417
WP_002108490.1	lcl|NZ_AOGV02000016.1_cds_WP_000698820.1_2730	43.987	607	588
WP_002108506.1	lcl|NZ_AOGV02000052.1_cds_WP_000012765.1_50	35.385	130	216
WP_002108506.1	lcl|NZ_AOGV02000052.1_cds_WP_000230180.1_142	30.061	163	216
WP_002108506.1	lcl|NZ_AOGV02000014.1_cds_WP_000914158.1_2943	25.714	105	216
WP_002108506.1	lcl|NZ_AOGV02000033.1_cds_WP_000602007.1_1294	26.712	146	216
