WP_000340715.1	lcl|NZ_AFMH01000126.1_cds_WP_000340715.1_1471	100.000	86	106
WP_000410268.1	lcl|NZ_AFMH01000126.1_cds_WP_000410273.1_1472	99.677	310	318
WP_000410268.1	lcl|NZ_AFMH01000126.1_cds_WP_000093099.1_1492	46.988	83	318
WP_000410268.1	lcl|NZ_AFMH01000126.1_cds_WP_000646250.1_1475	25.680	331	318
WP_000410268.1	lcl|NZ_AFMH01000115.1_cds_WP_000744700.1_1808	24.611	321	318
WP_000410268.1	lcl|NZ_AFMH01000126.1_cds_WP_000723090.1_1554	24.306	288	318
WP_000410268.1	lcl|NZ_AFMH01000126.1_cds_WP_000600889.1_1501	23.636	275	318
WP_000020777.1	lcl|NZ_AFMH01000126.1_cds_WP_000202830.1_1511	42.493	353	361
WP_002076509.1	lcl|NZ_AFMH01000126.1_cds_WP_000282880.1_1550	30.638	235	223
WP_002076509.1	lcl|NZ_AFMH01000202.1_cds_WP_001099029.1_535	26.906	223	223
WP_002076509.1	lcl|NZ_AFMH01000126.1_cds_WP_001068986.1_1529	30.435	92	223
WP_002076509.1	lcl|NZ_AFMH01000159.1_cds_WP_000840858.1_977	29.808	104	223
WP_002076509.1	lcl|NZ_AFMH01000036.1_cds_WP_000868621.1_3019	29.670	91	223
WP_002076509.1	lcl|NZ_AFMH01000062.1_cds_WP_000262844.1_2387	24.638	207	223
WP_002076509.1	lcl|NZ_AFMH01000205.1_cds_WP_001114267.1_517	26.705	176	223
WP_001136119.1	lcl|NZ_AFMH01000126.1_cds_WP_001230564.1_1504	36.578	339	354
WP_001136119.1	lcl|NZ_AFMH01000126.1_cds_WP_000582618.1_1508	34.356	326	354
WP_001136119.1	lcl|NZ_AFMH01000168.1_cds_WP_001011675.1_865	33.898	295	354
WP_001136119.1	lcl|NZ_AFMH01000126.1_cds_WP_001230564.1_1504	36.578	339	354
WP_001136119.1	lcl|NZ_AFMH01000126.1_cds_WP_000582618.1_1508	34.356	326	354
WP_001136119.1	lcl|NZ_AFMH01000168.1_cds_WP_001011675.1_865	33.898	295	354
WP_000535865.1	lcl|NZ_AFMH01000079.1_cds_WP_001014599.1_2016	28.365	208	234
WP_000535865.1	lcl|NZ_AFMH01000193.1_cds_WP_000721859.1_598	33.333	111	234
WP_000535865.1	lcl|NZ_AFMH01000126.1_cds_WP_000848239.1_1519	28.571	126	234
WP_001117631.1	lcl|NZ_AFMH01000126.1_cds_WP_000582222.1_1490	38.211	246	387
WP_001117631.1	lcl|NZ_AFMH01000206.1_cds_WP_001281953.1_515	31.989	372	387
WP_001117631.1	lcl|NZ_AFMH01000126.1_cds_WP_000608295.1_1480	28.448	348	387
WP_001117631.1	lcl|NZ_AFMH01000126.1_cds_WP_000947844.1_1502	32.700	263	387
WP_001117631.1	lcl|NZ_AFMH01000126.1_cds_WP_001198107.1_1479	37.864	206	387
WP_001117631.1	lcl|NZ_AFMH01000126.1_cds_WP_000575178.1_1548	29.329	283	387
WP_001117631.1	lcl|NZ_AFMH01000126.1_cds_WP_000346036.1_1509	27.701	361	387
WP_001117631.1	lcl|NZ_AFMH01000038.1_cds_WP_000538752.1_2941	26.480	321	387
WP_001117631.1	lcl|NZ_AFMH01000046.1_cds_WP_001982414.1_2809	24.251	367	387
WP_000697351.1	lcl|NZ_AFMH01000126.1_cds_WP_000698820.1_1514	27.636	626	583
WP_029781911.1	lcl|NZ_AFMH01000134.1_cds_WP_000613386.1_1350	21.538	130	572
WP_029781911.1	lcl|NZ_AFMH01000193.1_cds_WP_000721859.1_598	34.188	117	572
WP_029781911.1	lcl|NZ_AFMH01000134.1_cds_WP_000613386.1_1350	21.538	130	572
WP_029781911.1	lcl|NZ_AFMH01000193.1_cds_WP_000721859.1_598	34.188	117	572
