WP_000340715.1	lcl|NZ_VCHL01000001.1_cds_WP_004421256.1_1	98.837	86	106
WP_000410268.1	lcl|NZ_VCHL01000001.1_cds_WP_004421326.1_2	94.839	310	318
WP_000410268.1	lcl|NZ_VCHL01000001.1_cds_WP_141597497.1_5	25.472	318	318
WP_000410268.1	lcl|NZ_VCHL01000020.1_cds_WP_004419974.1_1353	24.299	321	318
WP_000410268.1	lcl|NZ_VCHL01000010.1_cds_WP_141597690.1_78	24.658	292	318
WP_000410268.1	lcl|NZ_VCHL01000001.1_cds_WP_141597520.1_40	22.553	235	318
WP_000410268.1	lcl|NZ_VCHL01000075.1_cds_WP_181756935.1_3746	22.826	276	318
WP_000020777.1	lcl|NZ_VCHL01000001.1_cds_WP_141597530.1_51	42.135	356	361
WP_002076509.1	lcl|NZ_VCHL01000010.1_cds_WP_141597693.1_82	28.512	242	223
WP_002076509.1	lcl|NZ_VCHL01000429.1_cds_WP_141599544.1_2804	26.457	223	223
WP_002076509.1	lcl|NZ_VCHL01000010.1_cds_WP_141597702.1_102	33.696	92	223
WP_002076509.1	lcl|NZ_VCHL01000009.1_cds_WP_141597678.1_3996	31.731	104	223
WP_002076509.1	lcl|NZ_VCHL01000230.1_cds_WP_004420956.1_1618	29.670	91	223
WP_002076509.1	lcl|NZ_VCHL01000349.1_cds_WP_004426312.1_2388	24.155	207	223
WP_002076509.1	lcl|NZ_VCHL01000010.1_cds_WP_141597688.1_75	25.000	176	223
WP_001136119.1	lcl|NZ_VCHL01000001.1_cds_WP_141597523.1_43	35.714	336	354
WP_001136119.1	lcl|NZ_VCHL01000001.1_cds_WP_141597527.1_48	34.663	326	354
WP_001136119.1	lcl|NZ_VCHL01000048.1_cds_WP_141598074.1_2981	33.684	285	354
WP_001136119.1	lcl|NZ_VCHL01000001.1_cds_WP_141597523.1_43	35.714	336	354
WP_001136119.1	lcl|NZ_VCHL01000001.1_cds_WP_141597527.1_48	34.663	326	354
WP_001136119.1	lcl|NZ_VCHL01000048.1_cds_WP_141598074.1_2981	33.684	285	354
WP_000535865.1	lcl|NZ_VCHL01000136.1_cds_WP_141598548.1_641	27.885	208	234
WP_000535865.1	lcl|NZ_VCHL01000264.1_cds_WP_036061897.1_1843	29.730	111	234
WP_000535865.1	lcl|NZ_VCHL01000001.1_cds_WP_141597544.1_67	28.455	123	234
WP_000535865.1	lcl|NZ_VCHL01000001.1_cds_WP_243807564.1_46	33.846	65	234
WP_001117631.1	lcl|NZ_VCHL01000328.1_cds_WP_141599319.1_2281	31.892	370	387
WP_001117631.1	lcl|NZ_VCHL01000001.1_cds_WP_141597521.1_41	34.981	263	387
WP_001117631.1	lcl|NZ_VCHL01000010.1_cds_WP_004421210.1_84	29.682	283	387
WP_001117631.1	lcl|NZ_VCHL01000001.1_cds_WP_141597528.1_49	26.975	367	387
WP_001117631.1	lcl|NZ_VCHL01000001.1_cds_FF021_RS00180_30	27.979	193	387
WP_001117631.1	lcl|NZ_VCHL01000001.1_cds_FF021_RS00180_30	42.553	47	387
WP_001117631.1	lcl|NZ_VCHL01000125.1_cds_WP_141598497.1_494	27.636	275	387
WP_001117631.1	lcl|NZ_VCHL01000364.1_cds_WP_036034116.1_2483	25.341	367	387
WP_000697351.1	lcl|NZ_VCHL01000001.1_cds_WP_141597533.1_54	30.255	628	583
WP_029781911.1	lcl|NZ_VCHL01000136.1_cds_WP_141598548.1_641	31.073	177	572
WP_029781911.1	lcl|NZ_VCHL01000045.1_cds_WP_141598055.1_2889	21.739	138	572
WP_029781911.1	lcl|NZ_VCHL01000001.1_cds_WP_141597540.1_63	18.868	212	572
WP_029781911.1	lcl|NZ_VCHL01000264.1_cds_WP_036061897.1_1843	32.479	117	572
WP_029781911.1	lcl|NZ_VCHL01000136.1_cds_WP_141598548.1_641	31.073	177	572
WP_029781911.1	lcl|NZ_VCHL01000045.1_cds_WP_141598055.1_2889	21.739	138	572
WP_029781911.1	lcl|NZ_VCHL01000001.1_cds_WP_141597540.1_63	18.868	212	572
