WP_000340715.1	lcl|NZ_JQPX01000126.1_cds_WP_000340715.1_3177	100.000	86	106
WP_000410268.1	lcl|NZ_JQPX01000126.1_cds_WP_000410273.1_3176	99.677	310	318
WP_000410268.1	lcl|NZ_JQPX01000126.1_cds_WP_000646251.1_3173	25.680	331	318
WP_000410268.1	lcl|NZ_JQPX01000031.1_cds_WP_061241946.1_969	24.611	321	318
WP_000410268.1	lcl|NZ_JQPX01000088.1_cds_WP_000723090.1_2464	24.306	288	318
WP_002076509.1	lcl|NZ_JQPX01000088.1_cds_WP_000282884.1_2468	30.213	235	223
WP_002076509.1	lcl|NZ_JQPX01000052.1_cds_WP_001099037.1_1531	26.457	223	223
WP_002076509.1	lcl|NZ_JQPX01000100.1_cds_WP_000840860.1_2744	29.808	104	223
WP_002076509.1	lcl|NZ_JQPX01000094.1_cds_WP_000868624.1_2622	29.670	91	223
WP_002076509.1	lcl|NZ_JQPX01000088.1_cds_WP_042752237.1_2461	26.705	176	223
WP_002076509.1	lcl|NZ_JQPX01000119.1_cds_WP_000262844.1_3054	24.638	207	223
WP_001136119.1	lcl|NZ_JQPX01000126.1_cds_WP_001033784.1_3144	32.955	352	354
WP_001136119.1	lcl|NZ_JQPX01000138.1_cds_WP_001011673.1_3312	33.898	295	354
WP_001136119.1	lcl|NZ_JQPX01000126.1_cds_WP_002068380.1_3150	28.435	313	354
WP_001136119.1	lcl|NZ_JQPX01000126.1_cds_WP_001033784.1_3144	32.955	352	354
WP_001136119.1	lcl|NZ_JQPX01000138.1_cds_WP_001011673.1_3312	33.898	295	354
WP_001136119.1	lcl|NZ_JQPX01000126.1_cds_WP_002068380.1_3150	28.435	313	354
WP_000535865.1	lcl|NZ_JQPX01000011.1_cds_WP_061241375.1_252	43.373	166	234
WP_000535865.1	lcl|NZ_JQPX01000004.1_cds_WP_061241239.1_32	28.365	208	234
WP_000535865.1	lcl|NZ_JQPX01000126.1_cds_WP_000440092.1_3149	23.043	230	234
WP_000535865.1	lcl|NZ_JQPX01000029.1_cds_WP_000721859.1_899	33.333	111	234
WP_001117631.1	lcl|NZ_JQPX01000146.1_cds_WP_001281953.1_3417	31.989	372	387
WP_001117631.1	lcl|NZ_JQPX01000126.1_cds_WP_000608294.1_3168	28.448	348	387
WP_001117631.1	lcl|NZ_JQPX01000126.1_cds_WP_000172660.1_3152	34.000	250	387
WP_001117631.1	lcl|NZ_JQPX01000126.1_cds_WP_061243499.1_3169	37.864	206	387
WP_001117631.1	lcl|NZ_JQPX01000088.1_cds_WP_010679520.1_2470	30.389	283	387
WP_001117631.1	lcl|NZ_JQPX01000134.1_cds_WP_061243570.1_3272	26.480	321	387
WP_001117631.1	lcl|NZ_JQPX01000010.1_cds_WP_001982414.1_117	24.251	367	387
WP_029781911.1	lcl|NZ_JQPX01000011.1_cds_WP_061241375.1_252	36.327	245	572
WP_029781911.1	lcl|NZ_JQPX01000126.1_cds_WP_000440092.1_3149	27.941	204	572
WP_029781911.1	lcl|NZ_JQPX01000021.1_cds_WP_061241697.1_602	21.538	130	572
WP_029781911.1	lcl|NZ_JQPX01000029.1_cds_WP_000721859.1_899	34.188	117	572
WP_029781911.1	lcl|NZ_JQPX01000011.1_cds_WP_061241375.1_252	36.327	245	572
WP_029781911.1	lcl|NZ_JQPX01000126.1_cds_WP_000440092.1_3149	27.941	204	572
WP_029781911.1	lcl|NZ_JQPX01000021.1_cds_WP_061241697.1_602	21.538	130	572
WP_029781911.1	lcl|NZ_JQPX01000029.1_cds_WP_000721859.1_899	34.188	117	572
WP_000041234.1	lcl|NZ_JQPX01000126.1_cds_WP_061243499.1_3169	33.851	322	417
WP_000041234.1	lcl|NZ_JQPX01000126.1_cds_WP_000608294.1_3168	33.677	291	417
WP_000041234.1	lcl|NZ_JQPX01000088.1_cds_WP_010679520.1_2470	32.573	307	417
WP_000041234.1	lcl|NZ_JQPX01000146.1_cds_WP_001281953.1_3417	28.354	328	417
WP_000041234.1	lcl|NZ_JQPX01000126.1_cds_WP_000172660.1_3152	30.769	325	417
WP_000041234.1	lcl|NZ_JQPX01000134.1_cds_WP_061243570.1_3272	25.907	386	417
WP_000041234.1	lcl|NZ_JQPX01000010.1_cds_WP_001982414.1_117	24.206	252	417
WP_002108506.1	lcl|NZ_JQPX01000012.1_cds_WP_082274932.1_264	36.154	130	216
WP_002108506.1	lcl|NZ_JQPX01000046.1_cds_WP_061242263.1_1415	30.061	163	216
WP_002108506.1	lcl|NZ_JQPX01000026.1_cds_JG89_RS19945_813	29.126	103	216
WP_002108506.1	lcl|NZ_JQPX01000140.1_cds_WP_000914159.1_3331	25.714	105	216
WP_002108506.1	lcl|NZ_JQPX01000026.1_cds_WP_000602007.1_833	26.712	146	216
WP_025180280.1	lcl|NZ_JQPX01000011.1_cds_WP_061241375.1_252	31.557	244	242
WP_025180280.1	lcl|NZ_JQPX01000004.1_cds_WP_061241239.1_32	29.268	246	242
WP_002108525.1	lcl|NZ_JQPX01000142.1_cds_WP_061243643.1_3388	31.274	259	255
WP_002108525.1	lcl|NZ_JQPX01000155.1_cds_WP_000412931.1_3486	28.846	260	255
WP_002108525.1	lcl|NZ_JQPX01000046.1_cds_WP_000566241.1_1395	27.843	255	255
WP_002108525.1	lcl|NZ_JQPX01000083.1_cds_WP_061242848.1_2330	26.336	262	255
WP_002108525.1	lcl|NZ_JQPX01000092.1_cds_WP_000351753.1_2577	24.907	269	255
WP_002108525.1	lcl|NZ_JQPX01000124.1_cds_WP_000653652.1_3128	26.054	261	255
WP_002108525.1	lcl|NZ_JQPX01000046.1_cds_WP_002080077.1_1424	27.490	251	255
WP_002108525.1	lcl|NZ_JQPX01000155.1_cds_WP_000750438.1_3490	24.409	254	255
WP_002108525.1	lcl|NZ_JQPX01000126.1_cds_WP_000980525.1_3158	38.235	102	255
WP_002108525.1	lcl|NZ_JQPX01000096.1_cds_WP_000646914.1_2645	26.230	183	255
WP_002108525.1	lcl|NZ_JQPX01000088.1_cds_WP_000723090.1_2464	29.851	201	255
WP_002108525.1	lcl|NZ_JQPX01000161.1_cds_WP_002067215.1_3548	26.289	194	255
WP_002108525.1	lcl|NZ_JQPX01000064.1_cds_WP_061242586.1_1869	25.000	192	255
WP_002108525.1	lcl|NZ_JQPX01000161.1_cds_WP_001069862.1_3554	26.136	176	255
WP_002108525.1	lcl|NZ_JQPX01000031.1_cds_WP_061241946.1_969	34.722	72	255
WP_002108525.1	lcl|NZ_JQPX01000136.1_cds_WP_000093664.1_3288	23.500	200	255
WP_002108502.1	lcl|NZ_JQPX01000087.1_cds_WP_002185292.1_2395	29.091	330	314
WP_002108526.1	lcl|NZ_JQPX01000138.1_cds_WP_001011673.1_3312	39.024	287	282
WP_002108526.1	lcl|NZ_JQPX01000126.1_cds_WP_001033784.1_3144	35.354	297	282
WP_002108526.1	lcl|NZ_JQPX01000126.1_cds_WP_002068380.1_3150	27.574	272	282
WP_002078520.1	lcl|NZ_JQPX01000146.1_cds_WP_001281953.1_3417	37.905	401	401
WP_002078520.1	lcl|NZ_JQPX01000126.1_cds_WP_000172660.1_3152	33.842	393	401
WP_002078520.1	lcl|NZ_JQPX01000126.1_cds_WP_000608294.1_3168	31.452	372	401
WP_002078520.1	lcl|NZ_JQPX01000088.1_cds_WP_010679520.1_2470	28.184	369	401
WP_002078520.1	lcl|NZ_JQPX01000126.1_cds_WP_061243499.1_3169	30.579	363	401
WP_002078520.1	lcl|NZ_JQPX01000010.1_cds_WP_001982414.1_117	25.521	384	401
WP_002078520.1	lcl|NZ_JQPX01000134.1_cds_WP_061243570.1_3272	26.509	381	401
WP_025180279.1	lcl|NZ_JQPX01000043.1_cds_WP_061242173.1_1294	30.163	368	568
WP_025180279.1	lcl|NZ_JQPX01000050.1_cds_WP_000667646.1_1486	32.381	210	568
WP_025180279.1	lcl|NZ_JQPX01000014.1_cds_WP_000828456.1_361	31.858	226	568
WP_025180279.1	lcl|NZ_JQPX01000126.1_cds_WP_061243507.1_3154	31.132	212	568
WP_025180279.1	lcl|NZ_JQPX01000043.1_cds_WP_000942282.1_1308	33.663	202	568
WP_025180279.1	lcl|NZ_JQPX01000011.1_cds_WP_000666552.1_133	30.811	185	568
WP_025180279.1	lcl|NZ_JQPX01000021.1_cds_WP_001161019.1_638	31.088	193	568
WP_025180279.1	lcl|NZ_JQPX01000088.1_cds_WP_082275051.1_2422	30.570	193	568
WP_025180279.1	lcl|NZ_JQPX01000022.1_cds_WP_000047473.1_692	33.505	194	568
WP_025180279.1	lcl|NZ_JQPX01000131.1_cds_WP_000510774.1_3248	29.949	197	568
WP_025180279.1	lcl|NZ_JQPX01000049.1_cds_WP_000184524.1_1466	31.606	193	568
WP_025180279.1	lcl|NZ_JQPX01000072.1_cds_WP_061242699.1_2100	30.108	186	568
WP_025180279.1	lcl|NZ_JQPX01000140.1_cds_WP_000536753.1_3333	34.641	153	568
WP_025180279.1	lcl|NZ_JQPX01000150.1_cds_WP_061243679.1_3444	31.088	193	568
WP_025180279.1	lcl|NZ_JQPX01000124.1_cds_WP_000603361.1_3117	31.522	184	568
WP_025180279.1	lcl|NZ_JQPX01000053.1_cds_WP_001049210.1_1562	31.351	185	568
WP_025180279.1	lcl|NZ_JQPX01000053.1_cds_WP_001049210.1_1562	25.822	213	568
WP_025180279.1	lcl|NZ_JQPX01000040.1_cds_WP_000433117.1_1191	28.108	185	568
WP_025180279.1	lcl|NZ_JQPX01000019.1_cds_WP_000052667.1_530	27.638	199	568
WP_025180279.1	lcl|NZ_JQPX01000150.1_cds_WP_000218838.1_3443	29.680	219	568
WP_025180279.1	lcl|NZ_JQPX01000051.1_cds_JG89_RS07755_1528	26.425	193	568
WP_025180279.1	lcl|NZ_JQPX01000158.1_cds_WP_000054169.1_3526	30.000	190	568
WP_025180279.1	lcl|NZ_JQPX01000025.1_cds_WP_000590871.1_792	25.654	191	568
WP_025180279.1	lcl|NZ_JQPX01000025.1_cds_WP_000590871.1_792	25.668	187	568
WP_025180279.1	lcl|NZ_JQPX01000040.1_cds_WP_001089498.1_1223	28.293	205	568
WP_025180279.1	lcl|NZ_JQPX01000186.1_cds_WP_061243840.1_3704	27.368	190	568
WP_025180279.1	lcl|NZ_JQPX01000186.1_cds_WP_061243840.1_3704	23.462	260	568
WP_025180279.1	lcl|NZ_JQPX01000117.1_cds_WP_000598571.1_3044	26.061	165	568
WP_025180279.1	lcl|NZ_JQPX01000026.1_cds_WP_000431145.1_808	26.316	228	568
WP_025180279.1	lcl|NZ_JQPX01000029.1_cds_WP_000136057.1_906	26.904	197	568
WP_025180279.1	lcl|NZ_JQPX01000113.1_cds_WP_061243412.1_3004	24.138	203	568
