WP_000340715.1	lcl|NZ_AOWH01000008.1_cds_WP_000340715.1_121	100.000	86	106
WP_000410268.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	99.677	310	318
WP_000410268.1	lcl|NZ_AOWH01000008.1_cds_WP_000093099.1_100	46.988	83	318
WP_000410268.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	25.680	331	318
WP_000410268.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	24.611	321	318
WP_000410268.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	24.306	288	318
WP_000410268.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	23.636	275	318
WP_000020777.1	lcl|NZ_AOWH01000008.1_cds_WP_000202830.1_81	42.493	353	361
WP_002076509.1	lcl|NZ_AOWH01000047.1_cds_WP_000282880.1_849	30.638	235	223
WP_002076509.1	lcl|NZ_AOWH01000118.1_cds_WP_001099029.1_2375	26.906	223	223
WP_002076509.1	lcl|NZ_AOWH01000008.1_cds_WP_001068986.1_63	30.435	92	223
WP_002076509.1	lcl|NZ_AOWH01000126.1_cds_WP_000840858.1_2718	29.808	104	223
WP_002076509.1	lcl|NZ_AOWH01000029.1_cds_WP_000868621.1_506	29.670	91	223
WP_002076509.1	lcl|NZ_AOWH01000076.1_cds_WP_000262844.1_1575	24.638	207	223
WP_002076509.1	lcl|NZ_AOWH01000047.1_cds_WP_001114267.1_842	26.705	176	223
WP_001136119.1	lcl|NZ_AOWH01000008.1_cds_WP_001230564.1_88	36.578	339	354
WP_001136119.1	lcl|NZ_AOWH01000008.1_cds_WP_000582618.1_84	34.356	326	354
WP_001136119.1	lcl|NZ_AOWH01000014.1_cds_WP_001011675.1_238	33.898	295	354
WP_001136119.1	lcl|NZ_AOWH01000008.1_cds_WP_001230564.1_88	36.578	339	354
WP_001136119.1	lcl|NZ_AOWH01000008.1_cds_WP_000582618.1_84	34.356	326	354
WP_001136119.1	lcl|NZ_AOWH01000014.1_cds_WP_001011675.1_238	33.898	295	354
WP_000535865.1	lcl|NZ_AOWH01000009.1_cds_WP_001014594.1_125	28.365	208	234
WP_000535865.1	lcl|NZ_AOWH01000120.1_cds_WP_000721859.1_2545	33.333	111	234
WP_000535865.1	lcl|NZ_AOWH01000008.1_cds_WP_000848239.1_73	28.571	126	234
WP_001117631.1	lcl|NZ_AOWH01000008.1_cds_WP_000582222.1_102	38.211	246	387
WP_001117631.1	lcl|NZ_AOWH01000071.1_cds_WP_001281953.1_1523	31.989	372	387
WP_001117631.1	lcl|NZ_AOWH01000008.1_cds_WP_000608295.1_112	28.448	348	387
WP_001117631.1	lcl|NZ_AOWH01000008.1_cds_WP_000947844.1_90	32.700	263	387
WP_001117631.1	lcl|NZ_AOWH01000008.1_cds_WP_001198107.1_113	37.864	206	387
WP_001117631.1	lcl|NZ_AOWH01000008.1_cds_WP_000575178.1_44	29.329	283	387
WP_001117631.1	lcl|NZ_AOWH01000008.1_cds_WP_000346036.1_83	27.701	361	387
WP_001117631.1	lcl|NZ_AOWH01000121.1_cds_WP_000538752.1_2563	26.480	321	387
WP_001117631.1	lcl|NZ_AOWH01000105.1_cds_WP_001982414.1_2148	24.251	367	387
WP_000697351.1	lcl|NZ_AOWH01000008.1_cds_WP_000698820.1_78	27.636	626	583
WP_029781911.1	lcl|NZ_AOWH01000011.1_cds_WP_000613386.1_215	21.538	130	572
WP_029781911.1	lcl|NZ_AOWH01000120.1_cds_WP_000721859.1_2545	34.188	117	572
WP_029781911.1	lcl|NZ_AOWH01000011.1_cds_WP_000613386.1_215	21.538	130	572
WP_029781911.1	lcl|NZ_AOWH01000120.1_cds_WP_000721859.1_2545	34.188	117	572
WP_000041234.1	lcl|NZ_AOWH01000008.1_cds_WP_001198107.1_113	34.161	322	417
WP_000041234.1	lcl|NZ_AOWH01000008.1_cds_WP_000608295.1_112	33.677	291	417
WP_000041234.1	lcl|NZ_AOWH01000008.1_cds_WP_000575178.1_44	32.573	307	417
WP_000041234.1	lcl|NZ_AOWH01000071.1_cds_WP_001281953.1_1523	28.354	328	417
WP_000041234.1	lcl|NZ_AOWH01000008.1_cds_WP_000346036.1_83	29.367	395	417
WP_000041234.1	lcl|NZ_AOWH01000008.1_cds_WP_000582222.1_102	37.383	214	417
WP_000041234.1	lcl|NZ_AOWH01000008.1_cds_WP_000947844.1_90	26.866	268	417
WP_000041234.1	lcl|NZ_AOWH01000121.1_cds_WP_000538752.1_2563	25.781	384	417
WP_000041234.1	lcl|NZ_AOWH01000105.1_cds_WP_001982414.1_2148	24.206	252	417
WP_002108490.1	lcl|NZ_AOWH01000008.1_cds_WP_000698820.1_78	43.987	607	588
WP_002108506.1	lcl|NZ_AOWH01000128.1_cds_WP_000012765.1_2782	35.385	130	216
WP_002108506.1	lcl|NZ_AOWH01000140.1_cds_WP_000230180.1_3127	30.061	163	216
WP_002108506.1	lcl|NZ_AOWH01000061.1_cds_WP_000914158.1_1084	25.714	105	216
WP_002108506.1	lcl|NZ_AOWH01000120.1_cds_WP_000602007.1_2520	26.712	146	216
WP_025180280.1	lcl|NZ_AOWH01000009.1_cds_WP_001014594.1_125	29.268	246	242
WP_025180280.1	lcl|NZ_AOWH01000008.1_cds_WP_000848239.1_73	30.252	119	242
WP_002108525.1	lcl|NZ_AOWH01000129.1_cds_WP_000998676.1_2840	31.660	259	255
WP_002108525.1	lcl|NZ_AOWH01000140.1_cds_WP_000566240.1_3146	27.843	255	255
WP_002108525.1	lcl|NZ_AOWH01000019.1_cds_WP_000043153.1_316	26.336	262	255
WP_002108525.1	lcl|NZ_AOWH01000140.1_cds_WP_001968389.1_3118	26.693	251	255
WP_002108525.1	lcl|NZ_AOWH01000065.1_cds_WP_000351752.1_1295	24.907	269	255
WP_002108525.1	lcl|NZ_AOWH01000103.1_cds_WP_000653653.1_2125	26.054	261	255
WP_002108525.1	lcl|NZ_AOWH01000091.1_cds_WP_000646914.1_1793	26.230	183	255
WP_002108525.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	29.851	201	255
WP_002108525.1	lcl|NZ_AOWH01000132.1_cds_WP_000800040.1_2905	26.289	194	255
WP_002108525.1	lcl|NZ_AOWH01000060.1_cds_WP_001074690.1_1022	25.389	193	255
WP_002108525.1	lcl|NZ_AOWH01000132.1_cds_WP_001069860.1_2911	26.220	164	255
WP_002108525.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	34.722	72	255
WP_002108502.1	lcl|NZ_AOWH01000085.1_cds_WP_002185292.1_1686	29.091	330	314
WP_002108526.1	lcl|NZ_AOWH01000008.1_cds_WP_001230564.1_88	36.957	276	282
WP_002108526.1	lcl|NZ_AOWH01000014.1_cds_WP_001011675.1_238	39.024	287	282
WP_002108526.1	lcl|NZ_AOWH01000008.1_cds_WP_000582618.1_84	33.824	272	282
WP_002078520.1	lcl|NZ_AOWH01000071.1_cds_WP_001281953.1_1523	37.905	401	401
WP_002078520.1	lcl|NZ_AOWH01000008.1_cds_WP_000582222.1_102	33.333	375	401
WP_002078520.1	lcl|NZ_AOWH01000008.1_cds_WP_000608295.1_112	31.452	372	401
WP_002078520.1	lcl|NZ_AOWH01000008.1_cds_WP_000575178.1_44	28.142	366	401
WP_002078520.1	lcl|NZ_AOWH01000008.1_cds_WP_001198107.1_113	30.579	363	401
WP_002078520.1	lcl|NZ_AOWH01000008.1_cds_WP_000947844.1_90	27.321	377	401
WP_002078520.1	lcl|NZ_AOWH01000008.1_cds_WP_000346036.1_83	27.034	381	401
WP_002078520.1	lcl|NZ_AOWH01000105.1_cds_WP_001982414.1_2148	25.521	384	401
WP_002078520.1	lcl|NZ_AOWH01000121.1_cds_WP_000538752.1_2563	26.509	381	401
WP_025180279.1	lcl|NZ_AOWH01000083.1_cds_WP_000172202.1_1651	30.163	368	568
WP_025180279.1	lcl|NZ_AOWH01000008.1_cds_WP_000834715.1_97	28.500	400	568
WP_025180279.1	lcl|NZ_AOWH01000138.1_cds_WP_000667646.1_3041	32.381	210	568
WP_025180279.1	lcl|NZ_AOWH01000145.1_cds_WP_000828455.1_3323	31.858	226	568
WP_025180279.1	lcl|NZ_AOWH01000083.1_cds_WP_000942282.1_1637	33.663	202	568
WP_025180279.1	lcl|NZ_AOWH01000062.1_cds_WP_000666552.1_1191	30.811	185	568
WP_025180279.1	lcl|NZ_AOWH01000137.1_cds_WP_001161019.1_3020	31.088	193	568
WP_025180279.1	lcl|NZ_AOWH01000047.1_cds_WP_000675807.1_802	30.570	193	568
WP_025180279.1	lcl|NZ_AOWH01000065.1_cds_WP_000047473.1_1367	33.505	194	568
WP_025180279.1	lcl|NZ_AOWH01000095.1_cds_WP_000510777.1_2008	29.442	197	568
WP_025180279.1	lcl|NZ_AOWH01000118.1_cds_WP_000184524.1_2387	31.606	193	568
WP_025180279.1	lcl|NZ_AOWH01000061.1_cds_WP_000536762.1_1082	34.194	155	568
WP_025180279.1	lcl|NZ_AOWH01000032.1_cds_WP_001052498.1_595	30.000	180	568
WP_025180279.1	lcl|NZ_AOWH01000049.1_cds_WP_000619175.1_934	31.088	193	568
WP_025180279.1	lcl|NZ_AOWH01000103.1_cds_WP_000603361.1_2115	31.522	184	568
WP_025180279.1	lcl|NZ_AOWH01000015.1_cds_WP_001049205.1_272	30.978	184	568
