WP_000340715.1	lcl|NZ_AOUV01000133.1_cds_WP_000340715.1_3313	100.000	86	106
WP_000410268.1	lcl|NZ_AOUV01000133.1_cds_WP_000712240.1_3312	99.355	310	318
WP_000410268.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	25.680	331	318
WP_000410268.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	24.611	321	318
WP_000410268.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	24.653	288	318
WP_000410268.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	23.636	275	318
WP_000410268.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	20.988	324	318
WP_000020777.1	lcl|NZ_AOUV01000133.1_cds_WP_000202827.1_3269	42.493	353	361
WP_002076509.1	lcl|NZ_AOUV01000133.1_cds_WP_000282880.1_3229	30.638	235	223
WP_002076509.1	lcl|NZ_AOUV01000090.1_cds_WP_001099029.1_1918	26.906	223	223
WP_002076509.1	lcl|NZ_AOUV01000133.1_cds_WP_001068983.1_3251	30.435	92	223
WP_002076509.1	lcl|NZ_AOUV01000058.1_cds_WP_000840860.1_982	29.808	104	223
WP_002076509.1	lcl|NZ_AOUV01000124.1_cds_WP_000868621.1_3008	29.670	91	223
WP_002076509.1	lcl|NZ_AOUV01000133.1_cds_WP_001114274.1_3222	26.705	176	223
WP_002076509.1	lcl|NZ_AOUV01000098.1_cds_WP_000262845.1_2144	24.638	207	223
WP_001136119.1	lcl|NZ_AOUV01000133.1_cds_WP_001230567.1_3278	36.283	339	354
WP_001136119.1	lcl|NZ_AOUV01000133.1_cds_WP_000582622.1_3272	34.663	326	354
WP_001136119.1	lcl|NZ_AOUV01000111.1_cds_WP_001011670.1_2597	33.569	283	354
WP_001136119.1	lcl|NZ_AOUV01000133.1_cds_WP_001230567.1_3278	36.283	339	354
WP_001136119.1	lcl|NZ_AOUV01000133.1_cds_WP_000582622.1_3272	34.663	326	354
WP_001136119.1	lcl|NZ_AOUV01000111.1_cds_WP_001011670.1_2597	33.569	283	354
WP_000535865.1	lcl|NZ_AOUV01000071.1_cds_WP_001014583.1_1258	28.365	208	234
WP_000535865.1	lcl|NZ_AOUV01000132.1_cds_WP_000721844.1_3173	34.234	111	234
WP_000535865.1	lcl|NZ_AOUV01000133.1_cds_WP_000848243.1_3261	28.571	126	234
WP_001117631.1	lcl|NZ_AOUV01000053.1_cds_WP_001281953.1_861	31.989	372	387
WP_001117631.1	lcl|NZ_AOUV01000133.1_cds_WP_000947842.1_3280	32.700	263	387
WP_001117631.1	lcl|NZ_AOUV01000133.1_cds_WP_000575397.1_3291	31.963	219	387
WP_001117631.1	lcl|NZ_AOUV01000133.1_cds_WP_000346036.1_3271	27.701	361	387
WP_001117631.1	lcl|NZ_AOUV01000133.1_cds_WP_000575184.1_3231	28.975	283	387
WP_001117631.1	lcl|NZ_AOUV01000017.1_cds_WP_000538750.1_162	26.480	321	387
WP_001117631.1	lcl|NZ_AOUV01000077.1_cds_WP_001982414.1_1524	24.251	367	387
WP_000697351.1	lcl|NZ_AOUV01000133.1_cds_LEP2GSC183_RS01000000123020_3266	31.449	283	583
WP_000697351.1	lcl|NZ_AOUV01000133.1_cds_LEP2GSC183_RS01000000123020_3266	25.373	335	583
WP_029781911.1	lcl|NZ_AOUV01000081.1_cds_WP_000613392.1_1663	22.308	130	572
WP_029781911.1	lcl|NZ_AOUV01000132.1_cds_WP_000721844.1_3173	34.188	117	572
WP_029781911.1	lcl|NZ_AOUV01000081.1_cds_WP_000613392.1_1663	22.308	130	572
WP_029781911.1	lcl|NZ_AOUV01000132.1_cds_WP_000721844.1_3173	34.188	117	572
WP_000041234.1	lcl|NZ_AOUV01000133.1_cds_WP_000575184.1_3231	32.573	307	417
WP_000041234.1	lcl|NZ_AOUV01000053.1_cds_WP_001281953.1_861	28.354	328	417
WP_000041234.1	lcl|NZ_AOUV01000133.1_cds_WP_000346036.1_3271	29.367	395	417
WP_000041234.1	lcl|NZ_AOUV01000133.1_cds_WP_000575397.1_3291	32.700	263	417
WP_000041234.1	lcl|NZ_AOUV01000133.1_cds_WP_000947842.1_3280	26.866	268	417
WP_000041234.1	lcl|NZ_AOUV01000017.1_cds_WP_000538750.1_162	25.581	387	417
WP_000041234.1	lcl|NZ_AOUV01000077.1_cds_WP_001982414.1_1524	24.206	252	417
WP_002108490.1	lcl|NZ_AOUV01000133.1_cds_LEP2GSC183_RS01000000123020_3266	50.685	292	588
WP_002108490.1	lcl|NZ_AOUV01000133.1_cds_LEP2GSC183_RS01000000123020_3266	38.170	317	588
WP_002108506.1	lcl|NZ_AOUV01000031.1_cds_WP_000012762.1_476	36.842	114	216
WP_002108506.1	lcl|NZ_AOUV01000047.1_cds_WP_000250593.1_724	30.539	167	216
WP_002108506.1	lcl|NZ_AOUV01000117.1_cds_WP_000482997.1_2811	26.144	153	216
WP_002108506.1	lcl|NZ_AOUV01000075.1_cds_WP_000914162.1_1453	24.762	105	216
WP_002108506.1	lcl|NZ_AOUV01000117.1_cds_WP_000602003.1_2793	26.712	146	216
WP_025180280.1	lcl|NZ_AOUV01000071.1_cds_WP_001014583.1_1258	28.862	246	242
WP_025180280.1	lcl|NZ_AOUV01000133.1_cds_WP_000848243.1_3261	30.252	119	242
WP_002108525.1	lcl|NZ_AOUV01000079.1_cds_WP_000998677.1_1604	31.660	259	255
WP_002108525.1	lcl|NZ_AOUV01000047.1_cds_WP_000566241.1_744	27.843	255	255
WP_002108525.1	lcl|NZ_AOUV01000063.1_cds_WP_000043153.1_1122	26.336	262	255
