WP_000340715.1	lcl|NZ_AKXG02000021.1_cds_WP_000340715.1_2763	100.000	86	106
WP_000410268.1	lcl|NZ_AKXG02000021.1_cds_WP_000410273.1_2764	99.677	310	318
WP_000410268.1	lcl|NZ_AKXG02000021.1_cds_WP_000646251.1_2767	25.680	331	318
WP_000410268.1	lcl|NZ_AKXG02000037.1_cds_WP_000744704.1_2022	23.988	321	318
WP_000410268.1	lcl|NZ_AKXG02000021.1_cds_WP_000723086.1_2834	24.306	288	318
WP_002076509.1	lcl|NZ_AKXG02000021.1_cds_WP_000282880.1_2830	30.638	235	223
WP_002076509.1	lcl|NZ_AKXG02000065.1_cds_WP_001099040.1_590	26.906	223	223
WP_002076509.1	lcl|NZ_AKXG02000040.1_cds_WP_000840860.1_1793	29.808	104	223
WP_002076509.1	lcl|NZ_AKXG02000021.1_cds_WP_001114275.1_2837	26.705	176	223
WP_002076509.1	lcl|NZ_AKXG02000068.1_cds_WP_000262844.1_497	24.638	207	223
WP_001136119.1	lcl|NZ_AKXG02000021.1_cds_WP_001033786.1_2796	32.584	356	354
WP_001136119.1	lcl|NZ_AKXG02000012.1_cds_WP_001011673.1_3762	33.898	295	354
WP_001136119.1	lcl|NZ_AKXG02000021.1_cds_WP_002068380.1_2790	28.435	313	354
WP_001136119.1	lcl|NZ_AKXG02000021.1_cds_WP_001033786.1_2796	32.584	356	354
WP_001136119.1	lcl|NZ_AKXG02000012.1_cds_WP_001011673.1_3762	33.898	295	354
WP_001136119.1	lcl|NZ_AKXG02000021.1_cds_WP_002068380.1_2790	28.435	313	354
WP_000535865.1	lcl|NZ_AKXG02000055.1_cds_WP_000696061.1_1002	43.373	166	234
WP_000535865.1	lcl|NZ_AKXG02000006.1_cds_WP_001014587.1_3885	28.365	208	234
WP_000535865.1	lcl|NZ_AKXG02000021.1_cds_WP_000440092.1_2791	23.043	230	234
WP_000535865.1	lcl|NZ_AKXG02000005.1_cds_WP_000721856.1_3904	33.333	111	234
WP_001117631.1	lcl|NZ_AKXG02000025.1_cds_WP_001281953.1_2704	31.989	372	387
WP_001117631.1	lcl|NZ_AKXG02000021.1_cds_WP_000608295.1_2772	28.448	348	387
WP_001117631.1	lcl|NZ_AKXG02000021.1_cds_WP_001198107.1_2771	37.864	206	387
WP_001117631.1	lcl|NZ_AKXG02000021.1_cds_WP_000172657.1_2788	33.600	250	387
WP_001117631.1	lcl|NZ_AKXG02000021.1_cds_WP_000575178.1_2828	29.329	283	387
WP_001117631.1	lcl|NZ_AKXG02000039.1_cds_WP_000538753.1_1909	26.480	321	387
WP_001117631.1	lcl|NZ_AKXG02000068.1_cds_WP_002183909.1_426	24.251	367	387
WP_029781911.1	lcl|NZ_AKXG02000055.1_cds_WP_000696061.1_1002	36.327	245	572
WP_029781911.1	lcl|NZ_AKXG02000021.1_cds_WP_000440092.1_2791	27.941	204	572
WP_029781911.1	lcl|NZ_AKXG02000002.1_cds_WP_000613385.1_4013	21.538	130	572
WP_029781911.1	lcl|NZ_AKXG02000005.1_cds_WP_000721856.1_3904	34.513	113	572
WP_029781911.1	lcl|NZ_AKXG02000055.1_cds_WP_000696061.1_1002	36.327	245	572
WP_029781911.1	lcl|NZ_AKXG02000021.1_cds_WP_000440092.1_2791	27.941	204	572
WP_029781911.1	lcl|NZ_AKXG02000002.1_cds_WP_000613385.1_4013	21.538	130	572
WP_029781911.1	lcl|NZ_AKXG02000005.1_cds_WP_000721856.1_3904	34.513	113	572
WP_000041234.1	lcl|NZ_AKXG02000021.1_cds_WP_001198107.1_2771	34.161	322	417
WP_000041234.1	lcl|NZ_AKXG02000021.1_cds_WP_000608295.1_2772	33.677	291	417
WP_000041234.1	lcl|NZ_AKXG02000021.1_cds_WP_000575178.1_2828	32.573	307	417
WP_000041234.1	lcl|NZ_AKXG02000021.1_cds_WP_000172657.1_2788	31.385	325	417
WP_000041234.1	lcl|NZ_AKXG02000025.1_cds_WP_001281953.1_2704	28.354	328	417
WP_000041234.1	lcl|NZ_AKXG02000039.1_cds_WP_000538753.1_1909	25.781	384	417
WP_000041234.1	lcl|NZ_AKXG02000068.1_cds_WP_002183909.1_426	24.206	252	417
WP_002108506.1	lcl|NZ_AKXG02000042.1_cds_WP_000012765.1_1470	35.385	130	216
WP_002108506.1	lcl|NZ_AKXG02000046.1_cds_WP_000482996.1_1378	26.144	153	216
WP_002108506.1	lcl|NZ_AKXG02000042.1_cds_WP_000230176.1_1563	30.061	163	216
WP_002108506.1	lcl|NZ_AKXG02000032.1_cds_WP_000914171.1_2278	24.762	105	216
WP_002108506.1	lcl|NZ_AKXG02000046.1_cds_WP_000602005.1_1398	26.712	146	216
WP_025180280.1	lcl|NZ_AKXG02000055.1_cds_WP_000696061.1_1002	31.557	244	242
WP_025180280.1	lcl|NZ_AKXG02000006.1_cds_WP_001014587.1_3885	29.268	246	242
WP_002108525.1	lcl|NZ_AKXG02000037.1_cds_WP_000998676.1_1996	31.660	259	255
WP_002108525.1	lcl|NZ_AKXG02000021.1_cds_WP_000412930.1_2804	28.846	260	255
WP_002108525.1	lcl|NZ_AKXG02000042.1_cds_WP_000566240.1_1582	27.843	255	255
WP_002108525.1	lcl|NZ_AKXG02000057.1_cds_WP_000043153.1_958	26.336	262	255
WP_002108525.1	lcl|NZ_AKXG02000032.1_cds_WP_000351753.1_2160	24.907	269	255
WP_002108525.1	lcl|NZ_AKXG02000001.1_cds_WP_000653653.1_4139	26.054	261	255
WP_002108525.1	lcl|NZ_AKXG02000042.1_cds_WP_002072686.1_1553	27.490	251	255
WP_002108525.1	lcl|NZ_AKXG02000021.1_cds_WP_000750440.1_2808	24.016	254	255
WP_002108525.1	lcl|NZ_AKXG02000021.1_cds_WP_000980525.1_2782	38.235	102	255
WP_002108525.1	lcl|NZ_AKXG02000016.1_cds_WP_000646909.1_3344	25.683	183	255
WP_002108525.1	lcl|NZ_AKXG02000021.1_cds_WP_000723086.1_2834	29.851	201	255
WP_002108525.1	lcl|NZ_AKXG02000018.1_cds_WP_002067215.1_3144	26.289	194	255
WP_002108525.1	lcl|NZ_AKXG02000075.1_cds_WP_001074690.1_251	25.389	193	255
WP_002108525.1	lcl|NZ_AKXG02000018.1_cds_WP_001069863.1_3138	26.136	176	255
WP_002108525.1	lcl|NZ_AKXG02000037.1_cds_WP_000744704.1_2022	34.722	72	255
WP_002108525.1	lcl|NZ_AKXG02000004.1_cds_WP_000093664.1_3918	23.500	200	255
WP_002108502.1	lcl|NZ_AKXG02000041.1_cds_WP_002185292.1_1763	29.091	330	314
WP_002108526.1	lcl|NZ_AKXG02000012.1_cds_WP_001011673.1_3762	39.024	287	282
WP_002108526.1	lcl|NZ_AKXG02000021.1_cds_WP_001033786.1_2796	35.235	298	282
WP_002108526.1	lcl|NZ_AKXG02000021.1_cds_WP_002068380.1_2790	27.574	272	282
WP_002078520.1	lcl|NZ_AKXG02000025.1_cds_WP_001281953.1_2704	37.905	401	401
WP_002078520.1	lcl|NZ_AKXG02000021.1_cds_WP_000172657.1_2788	33.842	393	401
WP_002078520.1	lcl|NZ_AKXG02000021.1_cds_WP_000608295.1_2772	31.452	372	401
WP_002078520.1	lcl|NZ_AKXG02000021.1_cds_WP_000575178.1_2828	28.142	366	401
WP_002078520.1	lcl|NZ_AKXG02000021.1_cds_WP_001198107.1_2771	30.579	363	401
WP_002078520.1	lcl|NZ_AKXG02000068.1_cds_WP_002183909.1_426	25.521	384	401
WP_002078520.1	lcl|NZ_AKXG02000039.1_cds_WP_000538753.1_1909	26.509	381	401
WP_025180279.1	lcl|NZ_AKXG02000039.1_cds_WP_000172210.1_1842	30.163	368	568
WP_025180279.1	lcl|NZ_AKXG02000039.1_cds_WP_000667646.1_1884	32.381	210	568
WP_025180279.1	lcl|NZ_AKXG02000016.1_cds_WP_000828456.1_3284	31.858	226	568
WP_025180279.1	lcl|NZ_AKXG02000021.1_cds_WP_002106376.1_2786	31.132	212	568
