WP_000340715.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004462903.1_331	95.349	86	106
WP_000410268.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004464977.1_332	91.824	318	318
WP_000410268.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004464967.1_382	24.731	279	318
WP_000410268.1	lcl|NZ_JAUOTE010000001.1_cds_WP_046944705.1_3516	24.528	318	318
WP_000410268.1	lcl|NZ_JAUOTE010000007.1_cds_WP_046951571.1_404	24.306	288	318
WP_000410268.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465002.1_384	25.683	183	318
WP_000410268.1	lcl|NZ_JAUOTE010000045.1_cds_WP_004468319.1_556	23.243	185	318
WP_000410268.1	lcl|NZ_JAUOTE010000015.1_cds_WP_046690057.1_1533	24.885	217	318
WP_000020777.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004475166.1_333	97.230	361	361
WP_002076509.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918501.1_334	97.758	223	223
WP_002076509.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918467.1_399	33.871	124	223
WP_002076509.1	lcl|NZ_JAUOTE010000005.1_cds_WP_004475044.1_1435	26.126	222	223
WP_002076509.1	lcl|NZ_JAUOTE010000007.1_cds_WP_134787958.1_377	27.197	239	223
WP_002076509.1	lcl|NZ_JAUOTE010000002.1_cds_WP_004459124.1_2724	29.808	104	223
WP_002076509.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004490114.1_407	25.000	176	223
WP_002076509.1	lcl|NZ_JAUOTE010000003.1_cds_WP_303609007.1_1884	30.928	97	223
WP_002076509.1	lcl|NZ_JAUOTE010000002.1_cds_WP_175612200.1_2764	24.171	211	223
WP_001136119.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918491.1_335	98.588	354	354
WP_001136119.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004475149.1_356	36.508	252	354
WP_001136119.1	lcl|NZ_JAUOTE010000040.1_cds_WP_303609360.1_519	33.788	293	354
WP_001136119.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918491.1_335	98.588	354	354
WP_001136119.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004475149.1_356	36.508	252	354
WP_001136119.1	lcl|NZ_JAUOTE010000040.1_cds_WP_303609360.1_519	33.788	293	354
WP_000535865.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918490.1_336	94.323	229	234
WP_000535865.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918481.1_352	37.963	216	234
WP_000535865.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004482355.1_341	34.375	224	234
WP_000535865.1	lcl|NZ_JAUOTE010000056.1_cds_WP_303609406.1_792	30.476	210	234
WP_000535865.1	lcl|NZ_JAUOTE010000014.1_cds_WP_282993008.1_1687	30.000	110	234
WP_000535865.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465132.1_367	29.365	126	234
WP_002183331.1	lcl|NZ_JAUOTE010000007.1_cds_Q4565_RS05130_337	88.596	114	204
WP_002183331.1	lcl|NZ_JAUOTE010000007.1_cds_Q4565_RS05130_337	91.176	102	204
WP_002183331.1	lcl|NZ_JAUOTE010000072.1_cds_WP_269025532.1_3025	26.776	183	204
WP_001117631.1	lcl|NZ_JAUOTE010000007.1_cds_WP_061207032.1_339	98.191	387	387
WP_001117631.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918479.1_359	29.121	364	387
WP_001117631.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004476587.1_342	33.610	241	387
WP_001117631.1	lcl|NZ_JAUOTE010000024.1_cds_WP_004474409.1_1343	30.623	369	387
WP_001117631.1	lcl|NZ_JAUOTE010000007.1_cds_WP_282993254.1_397	30.314	287	387
WP_001117631.1	lcl|NZ_JAUOTE010000012.1_cds_WP_004465893.1_2277	26.182	275	387
WP_001117631.1	lcl|NZ_JAUOTE010000009.1_cds_WP_004473876.1_2978	24.658	365	387
WP_000697351.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004494287.1_340	98.456	583	583
WP_000697351.1	lcl|NZ_JAUOTE010000030.1_cds_WP_004489711.1_320	41.903	599	583
WP_000697351.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004482342.1_338	29.011	617	583
WP_029781911.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004482355.1_341	96.853	572	572
WP_029781911.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918481.1_352	37.768	233	572
WP_029781911.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918490.1_336	34.222	225	572
WP_029781911.1	lcl|NZ_JAUOTE010000056.1_cds_WP_303609406.1_792	30.256	195	572
WP_029781911.1	lcl|NZ_JAUOTE010000034.1_cds_WP_303609341.1_2584	23.622	127	572
WP_029781911.1	lcl|NZ_JAUOTE010000014.1_cds_WP_282993008.1_1687	31.897	116	572
WP_029781911.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004482355.1_341	96.853	572	572
WP_029781911.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918481.1_352	37.768	233	572
WP_029781911.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918490.1_336	34.222	225	572
WP_029781911.1	lcl|NZ_JAUOTE010000056.1_cds_WP_303609406.1_792	30.256	195	572
WP_029781911.1	lcl|NZ_JAUOTE010000034.1_cds_WP_303609341.1_2584	23.622	127	572
WP_029781911.1	lcl|NZ_JAUOTE010000014.1_cds_WP_282993008.1_1687	31.897	116	572
WP_000041234.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004476587.1_342	94.005	417	417
WP_000041234.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918479.1_359	31.443	388	417
WP_000041234.1	lcl|NZ_JAUOTE010000007.1_cds_WP_061207032.1_339	34.025	241	417
WP_000041234.1	lcl|NZ_JAUOTE010000007.1_cds_WP_282993254.1_397	35.039	254	417
WP_000041234.1	lcl|NZ_JAUOTE010000024.1_cds_WP_004474409.1_1343	27.507	349	417
WP_000041234.1	lcl|NZ_JAUOTE010000012.1_cds_WP_004465893.1_2277	28.682	258	417
WP_000041234.1	lcl|NZ_JAUOTE010000009.1_cds_WP_004473876.1_2978	25.397	252	417
WP_002108488.1	lcl|NZ_JAUOTE010000007.1_cds_WP_134787962.1_343	87.826	345	345
WP_002108487.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004476554.1_344	95.604	182	182
WP_002108490.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004482342.1_338	39.500	600	588
WP_002108490.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004494287.1_340	30.293	614	588
WP_002108490.1	lcl|NZ_JAUOTE010000030.1_cds_WP_004489711.1_320	30.538	632	588
WP_002108506.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918484.1_347	39.623	212	216
WP_002108506.1	lcl|NZ_JAUOTE010000004.1_cds_WP_076660031.1_672	29.762	168	216
WP_002108506.1	lcl|NZ_JAUOTE010000004.1_cds_WP_004473120.1_623	31.148	122	216
WP_002108506.1	lcl|NZ_JAUOTE010000002.1_cds_WP_004465361.1_2745	31.429	105	216
WP_002108506.1	lcl|NZ_JAUOTE010000026.1_cds_WP_282964995.1_3180	25.714	175	216
WP_002108483.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918469.1_391	72.195	205	211
WP_002108483.1	lcl|NZ_JAUOTE010000065.1_cds_WP_046950927.1_1357	68.605	86	211
WP_002108508.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918469.1_391	74.510	51	52
WP_002108508.1	lcl|NZ_JAUOTE010000065.1_cds_WP_046950927.1_1357	72.549	51	52
WP_025180281.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918482.1_351	88.222	450	481
WP_025180280.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918481.1_352	90.083	242	242
WP_025180280.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004482355.1_341	39.056	233	242
WP_025180280.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918490.1_336	38.028	213	242
WP_025180280.1	lcl|NZ_JAUOTE010000056.1_cds_WP_303609406.1_792	28.689	244	242
WP_025180280.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465132.1_367	30.833	120	242
WP_002108510.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918500.1_353	90.265	452	452
WP_002108525.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465314.1_354	95.686	255	255
WP_002108525.1	lcl|NZ_JAUOTE010000001.1_cds_WP_134788815.1_3544	33.591	259	255
WP_002108525.1	lcl|NZ_JAUOTE010000035.1_cds_WP_004462302.1_3152	28.235	255	255
WP_002108525.1	lcl|NZ_JAUOTE010000012.1_cds_WP_004457569.1_2265	27.099	262	255
WP_002108525.1	lcl|NZ_JAUOTE010000004.1_cds_WP_026053765.1_663	27.843	255	255
WP_002108525.1	lcl|NZ_JAUOTE010000025.1_cds_WP_303609306.1_719	24.907	269	255
WP_002108525.1	lcl|NZ_JAUOTE010000020.1_cds_WP_046690238.1_952	26.054	261	255
WP_002108525.1	lcl|NZ_JAUOTE010000016.1_cds_WP_046951128.1_2544	24.176	182	255
WP_002108525.1	lcl|NZ_JAUOTE010000013.1_cds_WP_046951674.1_1269	25.150	167	255
WP_002108525.1	lcl|NZ_JAUOTE010000007.1_cds_WP_046951571.1_404	30.570	193	255
WP_002108525.1	lcl|NZ_JAUOTE010000013.1_cds_WP_004459902.1_1257	24.870	193	255
WP_002108525.1	lcl|NZ_JAUOTE010000011.1_cds_WP_004464571.1_860	26.804	194	255
WP_002108525.1	lcl|NZ_JAUOTE010000013.1_cds_WP_004460037.1_1185	24.352	193	255
WP_002108525.1	lcl|NZ_JAUOTE010000001.1_cds_WP_046944705.1_3516	38.028	71	255
WP_002108502.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004481533.1_355	95.223	314	314
WP_002108502.1	lcl|NZ_JAUOTE010000002.1_cds_WP_134787911.1_2609	26.459	257	314
WP_002108526.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004475149.1_356	95.745	282	282
WP_002108526.1	lcl|NZ_JAUOTE010000040.1_cds_WP_303609360.1_519	38.489	278	282
WP_002108526.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918491.1_335	33.448	290	282
WP_002099940.1	lcl|NZ_JAUOTE010000007.1_cds_WP_134787960.1_357	90.966	321	321
WP_000580577.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918480.1_358	96.476	227	227
WP_002078520.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918479.1_359	97.756	401	401
WP_002078520.1	lcl|NZ_JAUOTE010000024.1_cds_WP_004474409.1_1343	38.155	401	401
WP_002078520.1	lcl|NZ_JAUOTE010000007.1_cds_WP_061207032.1_339	31.492	362	401
WP_002078520.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004476587.1_342	29.921	381	401
WP_002078520.1	lcl|NZ_JAUOTE010000007.1_cds_WP_282993254.1_397	29.132	357	401
WP_002078520.1	lcl|NZ_JAUOTE010000009.1_cds_WP_004473876.1_2978	26.562	384	401
