WP_000340715.1	lcl|NZ_AKWM02000063.1_cds_WP_002764162.1_805	91.860	86	106
WP_000410268.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	91.935	310	318
WP_000410268.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	25.899	278	318
WP_000410268.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	24.062	320	318
WP_000410268.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	23.958	288	318
WP_000410268.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	21.888	233	318
WP_000410268.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	21.176	170	318
WP_000410268.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	24.082	245	318
WP_000020777.1	lcl|NZ_AKWM02000027.1_cds_WP_002761988.1_2552	41.808	354	361
WP_002076509.1	lcl|NZ_AKWM02000039.1_cds_WP_002762891.1_1939	30.769	130	223
WP_002076509.1	lcl|NZ_AKWM02000065.1_cds_WP_002764201.1_760	25.676	222	223
WP_002076509.1	lcl|NZ_AKWM02000039.1_cds_WP_004282521.1_1964	33.333	93	223
WP_002076509.1	lcl|NZ_AKWM02000030.1_cds_WP_002762419.1_2339	29.808	104	223
WP_002076509.1	lcl|NZ_AKWM02000029.1_cds_WP_002762192.1_2502	29.787	94	223
WP_002076509.1	lcl|NZ_AKWM02000039.1_cds_WP_004282546.1_1932	24.571	175	223
WP_001136119.1	lcl|NZ_AKWM02000051.1_cds_WP_002763734.1_1247	36.418	335	354
WP_001136119.1	lcl|NZ_AKWM02000027.1_cds_WP_002761986.1_2549	34.969	326	354
WP_001136119.1	lcl|NZ_AKWM02000021.1_cds_WP_004282468.1_2828	33.447	293	354
WP_001136119.1	lcl|NZ_AKWM02000051.1_cds_WP_002763734.1_1247	36.418	335	354
WP_001136119.1	lcl|NZ_AKWM02000027.1_cds_WP_002761986.1_2549	34.969	326	354
WP_001136119.1	lcl|NZ_AKWM02000021.1_cds_WP_004282468.1_2828	33.447	293	354
WP_000535865.1	lcl|NZ_AKWM02000082.1_cds_WP_002746427.1_177	30.952	210	234
WP_000535865.1	lcl|NZ_AKWM02000062.1_cds_WP_002747535.1_851	30.702	114	234
WP_002183331.1	lcl|NZ_AKWM02000078.1_cds_WP_002746700.1_333	26.776	183	204
WP_001117631.1	lcl|NZ_AKWM02000022.1_cds_WP_002761418.1_2749	30.811	370	387
