WP_000340715.1	lcl|NZ_JQQG01000022.1_cds_WP_000340715.1_781	100.000	86	106
WP_000410268.1	lcl|NZ_JQQG01000022.1_cds_WP_000712241.1_780	99.677	310	318
WP_000410268.1	lcl|NZ_JQQG01000022.1_cds_WP_061269574.1_777	25.982	331	318
WP_000410268.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	24.611	321	318
WP_000410268.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	24.306	288	318
WP_002076509.1	lcl|NZ_JQQG01000022.1_cds_WP_000282884.1_715	30.213	235	223
WP_002076509.1	lcl|NZ_JQQG01000019.1_cds_WP_001099027.1_657	26.457	223	223
WP_002076509.1	lcl|NZ_JQQG01000050.1_cds_WP_002080388.1_1669	29.808	104	223
WP_002076509.1	lcl|NZ_JQQG01000130.1_cds_WP_000868621.1_3227	29.670	91	223
WP_002076509.1	lcl|NZ_JQQG01000022.1_cds_WP_001114264.1_708	26.705	176	223
WP_002076509.1	lcl|NZ_JQQG01000104.1_cds_WP_000262844.1_2875	24.638	207	223
WP_001136119.1	lcl|NZ_JQQG01000022.1_cds_WP_001033783.1_748	32.386	352	354
WP_001136119.1	lcl|NZ_JQQG01000115.1_cds_WP_001011675.1_2956	33.898	295	354
WP_001136119.1	lcl|NZ_JQQG01000022.1_cds_WP_002068380.1_754	28.435	313	354
WP_001136119.1	lcl|NZ_JQQG01000022.1_cds_WP_001033783.1_748	32.386	352	354
WP_001136119.1	lcl|NZ_JQQG01000115.1_cds_WP_001011675.1_2956	33.898	295	354
WP_001136119.1	lcl|NZ_JQQG01000022.1_cds_WP_002068380.1_754	28.435	313	354
WP_000535865.1	lcl|NZ_JQQG01000033.1_cds_WP_061269601.1_1100	43.373	166	234
WP_000535865.1	lcl|NZ_JQQG01000117.1_cds_WP_001014595.1_3008	28.365	208	234
WP_000535865.1	lcl|NZ_JQQG01000022.1_cds_WP_000440092.1_753	23.043	230	234
WP_000535865.1	lcl|NZ_JQQG01000094.1_cds_WP_000721859.1_2716	33.333	111	234
WP_001117631.1	lcl|NZ_JQQG01000037.1_cds_WP_001281953.1_1232	31.989	372	387
WP_001117631.1	lcl|NZ_JQQG01000022.1_cds_WP_002118554.1_762	37.805	246	387
WP_001117631.1	lcl|NZ_JQQG01000022.1_cds_WP_000608287.1_772	28.448	348	387
WP_001117631.1	lcl|NZ_JQQG01000022.1_cds_WP_000172660.1_756	34.000	250	387
WP_001117631.1	lcl|NZ_JQQG01000022.1_cds_WP_001198107.1_773	37.864	206	387
WP_001117631.1	lcl|NZ_JQQG01000022.1_cds_WP_000575178.1_717	29.329	283	387
WP_001117631.1	lcl|NZ_JQQG01000045.1_cds_WP_000538757.1_1488	26.480	321	387
WP_001117631.1	lcl|NZ_JQQG01000126.1_cds_WP_001982414.1_3129	24.251	367	387
WP_029781911.1	lcl|NZ_JQQG01000033.1_cds_WP_061269601.1_1100	36.327	245	572
WP_029781911.1	lcl|NZ_JQQG01000022.1_cds_WP_000440092.1_753	27.941	204	572
WP_029781911.1	lcl|NZ_JQQG01000002.1_cds_WP_000613391.1_41	21.538	130	572
WP_029781911.1	lcl|NZ_JQQG01000094.1_cds_WP_000721859.1_2716	34.188	117	572
WP_029781911.1	lcl|NZ_JQQG01000033.1_cds_WP_061269601.1_1100	36.327	245	572
WP_029781911.1	lcl|NZ_JQQG01000022.1_cds_WP_000440092.1_753	27.941	204	572
WP_029781911.1	lcl|NZ_JQQG01000002.1_cds_WP_000613391.1_41	21.538	130	572
WP_029781911.1	lcl|NZ_JQQG01000094.1_cds_WP_000721859.1_2716	34.188	117	572
WP_000041234.1	lcl|NZ_JQQG01000022.1_cds_WP_001198107.1_773	34.161	322	417
WP_000041234.1	lcl|NZ_JQQG01000022.1_cds_WP_000608287.1_772	33.677	291	417
WP_000041234.1	lcl|NZ_JQQG01000022.1_cds_WP_000575178.1_717	32.573	307	417
WP_000041234.1	lcl|NZ_JQQG01000037.1_cds_WP_001281953.1_1232	28.354	328	417
WP_000041234.1	lcl|NZ_JQQG01000022.1_cds_WP_000172660.1_756	30.769	325	417
WP_000041234.1	lcl|NZ_JQQG01000022.1_cds_WP_002118554.1_762	37.264	212	417
WP_000041234.1	lcl|NZ_JQQG01000045.1_cds_WP_000538757.1_1488	25.907	386	417
WP_000041234.1	lcl|NZ_JQQG01000126.1_cds_WP_001982414.1_3129	24.206	252	417
WP_002108487.1	lcl|NZ_JQQG01000022.1_cds_WP_001975371.1_747	27.660	141	182
WP_002108506.1	lcl|NZ_JQQG01000023.1_cds_WP_000012765.1_820	35.385	130	216
WP_002108506.1	lcl|NZ_JQQG01000114.1_cds_WP_061269797.1_2951	26.144	153	216
WP_002108506.1	lcl|NZ_JQQG01000026.1_cds_WP_000230180.1_903	30.061	163	216
WP_002108506.1	lcl|NZ_JQQG01000150.1_cds_WP_000914162.1_3424	24.762	105	216
WP_002108506.1	lcl|NZ_JQQG01000044.1_cds_WP_000602007.1_1482	26.712	146	216
WP_025180280.1	lcl|NZ_JQQG01000033.1_cds_WP_061269601.1_1100	31.148	244	242
WP_025180280.1	lcl|NZ_JQQG01000117.1_cds_WP_001014595.1_3008	29.268	246	242
WP_002108525.1	lcl|NZ_JQQG01000015.1_cds_WP_000998676.1_472	31.660	259	255
WP_002108525.1	lcl|NZ_JQQG01000022.1_cds_WP_000412931.1_741	28.846	260	255
WP_002108525.1	lcl|NZ_JQQG01000026.1_cds_WP_000566240.1_922	27.843	255	255
WP_002108525.1	lcl|NZ_JQQG01000016.1_cds_WP_000043153.1_524	26.336	262	255
WP_002108525.1	lcl|NZ_JQQG01000026.1_cds_WP_001968389.1_894	26.693	251	255
WP_002108525.1	lcl|NZ_JQQG01000058.1_cds_WP_000351753.1_1931	24.907	269	255
WP_002108525.1	lcl|NZ_JQQG01000035.1_cds_WP_000653653.1_1152	26.054	261	255
WP_002108525.1	lcl|NZ_JQQG01000022.1_cds_WP_000750438.1_737	24.409	254	255
WP_002108525.1	lcl|NZ_JQQG01000099.1_cds_WP_000646910.1_2778	26.230	183	255
WP_002108525.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	29.851	201	255
WP_002108525.1	lcl|NZ_JQQG01000026.1_cds_WP_002067215.1_963	26.289	194	255
WP_002108525.1	lcl|NZ_JQQG01000048.1_cds_WP_001074690.1_1602	25.389	193	255
WP_002108525.1	lcl|NZ_JQQG01000026.1_cds_WP_001069862.1_957	26.136	176	255
WP_002108525.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	34.722	72	255
WP_002108525.1	lcl|NZ_JQQG01000042.1_cds_WP_000093664.1_1444	23.500	200	255
WP_002108502.1	lcl|NZ_JQQG01000154.1_cds_WP_002185292.1_3468	29.091	330	314
WP_002108526.1	lcl|NZ_JQQG01000115.1_cds_WP_001011675.1_2956	39.024	287	282
WP_002108526.1	lcl|NZ_JQQG01000022.1_cds_WP_001033783.1_748	35.235	298	282
WP_002108526.1	lcl|NZ_JQQG01000022.1_cds_WP_002068380.1_754	27.574	272	282
WP_002078520.1	lcl|NZ_JQQG01000037.1_cds_WP_001281953.1_1232	37.905	401	401
WP_002078520.1	lcl|NZ_JQQG01000022.1_cds_WP_000172660.1_756	33.842	393	401
WP_002078520.1	lcl|NZ_JQQG01000022.1_cds_WP_002118554.1_762	33.333	375	401
WP_002078520.1	lcl|NZ_JQQG01000022.1_cds_WP_000608287.1_772	31.720	372	401
WP_002078520.1	lcl|NZ_JQQG01000022.1_cds_WP_000575178.1_717	28.142	366	401
WP_002078520.1	lcl|NZ_JQQG01000022.1_cds_WP_001198107.1_773	30.579	363	401
WP_002078520.1	lcl|NZ_JQQG01000126.1_cds_WP_001982414.1_3129	25.521	384	401
WP_002078520.1	lcl|NZ_JQQG01000045.1_cds_WP_000538757.1_1488	26.509	381	401
WP_025180279.1	lcl|NZ_JQQG01000133.1_cds_WP_000172205.1_3253	30.707	368	568
WP_025180279.1	lcl|NZ_JQQG01000018.1_cds_WP_000667646.1_642	32.381	210	568
WP_025180279.1	lcl|NZ_JQQG01000025.1_cds_WP_000828456.1_891	31.858	226	568
