WP_000340715.1	lcl|NZ_AKWL02000022.1_cds_WP_004753574.1_2636	94.186	86	106
WP_000410268.1	lcl|NZ_AKWL02000022.1_cds_WP_004761722.1_2635	96.452	310	318
WP_000410268.1	lcl|NZ_AKWL02000022.1_cds_WP_004755430.1_2632	26.061	330	318
WP_000410268.1	lcl|NZ_AKWL02000051.1_cds_WP_004753565.1_206	24.611	321	318
WP_000410268.1	lcl|NZ_AKWL02000022.1_cds_WP_004763603.1_2563	24.306	288	318
WP_000410268.1	lcl|NZ_AKWL02000050.1_cds_WP_004751543.1_495	24.359	234	318
WP_002076509.1	lcl|NZ_AKWL02000022.1_cds_WP_004761677.1_2567	27.155	232	223
WP_002076509.1	lcl|NZ_AKWL02000027.1_cds_WP_004759385.1_2290	25.571	219	223
WP_002076509.1	lcl|NZ_AKWL02000015.1_cds_WP_004750398.1_3151	30.769	104	223
WP_002076509.1	lcl|NZ_AKWL02000016.1_cds_WP_004751232.1_3079	30.769	91	223
WP_002076509.1	lcl|NZ_AKWL02000022.1_cds_WP_004761491.1_2568	27.273	110	223
WP_002076509.1	lcl|NZ_AKWL02000042.1_cds_WP_004754319.1_986	24.155	207	223
WP_001136119.1	lcl|NZ_AKWL02000022.1_cds_WP_004777115.1_2601	32.544	338	354
WP_001136119.1	lcl|NZ_AKWL02000021.1_cds_WP_004752171.1_2856	34.276	283	354
WP_001136119.1	lcl|NZ_AKWL02000022.1_cds_WP_004755121.1_2607	28.939	311	354
WP_001136119.1	lcl|NZ_AKWL02000022.1_cds_WP_004777115.1_2601	32.544	338	354
WP_001136119.1	lcl|NZ_AKWL02000021.1_cds_WP_004752171.1_2856	34.276	283	354
WP_001136119.1	lcl|NZ_AKWL02000022.1_cds_WP_004755121.1_2607	28.939	311	354
WP_000535865.1	lcl|NZ_AKWL02000041.1_cds_WP_004752290.1_1203	42.771	166	234
WP_000535865.1	lcl|NZ_AKWL02000029.1_cds_WP_004777365.1_2095	28.846	208	234
WP_000535865.1	lcl|NZ_AKWL02000022.1_cds_WP_000440092.1_2606	23.043	230	234
WP_000535865.1	lcl|NZ_AKWL02000043.1_cds_WP_004753115.1_883	32.432	111	234
WP_001117631.1	lcl|NZ_AKWL02000012.1_cds_WP_004754030.1_3442	32.432	370	387
WP_001117631.1	lcl|NZ_AKWL02000022.1_cds_WP_004753525.1_2627	33.475	236	387
WP_001117631.1	lcl|NZ_AKWL02000022.1_cds_WP_004754985.1_2609	32.700	263	387
WP_001117631.1	lcl|NZ_AKWL02000022.1_cds_WP_004754883.1_2628	37.379	206	387
WP_001117631.1	lcl|NZ_AKWL02000022.1_cds_WP_004753906.1_2569	30.035	283	387
WP_001117631.1	lcl|NZ_AKWL02000043.1_cds_WP_004752829.1_866	27.103	321	387
WP_001117631.1	lcl|NZ_AKWL02000006.1_cds_WP_004771239.1_3757	25.341	367	387
WP_029781911.1	lcl|NZ_AKWL02000041.1_cds_WP_004752290.1_1203	34.167	240	572
WP_029781911.1	lcl|NZ_AKWL02000022.1_cds_WP_000440092.1_2606	27.941	204	572
WP_029781911.1	lcl|NZ_AKWL02000029.1_cds_WP_004777365.1_2095	32.704	159	572
WP_029781911.1	lcl|NZ_AKWL02000031.1_cds_WP_004777397.1_2015	21.212	132	572
WP_029781911.1	lcl|NZ_AKWL02000043.1_cds_WP_004753115.1_883	33.333	117	572
WP_029781911.1	lcl|NZ_AKWL02000041.1_cds_WP_004752290.1_1203	34.167	240	572
WP_029781911.1	lcl|NZ_AKWL02000022.1_cds_WP_000440092.1_2606	27.941	204	572
WP_029781911.1	lcl|NZ_AKWL02000029.1_cds_WP_004777365.1_2095	32.704	159	572
