WP_000340715.1	lcl|NZ_JQQK01000061.1_cds_WP_000340715.1_1843	100.000	86	106
WP_000410268.1	lcl|NZ_JQQK01000061.1_cds_WP_000410274.1_1844	99.686	318	318
WP_000410268.1	lcl|NZ_JQQK01000061.1_cds_WP_000723078.1_1893	24.731	279	318
WP_000410268.1	lcl|NZ_JQQK01000003.1_cds_WP_000744700.1_80	24.611	321	318
WP_000410268.1	lcl|NZ_JQQK01000061.1_cds_WP_000723090.1_1913	24.306	288	318
WP_000410268.1	lcl|NZ_JQQK01000061.1_cds_WP_061243595.1_1895	23.348	227	318
WP_000020777.1	lcl|NZ_JQQK01000061.1_cds_WP_000020777.1_1845	100.000	361	361
WP_002076509.1	lcl|NZ_JQQK01000061.1_cds_WP_061243623.1_1846	99.552	223	223
WP_002076509.1	lcl|NZ_JQQK01000111.1_cds_WP_001099038.1_2892	26.906	223	223
WP_002076509.1	lcl|NZ_JQQK01000061.1_cds_WP_001068977.1_1909	26.609	233	223
WP_002076509.1	lcl|NZ_JQQK01000061.1_cds_WP_002189135.1_1887	26.778	239	223
WP_002076509.1	lcl|NZ_JQQK01000137.1_cds_WP_002080388.1_3294	29.808	104	223
WP_002076509.1	lcl|NZ_JQQK01000016.1_cds_WP_000868621.1_456	29.670	91	223
WP_002076509.1	lcl|NZ_JQQK01000061.1_cds_WP_001114264.1_1916	26.705	176	223
WP_002076509.1	lcl|NZ_JQQK01000044.1_cds_WP_000262844.1_1358	24.638	207	223
WP_001136119.1	lcl|NZ_JQQK01000061.1_cds_WP_001136118.1_1847	99.435	354	354
WP_001136119.1	lcl|NZ_JQQK01000061.1_cds_WP_002078534.1_1866	36.111	252	354
WP_001136119.1	lcl|NZ_JQQK01000023.1_cds_WP_061243151.1_689	33.898	295	354
WP_001136119.1	lcl|NZ_JQQK01000061.1_cds_WP_001136118.1_1847	99.435	354	354
WP_001136119.1	lcl|NZ_JQQK01000061.1_cds_WP_002078534.1_1866	36.111	252	354
WP_001136119.1	lcl|NZ_JQQK01000023.1_cds_WP_061243151.1_689	33.898	295	354
WP_000535865.1	lcl|NZ_JQQK01000061.1_cds_WP_000535866.1_1848	100.000	229	234
WP_000535865.1	lcl|NZ_JQQK01000061.1_cds_WP_061243571.1_1862	37.037	216	234
WP_000535865.1	lcl|NZ_JQQK01000061.1_cds_WP_061243557.1_1853	34.529	223	234
WP_000535865.1	lcl|NZ_JQQK01000140.1_cds_WP_061244008.1_3343	28.365	208	234
WP_000535865.1	lcl|NZ_JQQK01000028.1_cds_WP_000721859.1_771	33.333	111	234
WP_000535865.1	lcl|NZ_JQQK01000061.1_cds_WP_061243583.1_1877	28.125	128	234
WP_002183331.1	lcl|NZ_JQQK01000061.1_cds_JG62_RS25115_1849	88.235	102	204
WP_002183331.1	lcl|NZ_JQQK01000061.1_cds_JG62_RS25115_1849	76.364	110	204
WP_001117631.1	lcl|NZ_JQQK01000061.1_cds_WP_061243554.1_1851	99.225	387	387
WP_001117631.1	lcl|NZ_JQQK01000061.1_cds_WP_061243628.1_1869	29.752	363	387
