WP_000340715.1	lcl|NZ_AFMG01000041.1_cds_WP_000340715.1_2919	100.000	86	106
WP_000410268.1	lcl|NZ_AFMG01000041.1_cds_WP_000410273.1_2918	99.677	310	318
WP_000410268.1	lcl|NZ_AFMG01000041.1_cds_WP_000093099.1_2898	46.988	83	318
WP_000410268.1	lcl|NZ_AFMG01000041.1_cds_WP_000646250.1_2915	25.680	331	318
WP_000410268.1	lcl|NZ_AFMG01000123.1_cds_WP_000744700.1_1622	24.611	321	318
WP_000410268.1	lcl|NZ_AFMG01000041.1_cds_WP_000723090.1_2836	24.306	288	318
WP_000410268.1	lcl|NZ_AFMG01000041.1_cds_WP_000600889.1_2889	23.636	275	318
WP_000020777.1	lcl|NZ_AFMG01000041.1_cds_WP_000202830.1_2879	42.493	353	361
WP_002076509.1	lcl|NZ_AFMG01000041.1_cds_WP_000282880.1_2840	30.638	235	223
WP_002076509.1	lcl|NZ_AFMG01000168.1_cds_WP_001099029.1_776	26.906	223	223
WP_002076509.1	lcl|NZ_AFMG01000041.1_cds_WP_001068986.1_2861	30.435	92	223
WP_002076509.1	lcl|NZ_AFMG01000030.1_cds_WP_000840858.1_3218	29.808	104	223
WP_002076509.1	lcl|NZ_AFMG01000029.1_cds_WP_000868621.1_3258	29.670	91	223
WP_002076509.1	lcl|NZ_AFMG01000041.1_cds_WP_001114267.1_2833	26.705	176	223
WP_002076509.1	lcl|NZ_AFMG01000071.1_cds_WP_025176495.1_2334	23.832	214	223
WP_001136119.1	lcl|NZ_AFMG01000041.1_cds_WP_001230564.1_2886	36.578	339	354
WP_001136119.1	lcl|NZ_AFMG01000041.1_cds_WP_000582618.1_2882	34.356	326	354
WP_001136119.1	lcl|NZ_AFMG01000273.1_cds_WP_001011675.1_284	33.898	295	354
WP_001136119.1	lcl|NZ_AFMG01000041.1_cds_WP_001230564.1_2886	36.578	339	354
WP_001136119.1	lcl|NZ_AFMG01000041.1_cds_WP_000582618.1_2882	34.356	326	354
WP_001136119.1	lcl|NZ_AFMG01000273.1_cds_WP_001011675.1_284	33.898	295	354
WP_000535865.1	lcl|NZ_AFMG01000135.1_cds_WP_001014594.1_1348	28.365	208	234
WP_000535865.1	lcl|NZ_AFMG01000058.1_cds_WP_000721859.1_2483	33.333	111	234
WP_000535865.1	lcl|NZ_AFMG01000041.1_cds_WP_000848239.1_2871	28.571	126	234
WP_001117631.1	lcl|NZ_AFMG01000041.1_cds_WP_000582222.1_2900	38.211	246	387
WP_001117631.1	lcl|NZ_AFMG01000070.1_cds_WP_001281953.1_2338	31.989	372	387
WP_001117631.1	lcl|NZ_AFMG01000041.1_cds_WP_000608295.1_2910	28.448	348	387
WP_001117631.1	lcl|NZ_AFMG01000041.1_cds_WP_000947844.1_2888	32.700	263	387
WP_001117631.1	lcl|NZ_AFMG01000041.1_cds_WP_001198107.1_2911	37.864	206	387
WP_001117631.1	lcl|NZ_AFMG01000041.1_cds_WP_000575178.1_2842	29.329	283	387
WP_001117631.1	lcl|NZ_AFMG01000041.1_cds_WP_000346036.1_2881	27.701	361	387
WP_001117631.1	lcl|NZ_AFMG01000158.1_cds_WP_000538752.1_877	26.480	321	387
WP_001117631.1	lcl|NZ_AFMG01000080.1_cds_WP_001982414.1_2202	24.251	367	387
WP_000697351.1	lcl|NZ_AFMG01000041.1_cds_WP_000698820.1_2876	27.636	626	583
WP_029781911.1	lcl|NZ_AFMG01000034.1_cds_WP_000613386.1_3136	21.538	130	572
WP_029781911.1	lcl|NZ_AFMG01000058.1_cds_WP_000721859.1_2483	34.188	117	572
WP_029781911.1	lcl|NZ_AFMG01000034.1_cds_WP_000613386.1_3136	21.538	130	572
WP_029781911.1	lcl|NZ_AFMG01000058.1_cds_WP_000721859.1_2483	34.188	117	572
WP_000041234.1	lcl|NZ_AFMG01000041.1_cds_WP_001198107.1_2911	34.161	322	417
WP_000041234.1	lcl|NZ_AFMG01000041.1_cds_WP_000608295.1_2910	33.677	291	417
WP_000041234.1	lcl|NZ_AFMG01000041.1_cds_WP_000575178.1_2842	32.573	307	417
WP_000041234.1	lcl|NZ_AFMG01000070.1_cds_WP_001281953.1_2338	28.354	328	417
WP_000041234.1	lcl|NZ_AFMG01000041.1_cds_WP_000346036.1_2881	29.367	395	417
WP_000041234.1	lcl|NZ_AFMG01000041.1_cds_WP_000582222.1_2900	37.383	214	417
WP_000041234.1	lcl|NZ_AFMG01000041.1_cds_WP_000947844.1_2888	26.866	268	417
WP_000041234.1	lcl|NZ_AFMG01000158.1_cds_WP_000538752.1_877	25.781	384	417
WP_000041234.1	lcl|NZ_AFMG01000080.1_cds_WP_001982414.1_2202	24.206	252	417
WP_002108490.1	lcl|NZ_AFMG01000041.1_cds_WP_000698820.1_2876	43.987	607	588
WP_002108506.1	lcl|NZ_AFMG01000018.1_cds_WP_000012765.1_3566	35.385	130	216
WP_002108506.1	lcl|NZ_AFMG01000125.1_cds_WP_000230180.1_1570	30.061	163	216
WP_002108506.1	lcl|NZ_AFMG01000147.1_cds_WP_000914158.1_1032	25.714	105	216
WP_002108506.1	lcl|NZ_AFMG01000213.1_cds_WP_000602007.1_463	26.712	146	216
WP_025180280.1	lcl|NZ_AFMG01000135.1_cds_WP_001014594.1_1348	29.268	246	242
WP_025180280.1	lcl|NZ_AFMG01000041.1_cds_WP_000848239.1_2871	30.252	119	242
WP_002108525.1	lcl|NZ_AFMG01000123.1_cds_WP_000998676.1_1648	31.660	259	255
WP_002108525.1	lcl|NZ_AFMG01000125.1_cds_WP_000566240.1_1551	27.843	255	255
WP_002108525.1	lcl|NZ_AFMG01000197.1_cds_WP_000043153.1_556	26.336	262	255
WP_002108525.1	lcl|NZ_AFMG01000125.1_cds_WP_001968389.1_1579	26.693	251	255
WP_002108525.1	lcl|NZ_AFMG01000119.1_cds_WP_000351752.1_1781	24.907	269	255
WP_002108525.1	lcl|NZ_AFMG01000020.1_cds_WP_000653653.1_3526	26.054	261	255
WP_002108525.1	lcl|NZ_AFMG01000136.1_cds_WP_000646914.1_1307	26.230	183	255
WP_002108525.1	lcl|NZ_AFMG01000041.1_cds_WP_000723090.1_2836	29.851	201	255
WP_002108525.1	lcl|NZ_AFMG01000149.1_cds_WP_000800040.1_1006	26.289	194	255
WP_002108525.1	lcl|NZ_AFMG01000280.1_cds_WP_001074690.1_185	25.389	193	255
WP_002108525.1	lcl|NZ_AFMG01000149.1_cds_WP_001069860.1_1000	26.220	164	255
WP_002108525.1	lcl|NZ_AFMG01000123.1_cds_WP_000744700.1_1622	34.722	72	255
WP_002108502.1	lcl|NZ_AFMG01000131.1_cds_WP_002185292.1_1391	29.091	330	314
WP_002108526.1	lcl|NZ_AFMG01000041.1_cds_WP_001230564.1_2886	36.957	276	282
WP_002108526.1	lcl|NZ_AFMG01000273.1_cds_WP_001011675.1_284	39.024	287	282
WP_002108526.1	lcl|NZ_AFMG01000041.1_cds_WP_000582618.1_2882	33.824	272	282
WP_002078520.1	lcl|NZ_AFMG01000070.1_cds_WP_001281953.1_2338	37.905	401	401
WP_002078520.1	lcl|NZ_AFMG01000041.1_cds_WP_000582222.1_2900	33.333	375	401
WP_002078520.1	lcl|NZ_AFMG01000041.1_cds_WP_000608295.1_2910	31.452	372	401
WP_002078520.1	lcl|NZ_AFMG01000041.1_cds_WP_000575178.1_2842	28.142	366	401
WP_002078520.1	lcl|NZ_AFMG01000041.1_cds_WP_001198107.1_2911	30.579	363	401
WP_002078520.1	lcl|NZ_AFMG01000041.1_cds_WP_000947844.1_2888	27.321	377	401
WP_002078520.1	lcl|NZ_AFMG01000041.1_cds_WP_000346036.1_2881	27.034	381	401
WP_002078520.1	lcl|NZ_AFMG01000080.1_cds_WP_001982414.1_2202	25.521	384	401
WP_002078520.1	lcl|NZ_AFMG01000158.1_cds_WP_000538752.1_877	26.509	381	401
WP_025180279.1	lcl|NZ_AFMG01000044.1_cds_WP_000172202.1_2792	30.163	368	568
WP_025180279.1	lcl|NZ_AFMG01000041.1_cds_WP_000834715.1_2895	28.500	400	568
WP_025180279.1	lcl|NZ_AFMG01000072.1_cds_WP_000667646.1_2320	32.381	210	568
WP_025180279.1	lcl|NZ_AFMG01000006.1_cds_WP_000828455.1_3674	31.858	226	568
WP_025180279.1	lcl|NZ_AFMG01000044.1_cds_WP_000942282.1_2778	33.663	202	568
WP_025180279.1	lcl|NZ_AFMG01000140.1_cds_WP_000666552.1_1170	30.811	185	568
WP_025180279.1	lcl|NZ_AFMG01000023.1_cds_WP_001161019.1_3438	31.088	193	568
WP_025180279.1	lcl|NZ_AFMG01000196.1_cds_WP_000675807.1_573	30.570	193	568
WP_025180279.1	lcl|NZ_AFMG01000088.1_cds_WP_000047473.1_2020	33.505	194	568
WP_025180279.1	lcl|NZ_AFMG01000085.1_cds_WP_000510777.1_2092	29.442	197	568
WP_025180279.1	lcl|NZ_AFMG01000168.1_cds_WP_000184524.1_788	31.606	193	568
WP_025180279.1	lcl|NZ_AFMG01000147.1_cds_WP_000536762.1_1034	34.194	155	568
WP_025180279.1	lcl|NZ_AFMG01000037.1_cds_WP_001052498.1_3058	30.000	180	568
WP_025180279.1	lcl|NZ_AFMG01000087.1_cds_WP_000619175.1_2048	31.088	193	568
WP_025180279.1	lcl|NZ_AFMG01000061.1_cds_WP_000603361.1_2459	31.522	184	568
WP_025180279.1	lcl|NZ_AFMG01000121.1_cds_WP_001049205.1_1702	30.978	184	568
WP_025180279.1	lcl|NZ_AFMG01000121.1_cds_WP_001049205.1_1702	25.822	213	568
WP_025180279.1	lcl|NZ_AFMG01000120.1_cds_WP_000433117.1_1736	28.108	185	568
WP_025180279.1	lcl|NZ_AFMG01000150.1_cds_WP_000052667.1_992	27.638	199	568
WP_025180279.1	lcl|NZ_AFMG01000087.1_cds_WP_000218838.1_2049	29.680	219	568
WP_025180279.1	lcl|NZ_AFMG01000086.1_cds_WP_001982953.1_2086	26.943	193	568
WP_025180279.1	lcl|NZ_AFMG01000061.1_cds_WP_000054169.1_2443	30.000	190	568
WP_025180279.1	lcl|NZ_AFMG01000192.1_cds_WP_000590867.1_597	25.654	191	568
WP_025180279.1	lcl|NZ_AFMG01000192.1_cds_WP_000590867.1_597	25.668	187	568
WP_025180279.1	lcl|NZ_AFMG01000226.1_cds_WP_000626143.1_415	27.368	190	568
WP_025180279.1	lcl|NZ_AFMG01000226.1_cds_WP_000626143.1_415	23.462	260	568
WP_025180279.1	lcl|NZ_AFMG01000047.1_cds_WP_001089500.1_2679	28.293	205	568
WP_025180279.1	lcl|NZ_AFMG01000081.1_cds_WP_000598571.1_2189	26.061	165	568
WP_025180279.1	lcl|NZ_AFMG01000069.1_cds_WP_000431145.1_2351	26.316	228	568
WP_025180279.1	lcl|NZ_AFMG01000058.1_cds_WP_000136057.1_2489	26.904	197	568
WP_025180279.1	lcl|NZ_AFMG01000073.1_cds_WP_000481720.1_2301	24.138	203	568
WP_025180279.1	lcl|NZ_AFMG01000057.1_cds_WP_001141158.1_2507	24.413	213	568
WP_025180279.1	lcl|NZ_AFMG01000023.1_cds_WP_000281020.1_3422	31.944	72	568
WP_025180279.1	lcl|NZ_AFMG01000044.1_cds_WP_000172202.1_2792	30.163	368	568
WP_025180279.1	lcl|NZ_AFMG01000041.1_cds_WP_000834715.1_2895	28.500	400	568
WP_025180279.1	lcl|NZ_AFMG01000072.1_cds_WP_000667646.1_2320	32.381	210	568
WP_025180279.1	lcl|NZ_AFMG01000006.1_cds_WP_000828455.1_3674	31.858	226	568
WP_025180279.1	lcl|NZ_AFMG01000044.1_cds_WP_000942282.1_2778	33.663	202	568
WP_025180279.1	lcl|NZ_AFMG01000140.1_cds_WP_000666552.1_1170	30.811	185	568
WP_025180279.1	lcl|NZ_AFMG01000023.1_cds_WP_001161019.1_3438	31.088	193	568
WP_025180279.1	lcl|NZ_AFMG01000196.1_cds_WP_000675807.1_573	30.570	193	568
WP_025180279.1	lcl|NZ_AFMG01000088.1_cds_WP_000047473.1_2020	33.505	194	568
WP_025180279.1	lcl|NZ_AFMG01000085.1_cds_WP_000510777.1_2092	29.442	197	568
WP_025180279.1	lcl|NZ_AFMG01000168.1_cds_WP_000184524.1_788	31.606	193	568
WP_025180279.1	lcl|NZ_AFMG01000147.1_cds_WP_000536762.1_1034	34.194	155	568
WP_025180279.1	lcl|NZ_AFMG01000037.1_cds_WP_001052498.1_3058	30.000	180	568
WP_025180279.1	lcl|NZ_AFMG01000087.1_cds_WP_000619175.1_2048	31.088	193	568
WP_025180279.1	lcl|NZ_AFMG01000061.1_cds_WP_000603361.1_2459	31.522	184	568
WP_025180279.1	lcl|NZ_AFMG01000121.1_cds_WP_001049205.1_1702	30.978	184	568
WP_025180279.1	lcl|NZ_AFMG01000121.1_cds_WP_001049205.1_1702	25.822	213	568
WP_025180279.1	lcl|NZ_AFMG01000120.1_cds_WP_000433117.1_1736	28.108	185	568
WP_025180279.1	lcl|NZ_AFMG01000150.1_cds_WP_000052667.1_992	27.638	199	568
WP_025180279.1	lcl|NZ_AFMG01000087.1_cds_WP_000218838.1_2049	29.680	219	568
WP_025180279.1	lcl|NZ_AFMG01000086.1_cds_WP_001982953.1_2086	26.943	193	568
WP_025180279.1	lcl|NZ_AFMG01000061.1_cds_WP_000054169.1_2443	30.000	190	568
WP_025180279.1	lcl|NZ_AFMG01000192.1_cds_WP_000590867.1_597	25.654	191	568
WP_025180279.1	lcl|NZ_AFMG01000192.1_cds_WP_000590867.1_597	25.668	187	568
WP_025180279.1	lcl|NZ_AFMG01000226.1_cds_WP_000626143.1_415	27.368	190	568
WP_025180279.1	lcl|NZ_AFMG01000226.1_cds_WP_000626143.1_415	23.462	260	568
WP_025180279.1	lcl|NZ_AFMG01000047.1_cds_WP_001089500.1_2679	28.293	205	568
WP_025180279.1	lcl|NZ_AFMG01000081.1_cds_WP_000598571.1_2189	26.061	165	568
WP_025180279.1	lcl|NZ_AFMG01000069.1_cds_WP_000431145.1_2351	26.316	228	568
WP_025180279.1	lcl|NZ_AFMG01000058.1_cds_WP_000136057.1_2489	26.904	197	568
WP_025180279.1	lcl|NZ_AFMG01000073.1_cds_WP_000481720.1_2301	24.138	203	568
WP_025180279.1	lcl|NZ_AFMG01000057.1_cds_WP_001141158.1_2507	24.413	213	568
WP_025180279.1	lcl|NZ_AFMG01000023.1_cds_WP_000281020.1_3422	31.944	72	568
WP_000665193.1	lcl|NZ_AFMG01000041.1_cds_WP_000977950.1_2875	27.530	247	586
WP_000665193.1	lcl|NZ_AFMG01000041.1_cds_WP_000977950.1_2875	33.871	124	586
