WP_000340715.1	lcl|NZ_JQPL01000011.1_cds_WP_000340715.1_326	100.000	86	106
WP_000410268.1	lcl|NZ_JQPL01000011.1_cds_WP_000410273.1_327	99.677	310	318
WP_000410268.1	lcl|NZ_JQPL01000011.1_cds_WP_000646251.1_330	25.680	331	318
WP_000410268.1	lcl|NZ_JQPL01000004.1_cds_WP_000744698.1_126	24.611	321	318
WP_000410268.1	lcl|NZ_JQPL01000011.1_cds_WP_000723082.1_397	24.306	288	318
WP_002076509.1	lcl|NZ_JQPL01000011.1_cds_WP_061260333.1_393	30.638	235	223
WP_002076509.1	lcl|NZ_JQPL01000022.1_cds_WP_001099039.1_824	26.906	223	223
WP_002076509.1	lcl|NZ_JQPL01000102.1_cds_WP_000840861.1_2557	29.808	104	223
WP_002076509.1	lcl|NZ_JQPL01000009.1_cds_WP_000868621.1_283	29.670	91	223
WP_002076509.1	lcl|NZ_JQPL01000055.1_cds_WP_001114275.1_1604	26.705	176	223
WP_002076509.1	lcl|NZ_JQPL01000090.1_cds_WP_000262844.1_2304	24.638	207	223
WP_001136119.1	lcl|NZ_JQPL01000011.1_cds_WP_001033782.1_359	32.584	356	354
WP_001136119.1	lcl|NZ_JQPL01000101.1_cds_WP_001011675.1_2546	33.898	295	354
WP_001136119.1	lcl|NZ_JQPL01000011.1_cds_WP_002068380.1_353	28.435	313	354
WP_001136119.1	lcl|NZ_JQPL01000011.1_cds_WP_001033782.1_359	32.584	356	354
WP_001136119.1	lcl|NZ_JQPL01000101.1_cds_WP_001011675.1_2546	33.898	295	354
WP_001136119.1	lcl|NZ_JQPL01000011.1_cds_WP_002068380.1_353	28.435	313	354
WP_000535865.1	lcl|NZ_JQPL01000077.1_cds_WP_061260612.1_2008	43.373	166	234
WP_000535865.1	lcl|NZ_JQPL01000133.1_cds_WP_061227082.1_2938	28.708	209	234
WP_000535865.1	lcl|NZ_JQPL01000011.1_cds_WP_000440091.1_354	23.043	230	234
WP_000535865.1	lcl|NZ_JQPL01000136.1_cds_WP_000721859.1_2975	33.333	111	234
WP_001117631.1	lcl|NZ_JQPL01000148.1_cds_WP_061250291.1_3138	31.989	372	387
WP_001117631.1	lcl|NZ_JQPL01000011.1_cds_WP_002106355.1_345	38.211	246	387
WP_001117631.1	lcl|NZ_JQPL01000011.1_cds_WP_000608295.1_335	28.448	348	387
WP_001117631.1	lcl|NZ_JQPL01000011.1_cds_WP_001198107.1_334	37.864	206	387
WP_001117631.1	lcl|NZ_JQPL01000011.1_cds_WP_002106339.1_351	33.600	250	387
WP_001117631.1	lcl|NZ_JQPL01000011.1_cds_WP_061250443.1_391	29.329	283	387
WP_001117631.1	lcl|NZ_JQPL01000127.1_cds_WP_000538755.1_2864	26.480	321	387
WP_001117631.1	lcl|NZ_JQPL01000010.1_cds_WP_001982414.1_319	24.251	367	387
WP_029781911.1	lcl|NZ_JQPL01000077.1_cds_WP_061260612.1_2008	36.327	245	572
WP_029781911.1	lcl|NZ_JQPL01000011.1_cds_WP_000440091.1_354	27.941	204	572
WP_029781911.1	lcl|NZ_JQPL01000128.1_cds_WP_061244523.1_2888	21.538	130	572
WP_029781911.1	lcl|NZ_JQPL01000136.1_cds_WP_000721859.1_2975	34.188	117	572
WP_029781911.1	lcl|NZ_JQPL01000077.1_cds_WP_061260612.1_2008	36.327	245	572
WP_029781911.1	lcl|NZ_JQPL01000011.1_cds_WP_000440091.1_354	27.941	204	572
WP_029781911.1	lcl|NZ_JQPL01000128.1_cds_WP_061244523.1_2888	21.538	130	572
WP_029781911.1	lcl|NZ_JQPL01000136.1_cds_WP_000721859.1_2975	34.188	117	572
WP_000041234.1	lcl|NZ_JQPL01000011.1_cds_WP_001198107.1_334	34.161	322	417
WP_000041234.1	lcl|NZ_JQPL01000011.1_cds_WP_000608295.1_335	33.677	291	417
WP_000041234.1	lcl|NZ_JQPL01000011.1_cds_WP_061250443.1_391	32.573	307	417
WP_000041234.1	lcl|NZ_JQPL01000011.1_cds_WP_002106339.1_351	31.385	325	417
WP_000041234.1	lcl|NZ_JQPL01000148.1_cds_WP_061250291.1_3138	28.354	328	417
WP_000041234.1	lcl|NZ_JQPL01000011.1_cds_WP_002106355.1_345	37.264	212	417
WP_000041234.1	lcl|NZ_JQPL01000127.1_cds_WP_000538755.1_2864	25.781	384	417
WP_000041234.1	lcl|NZ_JQPL01000010.1_cds_WP_001982414.1_319	24.206	252	417
WP_002108506.1	lcl|NZ_JQPL01000038.1_cds_WP_000012765.1_1120	35.385	130	216
WP_002108506.1	lcl|NZ_JQPL01000017.1_cds_WP_000230176.1_596	30.061	163	216
WP_002108506.1	lcl|NZ_JQPL01000113.1_cds_WP_000914164.1_2719	25.714	105	216
WP_002108506.1	lcl|NZ_JQPL01000123.1_cds_WP_061260746.1_2817	26.712	146	216
WP_025180280.1	lcl|NZ_JQPL01000077.1_cds_WP_061260612.1_2008	31.557	244	242
WP_025180280.1	lcl|NZ_JQPL01000133.1_cds_WP_061227082.1_2938	29.268	246	242
WP_002108525.1	lcl|NZ_JQPL01000194.1_cds_WP_000998676.1_3606	31.660	259	255
WP_002108525.1	lcl|NZ_JQPL01000011.1_cds_WP_000412931.1_367	28.846	260	255
WP_002108525.1	lcl|NZ_JQPL01000017.1_cds_WP_000566240.1_616	27.843	255	255
WP_002108525.1	lcl|NZ_JQPL01000227.1_cds_WP_000043153.1_3844	26.336	262	255
WP_002108525.1	lcl|NZ_JQPL01000017.1_cds_WP_001968389.1_587	26.693	251	255
WP_002108525.1	lcl|NZ_JQPL01000155.1_cds_WP_000351753.1_3216	24.907	269	255
WP_002108525.1	lcl|NZ_JQPL01000006.1_cds_WP_000653652.1_217	26.054	261	255
WP_002108525.1	lcl|NZ_JQPL01000011.1_cds_WP_000750438.1_371	24.409	254	255
WP_002108525.1	lcl|NZ_JQPL01000012.1_cds_WP_061250074.1_483	26.230	183	255
WP_002108525.1	lcl|NZ_JQPL01000011.1_cds_WP_000723082.1_397	30.348	201	255
WP_002108525.1	lcl|NZ_JQPL01000017.1_cds_WP_002067215.1_657	26.289	194	255
WP_002108525.1	lcl|NZ_JQPL01000161.1_cds_WP_001074690.1_3332	25.389	193	255
WP_002108525.1	lcl|NZ_JQPL01000017.1_cds_WP_001069863.1_651	26.136	176	255
WP_002108525.1	lcl|NZ_JQPL01000004.1_cds_WP_000744698.1_126	34.722	72	255
WP_002108525.1	lcl|NZ_JQPL01000048.1_cds_WP_000093664.1_1491	23.500	200	255
WP_002108502.1	lcl|NZ_JQPL01000207.1_cds_WP_002185292.1_3724	29.091	330	314
WP_002108526.1	lcl|NZ_JQPL01000101.1_cds_WP_001011675.1_2546	39.024	287	282
WP_002108526.1	lcl|NZ_JQPL01000011.1_cds_WP_001033782.1_359	35.235	298	282
WP_002108526.1	lcl|NZ_JQPL01000011.1_cds_WP_002068380.1_353	27.574	272	282
WP_002078520.1	lcl|NZ_JQPL01000148.1_cds_WP_061250291.1_3138	38.000	400	401
WP_002078520.1	lcl|NZ_JQPL01000011.1_cds_WP_002106339.1_351	33.842	393	401
WP_002078520.1	lcl|NZ_JQPL01000011.1_cds_WP_002106355.1_345	33.333	375	401
WP_002078520.1	lcl|NZ_JQPL01000011.1_cds_WP_000608295.1_335	31.452	372	401
WP_002078520.1	lcl|NZ_JQPL01000011.1_cds_WP_061250443.1_391	27.869	366	401
WP_002078520.1	lcl|NZ_JQPL01000011.1_cds_WP_001198107.1_334	30.579	363	401
