WP_000340715.1	lcl|NZ_AKWT02000035.1_cds_WP_004462903.1_1826	95.349	86	106
WP_000410268.1	lcl|NZ_AKWT02000035.1_cds_WP_004477867.1_1827	91.401	314	318
WP_000410268.1	lcl|NZ_AKWT02000032.1_cds_WP_004476620.1_2107	24.528	318	318
WP_000410268.1	lcl|NZ_AKWT02000035.1_cds_WP_004462127.1_1842	22.464	276	318
WP_000410268.1	lcl|NZ_AKWT02000035.1_cds_WP_004491542.1_1902	24.306	288	318
WP_000410268.1	lcl|NZ_AKWT02000040.1_cds_WP_004468319.1_1717	23.243	185	318
WP_000410268.1	lcl|NZ_AKWT02000027.1_cds_WP_004461234.1_2456	25.359	209	318
WP_002076509.1	lcl|NZ_AKWT02000035.1_cds_WP_004491540.1_1834	50.249	201	223
WP_002076509.1	lcl|NZ_AKWT02000035.1_cds_WP_004491555.1_1897	33.058	121	223
WP_002076509.1	lcl|NZ_AKWT02000055.1_cds_WP_004489284.1_917	26.126	222	223
WP_002076509.1	lcl|NZ_AKWT02000035.1_cds_WP_004491556.1_1877	32.258	93	223
WP_002076509.1	lcl|NZ_AKWT02000058.1_cds_WP_004459124.1_745	29.808	104	223
WP_002076509.1	lcl|NZ_AKWT02000035.1_cds_WP_004491543.1_1905	25.000	176	223
WP_002076509.1	lcl|NZ_AKWT02000070.1_cds_WP_004473695.1_33	30.928	97	223
WP_002076509.1	lcl|NZ_AKWT02000058.1_cds_WP_004486602.1_785	24.638	207	223
WP_001136119.1	lcl|NZ_AKWT02000035.1_cds_WP_004490142.1_1845	37.910	335	354
WP_001136119.1	lcl|NZ_AKWT02000035.1_cds_WP_004477824.1_1860	30.508	354	354
WP_001136119.1	lcl|NZ_AKWT02000024.1_cds_WP_004460833.1_2712	33.788	293	354
WP_001136119.1	lcl|NZ_AKWT02000035.1_cds_WP_004462889.1_1835	25.532	235	354
WP_001136119.1	lcl|NZ_AKWT02000035.1_cds_WP_004490142.1_1845	37.910	335	354
WP_001136119.1	lcl|NZ_AKWT02000035.1_cds_WP_004477824.1_1860	30.508	354	354
WP_001136119.1	lcl|NZ_AKWT02000024.1_cds_WP_004460833.1_2712	33.788	293	354
WP_001136119.1	lcl|NZ_AKWT02000035.1_cds_WP_004462889.1_1835	25.532	235	354
WP_000535865.1	lcl|NZ_AKWT02000027.1_cds_WP_004477256.1_2407	30.476	210	234
WP_000535865.1	lcl|NZ_AKWT02000020.1_cds_WP_004472657.1_2783	30.000	110	234
WP_002183331.1	lcl|NZ_AKWT02000012.1_cds_WP_004490992.1_3200	26.776	183	204
WP_001117631.1	lcl|NZ_AKWT02000005.1_cds_WP_004466571.1_3558	30.623	369	387
WP_001117631.1	lcl|NZ_AKWT02000035.1_cds_WP_004462128.1_1843	36.032	247	387
WP_001117631.1	lcl|NZ_AKWT02000035.1_cds_WP_004462146.1_1895	29.965	287	387
WP_001117631.1	lcl|NZ_AKWT02000035.1_cds_WP_004483440.1_1854	32.377	244	387
WP_001117631.1	lcl|NZ_AKWT02000003.1_cds_WP_004490829.1_3627	26.182	275	387
WP_001117631.1	lcl|NZ_AKWT02000064.1_cds_WP_004460480.1_378	24.658	365	387
WP_000697351.1	lcl|NZ_AKWT02000040.1_cds_WP_004489711.1_1668	41.903	599	583
WP_029781911.1	lcl|NZ_AKWT02000027.1_cds_WP_004477256.1_2407	30.256	195	572
WP_029781911.1	lcl|NZ_AKWT02000043.1_cds_WP_004491666.1_1625	23.622	127	572
WP_029781911.1	lcl|NZ_AKWT02000020.1_cds_WP_004472657.1_2783	31.897	116	572
WP_029781911.1	lcl|NZ_AKWT02000027.1_cds_WP_004477256.1_2407	30.256	195	572
WP_029781911.1	lcl|NZ_AKWT02000043.1_cds_WP_004491666.1_1625	23.622	127	572
WP_029781911.1	lcl|NZ_AKWT02000020.1_cds_WP_004472657.1_2783	31.897	116	572
WP_000041234.1	lcl|NZ_AKWT02000035.1_cds_WP_004462146.1_1895	34.646	254	417
WP_000041234.1	lcl|NZ_AKWT02000005.1_cds_WP_004466571.1_3558	27.507	349	417
WP_000041234.1	lcl|NZ_AKWT02000035.1_cds_WP_004483440.1_1854	31.111	360	417
WP_000041234.1	lcl|NZ_AKWT02000035.1_cds_WP_004462128.1_1843	30.435	230	417
WP_000041234.1	lcl|NZ_AKWT02000003.1_cds_WP_004490829.1_3627	28.682	258	417
WP_000041234.1	lcl|NZ_AKWT02000064.1_cds_WP_004460480.1_378	25.397	252	417
WP_002108490.1	lcl|NZ_AKWT02000040.1_cds_WP_004489711.1_1668	30.538	632	588
WP_002108506.1	lcl|NZ_AKWT02000070.1_cds_WP_004459703.1_232	30.357	168	216
WP_002108506.1	lcl|NZ_AKWT02000070.1_cds_WP_004475391.1_183	31.148	122	216
WP_002108506.1	lcl|NZ_AKWT02000058.1_cds_WP_004459078.1_765	31.429	105	216
WP_002108506.1	lcl|NZ_AKWT02000035.1_cds_WP_004460284.1_2018	25.143	175	216
WP_025180280.1	lcl|NZ_AKWT02000027.1_cds_WP_004477256.1_2407	28.689	244	242
WP_002108525.1	lcl|NZ_AKWT02000032.1_cds_WP_004467201.1_2136	33.591	259	255
WP_002108525.1	lcl|NZ_AKWT02000025.1_cds_WP_004462302.1_2637	28.235	255	255
WP_002108525.1	lcl|NZ_AKWT02000003.1_cds_WP_004457569.1_3639	27.099	262	255
WP_002108525.1	lcl|NZ_AKWT02000070.1_cds_WP_026053765.1_223	27.843	255	255
WP_002108525.1	lcl|NZ_AKWT02000063.1_cds_WP_004481339.1_589	24.907	269	255
WP_002108525.1	lcl|NZ_AKWT02000055.1_cds_WP_004468127.1_1048	25.670	261	255
WP_002108525.1	lcl|NZ_AKWT02000069.1_cds_WP_004492238.1_272	25.150	167	255
WP_002108525.1	lcl|NZ_AKWT02000051.1_cds_WP_004469439.1_1391	24.176	182	255
WP_002108525.1	lcl|NZ_AKWT02000035.1_cds_WP_004491542.1_1902	30.570	193	255
WP_002108525.1	lcl|NZ_AKWT02000069.1_cds_WP_004459902.1_279	24.870	193	255
WP_002108525.1	lcl|NZ_AKWT02000063.1_cds_WP_004464571.1_660	26.804	194	255
WP_002108525.1	lcl|NZ_AKWT02000019.1_cds_WP_004460037.1_2895	24.352	193	255
