WP_000340715.1	lcl|NZ_AOVI01000120.1_cds_WP_000340715.1_2886	100.000	86	106
WP_000410268.1	lcl|NZ_AOVI01000120.1_cds_WP_000410273.1_2885	99.677	310	318
WP_000410268.1	lcl|NZ_AOVI01000120.1_cds_WP_000093099.1_2865	46.988	83	318
WP_000410268.1	lcl|NZ_AOVI01000120.1_cds_WP_000646250.1_2882	25.680	331	318
WP_000410268.1	lcl|NZ_AOVI01000133.1_cds_WP_000744700.1_3284	24.611	321	318
WP_000410268.1	lcl|NZ_AOVI01000064.1_cds_WP_000723090.1_1412	24.306	288	318
WP_000410268.1	lcl|NZ_AOVI01000120.1_cds_WP_000600889.1_2856	23.636	275	318
WP_000020777.1	lcl|NZ_AOVI01000120.1_cds_WP_000202830.1_2846	42.493	353	361
WP_002076509.1	lcl|NZ_AOVI01000064.1_cds_WP_000282880.1_1408	30.638	235	223
WP_002076509.1	lcl|NZ_AOVI01000074.1_cds_WP_001099029.1_1691	26.906	223	223
WP_002076509.1	lcl|NZ_AOVI01000120.1_cds_WP_001068986.1_2828	30.435	92	223
WP_002076509.1	lcl|NZ_AOVI01000033.1_cds_WP_000840858.1_881	29.808	104	223
WP_002076509.1	lcl|NZ_AOVI01000058.1_cds_WP_000868621.1_1314	29.670	91	223
WP_002076509.1	lcl|NZ_AOVI01000065.1_cds_WP_000262844.1_1445	24.638	207	223
WP_002076509.1	lcl|NZ_AOVI01000064.1_cds_WP_001114267.1_1415	26.705	176	223
WP_001136119.1	lcl|NZ_AOVI01000120.1_cds_WP_001230564.1_2853	36.578	339	354
WP_001136119.1	lcl|NZ_AOVI01000120.1_cds_WP_000582618.1_2849	34.356	326	354
WP_001136119.1	lcl|NZ_AOVI01000018.1_cds_WP_001011675.1_317	33.898	295	354
WP_001136119.1	lcl|NZ_AOVI01000120.1_cds_WP_001230564.1_2853	36.578	339	354
WP_001136119.1	lcl|NZ_AOVI01000120.1_cds_WP_000582618.1_2849	34.356	326	354
WP_001136119.1	lcl|NZ_AOVI01000018.1_cds_WP_001011675.1_317	33.898	295	354
WP_000535865.1	lcl|NZ_AOVI01000104.1_cds_WP_001014594.1_2363	28.365	208	234
WP_000535865.1	lcl|NZ_AOVI01000099.1_cds_WP_000721859.1_2242	33.333	111	234
WP_000535865.1	lcl|NZ_AOVI01000120.1_cds_WP_000848239.1_2838	28.571	126	234
WP_001117631.1	lcl|NZ_AOVI01000120.1_cds_WP_000582222.1_2867	38.211	246	387
WP_001117631.1	lcl|NZ_AOVI01000116.1_cds_WP_001281953.1_2721	31.989	372	387
WP_001117631.1	lcl|NZ_AOVI01000120.1_cds_WP_000608295.1_2877	28.448	348	387
WP_001117631.1	lcl|NZ_AOVI01000120.1_cds_WP_000947844.1_2855	32.700	263	387
WP_001117631.1	lcl|NZ_AOVI01000120.1_cds_WP_001198107.1_2878	37.864	206	387
WP_001117631.1	lcl|NZ_AOVI01000120.1_cds_WP_000575178.1_2809	29.329	283	387
WP_001117631.1	lcl|NZ_AOVI01000120.1_cds_WP_000346036.1_2848	27.701	361	387
