WP_000340715.1	lcl|NZ_AOVE01000063.1_cds_WP_000340715.1_818	100.000	86	106
WP_000410268.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	99.677	310	318
WP_000410268.1	lcl|NZ_AOVE01000063.1_cds_WP_000093099.1_797	46.988	83	318
WP_000410268.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	25.680	331	318
WP_000410268.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	24.611	321	318
WP_000410268.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	24.306	288	318
WP_000410268.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	23.636	275	318
WP_000020777.1	lcl|NZ_AOVE01000063.1_cds_WP_000202830.1_778	42.493	353	361
WP_002076509.1	lcl|NZ_AOVE01000063.1_cds_WP_000282880.1_739	30.638	235	223
WP_002076509.1	lcl|NZ_AOVE01000142.1_cds_WP_001099029.1_2858	26.906	223	223
WP_002076509.1	lcl|NZ_AOVE01000063.1_cds_WP_001068986.1_760	30.435	92	223
WP_002076509.1	lcl|NZ_AOVE01000076.1_cds_WP_000840858.1_1104	29.808	104	223
WP_002076509.1	lcl|NZ_AOVE01000107.1_cds_WP_000868621.1_1744	29.670	91	223
WP_002076509.1	lcl|NZ_AOVE01000092.1_cds_WP_000262844.1_1365	24.638	207	223
WP_002076509.1	lcl|NZ_AOVE01000155.1_cds_WP_001114267.1_3336	26.705	176	223
WP_001136119.1	lcl|NZ_AOVE01000063.1_cds_WP_001230564.1_785	36.578	339	354
WP_001136119.1	lcl|NZ_AOVE01000063.1_cds_WP_000582618.1_781	34.356	326	354
WP_001136119.1	lcl|NZ_AOVE01000126.1_cds_WP_001011675.1_2215	33.898	295	354
WP_001136119.1	lcl|NZ_AOVE01000063.1_cds_WP_001230564.1_785	36.578	339	354
WP_001136119.1	lcl|NZ_AOVE01000063.1_cds_WP_000582618.1_781	34.356	326	354
WP_001136119.1	lcl|NZ_AOVE01000126.1_cds_WP_001011675.1_2215	33.898	295	354
WP_000535865.1	lcl|NZ_AOVE01000003.1_cds_WP_001014594.1_14	28.365	208	234
WP_000535865.1	lcl|NZ_AOVE01000152.1_cds_WP_000721859.1_3087	33.333	111	234
WP_000535865.1	lcl|NZ_AOVE01000063.1_cds_WP_000848239.1_770	28.571	126	234
WP_001117631.1	lcl|NZ_AOVE01000063.1_cds_WP_000582222.1_799	38.211	246	387
WP_001117631.1	lcl|NZ_AOVE01000139.1_cds_WP_001281953.1_2770	31.989	372	387
WP_001117631.1	lcl|NZ_AOVE01000063.1_cds_WP_000608295.1_809	28.448	348	387
WP_001117631.1	lcl|NZ_AOVE01000063.1_cds_WP_000947844.1_787	32.700	263	387
WP_001117631.1	lcl|NZ_AOVE01000063.1_cds_WP_001198107.1_810	37.864	206	387
WP_001117631.1	lcl|NZ_AOVE01000063.1_cds_WP_000575178.1_741	29.329	283	387
WP_001117631.1	lcl|NZ_AOVE01000063.1_cds_WP_000346036.1_780	27.701	361	387
WP_001117631.1	lcl|NZ_AOVE01000152.1_cds_WP_000538752.1_3105	26.480	321	387
WP_001117631.1	lcl|NZ_AOVE01000129.1_cds_WP_001982414.1_2437	24.251	367	387
WP_000697351.1	lcl|NZ_AOVE01000063.1_cds_WP_000698820.1_775	27.636	626	583
WP_029781911.1	lcl|NZ_AOVE01000072.1_cds_WP_000613386.1_984	21.538	130	572
WP_029781911.1	lcl|NZ_AOVE01000152.1_cds_WP_000721859.1_3087	34.188	117	572
WP_029781911.1	lcl|NZ_AOVE01000072.1_cds_WP_000613386.1_984	21.538	130	572
WP_029781911.1	lcl|NZ_AOVE01000152.1_cds_WP_000721859.1_3087	34.188	117	572
WP_000041234.1	lcl|NZ_AOVE01000063.1_cds_WP_001198107.1_810	34.161	322	417
WP_000041234.1	lcl|NZ_AOVE01000063.1_cds_WP_000608295.1_809	33.677	291	417
WP_000041234.1	lcl|NZ_AOVE01000063.1_cds_WP_000575178.1_741	32.573	307	417
WP_000041234.1	lcl|NZ_AOVE01000139.1_cds_WP_001281953.1_2770	28.354	328	417
WP_000041234.1	lcl|NZ_AOVE01000063.1_cds_WP_000346036.1_780	29.367	395	417
WP_000041234.1	lcl|NZ_AOVE01000063.1_cds_WP_000582222.1_799	37.383	214	417
WP_000041234.1	lcl|NZ_AOVE01000063.1_cds_WP_000947844.1_787	26.866	268	417
WP_000041234.1	lcl|NZ_AOVE01000152.1_cds_WP_000538752.1_3105	25.781	384	417
WP_000041234.1	lcl|NZ_AOVE01000129.1_cds_WP_001982414.1_2437	24.206	252	417
WP_002108490.1	lcl|NZ_AOVE01000063.1_cds_WP_000698820.1_775	43.987	607	588
WP_002108506.1	lcl|NZ_AOVE01000008.1_cds_WP_000012765.1_34	35.385	130	216
WP_002108506.1	lcl|NZ_AOVE01000161.1_cds_WP_000230180.1_3543	30.061	163	216
WP_002108506.1	lcl|NZ_AOVE01000054.1_cds_WP_000914158.1_629	25.714	105	216
WP_002108506.1	lcl|NZ_AOVE01000148.1_cds_WP_000602007.1_3037	26.712	146	216
WP_025180280.1	lcl|NZ_AOVE01000003.1_cds_WP_001014594.1_14	29.268	246	242
WP_025180280.1	lcl|NZ_AOVE01000063.1_cds_WP_000848239.1_770	30.252	119	242
WP_002108525.1	lcl|NZ_AOVE01000081.1_cds_WP_000998676.1_1202	31.660	259	255
WP_002108525.1	lcl|NZ_AOVE01000161.1_cds_WP_000566240.1_3524	27.843	255	255
WP_002108525.1	lcl|NZ_AOVE01000094.1_cds_WP_000043153.1_1429	26.336	262	255
WP_002108525.1	lcl|NZ_AOVE01000161.1_cds_WP_001968389.1_3552	26.693	251	255
WP_002108525.1	lcl|NZ_AOVE01000067.1_cds_WP_000351752.1_905	24.907	269	255
WP_002108525.1	lcl|NZ_AOVE01000096.1_cds_WP_000653653.1_1450	26.054	261	255
WP_002108525.1	lcl|NZ_AOVE01000110.1_cds_WP_000646914.1_1846	26.230	183	255
WP_002108525.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	29.851	201	255
WP_002108525.1	lcl|NZ_AOVE01000143.1_cds_WP_000800040.1_2914	26.289	194	255
WP_002108525.1	lcl|NZ_AOVE01000158.1_cds_WP_001074690.1_3451	25.389	193	255
WP_002108525.1	lcl|NZ_AOVE01000143.1_cds_WP_001069860.1_2920	26.220	164	255
WP_002108525.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	34.722	72	255
WP_002108502.1	lcl|NZ_AOVE01000113.1_cds_WP_002185292.1_1944	29.091	330	314
WP_002108526.1	lcl|NZ_AOVE01000063.1_cds_WP_001230564.1_785	36.957	276	282
WP_002108526.1	lcl|NZ_AOVE01000126.1_cds_WP_001011675.1_2215	39.024	287	282
WP_002108526.1	lcl|NZ_AOVE01000063.1_cds_WP_000582618.1_781	33.824	272	282
WP_002078520.1	lcl|NZ_AOVE01000139.1_cds_WP_001281953.1_2770	37.905	401	401
WP_002078520.1	lcl|NZ_AOVE01000063.1_cds_WP_000582222.1_799	33.333	375	401
WP_002078520.1	lcl|NZ_AOVE01000063.1_cds_WP_000608295.1_809	31.452	372	401
WP_002078520.1	lcl|NZ_AOVE01000063.1_cds_WP_000575178.1_741	28.142	366	401
WP_002078520.1	lcl|NZ_AOVE01000063.1_cds_WP_001198107.1_810	30.579	363	401
WP_002078520.1	lcl|NZ_AOVE01000063.1_cds_WP_000947844.1_787	27.321	377	401
WP_002078520.1	lcl|NZ_AOVE01000063.1_cds_WP_000346036.1_780	27.034	381	401
WP_002078520.1	lcl|NZ_AOVE01000129.1_cds_WP_001982414.1_2437	25.521	384	401
WP_002078520.1	lcl|NZ_AOVE01000152.1_cds_WP_000538752.1_3105	26.509	381	401
WP_025180279.1	lcl|NZ_AOVE01000149.1_cds_WP_000172202.1_3044	30.163	368	568
WP_025180279.1	lcl|NZ_AOVE01000063.1_cds_WP_000834715.1_794	28.500	400	568
WP_025180279.1	lcl|NZ_AOVE01000132.1_cds_WP_000667646.1_2496	32.381	210	568
