WP_000340715.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002725873.1_2686	91.860	86	106
WP_000410268.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733579.1_2687	93.548	310	318
WP_000410268.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733534.1_2690	27.143	280	318
WP_000410268.1	lcl|NZ_JADDVJ010000018.1_cds_WP_002722638.1_694	22.671	322	318
WP_000410268.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740024.1_2781	25.000	288	318
WP_000410268.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002728309.1_2938	25.402	311	318
WP_000410268.1	lcl|NZ_JADDVJ010000029.1_cds_WP_002743770.1_1413	22.353	170	318
WP_000410268.1	lcl|NZ_JADDVJ010000094.1_cds_WP_193819167.1_3324	27.152	151	318
WP_000410268.1	lcl|NZ_JADDVJ010000005.1_cds_WP_016749081.1_2719	24.342	152	318
WP_002076509.1	lcl|NZ_JADDVJ010000033.1_cds_WP_032856387.1_1738	26.222	225	223
WP_002076509.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002742128.1_2777	30.579	121	223
WP_002076509.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733661.1_2757	33.696	92	223
WP_002076509.1	lcl|NZ_JADDVJ010000019.1_cds_WP_002731944.1_735	30.769	104	223
WP_002076509.1	lcl|NZ_JADDVJ010000009.1_cds_WP_002726501.1_3386	29.787	94	223
WP_002076509.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733618.1_2784	25.568	176	223
WP_001136119.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740722.1_2730	36.607	336	354
WP_001136119.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740726.1_2734	33.728	338	354
WP_001136119.1	lcl|NZ_JADDVJ010000014.1_cds_WP_002730849.1_427	34.375	288	354
WP_001136119.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740722.1_2730	36.607	336	354
WP_001136119.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740726.1_2734	33.728	338	354
WP_001136119.1	lcl|NZ_JADDVJ010000014.1_cds_WP_002730849.1_427	34.375	288	354
WP_000535865.1	lcl|NZ_JADDVJ010000022.1_cds_WP_002738760.1_1076	30.952	210	234
WP_000535865.1	lcl|NZ_JADDVJ010000013.1_cds_WP_002723863.1_364	29.091	110	234
WP_002183331.1	lcl|NZ_JADDVJ010000011.1_cds_WP_002734213.1_132	26.776	183	204
WP_001117631.1	lcl|NZ_JADDVJ010000051.1_cds_WP_002728994.1_2508	30.914	372	387
WP_001117631.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740861.1_2695	33.475	236	387
WP_001117631.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740826.1_2694	37.379	206	387
WP_001117631.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740294.1_2775	32.155	283	387
WP_001117631.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733737.1_2715	31.507	219	387
WP_001117631.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733599.1_2728	32.319	263	387
WP_001117631.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002738884.1_2989	27.554	323	387
WP_001117631.1	lcl|NZ_JADDVJ010000007.1_cds_WP_002724641.1_3206	25.137	366	387
WP_000697351.1	lcl|NZ_JADDVJ010000077.1_cds_WP_004278354.1_3110	40.902	599	583
WP_029781911.1	lcl|NZ_JADDVJ010000046.1_cds_WP_002740796.1_2259	22.047	127	572
WP_029781911.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740235.1_2744	19.907	216	572
WP_029781911.1	lcl|NZ_JADDVJ010000046.1_cds_WP_002740796.1_2259	22.047	127	572
WP_029781911.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740235.1_2744	19.907	216	572
WP_000041234.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740826.1_2694	33.876	307	417
WP_000041234.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740861.1_2695	32.143	336	417
WP_000041234.1	lcl|NZ_JADDVJ010000051.1_cds_WP_002728994.1_2508	27.794	349	417
WP_000041234.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740294.1_2775	31.802	283	417
WP_000041234.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733737.1_2715	32.197	264	417
WP_000041234.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733599.1_2728	29.461	241	417
WP_000041234.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002738884.1_2989	28.514	249	417
WP_000041234.1	lcl|NZ_JADDVJ010000007.1_cds_WP_002724641.1_3206	25.000	252	417
WP_002108490.1	lcl|NZ_JADDVJ010000077.1_cds_WP_004278354.1_3110	30.063	632	588
WP_002108506.1	lcl|NZ_JADDVJ010000021.1_cds_WP_002731433.1_1013	28.070	171	216
WP_002108506.1	lcl|NZ_JADDVJ010000052.1_cds_WP_002722230.1_2524	28.729	181	216
WP_002108506.1	lcl|NZ_JADDVJ010000010.1_cds_WP_002740244.1_33	25.143	175	216
WP_002108506.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002726632.1_2971	31.783	129	216
WP_025180280.1	lcl|NZ_JADDVJ010000022.1_cds_WP_002738760.1_1076	28.689	244	242
WP_025180280.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733600.1_2748	22.500	120	242
WP_002108525.1	lcl|NZ_JADDVJ010000023.1_cds_WP_002739054.1_1095	32.819	259	255
WP_002108525.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733582.1_2750	27.059	255	255
WP_002108525.1	lcl|NZ_JADDVJ010000020.1_cds_WP_002728745.1_970	27.451	255	255
WP_002108525.1	lcl|NZ_JADDVJ010000052.1_cds_WP_002722237.1_2533	27.059	255	255
WP_002108525.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002735533.1_2976	28.148	270	255
WP_002108525.1	lcl|NZ_JADDVJ010000060.1_cds_WP_002728460.1_2792	25.279	269	255
WP_002108525.1	lcl|NZ_JADDVJ010000008.1_cds_WP_002722691.1_3260	26.054	261	255
WP_002108525.1	lcl|NZ_JADDVJ010000030.1_cds_WP_002741131.1_1591	25.824	182	255
WP_002108525.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740024.1_2781	29.534	193	255
WP_002108525.1	lcl|NZ_JADDVJ010000012.1_cds_WP_002728891.1_260	25.907	193	255
WP_002108525.1	lcl|NZ_JADDVJ010000003.1_cds_WP_002741431.1_2035	26.396	197	255
WP_002108525.1	lcl|NZ_JADDVJ010000012.1_cds_WP_032853204.1_255	23.699	173	255
WP_002108525.1	lcl|NZ_JADDVJ010000018.1_cds_WP_002722638.1_694	37.681	69	255
WP_002108525.1	lcl|NZ_JADDVJ010000028.1_cds_WP_002727447.1_1358	25.389	193	255
WP_002108525.1	lcl|NZ_JADDVJ010000048.1_cds_WP_002739544.1_2310	23.469	196	255
WP_002108502.1	lcl|NZ_JADDVJ010000057.1_cds_WP_002740185.1_2638	27.935	247	314
WP_002108526.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740722.1_2730	37.729	273	282
WP_002108526.1	lcl|NZ_JADDVJ010000014.1_cds_WP_002730849.1_427	39.350	277	282
WP_002108526.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740726.1_2734	33.333	291	282
WP_002078520.1	lcl|NZ_JADDVJ010000051.1_cds_WP_002728994.1_2508	38.000	400	401
WP_002078520.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740861.1_2695	31.452	372	401
WP_002078520.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733599.1_2728	29.771	393	401
WP_002078520.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740294.1_2775	30.000	360	401
WP_002078520.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733737.1_2715	29.189	370	401
WP_002078520.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740826.1_2694	29.156	391	401
