WP_000340715.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000340715.1_879	100.000	86	106
WP_000410268.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000410273.1_880	99.677	310	318
WP_000410268.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000093099.1_900	46.988	83	318
WP_000410268.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	25.680	331	318
WP_000410268.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	24.611	321	318
WP_000410268.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	24.306	288	318
WP_000410268.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	23.636	275	318
WP_000020777.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000202830.1_919	42.493	353	361
WP_002076509.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000282880.1_958	30.638	235	223
WP_002076509.1	lcl|NZ_JAGGCH010000027.1_cds_WP_001099029.1_2833	26.906	223	223
WP_002076509.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001068986.1_937	30.435	92	223
WP_002076509.1	lcl|NZ_JAGGCH010000041.1_cds_WP_000840858.1_3358	29.808	104	223
WP_002076509.1	lcl|NZ_JAGGCH010000023.1_cds_WP_000868621.1_2603	29.670	91	223
WP_002076509.1	lcl|NZ_JAGGCH010000016.1_cds_WP_000262844.1_2035	24.638	207	223
WP_002076509.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001114267.1_965	26.705	176	223
WP_001136119.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001230564.1_912	36.578	339	354
WP_001136119.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000582618.1_916	34.356	326	354
WP_001136119.1	lcl|NZ_JAGGCH010000025.1_cds_WP_001011675.1_2760	33.898	295	354
WP_001136119.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001230564.1_912	36.578	339	354
WP_001136119.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000582618.1_916	34.356	326	354
WP_001136119.1	lcl|NZ_JAGGCH010000025.1_cds_WP_001011675.1_2760	33.898	295	354
WP_000535865.1	lcl|NZ_JAGGCH010000016.1_cds_WP_001014594.1_2075	28.365	208	234
WP_000535865.1	lcl|NZ_JAGGCH010000004.1_cds_WP_000721859.1_803	33.333	111	234
WP_000535865.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000848239.1_927	28.571	126	234
WP_001117631.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000582222.1_898	38.211	246	387
WP_001117631.1	lcl|NZ_JAGGCH010000029.1_cds_WP_001281953.1_2947	31.989	372	387
WP_001117631.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000608295.1_888	28.448	348	387
WP_001117631.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000947844.1_910	32.700	263	387
WP_001117631.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001198107.1_887	37.864	206	387
