WP_000340715.1	lcl|NZ_JADDWB010000005.1_cds_WP_002725873.1_2813	91.860	86	106
WP_000410268.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	93.548	310	318
WP_000410268.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	27.143	280	318
WP_000410268.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	22.671	322	318
WP_000410268.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	25.000	288	318
WP_000410268.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	25.402	311	318
WP_000410268.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	22.353	170	318
WP_000410268.1	lcl|NZ_JADDWB010000005.1_cds_WP_016749081.1_2780	24.342	152	318
WP_002076509.1	lcl|NZ_JADDWB010000030.1_cds_WP_032856387.1_1658	26.222	225	223
WP_002076509.1	lcl|NZ_JADDWB010000005.1_cds_WP_002742128.1_2722	30.579	121	223
WP_002076509.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733661.1_2742	33.696	92	223
WP_002076509.1	lcl|NZ_JADDWB010000020.1_cds_WP_002731944.1_1005	30.769	104	223
WP_002076509.1	lcl|NZ_JADDWB010000009.1_cds_WP_002726501.1_3392	29.787	94	223
WP_002076509.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733618.1_2715	25.568	176	223
WP_001136119.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740722.1_2769	36.607	336	354
WP_001136119.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740726.1_2765	33.728	338	354
WP_001136119.1	lcl|NZ_JADDWB010000015.1_cds_WP_002730849.1_517	34.375	288	354
WP_001136119.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740722.1_2769	36.607	336	354
WP_001136119.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740726.1_2765	33.728	338	354
WP_001136119.1	lcl|NZ_JADDWB010000015.1_cds_WP_002730849.1_517	34.375	288	354
WP_000535865.1	lcl|NZ_JADDWB010000031.1_cds_WP_002738760.1_1700	30.952	210	234
WP_000535865.1	lcl|NZ_JADDWB010000013.1_cds_WP_002723863.1_331	29.091	110	234
WP_002183331.1	lcl|NZ_JADDWB010000011.1_cds_WP_002734213.1_134	26.776	183	204
WP_001117631.1	lcl|NZ_JADDWB010000049.1_cds_WP_002728994.1_2370	30.914	372	387
WP_001117631.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740861.1_2804	33.475	236	387
WP_001117631.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740826.1_2805	37.379	206	387
WP_001117631.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740294.1_2724	32.155	283	387
WP_001117631.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733737.1_2784	31.507	219	387
WP_001117631.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733599.1_2771	32.319	263	387
WP_001117631.1	lcl|NZ_JADDWB010000006.1_cds_WP_002738884.1_3020	27.554	323	387
