WP_000340715.1	lcl|NZ_RQGW01000009.1_cds_WP_035983633.1_2241	61.538	78	106
WP_000410268.1	lcl|NZ_RQGW01000009.1_cds_WP_100716953.1_2238	81.029	311	318
WP_000410268.1	lcl|NZ_RQGW01000010.1_cds_WP_135656045.1_1436	27.070	314	318
WP_000410268.1	lcl|NZ_RQGW01000010.1_cds_WP_100718697.1_1465	23.333	330	318
WP_000410268.1	lcl|NZ_RQGW01000009.1_cds_WP_135655903.1_2239	22.761	268	318
WP_000410268.1	lcl|NZ_RQGW01000008.1_cds_WP_004788049.1_3259	23.404	188	318
WP_000410268.1	lcl|NZ_RQGW01000003.1_cds_WP_100719192.1_857	22.430	321	318
WP_002076509.1	lcl|NZ_RQGW01000009.1_cds_WP_100716986.1_2199	35.185	108	223
WP_002076509.1	lcl|NZ_RQGW01000009.1_cds_WP_100740873.1_1909	27.632	152	223
WP_002076509.1	lcl|NZ_RQGW01000009.1_cds_WP_020777804.1_2196	34.375	96	223
WP_002076509.1	lcl|NZ_RQGW01000009.1_cds_WP_004783871.1_2198	32.990	97	223
WP_002076509.1	lcl|NZ_RQGW01000005.1_cds_WP_135655503.1_2734	33.333	108	223
WP_002076509.1	lcl|NZ_RQGW01000009.1_cds_WP_100716990.1_2192	32.258	93	223
WP_002076509.1	lcl|NZ_RQGW01000010.1_cds_WP_165780020.1_1819	31.193	109	223
WP_002076509.1	lcl|NZ_RQGW01000009.1_cds_WP_100716976.1_2209	31.522	92	223
WP_001136119.1	lcl|NZ_RQGW01000009.1_cds_WP_100716960.1_2228	32.113	355	354
WP_001136119.1	lcl|NZ_RQGW01000003.1_cds_WP_100716453.1_346	36.220	254	354
WP_001136119.1	lcl|NZ_RQGW01000009.1_cds_WP_100716960.1_2228	32.113	355	354
WP_001136119.1	lcl|NZ_RQGW01000003.1_cds_WP_100716453.1_346	36.220	254	354
WP_000535865.1	lcl|NZ_RQGW01000009.1_cds_WP_135655900.1_2233	40.361	166	234
WP_000535865.1	lcl|NZ_RQGW01000009.1_cds_WP_100716961.1_2227	32.075	212	234
WP_000535865.1	lcl|NZ_RQGW01000010.1_cds_WP_135655957.1_1024	29.439	214	234
WP_000535865.1	lcl|NZ_RQGW01000010.1_cds_WP_100720948.1_1009	27.350	117	234
WP_001117631.1	lcl|NZ_RQGW01000010.1_cds_WP_004785484.1_1180	29.156	391	387
WP_001117631.1	lcl|NZ_RQGW01000009.1_cds_WP_100716963.1_2225	37.387	222	387
WP_001117631.1	lcl|NZ_RQGW01000009.1_cds_WP_207763559.1_2236	25.348	359	387
WP_001117631.1	lcl|NZ_RQGW01000009.1_cds_WP_100717004.1_2213	29.545	220	387
WP_001117631.1	lcl|NZ_RQGW01000003.1_cds_WP_100719471.1_528	23.362	351	387
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_100716961.1_2227	43.621	243	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_135655900.1_2233	38.174	241	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_100716962.1_2226	32.331	266	572
WP_029781911.1	lcl|NZ_RQGW01000010.1_cds_WP_135655957.1_1024	28.309	272	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_135655841.1_1959	26.794	209	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_100716961.1_2227	43.621	243	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_135655900.1_2233	38.174	241	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_100716962.1_2226	32.331	266	572
WP_029781911.1	lcl|NZ_RQGW01000010.1_cds_WP_135655957.1_1024	28.309	272	572
WP_029781911.1	lcl|NZ_RQGW01000009.1_cds_WP_135655841.1_1959	26.794	209	572
WP_000041234.1	lcl|NZ_RQGW01000009.1_cds_WP_100716963.1_2225	42.446	417	417
WP_000041234.1	lcl|NZ_RQGW01000009.1_cds_WP_100717004.1_2213	29.167	336	417
WP_000041234.1	lcl|NZ_RQGW01000010.1_cds_WP_004785484.1_1180	29.607	331	417
WP_000041234.1	lcl|NZ_RQGW01000009.1_cds_WP_207763559.1_2236	29.779	272	417
WP_000041234.1	lcl|NZ_RQGW01000003.1_cds_WP_135655136.1_178	29.741	232	417
WP_000041234.1	lcl|NZ_RQGW01000003.1_cds_WP_100719471.1_528	25.417	240	417
WP_002108488.1	lcl|NZ_RQGW01000009.1_cds_WP_100716964.1_2224	25.296	253	345
WP_002108487.1	lcl|NZ_RQGW01000009.1_cds_WP_100716965.1_2223	37.714	175	182
WP_002108487.1	lcl|NZ_RQGW01000009.1_cds_WP_135655901.1_2234	32.022	178	182
WP_002108506.1	lcl|NZ_RQGW01000008.1_cds_WP_135655733.1_3063	30.303	165	216
WP_002108506.1	lcl|NZ_RQGW01000008.1_cds_WP_135655801.1_3295	31.897	116	216
WP_002108506.1	lcl|NZ_RQGW01000008.1_cds_WP_100721501.1_3085	27.500	120	216
WP_002108506.1	lcl|NZ_RQGW01000010.1_cds_WP_100735044.1_1741	26.724	116	216
WP_025180280.1	lcl|NZ_RQGW01000009.1_cds_WP_135655900.1_2233	33.043	230	242
WP_025180280.1	lcl|NZ_RQGW01000009.1_cds_WP_100716961.1_2227	30.242	248	242
WP_025180280.1	lcl|NZ_RQGW01000010.1_cds_WP_135655957.1_1024	29.114	237	242
WP_025180280.1	lcl|NZ_RQGW01000010.1_cds_WP_100720948.1_1009	28.182	110	242
WP_002108525.1	lcl|NZ_RQGW01000010.1_cds_WP_100735943.1_1201	30.859	256	255
WP_002108525.1	lcl|NZ_RQGW01000001.1_cds_WP_004787563.1_3366	28.800	250	255
WP_002108525.1	lcl|NZ_RQGW01000001.1_cds_WP_100721449.1_3426	28.682	258	255
WP_002108525.1	lcl|NZ_RQGW01000008.1_cds_WP_004788221.1_3074	26.877	253	255
WP_002108525.1	lcl|NZ_RQGW01000005.1_cds_WP_135655482.1_2652	27.344	256	255
WP_002108525.1	lcl|NZ_RQGW01000010.1_cds_WP_004786786.1_1168	25.651	269	255
WP_002108525.1	lcl|NZ_RQGW01000003.1_cds_WP_100720226.1_600	25.946	185	255
WP_002108525.1	lcl|NZ_RQGW01000009.1_cds_WP_135655889.1_2184	27.037	270	255
WP_002108525.1	lcl|NZ_RQGW01000010.1_cds_WP_100735289.1_1093	27.184	206	255
WP_002108525.1	lcl|NZ_RQGW01000003.1_cds_WP_135655253.1_537	30.405	148	255
WP_002108525.1	lcl|NZ_RQGW01000010.1_cds_WP_100720849.1_1782	24.352	193	255
WP_002108525.1	lcl|NZ_RQGW01000010.1_cds_WP_020776878.1_1422	22.340	188	255
