WP_000340715.1	lcl|NZ_VCHF01000058.1_cds_WP_000340715.1_2846	100.000	86	106
WP_000410268.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	99.677	310	318
WP_000410268.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	25.680	331	318
WP_000410268.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	24.611	321	318
WP_000410268.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	23.958	288	318
WP_002076509.1	lcl|NZ_VCHF01000022.1_cds_WP_000282882.1_1380	30.213	235	223
WP_002076509.1	lcl|NZ_VCHF01000008.1_cds_WP_001099039.1_3379	26.906	223	223
WP_002076509.1	lcl|NZ_VCHF01000021.1_cds_WP_000840861.1_1357	29.808	104	223
WP_002076509.1	lcl|NZ_VCHF01000020.1_cds_WP_000868621.1_1294	29.670	91	223
WP_002076509.1	lcl|NZ_VCHF01000022.1_cds_WP_001114273.1_1387	26.705	176	223
WP_002076509.1	lcl|NZ_VCHF01000091.1_cds_WP_000262844.1_3653	24.638	207	223
WP_001136119.1	lcl|NZ_VCHF01000105.1_cds_WP_001033784.1_262	32.955	352	354
WP_001136119.1	lcl|NZ_VCHF01000005.1_cds_WP_001011666.1_2590	34.237	295	354
WP_001136119.1	lcl|NZ_VCHF01000105.1_cds_WP_002072154.1_256	28.435	313	354
WP_001136119.1	lcl|NZ_VCHF01000105.1_cds_WP_001033784.1_262	32.955	352	354
WP_001136119.1	lcl|NZ_VCHF01000005.1_cds_WP_001011666.1_2590	34.237	295	354
WP_001136119.1	lcl|NZ_VCHF01000105.1_cds_WP_002072154.1_256	28.435	313	354
WP_000535865.1	lcl|NZ_VCHF01000017.1_cds_WP_000696059.1_1008	43.373	166	234
WP_000535865.1	lcl|NZ_VCHF01000117.1_cds_WP_001014594.1_454	28.365	208	234
WP_000535865.1	lcl|NZ_VCHF01000105.1_cds_WP_000440091.1_257	23.043	230	234
WP_000535865.1	lcl|NZ_VCHF01000019.1_cds_WP_000721854.1_1163	33.333	111	234
WP_001117631.1	lcl|NZ_VCHF01000018.1_cds_WP_001281953.1_1106	31.989	372	387
WP_001117631.1	lcl|NZ_VCHF01000122.1_cds_WP_000228801.1_552	33.891	239	387
WP_001117631.1	lcl|NZ_VCHF01000058.1_cds_WP_000608294.1_2837	28.448	348	387
WP_001117631.1	lcl|NZ_VCHF01000105.1_cds_WP_000172659.1_254	34.000	250	387
WP_001117631.1	lcl|NZ_VCHF01000058.1_cds_WP_001198107.1_2838	37.864	206	387
WP_001117631.1	lcl|NZ_VCHF01000031.1_cds_WP_000575181.1_1869	28.975	283	387
WP_001117631.1	lcl|NZ_VCHF01000063.1_cds_WP_000538754.1_2982	26.480	321	387
WP_001117631.1	lcl|NZ_VCHF01000006.1_cds_WP_001982414.1_2909	24.251	367	387
WP_029781911.1	lcl|NZ_VCHF01000017.1_cds_WP_000696059.1_1008	35.918	245	572
WP_029781911.1	lcl|NZ_VCHF01000105.1_cds_WP_000440091.1_257	27.941	204	572
WP_029781911.1	lcl|NZ_VCHF01000007.1_cds_WP_000613389.1_3118	21.538	130	572
WP_029781911.1	lcl|NZ_VCHF01000019.1_cds_WP_000721854.1_1163	34.513	113	572
WP_029781911.1	lcl|NZ_VCHF01000017.1_cds_WP_000696059.1_1008	35.918	245	572
WP_029781911.1	lcl|NZ_VCHF01000105.1_cds_WP_000440091.1_257	27.941	204	572
WP_029781911.1	lcl|NZ_VCHF01000007.1_cds_WP_000613389.1_3118	21.538	130	572
WP_029781911.1	lcl|NZ_VCHF01000019.1_cds_WP_000721854.1_1163	34.513	113	572
WP_000041234.1	lcl|NZ_VCHF01000058.1_cds_WP_001198107.1_2838	34.161	322	417
WP_000041234.1	lcl|NZ_VCHF01000058.1_cds_WP_000608294.1_2837	33.677	291	417
WP_000041234.1	lcl|NZ_VCHF01000031.1_cds_WP_000575181.1_1869	32.248	307	417
WP_000041234.1	lcl|NZ_VCHF01000018.1_cds_WP_001281953.1_1106	28.354	328	417
WP_000041234.1	lcl|NZ_VCHF01000105.1_cds_WP_000172659.1_254	30.769	325	417
WP_000041234.1	lcl|NZ_VCHF01000122.1_cds_WP_000228801.1_552	35.319	235	417
WP_000041234.1	lcl|NZ_VCHF01000063.1_cds_WP_000538754.1_2982	25.781	384	417
WP_000041234.1	lcl|NZ_VCHF01000006.1_cds_WP_001982414.1_2909	24.206	252	417
WP_002108506.1	lcl|NZ_VCHF01000004.1_cds_WP_000012765.1_2222	35.385	130	216
WP_002108506.1	lcl|NZ_VCHF01000036.1_cds_WP_000230176.1_2069	30.061	163	216
WP_002108506.1	lcl|NZ_VCHF01000039.1_cds_WP_000914168.1_2188	24.762	105	216
WP_002108506.1	lcl|NZ_VCHF01000019.1_cds_WP_000602004.1_1137	26.712	146	216
WP_002108506.1	lcl|NZ_VCHF01000045.1_cds_WP_000780979.1_2453	26.168	107	216
WP_025180280.1	lcl|NZ_VCHF01000017.1_cds_WP_000696059.1_1008	31.967	244	242
WP_025180280.1	lcl|NZ_VCHF01000117.1_cds_WP_001014594.1_454	29.268	246	242
WP_002108525.1	lcl|NZ_VCHF01000011.1_cds_WP_000998678.1_353	31.660	259	255
WP_002108525.1	lcl|NZ_VCHF01000031.1_cds_WP_000412931.1_1893	28.846	260	255
WP_002108525.1	lcl|NZ_VCHF01000036.1_cds_WP_000566240.1_2088	27.843	255	255
WP_002108525.1	lcl|NZ_VCHF01000053.1_cds_WP_000043153.1_2735	26.336	262	255
WP_002108525.1	lcl|NZ_VCHF01000001.1_cds_WP_000351751.1_26	24.907	269	255
WP_002108525.1	lcl|NZ_VCHF01000052.1_cds_WP_000653652.1_2704	26.054	261	255
WP_002108525.1	lcl|NZ_VCHF01000036.1_cds_WP_002072686.1_2060	27.490	251	255
WP_002108525.1	lcl|NZ_VCHF01000031.1_cds_WP_000750481.1_1889	24.016	254	255
WP_002108525.1	lcl|NZ_VCHF01000002.1_cds_WP_000646912.1_1220	26.230	183	255
WP_002108525.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	29.851	201	255
WP_002108525.1	lcl|NZ_VCHF01000109.1_cds_WP_000800040.1_307	26.289	194	255
WP_002108525.1	lcl|NZ_VCHF01000009.1_cds_WP_001074690.1_3563	25.389	193	255
WP_002108525.1	lcl|NZ_VCHF01000048.1_cds_WP_001069863.1_2552	26.136	176	255
WP_002108525.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	34.722	72	255
WP_002108525.1	lcl|NZ_VCHF01000090.1_cds_WP_000093664.1_3624	23.500	200	255
WP_002108502.1	lcl|NZ_VCHF01000113.1_cds_WP_002115880.1_408	29.394	330	314
WP_002108526.1	lcl|NZ_VCHF01000005.1_cds_WP_001011666.1_2590	39.024	287	282
WP_002108526.1	lcl|NZ_VCHF01000105.1_cds_WP_001033784.1_262	35.354	297	282
WP_002108526.1	lcl|NZ_VCHF01000105.1_cds_WP_002072154.1_256	27.941	272	282
WP_002099940.1	lcl|NZ_VCHF01000105.1_cds_WP_000653655.1_260	24.837	306	321
WP_002078520.1	lcl|NZ_VCHF01000018.1_cds_WP_001281953.1_1106	37.905	401	401
WP_002078520.1	lcl|NZ_VCHF01000105.1_cds_WP_000172659.1_254	34.097	393	401
WP_002078520.1	lcl|NZ_VCHF01000058.1_cds_WP_000608294.1_2837	31.452	372	401
WP_002078520.1	lcl|NZ_VCHF01000122.1_cds_WP_000228801.1_552	31.183	372	401
WP_002078520.1	lcl|NZ_VCHF01000031.1_cds_WP_000575181.1_1869	27.596	366	401
