WP_000340715.1	lcl|NZ_MVIT01000044.1_cds_WP_004753574.1_2684	94.186	86	106
WP_000410268.1	lcl|NZ_MVIT01000044.1_cds_WP_082292714.1_2683	95.806	310	318
WP_000410268.1	lcl|NZ_MVIT01000044.1_cds_WP_020765358.1_2680	26.061	330	318
WP_000410268.1	lcl|NZ_MVIT01000078.1_cds_WP_004753565.1_408	24.611	321	318
WP_000410268.1	lcl|NZ_MVIT01000032.1_cds_WP_020778800.1_3332	24.306	288	318
WP_000410268.1	lcl|NZ_MVIT01000078.1_cds_WP_176138130.1_80	23.932	234	318
WP_002076509.1	lcl|NZ_MVIT01000032.1_cds_WP_082292626.1_3336	29.614	233	223
WP_002076509.1	lcl|NZ_MVIT01000065.1_cds_WP_082293065.1_885	25.571	219	223
WP_002076509.1	lcl|NZ_MVIT01000051.1_cds_WP_020766335.1_2430	31.731	104	223
WP_002076509.1	lcl|NZ_MVIT01000041.1_cds_WP_004751232.1_2644	30.769	91	223
WP_002076509.1	lcl|NZ_MVIT01000032.1_cds_WP_002101546.1_3337	27.368	95	223
WP_002076509.1	lcl|NZ_MVIT01000077.1_cds_WP_004754319.1_1457	24.155	207	223
WP_001136119.1	lcl|NZ_MVIT01000036.1_cds_WP_016753330.1_3384	32.955	352	354
WP_001136119.1	lcl|NZ_MVIT01000071.1_cds_WP_004771496.1_3829	34.276	283	354
WP_001136119.1	lcl|NZ_MVIT01000036.1_cds_WP_082292653.1_3390	29.032	310	354
WP_001136119.1	lcl|NZ_MVIT01000036.1_cds_WP_016753330.1_3384	32.955	352	354
WP_001136119.1	lcl|NZ_MVIT01000071.1_cds_WP_004771496.1_3829	34.276	283	354
WP_001136119.1	lcl|NZ_MVIT01000036.1_cds_WP_082292653.1_3390	29.032	310	354
WP_000535865.1	lcl|NZ_MVIT01000070.1_cds_WP_082293181.1_1207	42.771	166	234
WP_000535865.1	lcl|NZ_MVIT01000062.1_cds_WP_082293000.1_1091	28.846	208	234
WP_000535865.1	lcl|NZ_MVIT01000036.1_cds_WP_000440092.1_3389	23.043	230	234
WP_000535865.1	lcl|NZ_MVIT01000075.1_cds_WP_004753115.1_2767	32.432	111	234
WP_001117631.1	lcl|NZ_MVIT01000060.1_cds_WP_004754030.1_1564	32.432	370	387
WP_001117631.1	lcl|NZ_MVIT01000071.1_cds_WP_016560426.1_3871	34.728	239	387
WP_001117631.1	lcl|NZ_MVIT01000044.1_cds_WP_082292711.1_2675	33.475	236	387
WP_001117631.1	lcl|NZ_MVIT01000036.1_cds_WP_082292654.1_3392	33.080	263	387
WP_001117631.1	lcl|NZ_MVIT01000044.1_cds_WP_082292712.1_2676	37.379	206	387
WP_001117631.1	lcl|NZ_MVIT01000032.1_cds_WP_082292627.1_3338	30.742	283	387
WP_001117631.1	lcl|NZ_MVIT01000075.1_cds_WP_082293341.1_2783	27.103	321	387
WP_001117631.1	lcl|NZ_MVIT01000052.1_cds_WP_025182339.1_1831	25.068	367	387
WP_029781911.1	lcl|NZ_MVIT01000070.1_cds_WP_082293181.1_1207	34.167	240	572
WP_029781911.1	lcl|NZ_MVIT01000036.1_cds_WP_000440092.1_3389	27.941	204	572
WP_029781911.1	lcl|NZ_MVIT01000062.1_cds_WP_082293000.1_1091	33.333	159	572
WP_029781911.1	lcl|NZ_MVIT01000056.1_cds_WP_020766199.1_1901	21.212	132	572
WP_029781911.1	lcl|NZ_MVIT01000075.1_cds_WP_004753115.1_2767	33.333	117	572
WP_029781911.1	lcl|NZ_MVIT01000070.1_cds_WP_082293181.1_1207	34.167	240	572
WP_029781911.1	lcl|NZ_MVIT01000036.1_cds_WP_000440092.1_3389	27.941	204	572
WP_029781911.1	lcl|NZ_MVIT01000062.1_cds_WP_082293000.1_1091	33.333	159	572
