WP_000340715.1	lcl|NZ_JQPD01000003.1_cds_WP_000340713.1_103	95.349	86	106
WP_000410268.1	lcl|NZ_JQPD01000003.1_cds_WP_000412665.1_104	95.161	310	318
WP_000410268.1	lcl|NZ_JQPD01000003.1_cds_WP_000699347.1_108	24.422	303	318
WP_000410268.1	lcl|NZ_JQPD01000001.1_cds_WP_000744698.1_15	24.611	321	318
WP_000410268.1	lcl|NZ_JQPD01000003.1_cds_WP_001168408.1_139	23.699	346	318
WP_000410268.1	lcl|NZ_JQPD01000119.1_cds_WP_000723092.1_2739	24.221	289	318
WP_000410268.1	lcl|NZ_JQPD01000003.1_cds_WP_000723077.1_117	21.014	276	318
WP_002076509.1	lcl|NZ_JQPD01000119.1_cds_WP_000282880.1_2743	30.638	235	223
WP_002076509.1	lcl|NZ_JQPD01000003.1_cds_WP_001005151.1_163	28.205	195	223
WP_002076509.1	lcl|NZ_JQPD01000010.1_cds_WP_001099027.1_370	26.457	223	223
WP_002076509.1	lcl|NZ_JQPD01000003.1_cds_WP_000808025.1_110	35.398	113	223
WP_002076509.1	lcl|NZ_JQPD01000161.1_cds_WP_000840861.1_3324	29.808	104	223
WP_002076509.1	lcl|NZ_JQPD01000003.1_cds_WP_000703222.1_156	29.348	92	223
WP_002076509.1	lcl|NZ_JQPD01000028.1_cds_WP_061230306.1_872	29.670	91	223
WP_002076509.1	lcl|NZ_JQPD01000119.1_cds_WP_061230524.1_2736	26.705	176	223
WP_002076509.1	lcl|NZ_JQPD01000087.1_cds_WP_000262844.1_2093	24.638	207	223
WP_001136119.1	lcl|NZ_JQPD01000003.1_cds_WP_000853941.1_120	38.209	335	354
WP_001136119.1	lcl|NZ_JQPD01000003.1_cds_WP_000275581.1_109	30.395	329	354
WP_001136119.1	lcl|NZ_JQPD01000046.1_cds_WP_001011675.1_1257	33.898	295	354
WP_001136119.1	lcl|NZ_JQPD01000003.1_cds_WP_000155110.1_147	32.508	323	354
WP_001136119.1	lcl|NZ_JQPD01000003.1_cds_WP_000853941.1_120	38.209	335	354
WP_001136119.1	lcl|NZ_JQPD01000003.1_cds_WP_000275581.1_109	30.395	329	354
WP_001136119.1	lcl|NZ_JQPD01000046.1_cds_WP_001011675.1_1257	33.898	295	354
WP_001136119.1	lcl|NZ_JQPD01000003.1_cds_WP_000155110.1_147	32.508	323	354
WP_000535865.1	lcl|NZ_JQPD01000003.1_cds_WP_000721297.1_143	37.788	217	234
WP_000535865.1	lcl|NZ_JQPD01000182.1_cds_WP_001014595.1_3485	28.365	208	234
WP_000535865.1	lcl|NZ_JQPD01000143.1_cds_WP_000721855.1_3093	33.333	111	234
WP_001117631.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	31.285	358	387
WP_001117631.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	31.989	372	387
WP_001117631.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	30.114	352	387
WP_001117631.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	35.628	247	387
WP_001117631.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	32.819	259	387
WP_001117631.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	28.975	283	387
WP_001117631.1	lcl|NZ_JQPD01000147.1_cds_WP_000538757.1_3131	26.480	321	387
WP_001117631.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	24.251	367	387
WP_001117631.1	lcl|NZ_JQPD01000003.1_cds_WP_000623348.1_134	20.867	369	387
WP_029781911.1	lcl|NZ_JQPD01000003.1_cds_WP_000721297.1_143	37.083	240	572
WP_029781911.1	lcl|NZ_JQPD01000081.1_cds_WP_000613386.1_2053	21.538	130	572
WP_029781911.1	lcl|NZ_JQPD01000143.1_cds_WP_000721855.1_3093	34.513	113	572
WP_029781911.1	lcl|NZ_JQPD01000003.1_cds_WP_000721297.1_143	37.083	240	572
WP_029781911.1	lcl|NZ_JQPD01000081.1_cds_WP_000613386.1_2053	21.538	130	572
WP_029781911.1	lcl|NZ_JQPD01000143.1_cds_WP_000721855.1_3093	34.513	113	572
WP_000041234.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	32.270	282	417
WP_000041234.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	41.627	209	417
WP_000041234.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	32.248	307	417
WP_000041234.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	28.354	328	417
WP_000041234.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	32.317	328	417
WP_000041234.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	30.342	234	417
WP_000041234.1	lcl|NZ_JQPD01000147.1_cds_WP_000538757.1_3131	25.907	386	417
WP_000041234.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	24.206	252	417
WP_000041234.1	lcl|NZ_JQPD01000003.1_cds_WP_000623348.1_134	21.923	260	417
WP_002108506.1	lcl|NZ_JQPD01000053.1_cds_WP_000012765.1_1437	35.385	130	216
WP_002108506.1	lcl|NZ_JQPD01000065.1_cds_WP_000230180.1_1723	30.061	163	216
WP_002108506.1	lcl|NZ_JQPD01000058.1_cds_WP_000914169.1_1543	24.762	105	216
WP_002108506.1	lcl|NZ_JQPD01000134.1_cds_WP_000602007.1_2981	26.712	146	216
WP_025180280.1	lcl|NZ_JQPD01000003.1_cds_WP_000721297.1_143	37.118	229	242
WP_025180280.1	lcl|NZ_JQPD01000182.1_cds_WP_001014595.1_3485	29.268	246	242
WP_002108525.1	lcl|NZ_JQPD01000103.1_cds_WP_000998674.1_2493	31.660	259	255
WP_002108525.1	lcl|NZ_JQPD01000065.1_cds_WP_000566240.1_1704	27.843	255	255
WP_002108525.1	lcl|NZ_JQPD01000152.1_cds_WP_000043153.1_3227	26.336	262	255
WP_002108525.1	lcl|NZ_JQPD01000065.1_cds_WP_002100448.1_1732	27.888	251	255
WP_002108525.1	lcl|NZ_JQPD01000032.1_cds_WP_000351751.1_1004	24.907	269	255
WP_002108525.1	lcl|NZ_JQPD01000145.1_cds_WP_000653653.1_3110	26.054	261	255
WP_002108525.1	lcl|NZ_JQPD01000017.1_cds_WP_042751881.1_618	26.230	183	255
WP_002108525.1	lcl|NZ_JQPD01000119.1_cds_WP_000723092.1_2739	29.851	201	255
WP_002108525.1	lcl|NZ_JQPD01000181.1_cds_WP_000800040.1_3470	26.289	194	255
WP_002108525.1	lcl|NZ_JQPD01000012.1_cds_WP_001074690.1_450	25.389	193	255
WP_002108525.1	lcl|NZ_JQPD01000181.1_cds_WP_001069862.1_3464	26.136	176	255
WP_002108525.1	lcl|NZ_JQPD01000001.1_cds_WP_000744698.1_15	34.722	72	255
WP_002108525.1	lcl|NZ_JQPD01000158.1_cds_WP_000093664.1_3262	23.500	200	255
WP_002108502.1	lcl|NZ_JQPD01000220.1_cds_WP_002115880.1_3646	29.394	330	314
WP_002108526.1	lcl|NZ_JQPD01000003.1_cds_WP_000853941.1_120	36.131	274	282
WP_002108526.1	lcl|NZ_JQPD01000003.1_cds_WP_000275581.1_109	36.749	283	282
WP_002108526.1	lcl|NZ_JQPD01000046.1_cds_WP_001011675.1_1257	39.024	287	282
WP_002108526.1	lcl|NZ_JQPD01000003.1_cds_WP_000155110.1_147	35.563	284	282
WP_002078520.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	37.905	401	401
WP_002078520.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	35.620	379	401
WP_002078520.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	31.658	398	401
WP_002078520.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	34.844	353	401
WP_002078520.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	27.596	366	401
WP_002078520.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	27.461	386	401
WP_002078520.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	25.521	384	401
WP_002078520.1	lcl|NZ_JQPD01000147.1_cds_WP_000538757.1_3131	26.509	381	401
WP_002078520.1	lcl|NZ_JQPD01000003.1_cds_WP_000623348.1_134	23.861	373	401
WP_025180279.1	lcl|NZ_JQPD01000149.1_cds_WP_000172209.1_3189	30.163	368	568
WP_025180279.1	lcl|NZ_JQPD01000003.1_cds_WP_000361605.1_107	32.932	249	568
WP_025180279.1	lcl|NZ_JQPD01000147.1_cds_WP_000667646.1_3156	32.381	210	568
WP_025180279.1	lcl|NZ_JQPD01000034.1_cds_WP_000828456.1_1079	31.858	226	568
WP_025180279.1	lcl|NZ_JQPD01000149.1_cds_WP_000942282.1_3175	33.663	202	568
WP_025180279.1	lcl|NZ_JQPD01000081.1_cds_WP_045191718.1_2018	31.606	193	568
WP_025180279.1	lcl|NZ_JQPD01000110.1_cds_WP_000666554.1_2616	30.811	185	568
WP_025180279.1	lcl|NZ_JQPD01000066.1_cds_WP_000651462.1_1747	30.570	193	568
WP_025180279.1	lcl|NZ_JQPD01000051.1_cds_WP_000047473.1_1378	33.505	194	568
WP_025180279.1	lcl|NZ_JQPD01000050.1_cds_WP_000510778.1_1326	29.442	197	568
WP_025180279.1	lcl|NZ_JQPD01000010.1_cds_WP_000184524.1_358	31.606	193	568
WP_025180279.1	lcl|NZ_JQPD01000058.1_cds_WP_000536762.1_1545	34.194	155	568
WP_025180279.1	lcl|NZ_JQPD01000044.1_cds_WP_000619174.1_1228	31.088	193	568
WP_025180279.1	lcl|NZ_JQPD01000023.1_cds_WP_001052496.1_776	29.444	180	568
WP_025180279.1	lcl|NZ_JQPD01000038.1_cds_WP_000603361.1_1142	31.522	184	568
WP_025180279.1	lcl|NZ_JQPD01000073.1_cds_WP_061230416.1_1859	31.183	186	568
WP_025180279.1	lcl|NZ_JQPD01000073.1_cds_WP_061230416.1_1859	26.291	213	568
WP_025180279.1	lcl|NZ_JQPD01000090.1_cds_WP_000433117.1_2189	28.108	185	568
WP_025180279.1	lcl|NZ_JQPD01000156.1_cds_WP_000052667.1_3248	27.638	199	568
WP_025180279.1	lcl|NZ_JQPD01000044.1_cds_WP_000218838.1_1227	29.680	219	568
WP_025180279.1	lcl|NZ_JQPD01000016.1_cds_WP_001982953.1_571	26.943	193	568
WP_025180279.1	lcl|NZ_JQPD01000038.1_cds_WP_000054169.1_1123	30.000	190	568
WP_025180279.1	lcl|NZ_JQPD01000083.1_cds_WP_000590871.1_2082	25.654	191	568
WP_025180279.1	lcl|NZ_JQPD01000083.1_cds_WP_000590871.1_2082	25.668	187	568
WP_025180279.1	lcl|NZ_JQPD01000090.1_cds_WP_001089503.1_2157	28.293	205	568
WP_025180279.1	lcl|NZ_JQPD01000219.1_cds_WP_000626143.1_3640	27.368	190	568
WP_025180279.1	lcl|NZ_JQPD01000219.1_cds_WP_000626143.1_3640	23.462	260	568
WP_025180279.1	lcl|NZ_JQPD01000138.1_cds_WP_000598571.1_3012	26.061	165	568
WP_025180279.1	lcl|NZ_JQPD01000049.1_cds_WP_000431147.1_1324	26.160	237	568
WP_025180279.1	lcl|NZ_JQPD01000143.1_cds_WP_061230578.1_3099	26.904	197	568
WP_025180279.1	lcl|NZ_JQPD01000198.1_cds_WP_000481723.1_3584	24.138	203	568
WP_025180279.1	lcl|NZ_JQPD01000208.1_cds_WP_001141158.1_3606	24.413	213	568
WP_025180279.1	lcl|NZ_JQPD01000081.1_cds_WP_000281020.1_2035	31.944	72	568
WP_025180279.1	lcl|NZ_JQPD01000149.1_cds_WP_000172209.1_3189	30.163	368	568
WP_025180279.1	lcl|NZ_JQPD01000003.1_cds_WP_000361605.1_107	32.932	249	568
WP_025180279.1	lcl|NZ_JQPD01000147.1_cds_WP_000667646.1_3156	32.381	210	568
WP_025180279.1	lcl|NZ_JQPD01000034.1_cds_WP_000828456.1_1079	31.858	226	568
WP_025180279.1	lcl|NZ_JQPD01000149.1_cds_WP_000942282.1_3175	33.663	202	568
WP_025180279.1	lcl|NZ_JQPD01000081.1_cds_WP_045191718.1_2018	31.606	193	568
WP_025180279.1	lcl|NZ_JQPD01000110.1_cds_WP_000666554.1_2616	30.811	185	568
WP_025180279.1	lcl|NZ_JQPD01000066.1_cds_WP_000651462.1_1747	30.570	193	568
WP_025180279.1	lcl|NZ_JQPD01000051.1_cds_WP_000047473.1_1378	33.505	194	568
WP_025180279.1	lcl|NZ_JQPD01000050.1_cds_WP_000510778.1_1326	29.442	197	568
WP_025180279.1	lcl|NZ_JQPD01000010.1_cds_WP_000184524.1_358	31.606	193	568
WP_025180279.1	lcl|NZ_JQPD01000058.1_cds_WP_000536762.1_1545	34.194	155	568
WP_025180279.1	lcl|NZ_JQPD01000044.1_cds_WP_000619174.1_1228	31.088	193	568
WP_025180279.1	lcl|NZ_JQPD01000023.1_cds_WP_001052496.1_776	29.444	180	568
WP_025180279.1	lcl|NZ_JQPD01000038.1_cds_WP_000603361.1_1142	31.522	184	568
WP_025180279.1	lcl|NZ_JQPD01000073.1_cds_WP_061230416.1_1859	31.183	186	568
WP_025180279.1	lcl|NZ_JQPD01000073.1_cds_WP_061230416.1_1859	26.291	213	568
WP_025180279.1	lcl|NZ_JQPD01000090.1_cds_WP_000433117.1_2189	28.108	185	568
WP_025180279.1	lcl|NZ_JQPD01000156.1_cds_WP_000052667.1_3248	27.638	199	568
WP_025180279.1	lcl|NZ_JQPD01000044.1_cds_WP_000218838.1_1227	29.680	219	568
WP_025180279.1	lcl|NZ_JQPD01000016.1_cds_WP_001982953.1_571	26.943	193	568
WP_025180279.1	lcl|NZ_JQPD01000038.1_cds_WP_000054169.1_1123	30.000	190	568
WP_025180279.1	lcl|NZ_JQPD01000083.1_cds_WP_000590871.1_2082	25.654	191	568
WP_025180279.1	lcl|NZ_JQPD01000083.1_cds_WP_000590871.1_2082	25.668	187	568
WP_025180279.1	lcl|NZ_JQPD01000090.1_cds_WP_001089503.1_2157	28.293	205	568
WP_025180279.1	lcl|NZ_JQPD01000219.1_cds_WP_000626143.1_3640	27.368	190	568
WP_025180279.1	lcl|NZ_JQPD01000219.1_cds_WP_000626143.1_3640	23.462	260	568
WP_025180279.1	lcl|NZ_JQPD01000138.1_cds_WP_000598571.1_3012	26.061	165	568
WP_025180279.1	lcl|NZ_JQPD01000049.1_cds_WP_000431147.1_1324	26.160	237	568
WP_025180279.1	lcl|NZ_JQPD01000143.1_cds_WP_061230578.1_3099	26.904	197	568
WP_025180279.1	lcl|NZ_JQPD01000198.1_cds_WP_000481723.1_3584	24.138	203	568
WP_025180279.1	lcl|NZ_JQPD01000208.1_cds_WP_001141158.1_3606	24.413	213	568
WP_025180279.1	lcl|NZ_JQPD01000081.1_cds_WP_000281020.1_2035	31.944	72	568
WP_025180278.1	lcl|NZ_JQPD01000003.1_cds_WP_001031896.1_113	25.634	355	351
WP_000665193.1	lcl|NZ_JQPD01000003.1_cds_WP_000833255.1_154	22.757	602	586
WP_000665193.1	lcl|NZ_JQPD01000003.1_cds_WP_000373631.1_115	23.810	273	586
WP_000848826.1	lcl|NZ_JQPD01000221.1_cds_WP_002102434.1_3654	33.884	242	279
WP_000848826.1	lcl|NZ_JQPD01000005.1_cds_WP_061230228.1_202	37.288	59	279
